           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124942                    964                   1829.235148              -14910.489575               1155250.7                  12794.4         
         2.249884                    2873                  5452.465581              -15503.381891               3508585.3                  23116.0         
         3.374826                    4804                  9118.064943               12346.257783               5896780.4                  -45448.1        
         4.499768                    6695                  12705.239369              9336.288386                8141416.9                  -28209.6        
         5.624710                    8657                  16429.440390             -11383.050855               10494321.4                 63433.7         
         6.749652                   10570                  20057.659095              8263.775208                12826701.7                 -51217.2        
         7.874594                   12450                  23623.897273             -23642.902517               15140632.7                 178426.0        
         8.999536                   14392                  27306.507612              13972.097525               17483913.0                -106714.5        
        10.124478                   16313                  30947.484009             -26538.116434               19865209.6                 254779.0        
        11.249420                   18250                  34621.818734              35776.451771               22267702.9                -388178.4        
        12.374362                   20181                  38279.658049              3663.120820                24591944.9                 -41031.2        
        13.499304                   22048                  41817.529282              53232.675559               26807232.5                -689047.3        
        14.624246                   23967                  45453.334912              7070.481026                29087471.8                -100254.0        
        15.749188                   25899                  49113.893433              18994.010921               31395391.4                -294027.2        
        16.874130                   27831                  52775.353290              4661.623397                33714867.7                 -96708.0        
        17.999072                   29656                  56234.414712              6036.358477                35867967.7                -101630.2        
        19.124014                   31646                  60008.321548             -30148.822670               38174038.7                 579946.4        
        20.248956                   33584                  63680.917549              1458.964755                40600763.3                 -57041.8        
        21.373898                   35388                  67102.245022              -836.438771                42797194.7                 20417.4         
        22.498840                   37333                  70792.270399             -19918.761963               45170496.1                 439906.6        
        23.623782                   39333                  74589.269955             -52686.868732               47634151.0                1246494.7        
        24.748724                   41205                  78141.748192             -55899.902552               50035135.7                1346014.0        
        25.873666                   43178                  81889.817126              7084.419422                52539633.6                -190586.8        
        26.998608                   45087                  85520.382481              46512.787014               54796051.6                -1211974.8       
        28.123550                   47017                  89191.619716             -46019.308428               57176393.1                1266625.9        
        29.248492                   48938                  92847.842714              17284.572124               59516947.0                -486024.5        
        30.373434                   50896                  96572.791466              12462.912249               61964896.1                -360017.4        
        31.498376                   52779                 100155.652203              28045.645883               64298509.1                -860103.2        
        32.623318                   54659                 103731.395799              18219.424207               66537015.2                -575839.9        
        33.748260                   56553                 107336.111290             -52267.464508               68750157.9                1726887.4        
        34.873202                   58564                 111157.545481             -70648.641776               71280032.3                2442988.7        
        35.998144                   60439                 114731.050137             -65807.912907               73649390.7                2338184.0        
        37.123086                   62427                 118513.855822              56236.506648               76103559.7                -2064492.2       
        38.248028                   64254                 121992.888218              19807.798400               78244796.9                -736276.0        
        39.372970                   66185                 125671.261005             -39752.684318               80718495.5                1537623.7        
        40.497912                   68283                 129663.485163             -84997.823751               83303160.3                3366184.4        
        41.622854                   70153                 133221.815544              6042.783150                85548988.3                -269909.2        
        42.747796                   71901                 136550.306531             -122825.051898              87778964.8                5183437.2        
        43.872738                   73972                 140488.058018             -52241.368523               90521308.3                2268021.0        
        44.997680                   75820                 143997.600849             -56235.158961               92854001.4                2514968.0        
        46.122622                   77869                 147886.895030             -107176.279245              95481347.1                4902845.5        
        47.247564                   79734                 151429.312089              38210.615699               97879728.1                -1777835.7       
        48.372506                   81696                 155146.684862              59766.839997              100273878.5                -2878383.3       
        49.497448                   83599                 158749.540661             101585.229078              102404921.8                -4953902.0       
        50.622390                   85455                 162262.331723              37637.426305              104429070.0                -1863056.4       
        51.747332                   87437                 166003.936574              20602.687706              106796451.4                -1068338.0       
        52.872274                   89181                 169284.972518              35133.608277              108953694.6                -1821070.3       
        53.997216                   91060                 172825.769903              49816.899279              111132787.4                -2663096.8       
        55.122158                   93107                 176676.256030              76334.297006              113429666.2                -4151753.7       
        56.247100                   95129                 180475.317277              30990.149871              115815553.0                -1725237.9       
        57.372042                   96916                 183828.819106              94660.273740              118004565.8                -5373549.3       
        58.496984                   98812                 187384.549952              57557.730072              120160053.4                -3329311.2       
        59.621926                   100635                190793.440281             114934.227469              122201242.8                -6774412.8       
        60.746868                   102494                194275.013352              85529.597637              124206850.2                -5139124.4       
        61.871810                   104311                197666.767460              60671.095037              126358527.4                -3718583.3       
        62.996752                   106296                201380.431545              69340.750238              128605965.1                -4334664.6       
        64.121694                   108358                205232.849882              74626.391217              131050733.1                -4743559.0       
        65.246636                   110146                208561.639651              3953.703700               133126502.6                -248664.0        
        66.371578                   112004                212020.289496              25688.518494              135303724.8                -1711867.9       
        67.496520                   113827                215407.505478              93876.537293              137438396.8                -6279432.6       
        68.621462                   115800                219070.220796              60652.847982              139631286.9                -4122922.1       
        69.746404                   117603                222392.704577             261539.379616              141419425.6               -18094322.3       
        70.871346                   119579                226027.874449              15753.408503              143658388.9                -1111719.5       
        71.996288                   121403                229347.798298             -34505.961108              145924395.6                2480072.0        
        73.121230                   123510                233156.509847             189162.089443              148385935.2               -13706763.2       
        74.246172                   125023                235779.423685             127268.816615              149866793.7                -9351003.2       
        75.371114                   126868                238938.864229             142449.855215              151697709.0               -10661265.5       
        76.496056                   128710                241987.780429             155537.460877              153596900.4               -11822312.4       
        77.620998                   130664                245100.744541             353775.995363              155530634.2               -27294412.8       
        78.745940                   132331                247492.008492             536515.979713              156741202.0               -41978447.6       
        79.870882                   134106                249869.385938             645829.857069              157684826.3               -51216335.0       
        80.995824                   135591                251476.789812             794237.754819              158367951.4               -63897966.7       
        82.120766                   137041                252736.497049             952149.411369              158588427.5               -77699193.0       
        83.245708                   138003                252824.002278             1078691.978637             157921828.6               -89198072.2       
        84.370650                   139110                252831.453929             1358570.854379             157554708.8               -113918515.6      
        85.495592                   139435                251203.368646             1731987.057520             155916873.3               -147121427.0      
        86.620534                   139777                248986.035953             2092568.972025             153644791.7               -180105805.7      
        87.745476                   139508                245429.039531             2387625.874253             150675289.4               -208193495.9      
        88.870418                   138701                240696.250862             2803152.095921             146658911.9               -247576184.1      
        89.995360                   137029                234395.466261             3304927.836160             141548542.9               -295602757.4      
        91.120302                   134719                226952.490619             3547501.850737             135652426.0               -321278352.7      
        92.245244                   131242                217637.707312             3973641.859396             128807785.0               -364356276.0      
        93.370186                   126864                207268.277843             4199467.720026             121064800.1               -389764404.5      
        94.495128                   121479                195475.370517             4115769.011581             112845364.5               -386600656.7      
        95.620070                   115726                183340.792544             4302113.351014             104696917.4               -408945701.8      
        96.745012                   109086                169984.991070             4328670.813910              95829959.3               -416363207.0      
        97.869954                   102175                156223.655875             4309159.756985              86980238.1               -419305023.7      
        98.994896                   95352                 142662.147430             4349646.012549              78307595.2               -428140117.5      
        100.119838                  87782                 128362.119090             4272382.586741              69319411.8               -425324642.4      
        101.244780                  80167                 114176.153300             4268290.228118              60365406.6               -429712267.7      
        102.369722                  71794                  99393.491272             4097934.997323              51417965.0               -417195357.9      
        103.494664                  63755                  85551.158406             3932748.249888              42815982.2               -404777382.3      
        104.619606                  55397                  71771.027110             3607979.345602              34460364.9               -375400568.8      
        105.744548                  46887                  58666.101480             3208204.628993              26865862.3               -337400705.7      
        106.869490                  38596                  46601.518231             2690802.413001              20276515.1               -286001116.4      
        107.994432                  30844                  35851.796850             2263745.032577              14751013.8               -243142904.0      
        109.119374                  23760                  26521.044954             1770659.648966              10185193.6               -192177892.5      
        110.244316                  17574                  18792.187715             1277324.227476              6658161.3                -140051848.6      
        111.369258                  12349                  12678.461482             904022.343048               4152416.5                -100134902.7      
        112.494200                   8247                  8087.061547              585233.057117               2384383.0                -65480159.0       
        113.619142                   5345                  4999.898186              360385.927649               1258159.6                -40726381.1       
        114.744084                   3137                  2781.145363              195026.968831                590621.7                -22254429.9       
        115.869026                   1688                  1405.311556               94779.494841                224372.1                -10921327.5       
        116.993968                   744                    575.341430               24820.877717                66468.4                  -2886959.3       
        118.118910                   312                    215.926964               4539.015742                 21443.8                  -532957.2        
        119.243852                   118                    73.053793                1785.308174                  6404.7                  -211199.4        
        120.368794                    36                    19.038407                -319.835078                  1666.0                   38160.6         
        121.493736                    7                      3.245613                 445.381061                  226.3                    -53706.0        
        122.618678                    1                      0.398702                 -44.334142                   20.2                     5406.6         
        123.743620                    0                      0.000000                  0.000000                    0.0                       0.0           
        124.868562                    0                      0.000000                  0.000000                    0.0                       0.0           
        125.993504                    0                      0.000000                  0.000000                    0.0                       0.0           
        127.118446                    0                      0.000000                  0.000000                    0.0                       0.0           
        128.243388                    0                      0.000000                  0.000000                    0.0                       0.0           
        129.368330                    0                      0.000000                  0.000000                    0.0                       0.0           
        130.493272                    0                      0.000000                  0.000000                    0.0                       0.0           
        131.618214                    0                      0.000000                  0.000000                    0.0                       0.0           
        132.743156                    0                      0.000000                  0.000000                    0.0                       0.0           
