             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.407                          0.000             
           100.000                         0.412                          0.000             
           100.000                         0.417                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.000             
           100.000                         0.433                          0.000             
           100.000                         0.438                          0.000             
           100.000                         0.443                          0.000             
           100.000                         0.449                          0.000             
           100.000                         0.454                          0.000             
           100.000                         0.459                          0.000             
           100.000                         0.464                          0.000             
           100.000                         0.469                          0.000             
           100.000                         0.475                          0.000             
           100.000                         0.480                          0.000             
           100.000                         0.485                          0.000             
           100.000                         0.490                          0.000             
           100.000                         0.496                          0.000             
           100.000                         0.501                          0.000             
           100.000                         0.506                          0.000             
           100.000                         0.511                          0.000             
           100.000                         0.517                          0.000             
           100.000                         0.522                          0.000             
           100.000                         0.527                          0.000             
           100.000                         0.532                          0.000             
           100.000                         0.538                          0.000             
           100.000                         0.543                          0.000             
           100.000                         0.548                          0.000             
           100.000                         0.553                          0.000             
           100.000                         0.559                          0.000             
           100.000                         0.564                          0.000             
           100.000                         0.569                          0.000             
           100.000                         0.574                          0.000             
           100.000                         0.580                          0.000             
           100.000                         0.585                          0.003             
           100.000                         0.590                          0.021             
           100.000                         0.595                          0.074             
           100.000                         0.601                          0.186             
           100.000                         0.606                          0.314             
           100.000                         0.611                          0.644             
           100.000                         0.616                          1.465             
           100.000                         0.621                          3.639             
           100.000                         0.627                          8.118             
           100.000                         0.632                          15.140            
           100.000                         0.637                          23.648            
           100.000                         0.642                          30.728            
           100.000                         0.648                          34.388            
           100.000                         0.653                          34.187            
           100.000                         0.658                          30.445            
           100.000                         0.663                          25.364            
           100.000                         0.669                          19.739            
           100.000                         0.674                          15.269            
           100.000                         0.679                          11.663            
           100.000                         0.684                          8.489             
           100.000                         0.690                          6.253             
           100.000                         0.695                          4.761             
           100.000                         0.700                          3.614             
           100.000                         0.705                          2.843             
           100.000                         0.711                          2.263             
           100.000                         0.716                          1.913             
           100.000                         0.721                          1.675             
           100.000                         0.726                          1.444             
           100.000                         0.732                          1.232             
           100.000                         0.737                          1.177             
           100.000                         0.742                          0.923             
           100.000                         0.747                          0.935             
           100.000                         0.752                          0.758             
           100.000                         0.758                          0.695             
           100.000                         0.763                          0.660             
           100.000                         0.768                          0.587             
           100.000                         0.773                          0.542             
           100.000                         0.779                          0.498             
           100.000                         0.784                          0.451             
           100.000                         0.789                          0.475             
           100.000                         0.794                          0.429             
           100.000                         0.800                          0.418             
           100.000                         0.805                          0.388             
           100.000                         0.810                          0.335             
           100.000                         0.815                          0.329             
           100.000                         0.821                          0.332             
           100.000                         0.826                          0.310             
           100.000                         0.831                          0.300             
           100.000                         0.836                          0.283             
           100.000                         0.842                          0.251             
           100.000                         0.847                          0.258             
           100.000                         0.852                          0.265             
           100.000                         0.857                          0.233             
           100.000                         0.863                          0.267             
           100.000                         0.868                          0.232             
           100.000                         0.873                          0.231             
           100.000                         0.878                          0.225             
           100.000                         0.884                          0.204             
           100.000                         0.889                          0.199             
           100.000                         0.894                          0.223             
           100.000                         0.899                          0.200             
           100.000                         0.904                          0.191             
           100.000                         0.910                          0.193             
           100.000                         0.915                          0.190             
           100.000                         0.920                          0.214             
           100.000                         0.925                          0.182             
           100.000                         0.931                          0.171             
           100.000                         0.936                          0.203             
           100.000                         0.941                          0.176             
           100.000                         0.946                          0.180             
           100.000                         0.952                          0.172             
           100.000                         0.957                          0.164             
           100.000                         0.962                          0.160             
           100.000                         0.967                          0.196             
           100.000                         0.973                          0.194             
           100.000                         0.978                          0.184             
           100.000                         0.983                          0.180             
           100.000                         0.988                          0.186             
           100.000                         0.994                          0.199             
           100.000                         0.999                          0.160             
           100.000                         1.004                          0.181             
           100.000                         1.009                          0.199             
           100.000                         1.015                          0.215             
           100.000                         1.020                          0.184             
           100.000                         1.025                          0.197             
           100.000                         1.030                          0.226             
           100.000                         1.035                          0.231             
           100.000                         1.041                          0.266             
           100.000                         1.046                          0.289             
           100.000                         1.051                          0.363             
           100.000                         1.056                          0.496             
           100.000                         1.062                          0.613             
           100.000                         1.067                          0.834             
           100.000                         1.072                          1.192             
           100.000                         1.077                          1.565             
           100.000                         1.083                          2.272             
           100.000                         1.088                          3.062             
           100.000                         1.093                          4.045             
           100.000                         1.098                          5.234             
           100.000                         1.104                          6.586             
           100.000                         1.109                          7.971             
           100.000                         1.114                          9.297             
           100.000                         1.119                          10.293            
           100.000                         1.125                          11.110            
           100.000                         1.130                          11.247            
           100.000                         1.135                          11.367            
           100.000                         1.140                          10.991            
           100.000                         1.146                          10.093            
           100.000                         1.151                          9.029             
           100.000                         1.156                          8.177             
           100.000                         1.161                          6.967             
           100.000                         1.167                          5.766             
           100.000                         1.172                          4.875             
           100.000                         1.177                          4.062             
           100.000                         1.182                          3.306             
           100.000                         1.187                          2.681             
           100.000                         1.193                          2.286             
           100.000                         1.198                          1.898             
           100.000                         1.203                          1.639             
           100.000                         1.208                          1.411             
           100.000                         1.214                          1.246             
           100.000                         1.219                          1.166             
           100.000                         1.224                          1.069             
           100.000                         1.229                          1.017             
           100.000                         1.235                          1.006             
           100.000                         1.240                          1.107             
           100.000                         1.245                          1.342             
           100.000                         1.250                          1.654             
           100.000                         1.256                          2.319             
           100.000                         1.261                          3.067             
           100.000                         1.266                          4.132             
           100.000                         1.271                          5.320             
           100.000                         1.277                          6.419             
           100.000                         1.282                          7.612             
           100.000                         1.287                          8.502             
           100.000                         1.292                          9.144             
           100.000                         1.298                          9.495             
           100.000                         1.303                          9.489             
           100.000                         1.308                          9.317             
           100.000                         1.313                          8.799             
           100.000                         1.319                          8.127             
           100.000                         1.324                          7.315             
           100.000                         1.329                          6.544             
           100.000                         1.334                          5.766             
           100.000                         1.339                          4.907             
           100.000                         1.345                          4.456             
           100.000                         1.350                          3.690             
           100.000                         1.355                          3.140             
           100.000                         1.360                          2.750             
           100.000                         1.366                          2.352             
           100.000                         1.371                          2.088             
           100.000                         1.376                          1.777             
           100.000                         1.381                          1.499             
           100.000                         1.387                          1.328             
           100.000                         1.392                          1.130             
           100.000                         1.397                          1.080             
           100.000                         1.402                          0.908             
           100.000                         1.408                          0.791             
           100.000                         1.413                          0.739             
           100.000                         1.418                          0.671             
           100.000                         1.423                          0.622             
           100.000                         1.429                          0.548             
           100.000                         1.434                          0.550             
           100.000                         1.439                          0.513             
           100.000                         1.444                          0.485             
           100.000                         1.450                          0.449             
           100.000                         1.455                          0.429             
           100.000                         1.460                          0.391             
           100.000                         1.465                          0.363             
           100.000                         1.470                          0.384             
           100.000                         1.476                          0.344             
           100.000                         1.481                          0.327             
           100.000                         1.486                          0.311             
           100.000                         1.491                          0.322             
           100.000                         1.497                          0.313             
           100.000                         1.502                          0.299             
           100.000                         1.507                          0.286             
           100.000                         1.512                          0.272             
           100.000                         1.518                          0.287             
           100.000                         1.523                          0.280             
           100.000                         1.528                          0.280             
           100.000                         1.533                          0.248             
           100.000                         1.539                          0.258             
           100.000                         1.544                          0.245             
