             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.407                          0.000             
           100.000                         0.412                          0.000             
           100.000                         0.417                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.000             
           100.000                         0.433                          0.000             
           100.000                         0.438                          0.000             
           100.000                         0.443                          0.000             
           100.000                         0.449                          0.000             
           100.000                         0.454                          0.000             
           100.000                         0.459                          0.000             
           100.000                         0.464                          0.000             
           100.000                         0.469                          0.000             
           100.000                         0.475                          0.000             
           100.000                         0.480                          0.000             
           100.000                         0.485                          0.000             
           100.000                         0.490                          0.000             
           100.000                         0.496                          0.002             
           100.000                         0.501                          0.005             
           100.000                         0.506                          0.019             
           100.000                         0.511                          0.044             
           100.000                         0.517                          0.125             
           100.000                         0.522                          0.260             
           100.000                         0.527                          0.443             
           100.000                         0.532                          0.704             
           100.000                         0.538                          1.062             
           100.000                         0.543                          1.347             
           100.000                         0.548                          1.792             
           100.000                         0.553                          2.049             
           100.000                         0.559                          2.408             
           100.000                         0.564                          2.679             
           100.000                         0.569                          2.857             
           100.000                         0.574                          2.818             
           100.000                         0.580                          3.044             
           100.000                         0.585                          2.960             
           100.000                         0.590                          2.927             
           100.000                         0.595                          2.881             
           100.000                         0.601                          2.753             
           100.000                         0.606                          2.614             
           100.000                         0.611                          2.560             
           100.000                         0.616                          2.516             
           100.000                         0.621                          2.414             
           100.000                         0.627                          2.246             
           100.000                         0.632                          2.236             
           100.000                         0.637                          2.159             
           100.000                         0.642                          2.064             
           100.000                         0.648                          1.823             
           100.000                         0.653                          1.824             
           100.000                         0.658                          1.869             
           100.000                         0.663                          1.732             
           100.000                         0.669                          1.682             
           100.000                         0.674                          1.679             
           100.000                         0.679                          1.683             
           100.000                         0.684                          1.598             
           100.000                         0.690                          1.485             
           100.000                         0.695                          1.513             
           100.000                         0.700                          1.432             
           100.000                         0.705                          1.342             
           100.000                         0.711                          1.359             
           100.000                         0.716                          1.379             
           100.000                         0.721                          1.330             
           100.000                         0.726                          1.343             
           100.000                         0.732                          1.259             
           100.000                         0.737                          1.269             
           100.000                         0.742                          1.203             
           100.000                         0.747                          1.202             
           100.000                         0.752                          1.131             
           100.000                         0.758                          1.187             
           100.000                         0.763                          1.227             
           100.000                         0.768                          1.183             
           100.000                         0.773                          1.246             
           100.000                         0.779                          1.131             
           100.000                         0.784                          1.166             
           100.000                         0.789                          1.133             
           100.000                         0.794                          1.134             
           100.000                         0.800                          1.050             
           100.000                         0.805                          1.090             
           100.000                         0.810                          1.076             
           100.000                         0.815                          1.071             
           100.000                         0.821                          1.121             
           100.000                         0.826                          1.056             
           100.000                         0.831                          1.114             
           100.000                         0.836                          1.058             
           100.000                         0.842                          1.070             
           100.000                         0.847                          1.089             
           100.000                         0.852                          1.040             
           100.000                         0.857                          0.994             
           100.000                         0.863                          1.006             
           100.000                         0.868                          1.031             
           100.000                         0.873                          0.959             
           100.000                         0.878                          0.954             
           100.000                         0.884                          1.037             
           100.000                         0.889                          1.007             
           100.000                         0.894                          1.010             
           100.000                         0.899                          1.052             
           100.000                         0.904                          1.036             
           100.000                         0.910                          0.976             
           100.000                         0.915                          0.953             
           100.000                         0.920                          0.942             
           100.000                         0.925                          0.949             
           100.000                         0.931                          0.985             
           100.000                         0.936                          0.953             
           100.000                         0.941                          0.926             
           100.000                         0.946                          0.989             
           100.000                         0.952                          1.032             
           100.000                         0.957                          0.982             
           100.000                         0.962                          0.968             
           100.000                         0.967                          0.977             
           100.000                         0.973                          0.975             
           100.000                         0.978                          1.029             
           100.000                         0.983                          1.009             
           100.000                         0.988                          1.002             
           100.000                         0.994                          1.014             
           100.000                         0.999                          0.979             
           100.000                         1.004                          0.985             
           100.000                         1.009                          0.987             
           100.000                         1.015                          0.993             
           100.000                         1.020                          1.012             
           100.000                         1.025                          1.010             
           100.000                         1.030                          0.985             
           100.000                         1.035                          1.002             
           100.000                         1.041                          0.992             
           100.000                         1.046                          1.021             
           100.000                         1.051                          1.025             
           100.000                         1.056                          1.013             
           100.000                         1.062                          1.018             
           100.000                         1.067                          1.033             
           100.000                         1.072                          1.084             
           100.000                         1.077                          1.071             
           100.000                         1.083                          1.053             
           100.000                         1.088                          1.086             
           100.000                         1.093                          1.085             
           100.000                         1.098                          1.137             
           100.000                         1.104                          1.067             
           100.000                         1.109                          1.097             
           100.000                         1.114                          1.132             
           100.000                         1.119                          1.062             
           100.000                         1.125                          1.131             
           100.000                         1.130                          1.127             
           100.000                         1.135                          1.113             
           100.000                         1.140                          1.103             
           100.000                         1.146                          1.156             
           100.000                         1.151                          1.136             
           100.000                         1.156                          1.155             
           100.000                         1.161                          1.147             
           100.000                         1.167                          1.091             
           100.000                         1.172                          1.125             
           100.000                         1.177                          1.141             
           100.000                         1.182                          1.101             
           100.000                         1.187                          1.144             
           100.000                         1.193                          1.132             
           100.000                         1.198                          1.121             
           100.000                         1.203                          1.162             
           100.000                         1.208                          1.067             
           100.000                         1.214                          1.104             
           100.000                         1.219                          1.131             
           100.000                         1.224                          1.101             
           100.000                         1.229                          1.072             
           100.000                         1.235                          1.147             
           100.000                         1.240                          1.113             
           100.000                         1.245                          1.093             
           100.000                         1.250                          1.099             
           100.000                         1.256                          1.084             
           100.000                         1.261                          1.083             
           100.000                         1.266                          1.085             
           100.000                         1.271                          1.067             
           100.000                         1.277                          1.034             
           100.000                         1.282                          1.055             
           100.000                         1.287                          1.054             
           100.000                         1.292                          1.100             
           100.000                         1.298                          1.088             
           100.000                         1.303                          1.048             
           100.000                         1.308                          1.079             
           100.000                         1.313                          1.030             
           100.000                         1.319                          1.002             
           100.000                         1.324                          1.060             
           100.000                         1.329                          1.064             
           100.000                         1.334                          1.076             
           100.000                         1.339                          1.072             
           100.000                         1.345                          1.067             
           100.000                         1.350                          1.065             
           100.000                         1.355                          1.028             
           100.000                         1.360                          1.021             
           100.000                         1.366                          1.051             
           100.000                         1.371                          1.038             
           100.000                         1.376                          1.062             
           100.000                         1.381                          1.047             
           100.000                         1.387                          1.056             
           100.000                         1.392                          1.044             
           100.000                         1.397                          1.064             
           100.000                         1.402                          1.003             
           100.000                         1.408                          1.041             
           100.000                         1.413                          1.019             
           100.000                         1.418                          1.013             
           100.000                         1.423                          1.045             
           100.000                         1.429                          1.035             
           100.000                         1.434                          1.056             
           100.000                         1.439                          0.969             
           100.000                         1.444                          1.015             
           100.000                         1.450                          0.994             
           100.000                         1.455                          1.053             
           100.000                         1.460                          0.995             
           100.000                         1.465                          1.008             
           100.000                         1.470                          1.045             
           100.000                         1.476                          1.058             
           100.000                         1.481                          0.991             
           100.000                         1.486                          1.013             
           100.000                         1.491                          0.994             
           100.000                         1.497                          0.995             
           100.000                         1.502                          1.026             
           100.000                         1.507                          1.043             
           100.000                         1.512                          0.973             
           100.000                         1.518                          1.018             
           100.000                         1.523                          1.031             
           100.000                         1.528                          1.015             
           100.000                         1.533                          1.041             
           100.000                         1.539                          1.063             
           100.000                         1.544                          1.065             
