             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.407                          0.000             
           100.000                         0.412                          0.000             
           100.000                         0.417                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.002             
           100.000                         0.433                          0.022             
           100.000                         0.438                          0.125             
           100.000                         0.443                          0.382             
           100.000                         0.449                          0.909             
           100.000                         0.454                          2.629             
           100.000                         0.459                          6.754             
           100.000                         0.464                          12.561            
           100.000                         0.469                          19.334            
           100.000                         0.475                          23.748            
           100.000                         0.480                          24.117            
           100.000                         0.485                          20.995            
           100.000                         0.490                          17.006            
           100.000                         0.496                          12.763            
           100.000                         0.501                          8.902             
           100.000                         0.506                          6.518             
           100.000                         0.511                          4.916             
           100.000                         0.517                          3.809             
           100.000                         0.522                          3.260             
           100.000                         0.527                          2.976             
           100.000                         0.532                          2.725             
           100.000                         0.538                          2.586             
           100.000                         0.543                          2.394             
           100.000                         0.548                          2.147             
           100.000                         0.553                          2.119             
           100.000                         0.559                          2.102             
           100.000                         0.564                          1.894             
           100.000                         0.569                          1.778             
           100.000                         0.574                          1.635             
           100.000                         0.580                          1.592             
           100.000                         0.585                          1.449             
           100.000                         0.590                          1.386             
           100.000                         0.595                          1.285             
           100.000                         0.601                          1.232             
           100.000                         0.606                          1.160             
           100.000                         0.611                          1.077             
           100.000                         0.616                          1.043             
           100.000                         0.621                          1.002             
           100.000                         0.627                          0.976             
           100.000                         0.632                          0.972             
           100.000                         0.637                          0.953             
           100.000                         0.642                          0.936             
           100.000                         0.648                          0.807             
           100.000                         0.653                          0.864             
           100.000                         0.658                          0.825             
           100.000                         0.663                          0.847             
           100.000                         0.669                          0.768             
           100.000                         0.674                          0.790             
           100.000                         0.679                          0.705             
           100.000                         0.684                          0.719             
           100.000                         0.690                          0.700             
           100.000                         0.695                          0.698             
           100.000                         0.700                          0.722             
           100.000                         0.705                          0.700             
           100.000                         0.711                          0.672             
           100.000                         0.716                          0.710             
           100.000                         0.721                          0.641             
           100.000                         0.726                          0.666             
           100.000                         0.732                          0.698             
           100.000                         0.737                          0.646             
           100.000                         0.742                          0.661             
           100.000                         0.747                          0.729             
           100.000                         0.752                          0.734             
           100.000                         0.758                          0.703             
           100.000                         0.763                          0.748             
           100.000                         0.768                          0.815             
           100.000                         0.773                          0.886             
           100.000                         0.779                          1.020             
           100.000                         0.784                          1.371             
           100.000                         0.789                          1.628             
           100.000                         0.794                          2.338             
           100.000                         0.800                          3.042             
           100.000                         0.805                          4.309             
           100.000                         0.810                          5.375             
           100.000                         0.815                          6.647             
           100.000                         0.821                          7.718             
           100.000                         0.826                          8.553             
           100.000                         0.831                          8.519             
           100.000                         0.836                          8.546             
           100.000                         0.842                          7.761             
           100.000                         0.847                          7.015             
           100.000                         0.852                          6.259             
           100.000                         0.857                          5.218             
           100.000                         0.863                          4.321             
           100.000                         0.868                          3.587             
           100.000                         0.873                          2.957             
           100.000                         0.878                          2.495             
           100.000                         0.884                          2.123             
           100.000                         0.889                          1.897             
           100.000                         0.894                          1.686             
           100.000                         0.899                          1.557             
           100.000                         0.904                          1.563             
           100.000                         0.910                          1.628             
           100.000                         0.915                          1.939             
           100.000                         0.920                          2.470             
           100.000                         0.925                          3.178             
           100.000                         0.931                          4.025             
           100.000                         0.936                          4.970             
           100.000                         0.941                          5.855             
           100.000                         0.946                          6.609             
           100.000                         0.952                          7.312             
           100.000                         0.957                          7.441             
           100.000                         0.962                          7.320             
           100.000                         0.967                          7.035             
           100.000                         0.973                          6.208             
           100.000                         0.978                          5.516             
           100.000                         0.983                          4.789             
           100.000                         0.988                          4.046             
           100.000                         0.994                          3.511             
           100.000                         0.999                          2.968             
           100.000                         1.004                          2.506             
           100.000                         1.009                          2.172             
           100.000                         1.015                          1.919             
           100.000                         1.020                          1.730             
           100.000                         1.025                          1.538             
           100.000                         1.030                          1.452             
           100.000                         1.035                          1.286             
           100.000                         1.041                          1.185             
           100.000                         1.046                          1.158             
           100.000                         1.051                          1.163             
           100.000                         1.056                          0.950             
           100.000                         1.062                          0.955             
           100.000                         1.067                          0.957             
           100.000                         1.072                          0.891             
           100.000                         1.077                          0.890             
           100.000                         1.083                          0.822             
           100.000                         1.088                          0.879             
           100.000                         1.093                          0.816             
           100.000                         1.098                          0.781             
           100.000                         1.104                          0.793             
           100.000                         1.109                          0.814             
           100.000                         1.114                          0.743             
           100.000                         1.119                          0.776             
           100.000                         1.125                          0.710             
           100.000                         1.130                          0.723             
           100.000                         1.135                          0.744             
           100.000                         1.140                          0.705             
           100.000                         1.146                          0.740             
           100.000                         1.151                          0.698             
           100.000                         1.156                          0.724             
           100.000                         1.161                          0.727             
           100.000                         1.167                          0.702             
           100.000                         1.172                          0.761             
           100.000                         1.177                          0.756             
           100.000                         1.182                          0.778             
           100.000                         1.187                          0.870             
           100.000                         1.193                          0.945             
           100.000                         1.198                          1.058             
           100.000                         1.203                          1.245             
           100.000                         1.208                          1.511             
           100.000                         1.214                          1.847             
           100.000                         1.219                          2.261             
           100.000                         1.224                          2.819             
           100.000                         1.229                          3.448             
           100.000                         1.235                          4.325             
           100.000                         1.240                          5.033             
           100.000                         1.245                          5.874             
           100.000                         1.250                          6.668             
           100.000                         1.256                          7.333             
           100.000                         1.261                          7.889             
           100.000                         1.266                          8.133             
           100.000                         1.271                          7.967             
           100.000                         1.277                          7.806             
           100.000                         1.282                          7.472             
           100.000                         1.287                          7.056             
           100.000                         1.292                          6.628             
           100.000                         1.298                          5.873             
           100.000                         1.303                          5.238             
           100.000                         1.308                          4.718             
           100.000                         1.313                          4.101             
           100.000                         1.319                          3.755             
           100.000                         1.324                          3.100             
           100.000                         1.329                          2.762             
           100.000                         1.334                          2.433             
           100.000                         1.339                          2.169             
           100.000                         1.345                          1.955             
           100.000                         1.350                          1.834             
           100.000                         1.355                          1.687             
           100.000                         1.360                          1.647             
           100.000                         1.366                          1.542             
           100.000                         1.371                          1.526             
           100.000                         1.376                          1.637             
           100.000                         1.381                          1.749             
           100.000                         1.387                          1.901             
           100.000                         1.392                          2.133             
           100.000                         1.397                          2.298             
           100.000                         1.402                          2.641             
           100.000                         1.408                          2.906             
           100.000                         1.413                          3.068             
           100.000                         1.418                          3.364             
           100.000                         1.423                          3.679             
           100.000                         1.429                          3.845             
           100.000                         1.434                          3.879             
           100.000                         1.439                          3.902             
           100.000                         1.444                          3.814             
           100.000                         1.450                          3.700             
           100.000                         1.455                          3.488             
           100.000                         1.460                          3.253             
           100.000                         1.465                          3.031             
           100.000                         1.470                          2.769             
           100.000                         1.476                          2.520             
           100.000                         1.481                          2.254             
           100.000                         1.486                          2.098             
           100.000                         1.491                          1.885             
           100.000                         1.497                          1.667             
           100.000                         1.502                          1.588             
           100.000                         1.507                          1.491             
           100.000                         1.512                          1.314             
           100.000                         1.518                          1.336             
           100.000                         1.523                          1.222             
           100.000                         1.528                          1.137             
           100.000                         1.533                          1.125             
           100.000                         1.539                          1.053             
           100.000                         1.544                          0.980             
