             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.108                          0.000             
           100.000                         0.113                          0.000             
           100.000                         0.118                          0.000             
           100.000                         0.124                          0.000             
           100.000                         0.129                          0.000             
           100.000                         0.134                          0.000             
           100.000                         0.139                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.176                          0.000             
           100.000                         0.181                          0.000             
           100.000                         0.186                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.213                          0.000             
           100.000                         0.218                          0.000             
           100.000                         0.223                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.239                          0.000             
           100.000                         0.244                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.255                          0.000             
           100.000                         0.260                          0.000             
           100.000                         0.265                          0.000             
           100.000                         0.270                          0.000             
           100.000                         0.276                          0.000             
           100.000                         0.281                          0.000             
           100.000                         0.286                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.307                          0.000             
           100.000                         0.312                          0.000             
           100.000                         0.317                          0.000             
           100.000                         0.323                          0.000             
           100.000                         0.328                          0.000             
           100.000                         0.333                          0.000             
           100.000                         0.338                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.370                          0.000             
           100.000                         0.375                          0.000             
           100.000                         0.380                          0.000             
           100.000                         0.386                          0.000             
           100.000                         0.391                          0.002             
           100.000                         0.396                          0.024             
           100.000                         0.401                          0.149             
           100.000                         0.407                          0.329             
           100.000                         0.412                          1.055             
           100.000                         0.417                          3.525             
           100.000                         0.422                          9.881             
           100.000                         0.428                          18.688            
           100.000                         0.433                          27.458            
           100.000                         0.438                          32.945            
           100.000                         0.443                          33.693            
           100.000                         0.449                          30.837            
           100.000                         0.454                          24.824            
           100.000                         0.459                          19.267            
           100.000                         0.464                          14.184            
           100.000                         0.469                          10.357            
           100.000                         0.475                          7.613             
           100.000                         0.480                          6.013             
           100.000                         0.485                          4.728             
           100.000                         0.490                          4.005             
           100.000                         0.496                          3.478             
           100.000                         0.501                          3.136             
           100.000                         0.506                          2.954             
           100.000                         0.511                          2.611             
           100.000                         0.517                          2.232             
           100.000                         0.522                          1.996             
           100.000                         0.527                          1.834             
           100.000                         0.532                          1.663             
           100.000                         0.538                          1.545             
           100.000                         0.543                          1.361             
           100.000                         0.548                          1.302             
           100.000                         0.553                          1.152             
           100.000                         0.559                          1.073             
           100.000                         0.564                          1.007             
           100.000                         0.569                          0.914             
           100.000                         0.574                          1.026             
           100.000                         0.580                          0.851             
           100.000                         0.585                          0.889             
           100.000                         0.590                          0.872             
           100.000                         0.595                          0.766             
           100.000                         0.601                          0.783             
           100.000                         0.606                          0.759             
           100.000                         0.611                          0.659             
           100.000                         0.616                          0.644             
           100.000                         0.621                          0.692             
           100.000                         0.627                          0.644             
           100.000                         0.632                          0.671             
           100.000                         0.637                          0.597             
           100.000                         0.642                          0.666             
           100.000                         0.648                          0.627             
           100.000                         0.653                          0.611             
           100.000                         0.658                          0.582             
           100.000                         0.663                          0.663             
           100.000                         0.669                          0.622             
           100.000                         0.674                          0.568             
           100.000                         0.679                          0.568             
           100.000                         0.684                          0.597             
           100.000                         0.690                          0.597             
           100.000                         0.695                          0.663             
           100.000                         0.700                          0.712             
           100.000                         0.705                          0.817             
           100.000                         0.711                          0.955             
           100.000                         0.716                          1.237             
           100.000                         0.721                          1.813             
           100.000                         0.726                          2.525             
           100.000                         0.732                          3.429             
           100.000                         0.737                          4.671             
           100.000                         0.742                          6.144             
           100.000                         0.747                          7.367             
           100.000                         0.752                          8.814             
           100.000                         0.758                          10.147            
           100.000                         0.763                          11.151            
           100.000                         0.768                          11.843            
           100.000                         0.773                          11.546            
           100.000                         0.779                          11.071            
           100.000                         0.784                          9.605             
           100.000                         0.789                          8.190             
           100.000                         0.794                          6.992             
           100.000                         0.800                          5.930             
           100.000                         0.805                          4.971             
           100.000                         0.810                          4.373             
           100.000                         0.815                          3.699             
           100.000                         0.821                          3.214             
           100.000                         0.826                          2.936             
           100.000                         0.831                          2.712             
           100.000                         0.836                          2.960             
           100.000                         0.842                          3.416             
           100.000                         0.847                          4.119             
           100.000                         0.852                          5.258             
           100.000                         0.857                          6.280             
           100.000                         0.863                          7.238             
           100.000                         0.868                          8.302             
           100.000                         0.873                          8.909             
           100.000                         0.878                          9.372             
           100.000                         0.884                          9.502             
           100.000                         0.889                          9.564             
           100.000                         0.894                          9.033             
           100.000                         0.899                          8.417             
           100.000                         0.904                          7.520             
           100.000                         0.910                          6.617             
           100.000                         0.915                          5.832             
           100.000                         0.920                          5.099             
           100.000                         0.925                          4.442             
           100.000                         0.931                          3.835             
           100.000                         0.936                          3.380             
           100.000                         0.941                          3.007             
           100.000                         0.946                          2.695             
           100.000                         0.952                          2.265             
           100.000                         0.957                          2.016             
           100.000                         0.962                          1.821             
           100.000                         0.967                          1.749             
           100.000                         0.973                          1.575             
           100.000                         0.978                          1.361             
           100.000                         0.983                          1.355             
           100.000                         0.988                          1.230             
           100.000                         0.994                          1.199             
           100.000                         0.999                          1.099             
           100.000                         1.004                          1.000             
           100.000                         1.009                          0.965             
           100.000                         1.015                          0.945             
           100.000                         1.020                          0.922             
           100.000                         1.025                          0.860             
           100.000                         1.030                          0.855             
           100.000                         1.035                          0.781             
           100.000                         1.041                          0.779             
           100.000                         1.046                          0.748             
           100.000                         1.051                          0.749             
           100.000                         1.056                          0.754             
           100.000                         1.062                          0.786             
           100.000                         1.067                          0.740             
           100.000                         1.072                          0.814             
           100.000                         1.077                          0.783             
           100.000                         1.083                          0.874             
           100.000                         1.088                          0.956             
           100.000                         1.093                          1.154             
           100.000                         1.098                          1.356             
           100.000                         1.104                          1.639             
           100.000                         1.109                          2.009             
           100.000                         1.114                          2.535             
           100.000                         1.119                          3.283             
           100.000                         1.125                          4.107             
           100.000                         1.130                          4.789             
           100.000                         1.135                          5.607             
           100.000                         1.140                          6.482             
           100.000                         1.146                          7.174             
           100.000                         1.151                          8.160             
           100.000                         1.156                          8.750             
           100.000                         1.161                          9.708             
           100.000                         1.167                          10.378            
           100.000                         1.172                          10.472            
           100.000                         1.177                          10.385            
           100.000                         1.182                          10.261            
           100.000                         1.187                          9.861             
           100.000                         1.193                          8.973             
           100.000                         1.198                          8.302             
           100.000                         1.203                          7.396             
           100.000                         1.208                          6.910             
           100.000                         1.214                          5.992             
           100.000                         1.219                          5.403             
           100.000                         1.224                          4.817             
           100.000                         1.229                          4.358             
           100.000                         1.235                          3.881             
           100.000                         1.240                          3.617             
           100.000                         1.245                          3.280             
           100.000                         1.250                          3.085             
           100.000                         1.256                          3.025             
           100.000                         1.261                          3.016             
           100.000                         1.266                          2.923             
           100.000                         1.271                          3.160             
           100.000                         1.277                          3.319             
           100.000                         1.282                          3.544             
           100.000                         1.287                          3.835             
           100.000                         1.292                          4.015             
           100.000                         1.298                          4.185             
           100.000                         1.303                          4.524             
           100.000                         1.308                          4.719             
           100.000                         1.313                          4.737             
           100.000                         1.319                          4.721             
           100.000                         1.324                          4.901             
           100.000                         1.329                          4.892             
           100.000                         1.334                          4.823             
           100.000                         1.339                          4.636             
           100.000                         1.345                          4.504             
           100.000                         1.350                          4.200             
           100.000                         1.355                          4.032             
           100.000                         1.360                          3.548             
           100.000                         1.366                          3.455             
           100.000                         1.371                          3.062             
           100.000                         1.376                          2.910             
           100.000                         1.381                          2.688             
           100.000                         1.387                          2.516             
           100.000                         1.392                          2.302             
           100.000                         1.397                          2.108             
           100.000                         1.402                          1.964             
           100.000                         1.408                          1.802             
           100.000                         1.413                          1.736             
           100.000                         1.418                          1.604             
           100.000                         1.423                          1.551             
           100.000                         1.429                          1.557             
           100.000                         1.434                          1.474             
           100.000                         1.439                          1.459             
           100.000                         1.444                          1.529             
           100.000                         1.450                          1.565             
           100.000                         1.455                          1.606             
           100.000                         1.460                          1.681             
           100.000                         1.465                          1.755             
           100.000                         1.470                          1.883             
           100.000                         1.476                          2.057             
           100.000                         1.481                          2.208             
           100.000                         1.486                          2.443             
           100.000                         1.491                          2.588             
           100.000                         1.497                          2.909             
           100.000                         1.502                          3.206             
           100.000                         1.507                          3.451             
           100.000                         1.512                          3.803             
           100.000                         1.518                          4.203             
           100.000                         1.523                          4.514             
           100.000                         1.528                          4.984             
           100.000                         1.533                          5.479             
           100.000                         1.539                          5.941             
           100.000                         1.544                          6.266             
