 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  100.0      0.2500     1.7500     0.3300     0.7750     0.3750     0.7500     0.3950     1.5150     0.3850     1.6350     0.5300     1.6900     0.5150     1.6700     0.5150     1.5900     0.4700     1.5000  
  200.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6250     0.3950     1.5150     0.3850     1.6350     0.3850     1.6700     0.4050     1.6400     0.3950     1.5650     0.3600     1.4800  
  300.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6250     0.3950     1.5150     0.3850     1.6350     0.3850     1.6700     0.4050     1.6400     0.3950     1.5650     0.3750     1.4800  
  400.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6900     0.4050     1.6550     0.3950     1.5650     0.3600     1.4900  
  500.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6250     0.3950     1.5150     0.3850     1.6350     0.3650     1.6900     0.4200     1.6550     0.3950     1.5800     0.3600     1.4900  
  600.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.7500     0.3950     1.5150     0.3850     1.6350     0.3850     1.6900     0.3750     1.6550     0.3700     1.5800     0.3450     1.4900  
  700.0      0.2500     1.7500     0.3300     1.7750     0.3750     1.6250     0.3950     1.5150     0.3850     1.6100     0.3850     1.6500     0.3900     1.6250     0.3950     1.5550     0.3600     1.4700  
  800.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6700     0.3750     1.6400     0.3700     1.5550     0.3400     1.4800  
  900.0      0.2500     1.7500     0.3300     1.8850     0.3750     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6700     0.4050     1.6550     0.3800     1.5650     0.3700     1.4800  
  1000.0     0.2500     1.7500     0.3300     1.8850     0.3750     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6900     0.3900     1.6550     0.3800     1.5900     0.3700     1.5000  
  1000.0     0.2500     1.7500     0.3300     1.8850     0.3750     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6900     0.3900     1.6550     0.3800     1.5900     0.3700     1.5000  
