 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   0.2       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.3600     0.5000     1.3050     0.3850     1.2400     0.3900     1.3250     0.4550     1.2700     0.4200     1.1700  
   0.3       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.3950     0.4700     1.3600     0.3850     1.2400     0.3900     1.3250     0.4550     1.2950     0.4300     1.1900  
   0.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.3950     0.4700     1.4150     0.3850     1.2850     0.3900     1.3250     0.4400     1.3200     0.4200     1.2100  
   0.7       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4400     0.3850     1.5250     0.3850     1.2850     0.3900     1.3250     0.4400     1.3300     0.4200     1.2200  
   0.8       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4650     1.2850     0.3900     1.3400     0.4550     1.3550     0.4300     1.2450  
   1.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4450     1.3250     0.3900     1.3550     0.4550     1.3800     0.4200     1.2700  
   1.2       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4450     1.3250     0.3900     1.3550     0.4400     1.4050     0.4050     1.2800  
   1.3       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4450     1.3250     0.3900     1.3700     0.4550     1.4050     0.3950     1.2850  
   1.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4650     1.3250     0.3900     1.3700     0.4400     1.4050     0.4200     1.2850  
   1.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4650     1.3250     0.3900     1.3700     0.4400     1.4050     0.4200     1.2850  
