 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4650     0.4300     0.4550     0.3850     0.4550  
   20.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3600     1.2800     0.3300     1.1900     0.3450     1.2400     0.3400     1.2950     0.3300     1.2300     0.3100     1.1350  
   30.0      0.2500     1.7500     0.3300     1.2200     0.3100     1.1850     0.2750     1.2800     0.2750     1.1900     0.2650     1.2400     0.2500     1.2950     0.2450     1.2050     0.2400     1.1250  
   40.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2800     0.2500     1.1900     0.2200     1.2200     0.2300     1.2950     0.2200     1.2200     0.2100     1.1250  
   50.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2200     1.2200     0.2150     1.2950     0.2050     1.2050     0.1950     1.1250  
   60.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2400     0.2200     1.1650     0.2200     1.2200     0.2150     1.2800     0.2200     1.1950     0.2100     1.1250  
   70.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2400     0.2200     1.1650     0.2200     1.2200     0.2150     1.2650     0.2050     1.1850     0.1950     1.1150  
   80.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2400     0.2200     1.1650     0.2200     1.2200     0.2150     1.2800     0.2050     1.1950     0.1950     1.1150  
   90.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2400     0.2500     1.1650     0.2400     1.2200     0.2300     1.2800     0.2200     1.1950     0.1850     1.1150  
   99.9      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2200     1.2200     0.2150     1.2800     0.2050     1.2050     0.1850     1.1250  
