 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.5000     0.3300     0.8850     0.3750     1.1850     0.3950     1.1150     0.3850     1.0250     0.3650     1.1200     0.3750     1.0450     0.3950     1.0450     0.3400     0.9750  
   20.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3850     1.1200     0.3900     1.0600     0.3950     1.0600     0.3400     1.0000  
   30.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3650     1.1200     0.3750     1.0600     0.3950     1.0600     0.3300     1.0000  
   40.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.2400     0.3850     1.0250     0.3650     1.1200     0.3750     1.0750     0.3450     1.0600     0.3600     1.0100  
   50.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3600     1.0250     0.3450     1.1200     0.3750     1.0600     0.3550     1.0600     0.3200     1.0000  
   60.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.2400     0.3600     1.0250     0.3850     1.1200     0.3550     1.0750     0.3300     1.0600     0.3200     1.0100  
   70.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3850     1.1200     0.3550     1.0750     0.3450     1.0600     0.3450     1.0000  
   80.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.2400     0.3850     1.0250     0.3650     1.1200     0.3750     1.0750     0.3450     1.0600     0.3200     1.0000  
   90.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3850     1.0250     0.3450     1.1200     0.3550     1.0750     0.3450     1.0600     0.3100     1.0100  
   99.9      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3600     1.0250     0.3450     1.1200     0.3750     1.0750     0.3450     1.0600     0.3100     1.0000  
