 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  200.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.9950     0.3600     1.9950     0.3300     1.9950     0.3450     1.9350     0.3250     1.9200     0.3300     1.9500     0.3000     1.8150  
  400.0      0.2500     1.7500     0.3300     1.9950     0.2500     1.9950     0.2750     1.9950     0.2500     1.9700     0.2400     1.9150     0.2500     1.9050     0.2450     1.9350     0.2250     1.8150  
  600.0      0.2500     1.7500     0.2200     1.9950     0.2500     1.9950     0.2400     1.9950     0.2200     1.9700     0.2200     1.9150     0.2150     1.9050     0.2050     1.9350     0.1850     1.8150  
  800.0      0.2500     1.7500     0.2200     1.9950     0.2500     1.9950     0.1950     1.9950     0.1900     1.9700     0.2000     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8050  
  1000.0     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8150  
  1200.0     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1600     1.8150  
  1399.9     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1700     1.9350     0.1600     1.8150  
  1599.9     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8150  
  1799.9     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8150  
  1999.9     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8150  
  1999.9     0.2500     1.7500     0.2200     1.9950     0.1850     1.9950     0.1950     1.9950     0.1900     1.9700     0.1800     1.9150     0.1850     1.9050     0.1850     1.9350     0.1700     1.8150  
