 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7550     0.3850     0.7750     0.3850     0.7550     0.6400     0.7500     0.6400     0.7000     0.6300     0.6600  
   20.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7500     0.3850     0.7550     0.6400     0.7300     0.6400     0.7150     0.6450     0.6600  
   30.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7550     0.3850     0.7750     0.3850     0.7550     0.6400     0.7650     0.6400     0.7150     0.6450     0.6600  
   40.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7200     0.3850     0.7300     0.6400     0.7000     0.6250     0.6750     0.6450     0.6600  
   50.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7500     0.3850     0.7300     0.6400     0.7150     0.6400     0.6900     0.6450     0.6600  
   60.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7500     0.3850     0.7550     0.6400     0.7300     0.6400     0.7000     0.6450     0.6800  
   70.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7750     0.3850     0.7550     0.6400     0.7500     0.6250     0.7150     0.6300     0.6800  
   80.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7550     0.3850     0.7750     0.3850     0.7550     0.6400     0.7500     0.6400     0.6900     0.6400     0.6800  
   90.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7750     0.3850     0.7300     0.6400     0.7000     0.6400     0.6750     0.6400     0.6600  
   99.9      0.2500     0.7500     0.3300     0.7750     0.3750     0.7500     0.3950     0.7550     0.3850     0.7500     0.3850     0.7100     0.6400     0.7000     0.6400     0.7000     0.6400     0.6650  
