 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   2.0       0.2500     1.7500     0.3300     0.5550     0.3750     0.5000     0.3950     1.4800     0.3600     1.5800     0.3650     1.7300     0.3550     1.6250     0.3550     1.5050     0.3300     1.4800  
   4.0       0.2500     1.7500     0.3300     0.5550     0.3750     0.5000     0.3600     1.4800     0.3600     1.5800     0.3450     1.7300     0.3400     1.6250     0.3450     1.5150     0.3200     1.4800  
   6.0       0.2500     1.7500     0.3300     1.6650     0.3750     0.5000     0.3600     1.4800     0.3300     1.5800     0.3250     1.7300     0.3100     1.6050     0.3200     1.5050     0.3000     1.4800  
   8.0       0.2500     1.7500     0.3300     1.6650     0.3100     1.5600     0.3200     1.4800     0.3050     1.5800     0.3050     1.7300     0.3100     1.6050     0.3050     1.5050     0.2900     1.4700  
   10.0      0.2500     1.7500     0.3300     1.6650     0.3100     1.5600     0.3200     1.4800     0.3050     1.5800     0.2850     1.6500     0.2950     1.5900     0.2800     1.4900     0.2650     1.4700  
   12.0      0.2500     1.7500     0.3300     1.6650     0.3100     1.5000     0.2750     1.4800     0.2750     1.5550     0.2650     1.6500     0.2800     1.5750     0.2550     1.4900     0.2500     1.4600  
   14.0      0.2500     1.7500     0.3300     1.5550     0.2500     1.4350     0.2750     1.4800     0.2500     1.5250     0.2400     1.6300     0.2650     1.5600     0.2300     1.4800     0.2250     1.4600  
   16.0      0.2500     1.7500     0.3300     1.4400     0.2500     1.4350     0.2400     1.4800     0.2500     1.5250     0.2400     1.6100     0.2300     1.5450     0.2300     1.4800     0.2100     1.4500  
   18.0      0.2500     1.7500     0.2200     1.4400     0.2500     1.4350     0.2400     1.4800     0.2200     1.5250     0.2200     1.6100     0.2150     1.5300     0.2050     1.4800     0.1950     1.4500  
   20.0      0.2500     1.7500     0.2200     1.4400     0.2500     1.4350     0.1950     1.4800     0.1900     1.5250     0.2000     1.6100     0.2000     1.5300     0.1850     1.4800     0.1800     1.4500  
