 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   0.0       0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6800     0.3850     0.6650     0.3650     0.6700     0.3750     0.6550     0.3700     0.6650     0.6000     0.6600  
   0.1       0.2500     1.0000     0.3300     0.7750     0.3750     0.6850     0.3950     0.6800     0.3850     0.6650     0.6300     0.6700     0.6400     0.6700     0.6250     0.6650     0.5900     0.6600  
   0.2       0.2500     1.0000     0.3300     0.7750     0.3750     0.7500     0.3950     0.6800     0.3850     0.6650     0.6300     0.6700     0.6400     0.6550     0.6150     0.6650     0.6000     0.6600  
   0.3       0.2500     1.0000     0.3300     0.6650     0.3750     0.6850     0.3950     0.6800     0.3850     0.6650     0.5900     0.6700     0.6050     0.6550     0.6150     0.6650     0.5550     0.6600  
   0.4       0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6800     0.3850     0.6650     0.6300     0.6700     0.5900     0.6550     0.5800     0.6750     0.5650     0.6600  
   0.5       0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6800     0.5800     0.6650     0.5900     0.6700     0.5600     0.6550     0.5650     0.6650     0.5100     0.6600  
   0.6       0.2500     1.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6800     0.5250     0.6650     0.5500     0.6700     0.5300     0.6550     0.5050     0.6650     0.5000     0.6600  
   0.7       0.2500     1.7500     0.3300     0.6650     0.3750     1.9350     0.4800     1.5150     0.4700     1.6900     0.4450     1.7300     0.5000     0.6550     0.4300     1.5650     0.4300     1.4700  
   0.8       0.2500     1.7500     0.3300     0.6650     0.3750     1.9350     0.3950     1.5150     0.4150     1.6650     0.4250     1.7300     0.4350     1.6850     0.3950     1.5900     0.3750     1.5150  
   0.8       0.2500     1.7500     0.3300     0.6650     0.3750     1.9350     0.3950     1.5150     0.4150     1.6650     0.4250     1.7300     0.4350     1.6850     0.3950     1.5900     0.3750     1.5150  
