 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  200.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.4700     1.5800     0.4850     0.6100     0.4650     0.6050     0.4550     1.5150     0.4300     1.4400  
  400.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5800     0.4650     1.6300     0.4650     1.5750     0.4550     1.5300     0.4300     1.4500  
  600.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5800     0.4650     1.6300     0.4500     1.5750     0.4550     1.5300     0.4200     1.4500  
  800.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4650     1.6500     0.4650     1.5900     0.4550     1.5300     0.4200     1.4500  
  1000.0     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4500     1.5900     0.4400     1.5400     0.4050     1.4600  
  1200.0     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4650     1.6500     0.4350     1.5900     0.4300     1.5300     0.4050     1.4600  
  1399.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4350     1.5900     0.4400     1.5300     0.4050     1.4600  
  1599.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4500     1.5900     0.4300     1.5300     0.4050     1.4600  
  1799.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4350     1.5900     0.4150     1.5300     0.3950     1.4600  
  1999.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4350     1.5900     0.4300     1.5300     0.4050     1.4600  
  1999.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.6100     0.4450     1.6500     0.4350     1.5900     0.4300     1.5300     0.4050     1.4600  
