 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.1100     1.6650     0.1250     1.6250     0.1200     1.4800     0.1100     1.5800     0.1000     1.6900     0.0900     1.6250     0.0950     1.5150     0.0800     1.4700  
   20.0      0.2500     1.7500     0.2200     1.8850     0.1250     1.9350     0.1200     1.4800     0.1350     1.6350     0.1200     1.7300     0.1050     1.7000     0.1100     1.5650     0.0950     1.5000  
   30.0      0.2500     1.7500     0.2200     1.8850     0.1250     1.6850     0.1200     1.4800     0.1100     1.6350     0.1200     1.7300     0.1050     1.6400     0.1100     1.5550     0.0950     1.4900  
   40.0      0.2500     1.7500     0.2200     1.8850     0.1250     1.8100     0.1200     1.4800     0.1100     1.6350     0.1200     1.7300     0.1050     1.6700     0.1100     1.5650     0.0950     1.4900  
   50.0      0.2500     1.7500     0.1100     1.8850     0.1250     1.6250     0.1200     1.4800     0.1100     1.6350     0.1000     1.7300     0.0900     1.6550     0.0950     1.5550     0.0900     1.4900  
   60.0      0.2500     1.7500     0.2200     1.8850     0.1250     1.9350     0.1200     1.4800     0.1100     1.6350     0.1000     1.7300     0.1050     1.6700     0.1100     1.5650     0.0950     1.4900  
   70.0      0.2500     1.7500     0.1100     1.7750     0.1250     1.6250     0.1200     1.4800     0.1100     1.6100     0.1000     1.6900     0.1050     1.6250     0.1100     1.5400     0.0950     1.4700  
   80.0      0.2500     1.7500     0.2200     1.8850     0.1250     1.6250     0.1200     1.4800     0.1100     1.6350     0.1200     1.7300     0.1250     1.6550     0.1100     1.5650     0.0950     1.4900  
   90.0      0.2500     1.7500     0.1100     1.6650     0.1250     1.5600     0.1200     1.4800     0.1100     1.5800     0.1000     1.6500     0.0900     1.6050     0.0950     1.5150     0.0900     1.4700  
   99.9      0.2500     1.7500     0.1100     1.6650     0.1250     1.5600     0.1200     1.4800     0.1100     1.5800     0.1200     1.6500     0.1050     1.5900     0.1100     1.5150     0.0950     1.4700  
