 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   2.0       0.2500     1.7500     0.3300     0.5550     0.3750     0.5000     0.3600     0.4800     0.3300     0.4700     0.3250     0.4650     0.3250     1.8900     0.3200     1.9950     0.3000     1.9400  
   4.0       0.2500     1.7500     0.3300     0.5550     0.3100     1.9350     0.2750     0.4800     0.2750     0.4700     0.2650     1.9750     0.2650     1.9800     0.2550     1.9850     0.2500     1.9050  
   6.0       0.2500     1.7500     0.2200     0.5550     0.2500     1.9350     0.1950     1.9950     0.2200     1.9950     0.2000     1.9750     0.2000     1.9200     0.1950     1.9850     0.1800     1.8450  
   8.0       0.2500     1.7500     0.2200     0.5550     0.1850     1.9350     0.1600     1.9950     0.1650     1.9950     0.1600     1.8950     0.1550     1.8900     0.1350     1.9850     0.1300     1.8350  
   10.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.1200     1.9950     0.1100     1.8050     0.1000     1.8550     0.1050     1.8900     0.1100     1.8750     0.0950     1.7550  
   12.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.0800     1.7200     0.0800     1.6900     0.0800     1.7750     0.0750     1.8900     0.0700     1.8100     0.0650     1.6800  
   14.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.0800     1.7200     0.0800     1.6900     0.0600     1.7300     0.0600     1.8250     0.0600     1.8000     0.0600     1.6350  
   16.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.0800     1.7200     0.0800     1.6900     0.0800     1.7750     0.0750     1.8900     0.0700     1.8100     0.0600     1.6600  
   18.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.0800     1.7200     0.0800     1.6900     0.0800     1.7750     0.0750     1.8900     0.0700     1.8100     0.0650     1.6700  
   20.0      0.2500     1.7500     0.1100     1.9950     0.1250     1.9350     0.0800     1.7200     0.0800     1.6900     0.0800     1.7750     0.0750     1.8900     0.0700     1.8100     0.0650     1.6800  
