 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  200.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.5000     0.6100     0.4850     0.6100     0.5000     0.6050     0.4800     1.4800     0.4350     1.3950  
  400.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.5000     0.6100     0.4850     0.6100     0.5000     0.6050     0.4800     1.4800     0.4350     1.4100  
  600.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.5000     1.5550     0.4850     0.6100     0.4800     0.6050     0.4800     1.4900     0.4350     1.3950  
  800.0      0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.5000     1.5550     0.4850     0.6100     0.4800     0.6050     0.4800     1.4900     0.4350     1.4200  
  1000.0     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.5000     1.5550     0.4850     0.6100     0.4800     0.6050     0.4650     1.4900     0.4350     1.4200  
  1200.0     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5550     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4350     1.4200  
  1399.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5550     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4350     1.4200  
  1599.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5800     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4300     1.4200  
  1799.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5550     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4300     1.4200  
  1999.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5800     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4350     1.4300  
  1999.9     0.2500     1.7500     0.3300     0.6650     0.3750     0.6250     0.3950     1.4800     0.3850     1.5800     0.4850     0.6100     0.4800     1.5300     0.4650     1.4900     0.4350     1.4300  
