 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   0.1       0.2500     1.0000     0.3300     0.7750     0.3750     0.8100     0.3950     0.7200     0.3850     0.7200     0.6700     0.7100     0.6700     0.7150     0.6900     0.7000     0.6200     0.7100  
   0.2       0.2500     1.0000     0.3300     0.7750     0.3750     0.7500     0.3950     0.7200     0.6650     0.7200     0.6500     0.7100     0.6250     0.7000     0.6000     0.7150     0.5800     0.7100  
   0.3       0.2500     1.0000     0.3300     0.7750     0.3750     0.7500     0.3950     0.7200     0.6100     0.7200     0.6100     0.7100     0.6050     0.7000     0.5900     0.7000     0.5500     0.7100  
   0.4       0.2500     1.7500     0.3300     0.7750     0.3750     0.7500     0.6000     1.4800     0.5550     0.7200     0.5500     0.7100     0.5450     0.7000     0.5400     0.7000     0.4800     0.7100  
   0.5       0.2500     1.7500     0.3300     0.7750     0.5600     1.9350     0.3950     1.4800     0.5000     1.6350     0.5100     1.7300     0.5000     1.7300     0.4550     1.5400     0.4200     1.5000  
   0.6       0.2500     1.7500     0.3300     1.8850     0.3750     1.9350     0.3950     1.4800     0.3850     1.6900     0.3850     1.7300     0.3900     1.7650     0.3700     1.5550     0.3450     1.5050  
   0.7       0.2500     1.7500     0.3300     1.8850     0.3750     1.9350     0.3600     1.4800     0.3300     1.6900     0.3050     1.7300     0.3250     1.7650     0.3200     1.5900     0.2900     1.5050  
   0.8       0.2500     1.7500     0.3300     1.8850     0.3750     1.9350     0.3600     1.4800     0.3600     1.6900     0.3250     1.7300     0.3100     1.7950     0.3300     1.6900     0.3000     1.5400  
   0.9       0.2500     1.7500     0.3300     1.8850     0.3750     1.9350     0.3200     1.4800     0.3300     1.6900     0.3050     1.7300     0.3100     1.7950     0.3050     1.7500     0.2750     1.5400  
   0.9       0.2500     1.7500     0.3300     1.8850     0.3750     1.9350     0.3200     1.4800     0.3300     1.6900     0.3050     1.7300     0.3100     1.7950     0.3050     1.7500     0.2750     1.5400  
