           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    2203                  9692.255911                -50.416062                4195605.3                   -497.8         
         2.249336                    6662                  29309.271802               -88.621288                12850915.7                 -14569.9        
         3.374004                   11141                  49012.265704               -66.396730                21611843.1                 -6352.8         
         4.498672                   15543                  68368.435334               -59.137500                30169973.0                 11957.9         
         5.623340                   20066                  88253.704834               192.855603                38973427.2                 10387.7         
         6.748008                   24459                 107558.968072               124.428935                47369945.3                 31300.9         
         7.872676                   28899                 127070.849007               129.167336                55890823.6                  3202.0         
         8.997344                   33341                 146587.098202              -205.794325                64367496.9                 14027.3         
        10.122012                   37844                 166373.031913               93.658424                 73089562.6                 -29979.3        
        11.246680                   42205                 185538.129228               55.532164                 81312776.2                 -29283.9        
        12.371348                   46584                 204771.813316               576.607248                89676186.9                 -22262.2        
        13.496016                   51108                 224640.873162               348.586534                98082953.6                 -21017.0        
        14.620684                   55549                 244140.163387              -110.659123               106636475.3                 -7618.2         
        15.745352                   59995                 263664.180498               381.464028               115221183.2                 10673.5         
        16.870020                   64344                 282760.446883              -292.058616               123510359.4                 22721.8         
        17.994688                   68832                 302476.919165              -907.240157               132487184.3                 22830.7         
        19.119356                   73314                 322159.291245               -24.239772               141189993.0                 -13419.9        
        20.244024                   77768                 341710.698429              -224.612684               149648855.3                 -31828.1        
        21.368692                   82160                 360995.818767               122.762966               158080357.6                 -64853.4        
        22.493360                   86610                 380526.259605              -370.957624               166771809.2                 -28830.7        
        23.618028                   91125                 400332.171627              -268.993556               175656577.6                 -45872.7        
        24.742696                   95509                 419542.921389               401.183289               184313965.9                 40035.9         
        25.867364                   99929                 438887.067704              -210.347183               193060638.2                 24804.6         
        26.992032                   104375                458318.685733               219.228282               201759270.8                  5274.3         
        28.116700                   108796                477584.433241              1316.777857               210050758.6                 -13842.6        
        29.241368                   113268                497027.865359               381.422184               218229151.8                 -25008.2        
        30.366036                   117581                515686.258451               -26.961335               226404625.0                 -36642.1        
        31.490704                   121975                534595.810901               272.198949               234679731.2                 26029.7         
        32.615372                   126353                553268.925288               516.649357               242781016.3                 34549.3         
        33.740040                   130786                571916.096251              1534.722564               251032544.3                 -21043.0        
        34.864708                   135137                589849.435882              1396.187431               258366594.6                 16238.3         
        35.989376                   139413                606923.321173              1916.931875               265619198.7                 -27528.4        
        37.114044                   143717                623428.437619              2999.894231               272546158.4                 -64076.2        
        38.238712                   147839                638189.327998              3813.060336               278076982.3                 -50282.1        
        39.363380                   151829                651114.317719              5504.051695               282482002.1                 -58099.5        
        40.488048                   155699                661843.831209              7060.841940               285773093.3                 -36416.1        
        41.612716                   159579                670443.130373              9031.069400               287628391.9                -138058.0        
        42.737384                   162543                672910.526868              11380.041265              287247966.3                -113752.7        
        43.862052                   165144                671363.418560              13838.180283              284674684.5                -152285.6        
        44.986720                   167051                663829.636897              17304.306034              279216967.2                -267735.8        
        46.111388                   168127                650106.840124              20492.566010              271474019.5                -329817.6        
        47.236056                   167644                628145.159588              25391.295691              258976211.9                -451998.6        
        48.360724                   165442                598441.037427              29493.320855              243077965.2                -507016.1        
        49.485392                   160790                560442.080067              33274.648897              223687963.6                -657014.4        
        50.610060                   153130                513350.360397              35885.409251              201145951.1                -936299.2        
        51.734728                   143029                460602.066539              37697.170563              176302405.3                -1007884.5       
        52.859396                   130053                402056.393020              37580.284053              150120762.3                -1193659.2       
        53.984064                   115175                341772.666678              35620.829517              123944170.3                -1242047.1       
        55.108732                   98956                 281876.948421              33104.217272               99027052.2                -1126114.6       
        56.233400                   82613                 225450.828025              29000.029704               75917947.7                -994343.1        
