           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    1857                  6834.894797                37.601419                 1277802.9                   637.0          
         2.249336                    5582                  20543.777043               18.896158                 3810973.2                   -248.3         
         3.374004                    9311                  34261.415639               -82.442375                6379916.2                   1095.8         
         4.498672                   13035                  47949.347969              -166.828708                8958502.1                  -1805.3         
         5.623340                   16734                  61544.036649               71.741787                 11511328.6                 -3155.7         
         6.748008                   20483                  75305.877009               12.059128                 14085659.1                  2761.9         
         7.872676                   24208                  88967.161933               67.193648                 16669863.6                  2359.7         
         8.997344                   27943                 102663.484569               433.906402                19205352.8                 -3988.3         
        10.122012                   31511                 115716.237644               482.475757                21519858.5                 -5811.5         
        11.246680                   35371                 129821.671089               127.197022                24065295.0                  1694.1         
        12.371348                   38842                 142474.917512               173.356756                26356944.1                 -1139.8         
        13.496016                   42741                 156653.046415               310.905907                29003764.7                  4954.5         
        14.620684                   46295                 169497.392824               139.364760                31367813.4                  1848.5         
        15.745352                   50027                 182896.379808               -91.709368                33822414.8                  7391.4         
        16.870020                   53699                 195884.507548               279.101018                36327510.3                  6976.5         
        17.994688                   57369                 208590.903746               946.998292                38603820.7                 -4772.1         
        19.119356                   60943                 220516.313168               975.761108                40760841.6                  5259.5         
        20.244024                   64571                 232024.053617               844.254717                43001493.0                 -6625.1         
        21.368692                   68110                 242334.375198              1474.322141                45023112.8                  5554.9         
        22.493360                   71666                 251546.380947              2814.617702                46774346.6                 -2332.2         
        23.618028                   74927                 258355.965575              3597.164261                48056997.8                  6079.4         
        24.742696                   77888                 262506.763248              5615.396280                48625444.1                 -20788.0        
        25.867364                   80571                 264326.588624              7119.798061                48766232.6                 -26295.6        
        26.992032                   82190                 261475.614233              9130.842262                47964775.6                 -29826.4        
        28.116700                   83223                 255687.545600              12159.947239               46378606.9                 -75260.9        
        29.241368                   82695                 244679.533628              14250.582367               43683484.6                 -72166.6        
        30.366036                   80690                 229262.094515              16627.011973               40071899.7                -140204.6        
        31.490704                   77147                 210250.680363              18124.664056               35763365.6                -190538.0        
        32.615372                   71474                 186405.525972              18161.027031               30609246.8                -226846.2        
        33.740040                   64613                 161193.074224              17260.533470               25617875.0                -260472.1        
        34.864708                   56968                 135788.777839              16237.478656               20740334.9                -326428.5        
        35.989376                   48586                 110546.502077              14454.114736               16177803.4                -359723.9        
