 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      49061        0        49061       939         0         939        137         0         137        117       0.8831     0.8831     0.0000     0.0000      0.51     87.5844     0.0000    87.5844    598.8324    0.0000    598.8324   65449.85 
341666.00    18339        0        18339      31661        0        31661       1605        0         1605       333       0.8470     0.8470     0.0000     0.0000      0.44     894.6653    0.0000    894.6653  17710.2504   0.0000   17710.2504  65449.85 
683332.00    18684        0        18684      31316        0        31316       2151        0         2151       406       0.8489     0.8489     0.0000     0.0000      0.44    1203.3298    0.0000   1203.3298  17412.7969   0.0000   17412.7969  65449.85 
1024998.00   18264        0        18264      31736        0        31736       2500        0         2500       520       0.8494     0.8494     0.0000     0.0000      0.44    1379.0051    0.0000   1379.0051  17570.8098   0.0000   17570.8098  65449.85 
1366664.00   19206        0        19206      30794        0        30794       1758        0         1758       433       0.8436     0.8436     0.0000     0.0000      0.44     967.5782    0.0000    967.5782  16986.1160   0.0000   16986.1160  65449.85 
1708330.00   19637        0        19637      30363        0        30363       2362        0         2362       506       0.8424     0.8424     0.0000     0.0000      0.44    1295.9742    0.0000   1295.9742  16652.4176   0.0000   16652.4176  65449.85 
2049996.00   19356        0        19356      30644        0        30644       1881        0         1881       528       0.8440     0.8440     0.0000     0.0000      0.44    1023.9322    0.0000   1023.9322  16685.8659   0.0000   16685.8659  65449.85 
2391662.00   19700        0        19700      30300        0        30300       2712        0         2712       688       0.8434     0.8434     0.0000     0.0000      0.44    1475.9811    0.0000   1475.9811  16370.0779   0.0000   16370.0779  65449.85 
2733328.00   19815        0        19815      30185        0        30185       2887        0         2887       794       0.8358     0.8358     0.0000     0.0000      0.44    1501.1611    0.0000   1501.1611  16169.3018   0.0000   16169.3018  65449.85 
3074994.00   19519        0        19519      30481        0        30481       4708        0         4708       1219      0.8338     0.8338     0.0000     0.0000      0.43    2505.0746    0.0000   2505.0746  16194.6174   0.0000   16194.6174  65449.85 
3416660.00   19473        0        19473      30527        0        30527       4501        0         4501       1174      0.8402     0.8402     0.0000     0.0000      0.43    2380.4870    0.0000   2380.4870  16067.8132   0.0000   16067.8132  65449.85 
3758326.00   19240        0        19240      30760        0        30760       4791        0         4791       1618      0.8344     0.8344     0.0000     0.0000      0.43    2466.6554    0.0000   2466.6554  16025.0499   0.0000   16025.0499  65449.85 
4099992.00   17648        0        17648      32352        0        32352       5190        0         5190       1540      0.8266     0.8266     0.0000     0.0000      0.43    2655.2717    0.0000   2655.2717  16753.3204   0.0000   16753.3204  65449.85 
4441658.00   16141        0        16141      33859        0        33859       5595        0         5595       1692      0.8257     0.8257     0.0000     0.0000      0.42    2845.4887    0.0000   2845.4887  17448.1581   0.0000   17448.1581  65449.85 
4783324.00   14811        0        14811      35189        0        35189       7592        0         7592       2199      0.8168     0.8168     0.0000     0.0000      0.42    3890.1960    0.0000   3890.1960  18067.3455   0.0000   18067.3455  65449.85 
5124990.00   13811        0        13811      36189        0        36189       6406        0         6406       2128      0.8305     0.8305     0.0000     0.0000      0.42    3240.5686    0.0000   3240.5686  18536.5400   0.0000   18536.5400  65449.85 
5466656.00   13285        0        13285      36715        0        36715       6362        0         6362       2039      0.8124     0.8124     0.0000     0.0000      0.42    3200.3770    0.0000   3200.3770  18709.4253   0.0000   18709.4253  65449.85 
5808322.00   12812        0        12812      37188        0        37188      10759        0        10759       2479      0.8099     0.8099     0.0000     0.0000      0.42    5408.9945    0.0000   5408.9945  18866.9376   0.0000   18866.9376  65449.85 
6149988.00   12466        0        12466      37534        0        37534       9634        0         9634       2887      0.8167     0.8167     0.0000     0.0000      0.42    4803.9496    0.0000   4803.9496  18970.6366   0.0000   18970.6366  65449.85 
6491654.00   11796        0        11796      38204        0        38204       9480        0         9480       2938      0.8139     0.8139     0.0000     0.0000      0.41    4752.3492    0.0000   4752.3492  19277.4270   0.0000   19277.4270  65449.85 
6833320.00   11388        0        11388      38612        0        38612       9720        0         9720       3510      0.8055     0.8055     0.0000     0.0000      0.41    4856.8182    0.0000   4856.8182  19443.3332   0.0000   19443.3332  65449.85 
7174986.00   10892        0        10892      39108        0        39108      11820        0        11820       4345      0.8061     0.8061     0.0000     0.0000      0.41    5913.0805    0.0000   5913.0805  19636.2828   0.0000   19636.2828  65449.85 
7516652.00   10319        0        10319      39681        0        39681      12059        0        12059       4960      0.8030     0.8030     0.0000     0.0000      0.41    6022.4388    0.0000   6022.4388  19898.9786   0.0000   19898.9786  65449.85 
7858318.00    9839        0         9839      40161        0        40161      12370        0        12370       5737      0.8008     0.8008     0.0000     0.0000      0.41    6155.3730    0.0000   6155.3730  20102.3921   0.0000   20102.3921  65449.85 
8199984.00    9011        0         9011      40989        0        40989      12597        0        12597       6831      0.8026     0.8026     0.0000     0.0000      0.41    6230.6308    0.0000   6230.6308  20470.1604   0.0000   20470.1604  65449.85 
8541650.00    8203        0         8203      41797        0        41797      12833        0        12833       8359      0.8032     0.8032     0.0000     0.0000      0.40    6338.1555    0.0000   6338.1555  20819.3619   0.0000   20819.3619  65449.85 
8883316.00    7483        0         7483      42517        0        42517      13097        0        13097       8503      0.8044     0.8044     0.0000     0.0000      0.40    6516.4948    0.0000   6516.4948  21153.7874   0.0000   21153.7874  65449.85 
9224982.00    7100        0         7100      42900        0        42900      13399        0        13399       8580      0.8048     0.8048     0.0000     0.0000      0.40    6671.7852    0.0000   6671.7852  21331.8204   0.0000   21331.8204  65449.85 
9566648.00    6509        0         6509      43491        0        43491      18602        0        18602      10872      0.8026     0.8026     0.0000     0.0000      0.40    9277.4283    0.0000   9277.4283  21657.5184   0.0000   21657.5184  65449.85 
9908314.00    6055        0         6055      43945        0        43945      18826        0        18826      10986      0.8040     0.8040     0.0000     0.0000      0.40    9390.2542    0.0000   9390.2542  21896.3758   0.0000   21896.3758  65449.85 
10249980.00    5857        0         5857      44143        0        44143      19038        0        19038      11035      0.8038     0.8038     0.0000     0.0000      0.40    9497.5690    0.0000   9497.5690  22006.0157   0.0000   22006.0157  65449.85 
10591646.00    5653        0         5653      44347        0        44347      19262        0        19262      11086      0.8090     0.8090     0.0000     0.0000      0.40    9598.0490    0.0000   9598.0490  22118.7801   0.0000   22118.7801  65449.85 
10933312.00    5481        0         5481      44519        0        44519      19518        0        19518      14839      0.8095     0.8095     0.0000     0.0000      0.40    9732.5853    0.0000   9732.5853  22226.1903   0.0000   22226.1903  65449.85 
11274978.00    5169        0         5169      44831        0        44831      19720        0        19720      14943      0.8153     0.8153     0.0000     0.0000      0.40    9840.5990    0.0000   9840.5990  22404.9611   0.0000   22404.9611  65449.85 
11616644.00    4962        0         4962      45038        0        45038      19895        0        19895      15012      0.8046     0.8046     0.0000     0.0000      0.40    9940.1328    0.0000   9940.1328  22543.1577   0.0000   22543.1577  65449.85 
11958310.00    5002        0         5002      44998        0        44998      30997        0        30997      22499      0.8062     0.8062     0.0000     0.0000      0.40    15534.6549   0.0000   15534.6549 22536.8975   0.0000   22536.8975  65449.85 
12299976.00    5004        0         5004      44996        0        44996      19878        0        19878      14998      0.8164     0.8164     0.0000     0.0000      0.40    9972.4243    0.0000   9972.4243  22579.5169   0.0000   22579.5169  65449.85 
12641642.00    4927        0         4927      45073        0        45073      45073        0        45073      45073      0.8084     0.8084     0.0000     0.0000      0.40    22624.1237   0.0000   22624.1237 22624.1237   0.0000   22624.1237  65449.85 
12983308.00    4876        0         4876      45124        0        45124      45124        0        45124      45124      0.8085     0.8085     0.0000     0.0000      0.40    22626.5470   0.0000   22626.5470 22626.5470   0.0000   22626.5470  65449.85 
13324974.00    4791        0         4791      45209        0        45209      45209        0        45209      45209      0.8066     0.8066     0.0000     0.0000      0.40    22683.9341   0.0000   22683.9341 22683.9341   0.0000   22683.9341  65449.85 
13666640.00    4771        0         4771      45229        0        45229      45229        0        45229      45229      0.8097     0.8097     0.0000     0.0000      0.40    22697.6059   0.0000   22697.6059 22697.6059   0.0000   22697.6059  65449.85 
14008306.00    4729        0         4729      45271        0        45271      45271        0        45271      45271      0.8111     0.8111     0.0000     0.0000      0.40    22718.0568   0.0000   22718.0568 22718.0568   0.0000   22718.0568  65449.85 
14349972.00    4637        0         4637      45363        0        45363      45363        0        45363      45363      0.8099     0.8099     0.0000     0.0000      0.40    22770.8410   0.0000   22770.8410 22770.8410   0.0000   22770.8410  65449.85 
14691638.00    4713        0         4713      45287        0        45287      45287        0        45287      45287      0.8125     0.8125     0.0000     0.0000      0.40    22740.3159   0.0000   22740.3159 22740.3159   0.0000   22740.3159  65449.85 
15033304.00    4712        0         4712      45288        0        45288      44754        0        44754      22644      0.8166     0.8166     0.0000     0.0000      0.40    22497.6854   0.0000   22497.6854 22779.9538   0.0000   22779.9538  65449.85 
15374970.00    4825        0         4825      45175        0        45175      44787        0        44787      22587      0.8123     0.8123     0.0000     0.0000      0.40    22514.9966   0.0000   22514.9966 22722.8368   0.0000   22722.8368  65449.85 
15716636.00    4761        0         4761      45239        0        45239      45014        0        45014      22619      0.8111     0.8111     0.0000     0.0000      0.40    22629.3799   0.0000   22629.3799 22749.8107   0.0000   22749.8107  65449.85 
16058302.00    4585        0         4585      45415        0        45415      45415        0        45415      45415      0.8142     0.8142     0.0000     0.0000      0.40    22843.4038   0.0000   22843.4038 22843.4038   0.0000   22843.4038  65449.85 
16399968.00    4546        0         4546      45454        0        45454      45454        0        45454      45454      0.8134     0.8134     0.0000     0.0000      0.40    22853.5190   0.0000   22853.5190 22853.5190   0.0000   22853.5190  65449.85 
16741634.00    4551        0         4551      45449        0        45449      45449        0        45449      45449      0.8168     0.8168     0.0000     0.0000      0.40    22845.0883   0.0000   22845.0883 22845.0883   0.0000   22845.0883  65449.85 
17083300.00    4548        0         4548      45452        0        45452      45452        0        45452      45452      0.8142     0.8142     0.0000     0.0000      0.40    22857.3962   0.0000   22857.3962 22857.3962   0.0000   22857.3962  65449.85 
17424966.00    4658        0         4658      45342        0        45342      45342        0        45342      45342      0.8134     0.8134     0.0000     0.0000      0.40    22806.2433   0.0000   22806.2433 22806.2433   0.0000   22806.2433  65449.85 
17766632.00    4688        0         4688      45312        0        45312      45201        0        45201      22656      0.8169     0.8169     0.0000     0.0000      0.40    22735.5474   0.0000   22735.5474 22795.8694   0.0000   22795.8694  65449.85 
18108298.00    4803        0         4803      45197        0        45197      25115        0        25115      22598      0.8109     0.8109     0.0000     0.0000      0.40    12592.3270   0.0000   12592.3270 22687.3037   0.0000   22687.3037  65449.85 
18449964.00    4869        0         4869      45131        0        45131      25116        0        25116      22565      0.8112     0.8112     0.0000     0.0000      0.40    12608.9817   0.0000   12608.9817 22652.1811   0.0000   22652.1811  65449.85 
18791630.00    4785        0         4785      45215        0        45215      25167        0        25167      22607      0.8107     0.8107     0.0000     0.0000      0.40    12643.1417   0.0000   12643.1417 22681.9694   0.0000   22681.9694  65449.85 
19133296.00    4798        0         4798      45202        0        45202      25155        0        25155      22601      0.8174     0.8174     0.0000     0.0000      0.40    12638.3440   0.0000   12638.3440 22690.1982   0.0000   22690.1982  65449.85 
19474962.00    4723        0         4723      45277        0        45277      25233        0        25233      22638      0.8140     0.8140     0.0000     0.0000      0.40    12672.3169   0.0000   12672.3169 22718.7994   0.0000   22718.7994  65449.85 
19816628.00    4693        0         4693      45307        0        45307      25195        0        25195      22653      0.8134     0.8134     0.0000     0.0000      0.40    12670.5180   0.0000   12670.5180 22761.7142   0.0000   22761.7142  65449.85 
20158294.00    4808        0         4808      45192        0        45192      24930        0        24930      15064      0.8127     0.8127     0.0000     0.0000      0.40    12516.7550   0.0000   12516.7550 22674.6115   0.0000   22674.6115  65449.85 
20499960.00    4979        0         4979      45021        0        45021      24864        0        24864      22510      0.8113     0.8113     0.0000     0.0000      0.40    12489.8734   0.0000   12489.8734 22590.9962   0.0000   22590.9962  65449.85 
20841626.00    4973        0         4973      45027        0        45027      45027        0        45027      45027      0.8112     0.8112     0.0000     0.0000      0.40    22580.9282   0.0000   22580.9282 22580.9282   0.0000   22580.9282  65449.85 
21183292.00    4952        0         4952      45048        0        45048      45048        0        45048      45048      0.8126     0.8126     0.0000     0.0000      0.40    22586.6309   0.0000   22586.6309 22586.6309   0.0000   22586.6309  65449.85 
21524958.00    4742        0         4742      45258        0        45258      45258        0        45258      45258      0.8082     0.8082     0.0000     0.0000      0.40    22704.5359   0.0000   22704.5359 22704.5359   0.0000   22704.5359  65449.85 
21866624.00    4496        0         4496      45504        0        45504      45504        0        45504      45504      0.8096     0.8096     0.0000     0.0000      0.40    22844.0030   0.0000   22844.0030 22844.0030   0.0000   22844.0030  65449.85 
22208290.00    4290        0         4290      45710        0        45710      45710        0        45710      45710      0.8130     0.8130     0.0000     0.0000      0.40    22942.3263   0.0000   22942.3263 22942.3263   0.0000   22942.3263  65449.85 
22549956.00    4127        0         4127      45873        0        45873      45873        0        45873      45873      0.8152     0.8152     0.0000     0.0000      0.40    23034.0656   0.0000   23034.0656 23034.0656   0.0000   23034.0656  65449.85 
22891622.00    4087        0         4087      45913        0        45913      25187        0        25187      22956      0.8107     0.8107     0.0000     0.0000      0.40    12677.7119   0.0000   12677.7119 23088.7605   0.0000   23088.7605  65449.85 
23233288.00    3981        0         3981      46019        0        46019      46019        0        46019      46019      0.8072     0.8072     0.0000     0.0000      0.40    23140.6554   0.0000   23140.6554 23140.6554   0.0000   23140.6554  65449.85 
23574954.00    3933        0         3933      46067        0        46067      46067        0        46067      46067      0.8135     0.8135     0.0000     0.0000      0.40    23199.3339   0.0000   23199.3339 23199.3339   0.0000   23199.3339  65449.85 
23916620.00    3988        0         3988      46012        0        46012      46012        0        46012      46012      0.8121     0.8121     0.0000     0.0000      0.40    23188.7425   0.0000   23188.7425 23188.7425   0.0000   23188.7425  65449.85 
24258286.00    3998        0         3998      46002        0        46002      25118        0        25118      23001      0.8167     0.8167     0.0000     0.0000      0.40    12687.4175   0.0000   12687.4175 23202.1877   0.0000   23202.1877  65449.85 
24599952.00    4018        0         4018      45982        0        45982      45982        0        45982      45982      0.8114     0.8114     0.0000     0.0000      0.40    23220.9144   0.0000   23220.9144 23220.9144   0.0000   23220.9144  65449.85 
24941618.00    4101        0         4101      45899        0        45899      45899        0        45899      45899      0.8126     0.8126     0.0000     0.0000      0.40    23171.4067   0.0000   23171.4067 23171.4067   0.0000   23171.4067  65449.85 
25283284.00    4153        0         4153      45847        0        45847      45847        0        45847      45847      0.8175     0.8175     0.0000     0.0000      0.40    23119.6521   0.0000   23119.6521 23119.6521   0.0000   23119.6521  65449.85 
25624950.00    4326        0         4326      45674        0        45674      45674        0        45674      45674      0.8125     0.8125     0.0000     0.0000      0.40    23020.5741   0.0000   23020.5741 23020.5741   0.0000   23020.5741  65449.85 
25966616.00    4467        0         4467      45533        0        45533      24555        0        24555      22766      0.8146     0.8146     0.0000     0.0000      0.40    12373.0952   0.0000   12373.0952 22925.1302   0.0000   22925.1302  65449.85 
26308282.00    4681        0         4681      45319        0        45319      24375        0        24375      22659      0.8122     0.8122     0.0000     0.0000      0.40    12267.1337   0.0000   12267.1337 22798.9086   0.0000   22798.9086  65449.85 
26649948.00    4889        0         4889      45111        0        45111      24188        0        24188      22555      0.8102     0.8102     0.0000     0.0000      0.40    12173.3067   0.0000   12173.3067 22694.3914   0.0000   22694.3914  65449.85 
26991614.00    4966        0         4966      45034        0        45034      24119        0        24119      22517      0.8141     0.8141     0.0000     0.0000      0.40    12159.4358   0.0000   12159.4358 22637.1649   0.0000   22637.1649  65449.85 
27333280.00    5167        0         5167      44833        0        44833      23951        0        23951      22416      0.8057     0.8057     0.0000     0.0000      0.40    12081.3974   0.0000   12081.3974 22538.5788   0.0000   22538.5788  65449.85 
27674946.00    5380        0         5380      44620        0        44620      20837        0        20837      14873      0.8108     0.8108     0.0000     0.0000      0.40    10412.2380   0.0000   10412.2380 22396.1943   0.0000   22396.1943  65449.85 
28016612.00    5583        0         5583      44417        0        44417      20843        0        20843      14805      0.8118     0.8118     0.0000     0.0000      0.40    10428.4307   0.0000   10428.4307 22280.8972   0.0000   22280.8972  65449.85 
28358278.00    5617        0         5617      44383        0        44383      20910        0        20910      11095      0.8091     0.8091     0.0000     0.0000      0.40    10454.6199   0.0000   10454.6199 22239.4011   0.0000   22239.4011  65449.85 
28699944.00    5519        0         5519      44481        0        44481      20945        0        20945      14827      0.8084     0.8084     0.0000     0.0000      0.40    10477.6571   0.0000   10477.6571 22244.1390   0.0000   22244.1390  65449.85 
29041610.00    5306        0         5306      44694        0        44694      21068        0        21068      14898      0.8125     0.8125     0.0000     0.0000      0.40    10520.8064   0.0000   10520.8064 22318.9919   0.0000   22318.9919  65449.85 
29383276.00    5202        0         5202      44798        0        44798      21193        0        21193      14932      0.8077     0.8077     0.0000     0.0000      0.40    10579.2899   0.0000   10579.2899 22372.2554   0.0000   22372.2554  65449.85 
29724942.00    4972        0         4972      45028        0        45028      21342        0        21342      15009      0.8077     0.8077     0.0000     0.0000      0.40    10665.9498   0.0000   10665.9498 22516.4726   0.0000   22516.4726  65449.85 
30066608.00    4681        0         4681      45319        0        45319      21450        0        21450      15106      0.8038     0.8038     0.0000     0.0000      0.40    10729.5707   0.0000   10729.5707 22700.1425   0.0000   22700.1425  65449.85 
30408274.00    4504        0         4504      45496        0        45496      21583        0        21583      15165      0.8086     0.8086     0.0000     0.0000      0.40    10816.3264   0.0000   10816.3264 22845.4255   0.0000   22845.4255  65449.85 
30749940.00    4476        0         4476      45524        0        45524      21659        0        21659      15174      0.8090     0.8090     0.0000     0.0000      0.40    10854.5547   0.0000   10854.5547 22865.2982   0.0000   22865.2982  65449.85 
31091606.00    4411        0         4411      45589        0        45589      21729        0        21729      15196      0.8131     0.8131     0.0000     0.0000      0.40    10894.3058   0.0000   10894.3058 22934.0924   0.0000   22934.0924  65449.85 
31433272.00    4576        0         4576      45424        0        45424      40344        0        40344      22712      0.8110     0.8110     0.0000     0.0000      0.40    20268.8119   0.0000   20268.8119 22852.2263   0.0000   22852.2263  65449.85 
