 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          4          0          4          0        1.0347     1.0347     0.0000     0.0000      0.50      3.1416     0.0000     3.1416     0.0000     0.0000     0.0000    78539.82 
 91666.00    50000        0        50000        0          0          0          23         0          23         0        1.0213     1.0213     0.0000     0.0000      0.50     17.5830     0.0000    17.5830     0.0000     0.0000     0.0000    78539.82 
183332.00    50000        0        50000        0          0          0          22         0          22         0        1.0206     1.0206     0.0000     0.0000      0.50     16.9264     0.0000    16.9264     0.0000     0.0000     0.0000    78539.82 
274998.00    50000        0        50000        0          0          0          26         0          26         0        1.0221     1.0221     0.0000     0.0000      0.50     19.8696     0.0000    19.8696     0.0000     0.0000     0.0000    78539.82 
366664.00    50000        0        50000        0          0          0          33         0          33         0        1.0272     1.0272     0.0000     0.0000      0.50     25.2714     0.0000    25.2714     0.0000     0.0000     0.0000    78539.82 
458330.00    50000        0        50000        0          0          0          43         0          43         0        1.0308     1.0308     0.0000     0.0000      0.50     33.2757     0.0000    33.2757     0.0000     0.0000     0.0000    78539.82 
549996.00    50000        0        50000        0          0          0          51         0          51         0        1.0225     1.0225     0.0000     0.0000      0.50     39.1112     0.0000    39.1112     0.0000     0.0000     0.0000    78539.82 
641662.00    50000        0        50000        0          0          0          61         0          61         0        1.0176     1.0176     0.0000     0.0000      0.50     46.6009     0.0000    46.6009     0.0000     0.0000     0.0000    78539.82 
733328.00    50000        0        50000        0          0          0          53         0          53         0        1.0149     1.0149     0.0000     0.0000      0.50     40.8718     0.0000    40.8718     0.0000     0.0000     0.0000    78539.82 
824994.00    50000        0        50000        0          0          0          51         0          51         0        1.0212     1.0212     0.0000     0.0000      0.50     38.7989     0.0000    38.7989     0.0000     0.0000     0.0000    78539.82 
916660.00    50000        0        50000        0          0          0          66         0          66         0        1.0160     1.0160     0.0000     0.0000      0.50     50.6415     0.0000    50.6415     0.0000     0.0000     0.0000    78539.82 
1008326.00   50000        0        50000        0          0          0          62         0          62         0        1.0176     1.0176     0.0000     0.0000      0.50     47.2978     0.0000    47.2978     0.0000     0.0000     0.0000    78539.82 
