 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     0.4800     0.3850     0.4700     0.3850     1.2400     0.4200     0.4650     0.3700     0.4550     0.3600     0.4550  
   20.0      0.2500     1.7500     0.3300     1.4400     0.3100     1.1850     0.2750     1.3200     0.2750     1.2500     0.2850     1.2400     0.2800     1.3250     0.2550     1.2450     0.2500     1.1500  
   30.0      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2200     1.2400     0.2000     1.2950     0.2050     1.2200     0.1850     1.1250  
   40.0      0.2500     1.7500     0.3300     1.3300     0.2500     1.1850     0.2400     1.2800     0.2200     1.2200     0.2000     1.2400     0.2150     1.3250     0.1950     1.2300     0.1800     1.1350  
   50.0      0.2500     1.7500     0.2200     1.3300     0.2500     1.1850     0.2400     1.2800     0.2200     1.2200     0.2000     1.2400     0.2150     1.3250     0.2050     1.2300     0.1850     1.1350  
   60.0      0.2500     1.7500     0.3300     1.3300     0.2500     1.1850     0.2400     1.2800     0.2200     1.2200     0.2200     1.2400     0.2150     1.2950     0.2050     1.2200     0.1950     1.1350  
   70.0      0.2500     1.7500     0.2200     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2000     1.2400     0.2000     1.2950     0.1950     1.2200     0.1850     1.1350  
   80.0      0.2500     1.7500     0.2200     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2000     1.2200     0.2000     1.2950     0.2050     1.2200     0.1800     1.1250  
   90.0      0.2500     1.7500     0.2200     1.3300     0.2500     1.1850     0.2400     1.2800     0.2200     1.2200     0.2000     1.2400     0.2000     1.3250     0.1950     1.2450     0.1850     1.1350  
   99.9      0.2500     1.7500     0.3300     1.2200     0.2500     1.1850     0.2400     1.2800     0.2200     1.1900     0.2200     1.2200     0.2150     1.2950     0.2050     1.2200     0.1950     1.1250  
