 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.4350     0.1600     1.4800     0.1650     1.5250     0.1400     1.6100     0.1400     1.5300     0.1350     1.4800     0.1300     1.4400  
   20.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.3100     0.1200     1.4800     0.1350     1.5250     0.1400     1.5900     0.1250     1.5000     0.1200     1.4650     0.1050     1.4200  
   30.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1350     1.5250     0.1200     1.5900     0.1250     1.5150     0.1200     1.4800     0.1050     1.4200  
   40.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.4350     0.1600     1.4800     0.1350     1.5250     0.1200     1.6100     0.1250     1.5300     0.1200     1.4800     0.1050     1.4300  
   50.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1350     1.5250     0.1200     1.6100     0.1250     1.5450     0.1100     1.4900     0.0950     1.4300  
   60.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1350     1.5250     0.1200     1.6100     0.1250     1.5150     0.1100     1.4800     0.1050     1.4200  
   70.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1350     1.5250     0.1200     1.6100     0.1050     1.5300     0.1100     1.4800     0.0950     1.4400  
   80.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1350     1.5250     0.1200     1.6100     0.1250     1.5300     0.1200     1.4800     0.0950     1.4400  
   90.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1100     1.5250     0.1200     1.6100     0.1050     1.5300     0.1100     1.4800     0.0950     1.4400  
   99.9      0.2500     1.7500     0.2200     1.4400     0.1250     1.4350     0.1200     1.4800     0.1100     1.5250     0.1200     1.5900     0.1250     1.5150     0.0950     1.4800     0.0950     1.4300  
