 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.5600     0.3950     0.5550     0.3850     1.0250     0.4850     0.5700     0.4500     0.5600     0.4300     0.5550     0.4200     0.5550  
   20.0      0.2500     1.5000     0.3300     0.7750     0.3750     1.1850     0.3950     0.5550     0.3850     1.0250     0.3850     1.1200     0.4050     1.0450     0.4050     1.0450     0.3600     0.9900  
   30.0      0.2500     1.7500     0.3300     0.7750     0.3750     1.1850     0.3950     1.1150     0.3850     1.0250     0.3850     1.1200     0.3750     1.0450     0.3550     1.0450     0.3400     0.9900  
   40.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3650     1.1200     0.3550     1.0450     0.3700     1.0450     0.3300     0.9900  
   50.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3450     1.1200     0.3550     1.0450     0.3550     1.0600     0.3400     1.0000  
   60.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3650     1.1200     0.3750     1.0900     0.3450     1.0600     0.3450     1.0100  
   70.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3600     1.0250     0.3450     1.1200     0.3400     1.0750     0.3450     1.0600     0.3300     1.0000  
   80.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3850     1.0250     0.3650     1.1200     0.3550     1.0600     0.3450     1.0450     0.3200     0.9900  
   90.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.1600     0.3600     1.0250     0.3850     1.1200     0.3550     1.0750     0.3450     1.0600     0.3400     0.9900  
   99.9      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.1600     0.3850     1.0250     0.3450     1.1200     0.3750     1.0750     0.3550     1.0600     0.3300     1.0000  
