 ALL 	  AA 	  AB 	  BB 
1.0373	1.0020	0.9989	1.0009
0.9986	1.0050	0.9897	0.9999
0.9998	1.0011	1.0141	1.0057
1.0037	1.0003	0.9992	0.9966
1.0018	0.9919	0.9998	0.9992
1.0038	1.0008	1.0000	0.9895
1.0005	0.9971	0.9998	0.9999
1.0012	1.0037	1.0018	0.9974
1.0011	0.9978	1.0005	0.9996
0.9989	1.0013	0.9982	1.0027
0.9985	1.0068	0.9974	1.0009
0.9997	1.0001	0.9967	1.0008
0.9999	1.0003	0.9999	0.9987
1.0009	1.0007	1.0006	1.0002
1.0038	0.9995	1.0000	0.9993
1.0000	1.0481	1.0010	0.9998
1.0019	0.9998	1.0025	1.0000
0.9994	0.9990	1.1213	1.0028
1.0010	1.0004	1.0008	0.9999
1.0008	1.0020	1.0013	0.9980
1.0000	1.0003	1.0007	1.0021
1.0007	1.0052	1.0013	0.9993
1.0016	0.9996	0.9997	1.0008
1.0016	1.0003	0.9992	1.0003
1.0050	1.0027	0.9990	0.9999
1.0001	1.0001	1.0006	0.9988
1.0028	0.9995	0.9991	0.9978
1.0062	1.0028	1.1093	0.9996
0.9999	0.9960	1.0053	1.0010
1.0002	0.9994	1.0061	1.0022
1.0052	1.0000	1.0104	1.0011
1.0012	0.9992	1.0002	1.0023
1.0012	1.0015	0.9994	1.0033
1.0012	1.0011	1.0005	1.0014
1.0013	1.0052	1.0006	0.9981
1.0014	0.9986	1.0060	1.0017
1.0003	1.0013	0.9996	1.0273
1.0007	0.9999	0.9979	1.0007
1.0000	0.9998	1.0031	1.0234
1.0005	1.0020	0.9992	0.9966
1.0007	1.0015	1.0014	0.9961
0.9923	1.0003	1.0011	0.9988
1.0007	1.0032	0.9995	1.0015
1.0091	0.9978	0.9960	1.0002
1.0011	0.9994	1.0000	1.0004
0.9929	0.9979	1.0013	0.9990
1.0204	0.9998	0.9995	1.0009
0.9995	1.0006	0.9998	0.9987
0.9944	0.9974	1.0014	1.0000
0.9503	0.9988	1.0014	1.0066
0.9761	0.9980	0.9987	1.0019
0.9823	1.0018	0.9982	0.9993
0.9995	0.9998	1.0010	1.0155
1.0005	1.0028	1.0005	1.0028
1.0002	1.0010	1.0009	1.0023
0.9980	0.9996	1.0004	0.9963
0.9984	1.0020	1.0008	0.9990
1.0001	0.9991	1.0017	1.0010
0.9990	0.9994	1.0002	1.0015
1.0037	0.9998	0.9991	0.9993
1.0021	1.0008	0.9981	0.9996
1.0038	1.0023	1.0007	1.0011
1.0004	1.0017	0.9999	1.0031
1.0006	1.0021	0.9991	1.0003
1.0009	1.0056	1.0025	0.9997
0.9996	1.0060	1.0014	1.0167
1.0004	0.9993	0.9866	0.9992
0.9981	0.9983	0.9833	1.0005
0.9995	0.9992	1.0014	1.0027
1.0017	1.0006	1.0302	0.9997
0.9958	1.0008	1.0001	1.0008
0.9891	0.9998	0.9998	1.0002
1.0005	1.0005	0.9999	1.0012
0.9863	0.9960	1.0018	0.9997
1.0125	1.0008	1.0088	1.0010
0.9992	0.9987	1.0003	1.0233
1.0024	0.9995	1.0006	0.9999
1.0030	1.0016	1.0026	1.0008
0.9995	1.0007	0.9968	0.9995
0.9990	0.9962	1.0016	1.0004
0.9989	1.0018	1.0009	0.9985
1.0027	1.0150	0.9933	1.0004
1.0253	1.0029	0.9986	1.0034
1.0974	0.9988	1.0050	1.0006
1.0035	0.9990	0.9993	1.0881
1.0013	0.9984	1.0007	1.0004
0.9978	1.0002	0.9986	0.9843
0.9994	1.0011	1.0029	1.0003
1.0004	0.9894	0.9995	0.9961
1.0011	0.9982	1.0013	1.0012
0.9982	0.9987	1.0015	1.0019
1.0046	1.0014	1.0053	1.0007
0.9966	0.9978	1.0011	1.0009
1.0057	1.0020	0.9986	0.9989
0.9988	0.9998	1.0000	1.0003
0.9898	0.9976	1.0001	1.0015
0.9927	1.0014	1.0011	1.0004
0.9988	1.0724	0.9998	1.0017
1.0050	0.9991	1.0020	1.0075
1.0003	1.0015	1.0108	1.0010
1.0023	1.0011	0.9995	0.9999
0.9983	1.0022	0.9979	1.0002
1.0027	1.0006	1.0001	1.0050
1.0006	1.0032	1.0122	1.0015
1.0063	1.0128	1.0019	1.0033
1.0034	1.0071	0.9980	1.0021
1.0038	1.0020	0.9983	1.0005
1.0035	0.9994	1.0008	0.9994
1.0107	0.9954	1.0015	0.9995
1.0031	1.0001	1.0007	1.0073
1.0001	1.0005	1.0007	1.0012
0.9997	1.0018	0.9987	1.0010
1.0015	1.0000	1.0003	1.0063
1.0006	1.0014	1.0006	1.0014
1.0023	1.0093	0.9989	1.0050
1.0003	1.0012	0.9992	0.9982
0.9972	1.0001	0.9980	1.0000
0.9993	1.0003	1.0374	0.9987
0.9990	1.0051	1.0027	0.9988
1.0011	0.9986	1.0027	1.0009
1.0132	0.9995	0.9992	1.0007
0.9976	1.0009	1.0010	0.9976
0.9795	1.0023	0.9992	0.9985
1.0105	1.0002	1.0014	0.9974
0.9954	1.0087	0.9980	1.0009
1.0133	1.0006	1.0018	1.0017
1.0019	0.9994	0.9980	0.9995
0.9954	1.0190	1.0066	0.9985
0.9995	1.0068	1.0351	1.0021
1.0014	1.0053	1.0000	1.0007
0.9985	1.0004	1.0002	1.0011
1.0074	1.0009	0.9997	1.0011
0.9998	0.9814	1.0004	0.9995
1.0009	1.0029	0.9992	0.9986
1.0031	0.9996	0.9987	1.0005
1.0038	0.9998	1.0001	0.9975
1.0011	1.0002	0.9995	0.9978
0.9994	1.0015	1.0009	1.0017
0.9989	1.0014	1.0010	1.0073
1.0001	1.0000	0.9992	1.0804
0.9985	1.0046	0.9970	1.0023
1.0018	0.9999	1.0021	1.0846
1.0018	0.9999	1.0014	1.0021
1.0024	1.0005	0.9990	1.0039
1.0017	0.9991	0.9994	1.0000
0.9993	1.0026	0.9991	1.0039
0.9999	1.0005	0.9986	1.0006
0.9990	1.0003	1.0008	1.0007
1.0015	0.9981	0.9998	1.0009
0.9990	1.0024	1.0012	0.9977
1.0029	0.9983	1.0009	1.0031
1.0002	1.0015	0.9995	1.0002
0.9996	1.0013	1.0015	1.0021
1.0032	1.0014	0.9964	0.9975
1.0005	1.0021	1.0015	1.0038
1.0016	1.0001	0.9988	1.0353
0.9981	1.0038	0.9996	0.9956
0.9994	0.9986	1.0021	0.9997
1.0007	0.9979	0.9981	0.9998
1.0003	1.0044	1.0009	1.0005
0.9995	0.9996	0.9900	1.0003
1.0022	1.0007	0.9977	1.0006
0.9997	1.0007	0.9905	0.9985
0.9985	1.0018	1.0014	1.0044
1.0019	1.0046	1.0026	0.9987
1.0002	1.0006	1.0054	0.9997
0.9996	1.0025	1.0001	1.0016
1.0117	1.0114	1.0257	1.0011
0.9996	0.9958	0.9987	1.0005
0.9970	1.0662	1.0047	0.9986
0.9991	1.0003	1.0010	1.0025
0.9985	0.9973	1.0042	0.9978
0.9999	1.0019	1.0019	1.0027
1.0007	1.0001	1.0127	1.0020
1.0017	1.0019	1.0017	1.0009
1.0002	0.9992	0.9994	0.9991
0.9987	0.9992	1.0002	0.9986
1.0007	1.0004	0.9985	1.0004
1.0010	1.0018	1.0003	1.0005
1.0002	0.9992	1.0028	1.0014
1.0012	1.0026	1.0007	0.9997
0.9984	1.0088	1.0000	1.0002
0.9991	1.0001	1.0008	0.9976
1.0013	0.9998	1.0007	1.0011
0.9996	1.0004	0.9998	1.0010
1.0025	1.0006	1.0005	0.9989
0.9999	0.9999	1.0012	0.9998
0.9994	1.0251	1.0014	1.0009
1.0012	1.0009	1.0011	0.9997
0.9984	0.9986	1.0021	1.0006
0.9970	0.9997	1.0021	0.9983
1.0012	0.9978	1.0014	0.9998
1.0004	1.0009	1.1137	1.0022
0.9989	1.0012	1.0064	1.0005
0.9991	0.9990	0.9993	1.0038
1.0022	1.0020	0.9999	0.9963
1.0038	0.9997	1.0007	1.0000
1.0018	1.0069	1.0015	0.9997
0.9993	1.0105	0.9981	1.0019
1.0009	0.9998	0.9990	1.0022
1.0005	0.9980	0.9947	1.0040
0.9974	1.0005	0.9974	0.9978
1.0009	0.9995	1.0012	0.9986
1.0033	1.0012	1.0024	0.9992
1.0092	1.0027	1.0203	0.9985
1.0016	0.9999	1.0048	1.0967
1.0011	0.9997	1.0009	0.9978
0.9998	1.0004	1.0035	1.0012
0.9990	0.9970	0.9992	1.0074
1.0016	1.0162	1.0022	0.9994
1.0001	1.0015	0.9993	0.9998
0.9997	0.9992	0.9996	0.9967
0.9996	0.9992	0.9991	1.0023
1.0010	0.9990	1.0036	0.9987
1.0008	1.0015	1.0003	0.9990
1.0010	0.9994	1.0007	1.0008
1.0021	1.0007	1.0014	0.9995
0.9999	1.0026	0.9981	1.0003
0.9984	0.9976	1.0026	1.0025
1.0023	1.0019	1.0841	1.0015
0.9992	0.9981	1.0001	0.9989
1.0013	1.0014	1.0007	0.9938
1.0017	0.9972	1.0009	0.9996
1.0006	0.9999	1.0006	1.0011
1.0087	0.9960	0.9994	1.0031
1.0143	1.0029	1.0000	1.0042
1.0036	1.0009	0.9999	0.9979
1.0046	0.9994	0.9849	1.0013
0.9998	1.0032	0.9325	1.0000
0.9997	1.0023	0.9711	0.9989
1.0000	1.0007	0.9671	1.0008
0.9992	0.9913	1.0008	0.9992
0.9976	0.9999	1.0005	1.0007
1.0002	0.9980	0.9989	1.0053
1.0043	0.9963	0.9990	0.9990
0.9994	1.0001	0.9994	1.0001
0.9976	1.0014	0.9991	1.0002
0.9996	1.0038	1.0011	0.9990
0.9992	1.0083	0.9866	1.0004
0.9989	1.0002	1.0021	0.9975
1.0005	0.9997	1.0018	1.0012
1.0013	1.0020	0.9902	0.9998
0.9994	1.0002	1.0011	0.9992
0.9983	1.0017	1.0016	1.0000
1.0014	1.0050	0.9980	0.9986
1.0004	1.0006	1.1034	0.9980
0.9982	1.0010	1.0091	1.0006
1.0159	1.0007	1.0014	0.9999
1.0023	0.9993	0.9996	0.9970
0.9967	1.0014	1.0013	1.0020
0.9972	0.9982	1.0000	0.9935
0.9986	1.0005	1.0003	1.0011
1.0009	1.0030	1.0026	0.9988
1.0000	1.0067	1.0004	0.9971
1.0014	1.0005	0.9996	1.0003
1.0004	1.0004	1.0004	1.0018
0.9998	1.0026	0.9981	1.0025
1.0006	1.0028	1.0009	0.9999
1.0008	0.9999	1.0138	1.0010
1.0002	0.9997	1.0045	0.9963
1.0024	0.9970	1.0000	1.0019
1.0005	1.0009	1.0002	0.9836
0.9998	1.0023	1.0310	1.0012
0.9987	1.0046	1.0199	0.9961
1.0014	0.9996	0.9997	0.9987
1.0008	1.0007	0.9992	1.0061
0.9987	1.0018	1.0014	1.0020
1.0013	0.9998	0.9999	1.0004
0.9985	1.0012	0.9998	1.0006
1.0004	1.0082	1.0031	1.0259
1.0002	0.9945	0.9987	0.9934
0.9990	1.0020	1.0022	1.0001
1.0144	1.0008	1.0006	1.0010
1.0031	1.0003	1.0011	1.0002
1.0151	0.9995	0.9999	0.9979
1.0137	1.0072	1.0001	1.0017
1.0029	0.9997	0.9997	1.0047
1.0225	1.0019	0.9989	1.0027
1.0004	1.0014	1.0013	1.0039
1.0041	1.0024	1.0008	1.0027
0.9993	0.9997	1.0003	0.9994
0.9968	1.0011	1.0024	1.0006
1.0004	1.0022	1.0014	0.9952
1.0009	1.0035	1.0014	1.0000
1.0030	0.9991	1.0002	0.9982
1.0014	0.9995	0.9993	1.0012
0.9991	1.0000	0.9986	0.9999
1.0000	0.9987	0.9918	1.0018
1.0005	0.9992	0.9912	0.9697
1.0103	0.9964	1.0004	1.0004
1.0004	0.9964	1.0002	0.9677
1.0029	1.0012	1.0006	1.0004
1.0000	1.0055	0.9979	1.0001
0.9997	0.9994	1.0001	0.9999
1.0025	1.0014	0.9998	0.9968
1.0007	1.0026	1.0412	0.9987
1.0025	1.0029	0.9971	1.0020
0.9984	1.0127	0.9971	1.0016
0.9993	1.0024	1.0036	0.9994
0.9984	1.0027	0.9996	1.0040
0.9984	1.0007	1.0009	0.9989
0.9993	0.9998	1.0002	0.9984
1.0003	0.9989	0.9992	1.0005
0.9995	0.9972	0.9997	0.9994
0.9985	0.9992	1.0006	0.9986
1.0005	1.0035	0.9977	0.9930
1.0008	1.0012	1.0008	0.9982
0.9989	0.9992	1.0014	1.0028
0.9986	1.0002	0.9985	1.0085
0.9791	1.0007	0.9991	1.0002
0.9971	0.9775	1.0007	0.9996
0.9821	1.0009	1.0001	1.0001
1.0185	1.0010	1.0001	1.0004
0.9992	0.9999	0.9997	1.0011
1.0025	1.0014	0.9997	0.9999
1.0011	1.0020	1.0015	0.9999
1.0004	0.9998	0.9985	1.0011
0.9982	1.0029	1.0007	1.0009
1.0000	1.0008	1.0007	1.0005
0.9996	0.9984	1.0019	1.0001
1.0012	1.0014	1.0000	1.0005
1.0000	1.0007	0.9988	0.9995
1.0004	0.9990	0.9965	0.9999
1.0006	1.0020	1.0130	1.0005
1.0002	0.9999	1.0008	1.0013
0.9988	1.0052	1.0033	1.0146
1.0000	1.0035	0.9987	1.0050
0.9989	1.0011	1.0103	0.9996
1.0021	1.0006	1.0050	1.0055
1.0013	0.9915	1.0246	1.0074
0.9996	1.0000	1.0021	1.0003
1.0067	0.9915	1.0028	1.0007
1.0007	0.9989	1.0014	1.0033
1.0040	1.0009	0.9996	1.0000
0.9924	0.9999	0.9981	1.0173
1.0029	0.9980	1.0008	1.0179
0.9979	1.0002	1.0062	0.9990
0.9990	1.0022	0.9980	1.0009
1.0006	0.9992	1.0008	1.0000
0.9989	1.0007	1.0016	1.0014
0.9989	0.9999	0.9978	1.0128
0.9897	1.0009	0.9998	1.0036
1.0141	0.9990	0.9990	1.0016
0.9992	1.0029	0.9967	1.0007
0.9998	1.0075	0.9998	1.0012
1.0000	1.0001	1.0029	0.9999
0.9998	1.0345	0.9996	0.9987
1.0018	1.0000	1.0001	1.0006
1.0005	1.0006	1.0007	1.0014
0.9982	1.0004	1.0003	1.0003
0.9974	0.9986	0.9984	1.0014
0.9984	1.0004	1.0003	1.0005
0.9967	0.9947	0.9992	0.9985
0.9999	1.0024	0.9856	1.0015
1.0006	0.9993	0.9993	1.0007
1.0000	0.9990	1.0060	1.0050
1.0086	1.0157	0.9999	0.9995
1.0010	0.9996	0.9984	1.0039
1.0025	0.9992	0.9672	1.0018
1.1213	1.0017	0.9649	1.0001
1.0008	1.0020	1.0017	1.0021
1.0013	1.0008	0.9998	1.0018
0.9993	1.0006	1.0021	1.0009
1.0007	0.9868	1.0002	1.0000
1.0013	0.9986	0.9997	0.9995
0.9997	1.0139	1.0020	1.0004
0.9992	1.0011	1.0009	0.9993
0.9990	1.0023	0.9982	0.9999
1.0006	1.0005	1.0020	1.0025
1.0013	1.0012	1.0010	0.9978
0.9969	1.0012	1.0016	0.9991
0.9991	1.0008	1.0022	0.9999
1.1093	1.0004	1.0003	1.0004
1.0053	0.9996	0.9983	1.0015
1.0061	0.9999	0.9998	1.0021
1.0104	1.0003	1.0004	1.0044
1.0002	1.0019	1.0012	1.0002
0.9994	1.0029	1.0019	0.9996
1.0009	1.0042	0.9998	1.0005
1.0005	0.9995	1.0710	1.0060
1.0006	1.0001	0.9979	1.0006
1.0060	1.0014	0.9979	0.9994
0.9996	0.9997	1.0005	1.0008
0.9979	0.9998	1.0014	1.0004
1.0031	0.9964	0.9995	1.0014
1.0000	1.0001	0.9994	1.0022
0.9992	1.0005	0.9989	0.9983
1.0014	1.0015	1.0000	0.9992
1.0011	1.0004	0.9998	0.9999
0.9995	1.0054	0.9990	1.0002
0.9960	0.9994	0.9970	0.9994
1.0000	1.0007	1.0007	1.0008
1.0013	1.0094	0.9997	1.0015
0.9995	1.0016	1.0000	0.9858
0.9998	1.0009	0.9994	0.9990
1.0014	1.0001	1.0004	0.9946
1.0014	0.9993	1.0018	0.9990
0.9987	1.0007	0.9999	1.0012
0.9982	1.0016	1.0041	0.9987
1.0010	0.9990	1.0027	0.9998
1.0005	0.9993	1.0002	1.0008
1.0009	0.9996	0.9995	1.0006
1.0004	1.0019	1.0004	1.0017
1.0008	1.0009	1.0019	0.9994
1.0017	1.0004	0.9985	1.0003
1.0002	1.0006	1.0007	0.9994
0.9991	0.9973	0.9989	0.9987
0.9981	1.0027	0.9967	0.9999
0.9998	1.0012	1.0030	1.0022
1.0007	1.0049	1.0012	1.0017
0.9999	0.9992	0.9987	1.0003
0.9991	1.0007	1.0010	0.9998
1.0025	1.0014	1.0005	0.9998
1.0014	1.0032	1.0002	1.0040
0.9866	0.9993	1.0000	1.0006
0.9833	1.0016	1.0012	1.0040
1.0014	0.9979	0.9993	1.0002
1.0302	1.0006	0.9966	1.0027
1.0001	1.0003	1.0049	0.9994
0.9998	0.9970	1.0066	1.0011
0.9999	1.0018	0.9995	1.0002
1.0018	1.0025	1.0233	0.9993
1.0088	0.9997	1.0082	1.0013
1.0003	1.0009	1.0035	1.0004
1.0006	1.0098	1.0027	1.0013
1.0026	1.0000	1.0005	0.9992
0.9968	0.9989	1.0030	1.0033
1.0016	1.0001	1.0012	0.9996
1.0009	1.0654	1.0008	0.9994
0.9933	0.9992	1.0040	0.9992
0.9986	1.0007	1.0004	1.0008
1.0050	1.0009	1.0006	1.0033
0.9993	1.0024	0.9998	1.0005
1.0002	0.9985	1.0042	0.9989
1.0007	1.0072	1.0618	1.0005
0.9986	0.9997	1.0077	0.9997
1.0029	1.0004	0.9992	1.0010
0.9995	1.0000	0.9949	0.9994
1.0013	1.0009	0.9994	1.0025
0.9990	1.0061	1.0003	1.0015
1.0015	1.0000	0.9994	0.9991
1.0053	0.9993	0.9937	0.9995
1.0011	1.0031	0.9993	0.9997
0.9986	0.9996	1.0006	1.0003
1.0000	0.9985	1.0031	0.9998
1.0001	0.9992	0.9998	1.0011
1.0011	1.0081	0.9992	0.9986
0.9998	0.9998	1.0003	1.0105
1.0020	0.9986	1.0192	1.0015
1.0035	1.0008	1.0001	1.0286
1.0108	0.9981	1.0048	1.0000
1.0114	0.9987	1.0009	1.0223
0.9995	1.0020	0.9916	1.0036
1.0042	1.0006	1.0005	1.0920
0.9979	0.9986	0.9998	1.1151
1.0001	1.0008	1.0015	1.0022
1.0122	1.0013	0.9847	0.9999
1.0152	1.0006	1.0043	1.0014
1.0019	1.0003	1.0014	0.9991
0.9980	0.9996	1.0006	0.9990
0.9983	1.0012	1.0014	1.0003
1.0008	1.0003	0.9992	0.9998
1.0015	1.0082	1.0003	0.9993
1.0007	0.9999	1.0006	1.0037
1.0007	0.9990	1.0006	1.0028
0.9987	0.9983	1.0006	1.0009
1.0003	0.9983	1.0013	0.9996
1.0006	1.0044	1.0006	1.0840
0.9989	1.0885	1.0007	1.0033
0.9992	1.0109	1.0025	1.0017
0.9980	0.9999	0.9992	1.0153
1.0374	1.0002	0.9998	0.9993
1.0027	0.9990	0.9997	1.0008
1.0027	0.9986	1.0020	1.0023
0.9992	0.9994	1.0019	0.9975
1.0010	1.0038	1.0017	0.9981
0.9992	0.9987	0.9983	1.0002
1.0014	0.9994	0.9956	1.0016
0.9980	1.0024	1.0006	1.0014
1.0018	1.0013	1.0107	1.0017
0.9980	1.0005	1.0056	0.9989
1.0066	0.9986	1.0024	1.0016
1.0351	1.0016	1.0007	1.0006
1.0000	1.0000	1.0006	1.0197
1.0002	1.0003	1.0023	1.0014
0.9997	1.0004	0.9965	0.9991
1.0004	1.0008	1.0007	0.9936
0.9992	1.0002	0.9982	1.0115
0.9987	0.9983	1.0042	1.0009
1.0006	0.9992	1.0013	0.9988
1.0001	1.0035	0.9994	0.9996
0.9995	0.9997	1.0020	1.0002
1.0009	1.0017	0.9999	1.0026
1.0010	0.9998	1.0000	1.0002
0.9992	1.0004	1.0043	1.0018
0.9970	0.9997	1.0026	0.9989
1.0021	0.9984	1.0005	0.9993
1.0014	1.0005	0.9992	1.0040
0.9990	1.0017	1.0011	1.0048
0.9994	1.0012	0.9997	0.9979
0.9991	1.0020	0.9995	1.0385
0.9986	1.0012	0.9980	1.0022
1.0008	0.9972	1.0005	0.9991
0.9998	1.0106	1.0004	1.0197
1.0012	1.0078	1.0022	0.9951
1.0009	1.0007	0.9981	0.9979
0.9995	1.0014	1.0007	1.0033
1.0015	0.9995	0.9992	1.0787
0.9964	1.0012	0.9995	1.0893
1.0015	1.0064	1.0004	1.0006
0.9988	1.0014	0.9992	0.9979
0.9996	0.9999	1.0006	1.0003
1.0021	1.0020	1.0009	1.0014
0.9981	1.0166	1.0013	1.0005
1.0009	1.0013	0.9994	0.9982
0.9900	1.0008	1.0620	1.0003
0.9977	1.0034	1.0022	1.0013
0.9905	1.0014	0.9985	1.0008
1.0014	0.9985	1.0035	0.9986
1.0026	1.0027	0.9997	1.0039
1.0054	1.0054	1.0012	0.9985
1.0001	1.0002	0.9987	1.0478
1.0257	1.0382	0.9989	1.0010
0.9987	1.0012	0.9988	0.9998
1.0047	1.0026	0.9990	0.9996
1.0010	0.9990	1.0025	1.0089
1.0042	1.0011	1.0003	0.9968
1.0019	1.0012	1.0089	0.9997
1.0127	0.9955	1.0030	0.9973
1.0017	0.9937	1.0022	0.9990
1.0023	0.9988	1.0021	0.9984
0.9994	0.9992	1.0028	0.9999
1.0002	1.0026	1.0016	0.9947
0.9985	0.9982	1.0011	1.0004
1.0003	0.9992	1.0022	1.0030
1.0028	0.9987	1.0010	1.0059
1.0007	0.9999	0.9998	0.9999
1.0000	1.0011	1.0001	1.0005
1.0008	0.9998	0.9977	1.0160
1.0007	0.9991	1.0163	0.9982
0.9998	1.0005	1.0126	0.9716
1.0008	0.9988	0.9970	0.9766
1.0005	1.0033	0.9937	0.9423
1.0012	1.0015	1.0012	0.9999
1.0256	1.0164	1.0016	0.9994
1.0014	0.9981	1.0004	1.0023
1.0015	1.0005	1.0005	1.0004
1.0011	0.9987	0.9991	1.0005
1.0021	1.0018	0.9997	0.9999
1.0021	0.9995	0.9992	1.0021
1.0014	1.0000	0.9951	0.9979
1.1137	1.0159	1.0008	1.0024
1.0064	0.9993	1.0006	0.9982
0.9993	1.0002	1.0010	1.0007
0.9999	0.9999	1.0006	0.9960
1.0007	0.9988	1.0009	0.9996
0.9998	1.0043	0.9998	0.9898
1.0015	1.0002	0.9982	1.0011
0.9981	0.9987	0.9995	1.0169
0.9990	0.9981	0.9907	0.9987
0.9947	1.0374	1.0010	0.9976
0.9974	0.9983	0.9998	1.0029
1.0012	1.0004	0.9987	0.9985
1.0024	1.0046	0.9989	1.0015
1.0203	1.0028	1.0015	1.0009
1.0048	1.0551	1.0000	0.9996
1.0009	1.0691	0.9995	1.0003
1.0035	1.0012	1.0033	1.0052
0.9992	0.9998	0.9992	1.0004
1.0022	0.9999	1.0004	0.9997
0.9993	1.0014	1.0014	0.9996
0.9996	0.9999	0.9992	0.9996
0.9991	1.0001	0.9989	1.0008
1.0036	1.0012	0.9997	0.9991
1.0003	0.9972	1.0008	0.9997
1.0007	0.9970	1.0006	1.0001
1.0014	1.0004	1.0007	0.9998
0.9981	0.9963	1.0023	1.0011
1.0026	0.9995	0.9998	0.9978
1.0841	0.9968	1.0011	1.0008
1.0001	1.0784	1.0038	1.0010
1.0007	1.0021	0.9944	1.0006
1.0009	1.0001	1.0061	0.9960
1.0006	0.9924	0.9890	1.0054
0.9994	0.9790	0.9971	1.0050
1.0000	1.0017	0.9994	1.0013
0.9999	1.0020	1.0001	1.0005
0.9849	1.0000	1.0015	1.0008
0.9325	1.0003	1.0030	0.9999
0.9711	1.0008	0.9963	1.0007
0.9671	0.9974	0.9999	1.0036
1.0008	1.0007	0.9997	0.9994
1.0005	0.9984	1.0016	1.0010
1.0017	1.0002	0.9978	1.0102
0.9989	1.0033	1.0009	1.0816
0.9990	0.9970	1.0028	1.0004
0.9994	1.0099	1.0002	1.0018
0.9991	1.0144	0.9985	1.0001
1.0011	1.0005	0.9991	1.0005
0.9866	1.0004	0.9991	0.9997
1.0021	0.9929	1.0013	1.0012
1.0018	1.0009	1.0004	0.9986
1.0023	1.0004	1.0003	1.0008
0.9902	0.9968	0.9978	0.9979
1.0011	0.9999	1.0001	0.9996
1.0069	0.9867	0.9997	0.9998
1.0016	1.0043	1.0007	0.9911
0.9980	0.9993	1.0032	0.9992
1.1034	1.0018	1.0014	0.9969
1.0091	0.9994	1.0018	0.9995
1.0014	1.0481	1.0047	0.9988
0.9996	0.9994	1.0001	1.0021
1.0013	1.0006	1.0014	1.0057
1.0000	1.0001	1.0011	1.0006
1.0003	1.0019	0.9999	0.9975
1.0026	0.9999	0.9995	0.9987
1.0004	0.9992	1.0009	0.9995
0.9996	0.9658	0.9995	1.0007
1.0004	0.9993	0.9995	1.0015
0.9998	0.9998	1.0019	1.0023
0.9981	1.0001	1.0002	0.9988
1.0009	1.0187	1.0007	0.9997
1.0138	1.0044	0.9997	1.0001
1.0045	1.0025	1.0003	1.0015
1.0000	1.0003	1.0015	0.9995
1.0002	1.0015	0.9972	0.9992
1.0310	0.9931	1.0001	1.0001
1.0199	1.0005	1.0009	1.0008
0.9997	1.0000	1.0056	1.0004
0.9992	1.0010	0.9987	1.0014
1.0014	1.0016	1.0009	1.0006
1.0003	0.9994	1.0001	1.0026
0.9999	1.0015	1.0012	1.0011
0.9998	1.0327	1.0035	1.0009
1.0031	1.0012	0.9964	1.0004
0.9987	0.9987	1.0008	1.0002
1.0022	1.0006	1.0014	1.0000
1.0006	0.9983	0.9999	1.0008
1.0011	0.9992	0.9976	0.9885
0.9999	1.0009	0.9980	0.9992
1.0001	0.9996	1.0010	0.9994
1.0005	0.9999	1.0009	1.0011
0.9997	0.9991	0.9986	0.9926
0.9989	0.9980	1.0012	1.0031
1.0013	0.9999	1.0045	1.0047
0.9991	1.0021	1.0020	1.0023
1.0008	0.9990	1.0010	1.0077
1.0003	1.0029	0.9984	1.0034
1.0024	1.0030	1.0019	1.0051
1.0014	1.0014	0.9990	1.0007
1.0014	0.9998	0.9997	0.9998
1.0002	1.0128	1.0010	0.9991
0.9993	1.0010	1.0001	1.0000
0.9986	0.9986	1.0018	1.0038
0.9918	0.9981	0.9996	0.9996
0.9912	1.0001	0.9981	1.0010
1.0004	0.9990	0.9987	0.9995
1.0002	0.9998	0.9988	0.9972
1.0006	1.0000	1.0005	1.0031
0.9894	0.9967	1.0007	0.9990
0.9979	0.9970	0.9983	0.9995
1.0001	0.9998	0.9985	1.0021
0.9998	1.0003	1.0002	1.0012
1.0412	1.0016	0.9994	1.0019
0.9971	1.0003	0.9991	1.0006
0.9971	1.0057	0.9993	0.9986
1.0035	0.9994	1.0010	0.9975
1.0036	1.0003	1.0002	1.0031
0.9996	1.0009	0.9988	0.9979
1.0009	0.9997	1.0003	0.9992
1.0002	1.0032	1.0003	1.0020
0.9992	0.9996	1.0004	1.0050
0.9997	1.0354	0.9998	0.9997
0.9990	0.9985	1.0013	1.0105
1.0006	0.9987	1.0006	1.0036
1.0019	1.0014	1.0014	1.0003
0.9977	0.9997	1.0010	1.0014
1.0008	0.9969	0.9994	1.0001
1.0014	1.0018	1.0031	0.9993
0.9985	1.0021	1.0017	0.9979
0.9991	1.0001	1.0012	0.9997
1.0007	1.0001	1.0004	1.0041
1.0001	0.9988	1.0069	1.0005
1.0001	0.9986	1.0008	1.0022
1.0165	0.9899	1.0000	1.0000
0.9997	0.9993	0.9979	0.9975
0.9997	1.0007	1.0005	1.0011
1.0015	1.0006	1.0006	1.0018
0.9985	1.0053	1.0018	0.9993
1.0007	1.0002	1.0002	0.9994
1.0007	0.9980	1.0003	1.0012
1.0019	1.0024	1.0068	0.9988
1.0000	1.0000	0.9994	0.9995
0.9988	1.0032	1.0020	0.9981
0.9965	1.0161	1.0015	1.0001
1.0130	0.9993	1.0002	1.0089
1.0008	0.9956	1.0014	0.9987
0.9978	1.0012	0.9981	1.0267
