PeB,PeA,xA,PS
90,130,100,1
90,140,0,1
90,140,10,1
90,140,20,1
90,140,30,1
90,140,40,1
90,140,50,1
90,140,60,1
90,140,70,1
90,140,80,1
90,140,90,1
90,140,100,1
90,150,0,1
90,150,10,1
90,150,20,1
90,150,30,1
90,150,40,1
90,150,50,1
90,150,60,1
90,150,70,1
90,150,80,1
90,150,90,1
90,150,100,1
100,0,0,1
100,0,10,1
100,0,20,1
100,0,30,1
100,0,40,1
100,0,50,1
100,0,60,0
100,0,70,0
100,0,80,0
100,0,90,0
100,0,100,0
100,10,0,1
100,10,10,1
100,10,20,1
100,10,30,1
100,10,40,1
100,10,50,1
100,10,60,1
100,10,70,0
100,10,80,0
100,10,90,0
100,10,100,0
100,20,0,1
100,20,10,1
100,20,20,1
100,20,30,1
100,20,40,1
100,20,50,1
100,20,60,1
100,20,70,0
100,20,80,0
100,20,90,0
100,20,100,0
100,30,0,1
100,30,10,1
100,30,20,1
100,30,30,1
100,30,40,1
100,30,50,1
100,30,60,1
100,30,70,1
100,30,80,0
100,30,90,0
100,30,100,0
100,40,0,1
100,40,10,1
100,40,20,1
100,40,30,1
100,40,40,1
100,40,50,1
100,40,60,1
100,40,70,1
100,40,80,1
100,40,90,1
100,40,100,0
100,50,0,1
100,50,10,1
100,50,20,1
100,50,30,1
100,50,40,1
100,50,50,1
100,50,60,1
100,50,70,1
100,50,80,1
100,50,90,1
100,50,100,1
100,60,0,1
100,60,10,1
100,60,20,1
100,60,30,1
100,60,40,1
100,60,50,1
100,60,60,1
100,60,70,1
100,60,80,1
100,60,90,1
100,60,100,1
100,70,0,1
100,70,10,1
100,70,20,1
100,70,30,1
100,70,40,1
100,70,50,1
100,70,60,1
100,70,70,1
100,70,80,1
100,70,90,1
100,70,100,1
100,80,0,1
100,80,10,1
100,80,20,1
100,80,30,1
100,80,40,1
100,80,50,1
100,80,60,1
100,80,70,1
100,80,80,1
100,80,90,1
100,80,100,1
100,90,0,1
100,90,10,1
100,90,20,1
100,90,30,1
100,90,40,1
100,90,50,1
100,90,60,1
100,90,70,1
100,90,80,1
100,90,90,1
100,90,100,1
100,100,0,1
100,100,10,1
100,100,20,1
100,100,30,1
100,100,40,1
100,100,50,1
100,100,60,1
100,100,70,1
100,100,80,1
100,100,90,1
100,100,100,1
100,110,0,1
100,110,10,1
100,110,20,1
100,110,30,1
100,110,40,1
100,110,50,1
100,110,60,1
100,110,70,1
100,110,80,1
100,110,90,1
100,110,100,1
100,120,0,1
100,120,10,1
100,120,20,1
100,120,30,1
100,120,40,1
100,120,50,1
100,120,60,1
100,120,70,1
100,120,80,1
100,120,90,1
100,120,100,1
100,130,0,1
100,130,10,1
100,130,20,1
100,130,30,1
100,130,40,1
100,130,50,1
100,130,60,1
100,130,70,1
100,130,80,1
100,130,90,1
100,130,100,1
100,140,0,1
100,140,10,1
100,140,20,1
100,140,30,1
100,140,40,1
100,140,50,1
100,140,60,1
100,140,70,1
100,140,80,1
100,140,90,1
100,140,100,1
100,150,0,1
100,150,10,1
100,150,20,1
100,150,30,1
100,150,40,1
100,150,50,1
100,150,60,1
100,150,70,1
100,150,80,1
100,150,90,1
100,150,100,1
110,0,0,1
110,0,10,1
110,0,20,1
110,0,30,1
110,0,40,1
110,0,50,1
110,0,60,1
110,0,70,0
110,0,80,0
110,0,90,0
110,0,100,0
110,10,0,1
110,10,10,1
110,10,20,1
110,10,30,1
110,10,40,1
110,10,50,1
110,10,60,1
110,10,70,0
110,10,80,0
110,10,90,0
110,10,100,0
110,20,0,1
110,20,10,1
110,20,20,1
110,20,30,1
110,20,40,1
110,20,50,1
110,20,60,1
110,20,70,1
110,20,80,0
110,20,90,0
110,20,100,0
110,30,0,1
110,30,10,1
110,30,20,1
110,30,30,1
110,30,40,1
110,30,50,1
110,30,60,1
110,30,70,1
110,30,80,0
110,30,90,0
110,30,100,0
110,40,0,1
110,40,10,1
110,40,20,1
110,40,30,1
110,40,40,1
110,40,50,1
110,40,60,1
110,40,70,1
110,40,80,1
110,40,90,1
110,40,100,0
110,50,0,1
110,50,10,1
110,50,20,1
110,50,30,1
110,50,40,1
110,50,50,1
110,50,60,1
110,50,70,1
110,50,80,1
110,50,90,1
110,50,100,1
110,60,0,1
110,60,10,1
110,60,20,1
110,60,30,1
110,60,40,1
110,60,50,1
110,60,60,1
110,60,70,1
110,60,80,1
110,60,90,1
110,60,100,1
110,70,0,1
110,70,10,1
110,70,20,1
110,70,30,1
110,70,40,1
110,70,50,1
110,70,60,1
110,70,70,1
110,70,80,1
110,70,90,1
110,70,100,1
110,80,0,1
110,80,10,1
110,80,20,1
110,80,30,1
110,80,40,1
110,80,50,1
110,80,60,1
110,80,70,1
110,80,80,1
110,80,90,1
110,80,100,1
110,90,0,1
110,90,10,1
110,90,20,1
110,90,30,1
110,90,40,1
110,90,50,1
110,90,60,1
110,90,70,1
110,90,80,1
110,90,90,1
110,90,100,1
110,100,0,1
110,100,10,1
110,100,20,1
110,100,30,1
110,100,40,1
110,100,50,1
110,100,60,1
110,100,70,1
110,100,80,1
110,100,90,1
110,100,100,1
110,110,0,1
110,110,10,1
110,110,20,1
110,110,30,1
110,110,40,1
110,110,50,1
110,110,60,1
110,110,70,1
110,110,80,1
110,110,90,1
110,110,100,1
110,120,0,1
110,120,10,1
110,120,20,1
110,120,30,1
110,120,40,1
110,120,50,1
110,120,60,1
110,120,70,1
110,120,80,1
110,120,90,1
110,120,100,1
110,130,0,1
110,130,10,1
110,130,20,1
110,130,30,1
110,130,40,1
110,130,50,1
110,130,60,1
110,130,70,1
110,130,80,1
110,130,90,1
110,130,100,1
110,140,0,1
110,140,10,1
110,140,20,1
110,140,30,1
110,140,40,1
110,140,50,1
110,140,60,1
110,140,70,1
110,140,80,1
110,140,90,1
110,140,100,1
110,150,0,1
110,150,10,1
110,150,20,1
110,150,30,1
110,150,40,1
110,150,50,1
110,150,60,1
110,150,70,1
110,150,80,1
110,150,90,1
110,150,100,1
120,0,0,1
120,0,10,1
120,0,20,1
120,0,30,1
120,0,40,1
120,0,50,1
120,0,60,1
120,0,70,0
120,0,80,0
120,0,90,0
120,0,100,0
120,10,0,1
120,10,10,1
120,10,20,1
120,10,30,1
120,10,40,1
120,10,50,1
120,10,60,1
120,10,70,0
120,10,80,0
120,10,90,0
120,10,100,0
120,20,0,1
120,20,10,1
120,20,20,1
120,20,30,1
120,20,40,1
120,20,50,1
120,20,60,1
120,20,70,1
120,20,80,0
120,20,90,0
120,20,100,0
120,30,0,1
120,30,10,1
120,30,20,1
120,30,30,1
120,30,40,1
120,30,50,1
120,30,60,1
120,30,70,1
120,30,80,1
120,30,90,0
120,30,100,0
120,40,0,1
120,40,10,1
120,40,20,1
120,40,30,1
120,40,40,1
120,40,50,1
120,40,60,1
120,40,70,1
120,40,80,1
120,40,90,1
120,40,100,0
120,50,0,1
120,50,10,1
120,50,20,1
120,50,30,1
120,50,40,1
120,50,50,1
120,50,60,1
120,50,70,1
120,50,80,1
120,50,90,1
120,50,100,1
120,60,0,1
120,60,10,1
120,60,20,1
120,60,30,1
120,60,40,1
120,60,50,1
120,60,60,1
120,60,70,1
120,60,80,1
120,60,90,1
120,60,100,1
120,70,0,1
120,70,10,1
120,70,20,1
120,70,30,1
120,70,40,1
120,70,50,1
120,70,60,1
120,70,70,1
120,70,80,1
120,70,90,1
120,70,100,1
120,80,0,1
120,80,10,1
120,80,20,1
120,80,30,1
120,80,40,1
120,80,50,1
120,80,60,1
120,80,70,1
120,80,80,1
120,80,90,1
120,80,100,1
120,90,0,1
120,90,10,1
120,90,20,1
120,90,30,1
120,90,40,1
120,90,50,1
120,90,60,1
120,90,70,1
120,90,80,1
120,90,90,1
120,90,100,1
120,100,0,1
120,100,10,1
120,100,20,1
120,100,30,1
120,100,40,1
120,100,50,1
120,100,60,1
120,100,70,1
120,100,80,1
120,100,90,1
120,100,100,1
120,110,0,1
120,110,10,1
120,110,20,1
120,110,30,1
120,110,40,1
120,110,50,1
120,110,60,1
120,110,70,1
120,110,80,1
120,110,90,1
120,110,100,1
120,120,0,1
120,120,10,1
120,120,20,1
120,120,30,1
120,120,40,1
120,120,50,1
120,120,60,1
120,120,70,1
120,120,80,1
120,120,90,1
120,120,100,1
120,130,0,1
120,130,10,1
120,130,20,1
120,130,30,1
120,130,40,1
120,130,50,1
120,130,60,1
120,130,70,1
120,130,80,1
120,130,90,1
120,130,100,1
120,140,0,1
120,140,10,1
120,140,20,1
120,140,30,1
120,140,40,1
120,140,50,1
120,140,60,1
120,140,70,1
120,140,80,1
120,140,90,1
120,140,100,1
120,150,0,1
120,150,10,1
120,150,20,1
120,150,30,1
120,150,40,1
120,150,50,1
120,150,60,1
120,150,70,1
120,150,80,1
120,150,90,1
120,150,100,1
130,0,0,1
130,0,10,1
130,0,20,1
130,0,30,1
130,0,40,1
130,0,50,1
130,0,60,1
130,0,70,0
130,0,80,0
130,0,90,0
130,0,100,0
130,10,0,1
130,10,10,1
130,10,20,1
130,10,30,1
130,10,40,1
130,10,50,1
130,10,60,1
130,10,70,1
130,10,80,0
130,10,90,0
130,10,100,0
130,20,0,1
130,20,10,1
130,20,20,1
130,20,30,1
130,20,40,1
130,20,50,1
130,20,60,1
130,20,70,1
130,20,80,0
130,20,90,0
130,20,100,0
130,30,0,1
130,30,10,1
130,30,20,1
130,30,30,1
130,30,40,1
130,30,50,1
130,30,60,1
130,30,70,1
130,30,80,1
130,30,90,0
130,30,100,0
130,40,0,1
130,40,10,1
130,40,20,1
130,40,30,1
130,40,40,1
130,40,50,1
130,40,60,1
130,40,70,1
130,40,80,1
130,40,90,1
130,40,100,0
130,50,0,1
130,50,10,1
130,50,20,1
130,50,30,1
130,50,40,1
130,50,50,1
130,50,60,1
130,50,70,1
130,50,80,1
130,50,90,1
130,50,100,1
130,60,0,1
130,60,10,1
130,60,20,1
130,60,30,1
130,60,40,1
130,60,50,1
130,60,60,1
130,60,70,1
130,60,80,1
130,60,90,1
130,60,100,1
130,70,0,1
130,70,10,1
130,70,20,1
130,70,30,1
130,70,40,1
130,70,50,1
130,70,60,1
130,70,70,1
130,70,80,1
130,70,90,1
130,70,100,1
130,80,0,1
130,80,10,1
130,80,20,1
130,80,30,1
130,80,40,1
130,80,50,1
130,80,60,1
130,80,70,1
130,80,80,1
130,80,90,1
130,80,100,1
130,90,0,1
130,90,10,1
130,90,20,1
130,90,30,1
130,90,40,1
130,90,50,1
130,90,60,1
130,90,70,1
130,90,80,1
130,90,90,1
130,90,100,1
130,100,0,1
130,100,10,1
130,100,20,1
130,100,30,1
130,100,40,1
130,100,50,1
130,100,60,1
130,100,70,1
130,100,80,1
130,100,90,1
130,100,100,1
130,110,0,1
130,110,10,1
130,110,20,1
130,110,30,1
130,110,40,1
130,110,50,1
130,110,60,1
130,110,70,1
130,110,80,1
130,110,90,1
130,110,100,1
130,120,0,1
130,120,10,1
130,120,20,1
130,120,30,1
130,120,40,1
130,120,50,1
130,120,60,1
130,120,70,1
130,120,80,1
130,120,90,1
130,120,100,1
130,130,0,1
130,130,10,1
130,130,20,1
130,130,30,1
130,130,40,1
130,130,50,1
130,130,60,1
130,130,70,1
130,130,80,1
130,130,90,1
130,130,100,1
130,140,0,1
130,140,10,1
130,140,20,1
130,140,30,1
130,140,40,1
130,140,50,1
130,140,60,1
130,140,70,1
130,140,80,1
130,140,90,1
130,140,100,1
130,150,0,1
130,150,10,1
130,150,20,1
130,150,30,1
130,150,40,1
130,150,50,1
130,150,60,1
130,150,70,1
130,150,80,1
130,150,90,1
130,150,100,1
140,0,0,1
140,0,10,1
140,0,20,1
140,0,30,1
140,0,40,1
140,0,50,1
140,0,60,1
140,0,70,0
140,0,80,0
140,0,90,0
140,0,100,0
140,10,0,1
140,10,10,1
140,10,20,1
140,10,30,1
140,10,40,1
140,10,50,1
140,10,60,1
140,10,70,1
140,10,80,0
140,10,90,0
140,10,100,0
140,20,0,1
140,20,10,1
140,20,20,1
140,20,30,1
140,20,40,1
140,20,50,1
140,20,60,1
140,20,70,1
140,20,80,0
140,20,90,0
140,20,100,0
140,30,0,1
140,30,10,1
140,30,20,1
140,30,30,1
140,30,40,1
140,30,50,1
140,30,60,1
140,30,70,1
140,30,80,1
140,30,90,0
140,30,100,0
140,40,0,1
140,40,10,1
140,40,20,1
140,40,30,1
140,40,40,1
140,40,50,1
140,40,60,1
140,40,70,1
140,40,80,1
140,40,90,1
140,40,100,0
140,50,0,1
140,50,10,1
140,50,20,1
140,50,30,1
140,50,40,1
140,50,50,1
140,50,60,1
140,50,70,1
140,50,80,1
140,50,90,1
140,50,100,1
140,60,0,1
140,60,10,1
140,60,20,1
140,60,30,1
140,60,40,1
140,60,50,1
140,60,60,1
140,60,70,1
140,60,80,1
140,60,90,1
140,60,100,1
140,70,0,1
140,70,10,1
140,70,20,1
140,70,30,1
140,70,40,1
140,70,50,1
140,70,60,1
140,70,70,1
140,70,80,1
140,70,90,1
140,70,100,1
140,80,0,1
140,80,10,1
140,80,20,1
140,80,30,1
140,80,40,1
140,80,50,1
140,80,60,1
140,80,70,1
140,80,80,1
140,80,90,1
140,80,100,1
140,90,0,1
140,90,10,1
140,90,20,1
140,90,30,1
140,90,40,1
140,90,50,1
140,90,60,1
140,90,70,1
140,90,80,1
140,90,90,1
140,90,100,1
140,100,0,1
140,100,10,1
140,100,20,1
140,100,30,1
140,100,40,1
140,100,50,1
140,100,60,1
140,100,70,1
140,100,80,1
140,100,90,1
140,100,100,1
140,110,0,1
140,110,10,1
140,110,20,1
140,110,30,1
140,110,40,1
140,110,50,1
140,110,60,1
140,110,70,1
140,110,80,1
140,110,90,1
140,110,100,1
140,120,0,1
140,120,10,1
140,120,20,1
140,120,30,1
140,120,40,1
140,120,50,1
140,120,60,1
140,120,70,1
140,120,80,1
140,120,90,1
140,120,100,1
140,130,0,1
140,130,10,1
140,130,20,1
140,130,30,1
140,130,40,1
140,130,50,1
140,130,60,1
140,130,70,1
140,130,80,1
140,130,90,1
140,130,100,1
140,140,0,1
140,140,10,1
140,140,20,1
140,140,30,1
140,140,40,1
140,140,50,1
140,140,60,1
140,140,70,1
140,140,80,1
140,140,90,1
140,140,100,1
140,150,0,1
140,150,10,1
140,150,20,1
140,150,30,1
140,150,40,1
140,150,50,1
140,150,60,1
140,150,70,1
140,150,80,1
140,150,90,1
140,150,100,1
150,0,0,1
150,0,10,1
150,0,20,1
150,0,30,1
150,0,40,1
150,0,50,1
150,0,60,1
150,0,70,1
150,0,80,0
150,0,90,0
150,0,100,0
150,10,0,1
150,10,10,1
150,10,20,1
150,10,30,1
150,10,40,1
150,10,50,1
150,10,60,1
150,10,70,1
150,10,80,0
150,10,90,0
150,10,100,0
150,20,0,1
150,20,10,1
150,20,20,1
150,20,30,1
150,20,40,1
150,20,50,1
150,20,60,1
150,20,70,1
150,20,80,0
150,20,90,0
150,20,100,0
150,30,0,1
150,30,10,1
150,30,20,1
150,30,30,1
150,30,40,1
150,30,50,1
150,30,60,1
150,30,70,1
150,30,80,1
150,30,90,0
150,30,100,0
150,40,0,1
150,40,10,1
150,40,20,1
150,40,30,1
150,40,40,1
150,40,50,1
150,40,60,1
150,40,70,1
150,40,80,1
150,40,90,1
150,40,100,0
150,50,0,1
150,50,10,1
150,50,20,1
150,50,30,1
150,50,40,1
150,50,50,1
150,50,60,1
150,50,70,1
150,50,80,1
150,50,90,1
150,50,100,1
150,60,0,1
150,60,10,1
150,60,20,1
150,60,30,1
150,60,40,1
150,60,50,1
150,60,60,1
150,60,70,1
150,60,80,1
150,60,90,1
150,60,100,1
150,70,0,1
150,70,10,1
150,70,20,1
150,70,30,1
150,70,40,1
150,70,50,1
150,70,60,1
150,70,70,1
150,70,80,1
150,70,90,1
150,70,100,1
150,80,0,1
150,80,10,1
150,80,20,1
150,80,30,1
150,80,40,1
150,80,50,1
150,80,60,1
150,80,70,1
150,80,80,1
150,80,90,1
150,80,100,1
150,90,0,1
150,90,10,1
150,90,20,1
150,90,30,1
150,90,40,1
150,90,50,1
150,90,60,1
150,90,70,1
150,90,80,1
150,90,90,1
150,90,100,1
150,100,0,1
150,100,10,1
150,100,20,1
150,100,30,1
150,100,40,1
150,100,50,1
150,100,60,1
150,100,70,1
150,100,80,1
150,100,90,1
150,100,100,1
150,110,0,1
150,110,10,1
150,110,20,1
150,110,30,1
150,110,40,1
150,110,50,1
150,110,60,1
150,110,70,1
150,110,80,1
150,110,90,1
150,110,100,1
150,120,0,1
150,120,10,1
150,120,20,1
150,120,30,1
150,120,40,1
150,120,50,1
150,120,60,1
150,120,70,1
150,120,80,1
150,120,90,1
150,120,100,1
150,130,0,1
150,130,10,1
150,130,20,1
150,130,30,1
150,130,40,1
150,130,50,1
150,130,60,1
150,130,70,1
150,130,80,1
150,130,90,1
150,130,100,1
150,140,0,1
150,140,10,1
150,140,20,1
150,140,30,1
150,140,40,1
150,140,50,1
150,140,60,1
150,140,70,1
150,140,80,1
150,140,90,1
150,140,100,1
150,150,0,1
150,150,10,1
150,150,20,1
150,150,30,1
150,150,40,1
150,150,50,1
150,150,60,1
150,150,70,1
150,150,80,1
150,150,90,1
150,150,100,1
