           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    1022                  2111.440193              -10657.808283               2049056.9                   6243.6         
         2.249336                    3139                  6483.772528               -2809.440894               6331554.7                   7231.5         
         3.374004                    5209                  10758.546553              5377.941308                10489354.4                 -15206.2        
         4.498672                    7339                  15157.545619             -11924.376725               14775502.1                 45679.5         
         5.623340                    9392                  19395.371936             -11611.085273               18860140.3                 74560.8         
         6.748008                   11502                  23752.614031             -47081.750666               23113510.2                 287112.2        
         7.872676                   13589                  28060.238567              9124.335585                27367992.1                 -66516.7        
         8.997344                   15617                  32244.859115             -54874.607127               31460392.8                 473056.7        
        10.122012                   17769                  36684.524763             -49380.192506               35838891.9                 453734.3        
        11.246680                   19825                  40922.722239              20285.072249               39987217.7                -207127.4        
        12.371348                   21888                  45177.065454              33855.408248               44056385.7                -417525.8        
        13.496016                   23990                  49508.442630              -3775.927643               48132333.1                 46399.0         
        14.620684                   26102                  53858.095989             -27158.092579               52300664.5                 385987.7        
        15.745352                   28210                  58201.213918             -22116.343694               56544938.7                 327230.8        
        16.870020                   30239                  62379.966325              75354.417520               60549733.2                -1256640.0       
        17.994688                   32322                  66668.352067             113382.073060               64500549.9                -2006037.6       
        19.119356                   34375                  70902.331000             -57990.241483               68513517.5                1100360.8        
        20.244024                   36523                  75327.073462             -34747.278836               72959377.7                 659980.5        
        21.368692                   38540                  79483.044305               997.597217                76972267.3                 -17085.9        
        22.493360                   40654                  83839.384651             -20269.454881               81173703.4                 452497.6        
        23.618028                   42712                  88080.795570              37184.036177               85278446.5                -873804.0        
        24.742696                   44847                  92478.549903              21047.645921               89552384.3                -531259.3        
        25.867364                   46866                  96640.171689             -68192.686312               93696937.9                1749676.1        
        26.992032                   49021                 101079.575206              -8218.953800               98137102.5                 223951.2        
        28.116700                   51163                 105493.217573              38292.202936              102608418.9                -1088916.3       
        29.241368                   53151                 109588.563063             -38557.207264              106437746.2                1117631.2        
        30.366036                   55293                 114005.945253             -29372.707745              110488215.9                 872057.2        
        31.490704                   57303                 118151.166519             132911.794254              114523224.5                -4131666.4       
        32.615372                   59427                 122528.896281             -109866.519766             118771967.3                3520056.5        
        33.740040                   61504                 126808.141208             141424.509415              123021247.9                -4728912.0       
        34.864708                   63446                 130809.324239              89465.698256              126594556.4                -3039971.3       
        35.989376                   65665                 135380.239250             -11076.746923              130966860.6                 412848.5        
        37.114044                   67722                 139613.713468             -110304.181721             135340649.2                4007227.3        
        38.238712                   69802                 143896.418728             -31686.886250              139706986.4                1159465.9        
