           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124668                    1638                  5310.548949              -10067.949067               5188532.1                   7717.4         
         2.249336                    4892                  15862.242864             -42566.819388               15456657.1                 95416.0         
         3.374004                    8251                  26742.363106             -100104.305137              26372581.1                 269121.8        
         4.498672                   11507                  37284.261377             -32388.678861               37028801.6                 115674.6        
         5.623340                   14757                  47803.483737              47709.145216               47357101.1                -265889.3        
         6.748008                   18012                  58325.480899              3062.586354                57658755.6                 -23305.8        
         7.872676                   21313                  68988.587342              97626.047778               68129207.4                -714990.1        
         8.997344                   24562                  79464.082676             102296.555448               78215027.8                -862459.9        
        10.122012                   27745                  89731.865977             126620.998789               87832998.8                -1222747.9       
        11.246680                   30975                 100122.722580             118937.158821               97507305.7                -1249946.7       
        12.371348                   34301                 110838.943024             222569.435290              107464399.1                -2624778.3       
        13.496016                   37349                 120618.176130              24675.149776              116370964.8                -312588.4        
        14.620684                   40780                 131624.366496             -31463.545030              126740436.5                 434294.7        
        15.745352                   43833                 141414.881706              43942.649505              136313331.8                -655563.7        
        16.870020                   47191                 152227.741186              83085.403342              146793627.6                -1358494.7       
        17.994688                   50277                 162085.698289              79179.754803              155959351.9                -1347979.7       
        19.119356                   53664                 172947.301068              94346.916644              165997054.6                -1758633.5       
        20.244024                   56770                 182870.435353              5758.527582               174874568.6                -130130.2        
        21.368692                   60120                 193579.526895              70648.911525              184806226.3                -1481784.6       
        22.493360                   63311                 203794.689218             125040.818786              194200004.9                -2780999.8       
        23.618028                   66312                 213363.411075              94253.319684              202848379.8                -2182533.3       
        24.742696                   69819                 224570.316569             213848.435177              213163962.8                -5183492.6       
        25.867364                   72825                 234127.299387              80276.058122              221954143.3                -2019693.4       
        26.992032                   76147                 244720.993394             153160.005175              231479083.2                -4048837.4       
        28.116700                   79172                 254310.868507             229030.067644              239852403.6                -6293967.0       
        29.241368                   82383                 264560.901936             -13031.732301              249650727.1                 406017.5        
        30.366036                   85536                 274498.014473             268761.184987              258659479.2                -8041728.3       
        31.490704                   88822                 284890.696174              53191.466338              268563656.6                -1639996.8       
        32.615372                   91808                 294299.897048             281387.562004              277466088.4                -9090326.3       
        33.740040                   94975                 304289.934011             253056.821659              286618919.1                -8369640.2       
        34.864708                   98030                 313882.514775             131394.043666              295469323.3                -4476415.9       
        35.989376                   101211                323811.949844             435490.130218              304756902.6               -15432214.1       
        37.114044                   104104                332860.379516             548186.450642              313254078.7               -20047348.0       
        38.238712                   107278                342680.328599             843569.755754              321829039.1               -31830310.0       
        39.363380                   110066                351202.177194             797683.526611              329234457.5               -30957978.6       
        40.488048                   113259                360931.247305             879142.497618              337693348.3               -35130747.3       
        41.612716                   116074                369311.648459             1032987.417377             344333524.8               -42436489.1       
        42.737384                   118905                377769.278224             1216297.059406             351471969.8               -51334251.6       
        43.862052                   121817                386238.798958             1200109.409258             358580725.3               -52003690.8       
        44.986720                   124426                393666.865390             1431326.601711             364448716.9               -63601321.8       
        46.111388                   127309                401820.225124             1518774.156448             371115831.5               -69240777.7       
        47.236056                   129633                407966.554228             1789244.527800             375563046.9               -83574905.8       
        48.360724                   132347                415226.401749             2400689.138193             380719706.1               -114809238.6      
        49.485392                   134429                420316.919262             2329803.023221             383083252.9               -113963472.1      
        50.610060                   136552                425651.537354             2528470.143365             386808125.6               -126561646.3      
        51.734728                   138300                429537.678259             2848547.773582             388733857.8               -145822701.2      
        52.859396                   139916                432905.512363             2902738.035655             390402058.1               -151841499.0      
        53.984064                   141781                436488.695818             3591749.872546             391814174.9               -191886228.0      
        55.108732                   142983                437713.341652             3697624.685015             391117107.2               -201695233.3      
        56.233400                   144373                439361.699288             4123334.203429             390805092.8               -229571622.8      
        57.358068                   145138                438592.647856             4635505.100608             387981430.8               -263339716.7      
        58.482736                   145457                436256.749542             5103079.352515             384371116.7               -295626305.3      
