 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      25000      25000      50000        0          0          0          4          3          7          0        1.0073     1.0080     1.0098     1.0074      0.60      3.1392     2.3538     5.4931     0.0000     0.0000     0.0000    65449.85 
700000.00    16871      15793      32664       8129       9207      17336       476        515        991        237       1.0009     1.0005     1.0014     1.0004      0.60     371.6917   402.1371   773.8288  6348.5551  7189.9557  13538.5108  65449.85 
1400000.00   14249      12599      26848      10751      12401      23152       727        822        1549       379       1.0020     1.0020     1.0016     0.9997      0.60     567.0390   641.1596  1208.1987  8392.5711  9678.0631  18070.6342  65449.85 
2100000.00   12475      10570      23045      12525      14430      26955       1573       1846       3419       641       1.0002     1.0023     1.0002     1.0004      0.60    1227.2223  1440.0156  2667.2379  9773.5044  11258.4566 21031.9610  65449.85 
2800000.00   11425       9255      20680      13575      15745      29320       2863       3343       6206       1221      1.0025     1.0011     1.0004     1.0025      0.60    2233.4688  2607.2925  4840.7613  10591.1152 12279.7045 22870.8197  65449.85 
3500000.00   10855       8663      19518      14145      16337      30482       2885       3354       6239       1385      1.0019     1.0012     1.0022     1.0014      0.60    2251.7875  2616.6565  4868.4439  11036.0826 12742.4297 23778.5123  65449.85 
4200000.00   10251       7916      18167      14749      17084      31833       3997       4655       8652       1675      1.0011     1.0008     1.0011     1.0011      0.60    3117.2017  3628.3616  6745.5633  11502.9521 13318.9246 24821.8767  65449.85 
4900000.00   10146       7788      17934      14854      17212      32066       7452       8696      16148       2915      1.0012     1.0008     1.0005     1.0012      0.60    5811.9916  6780.6548  12592.6463 11586.7281 13423.0156 25009.7437  65449.85 
5600000.00    9512       7149      16661      15488      17851      33339       3448       4051       7499       2381      1.0014     1.0029     1.0010     1.0014      0.60    2690.1258  3158.4981  5848.6239  12080.1960 13918.9970 25999.1931  65449.85 
6300000.00    9289       6878      16167      15711      18122      33833       3776       4313       8089       2602      1.0008     1.0008     1.0012     1.0016      0.60    2944.6695  3362.9673  6307.6368  12254.1921 14130.1175 26384.3096  65449.85 
7000000.00    9099       6969      16068      15901      18031      33932       3077       3346       6423       2827      1.0021     1.0017     1.0002     1.0031      0.60    2399.0610  2608.7896  5007.8506  12400.4111 14059.4294 26459.8404  65449.85 
7700000.00    9193       7017      16210      15807      17983      33790       4651       5201       9852       2599      1.0015     1.0001     1.0013     1.0015      0.60    3628.0113  4056.8588  7684.8702  12328.1722 14024.5105 26352.6827  65449.85 
