 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      15000      35000      50000        0          0          0          2          9          11         0        1.0025     1.0193     1.0058     1.0194      0.60      1.5708     7.0661     8.6369     0.0000     0.0000     0.0000    65449.85 
2300000.00    2294       3000       5294      12706      32000      44706      12670      31930      44600      22353      1.0002     1.0002     0.9997     1.0006      0.60    9885.4057  24909.2136 34794.6192 9913.6301  24964.0834 34877.7135  65449.85 
4600000.00    1469       1857       3326      13531      33143      46674      11932      29194      41126      23337      1.0004     1.0005     1.0004     1.0002      0.60    9318.9023  22791.6048 32110.5071 10567.4798 25875.4078 36442.8876  65449.85 
6900000.00    1267       1594       2861      13733      33406      47139      13733      33406      47139      47139      1.0003     1.0004     1.0004     1.0003      0.60    10729.5722 26096.6574 36826.2295 10729.5722 26096.6574 36826.2295  65449.85 
9200000.00    1256       1550       2806      13744      33450      47194      13744      33450      47194      47194      1.0003     1.0003     1.0003     1.0007      0.60    10742.2445 26134.0030 36876.2475 10742.2445 26134.0030 36876.2475  65449.85 
11500000.00    1284       1557       2841      13716      33443      47159      13680      33370      47050      23579      1.0002     1.0005     1.0001     1.0002      0.60    10687.3850 26064.1593 36751.5443 10715.6240 26121.4065 36837.0305  65449.85 
13800000.00    1225       1492       2717      13775      33508      47283      13736      33403      47139      23641      1.0000     1.0000     1.0000     1.0003      0.60    10739.5474 26110.7914 36850.3388 10770.1343 26193.0667 36963.2010  65449.85 
16100000.00    1325       1652       2977      13675      33348      47023      10524      25671      36195      15674      1.0006     1.0000     1.0006     1.0001      0.60    8224.9734  20055.5056 28280.4790 10688.0489 26054.7696 36742.8186  65449.85 
18400000.00    1245       1556       2801      13755      33444      47199      12929      31495      44424      23599      1.0003     1.0006     0.9999     1.0003      0.60    10097.3715 24591.9537 34689.3251 10742.8544 26114.3137 36857.1681  65449.85 
20700000.00    1253       1608       2861      13747      33392      47139      13747      33392      47139      47139      1.0000     1.0000     1.0004     1.0000      0.60    10741.6698 26088.1192 36829.7890 10741.6698 26088.1192 36829.7890  65449.85 
23000000.00    1284       1590       2874      13716      33410      47126      13031      31892      44923      23563      1.0004     1.0009     1.0004     1.0003      0.60    10177.0571 24900.0162 35077.0733 10713.3331 26087.8278 36801.1609  65449.85 
25300000.00    1219       1402       2621      13781      33598      47379      13132      32101      45233      15793      1.0004     1.0005     1.0001     1.0004      0.60    10261.6622 25078.7921 35340.4544 10769.6848 26249.2937 37018.9786  65449.85 
27600000.00    1306       1606       2912      13694      33394      47088      13204      32273      45477      23544      1.0002     1.0002     1.0004     1.0002      0.60    10311.0729 25189.3425 35500.4154 10694.6370 26066.6628 36761.2998  65449.85 
29900000.00    1188       1534       2722      13812      33466      47278      13257      32213      45470      15759      1.0001     1.0007     1.0005     1.0006      0.60    10356.0633 25156.1415 35512.2048 10790.7387 26137.2544 36927.9931  65449.85 
32200000.00    1112       1224       2336      13888      33776      47664      13472      32870      46342      23832      1.0002     1.0000     1.0005     1.0002      0.60    10518.0218 25658.1847 36176.2065 10843.7646 26367.3392 37211.1038  65449.85 
34500000.00    1296       1660       2956      13704      33340      47044      13672      33257      46929      23522      1.0002     1.0000     1.0002     1.0003      0.60    10675.0856 25957.8407 36632.9263 10700.1927 26022.9486 36723.1413  65449.85 
36800000.00    1201       1298       2499      13799      33702      47501      13799      33702      47501      47501      1.0001     1.0009     1.0003     1.0001      0.60    10778.8598 26317.3566 37096.2164 10778.8598 26317.3566 37096.2164  65449.85 
39100000.00    1107       1292       2399      13893      33708      47601      13893      33708      47601      47601      1.0004     1.0005     1.0005     1.0004      0.60    10852.1218 26321.6566 37173.7784 10852.1218 26321.6566 37173.7784  65449.85 
41400000.00    1104       1325       2429      13896      33675      47571      13854      33553      47407      23785      1.0003     1.0004     1.0003     1.0006      0.60    10821.1345 26199.3493 37020.4838 10854.0679 26294.9395 37149.0074  65449.85 
43700000.00    1082       1193       2275      13918      33807      47725      13818      33573      47391      23862      1.0003     1.0007     0.9999     1.0004      0.60    10787.8575 26203.2597 36991.1172 10866.2476 26386.7074 37252.9550  65449.85 
46000000.00    893        905        1798      14107      34095      48202      14107      34095      48202      48202      1.0005     1.0005     1.0000     1.0002      0.60    11020.4334 26627.0321 37647.4656 11020.4334 26627.0321 37647.4656  65449.85 
48300000.00    1050       1229       2279      13950      33771      47721      13950      33771      47721      47721      1.0004     1.0006     1.0004     1.0004      0.60    10903.9576 26386.0348 37289.9924 10903.9576 26386.0348 37289.9924  65449.85 
50600000.00    1174       1401       2575      13826      33599      47425      13826      33599      47425      47425      1.0005     1.0007     1.0003     1.0005      0.60    10797.7623 26233.7734 37031.5357 10797.7623 26233.7734 37031.5357  65449.85 
52900000.00    1205       1447       2652      13795      33553      47348      13795      33553      47348      47348      1.0001     1.0005     1.0001     1.0003      0.60    10767.8943 26180.0057 36947.9000 10767.8943 26180.0057 36947.9000  65449.85 
55200000.00    1148       1287       2435      13852      33713      47565      13805      33625      47430      23782      1.0005     0.9998     1.0005     1.0007      0.60    10782.9994 26258.6726 37041.6720 10819.8532 26327.6798 37147.5330  65449.85 
57500000.00    1091       1232       2323      13909      33768      47677      13909      33768      47677      47677      1.0006     1.0005     1.0006     1.0002      0.60    10860.3052 26357.2010 37217.5062 10860.3052 26357.2010 37217.5062  65449.85 
59800000.00    1057       1104       2161      13943      33896      47839      13943      33896      47839      47839      1.0004     1.0000     1.0008     1.0004      0.60    10892.6876 26473.7310 37366.4186 10892.6876 26473.7310 37366.4186  65449.85 
62100000.00    981        1047       2028      14019      33953      47972      14019      33953      47972      47972      1.0005     1.0005     1.0005     1.0005      0.60    10951.0638 26518.1803 37469.2442 10951.0638 26518.1803 37469.2442  65449.85 
64400000.00    1036       1217       2253      13964      33783      47747      13964      33783      47747      47747      1.0002     1.0006     1.0004     1.0003      0.60    10903.8888 26369.7693 37273.6580 10903.8888 26369.7693 37273.6580  65449.85 
66700000.00    1074       1275       2349      13926      33725      47651      13926      33725      47651      47651      1.0004     1.0002     0.9999     1.0004      0.60    10869.2024 26311.6876 37180.8900 10869.2024 26311.6876 37180.8900  65449.85 
69000000.00    1080       1256       2336      13920      33744      47664      13882      33659      47541      23832      1.0002     1.0001     1.0002     1.0002      0.60    10838.7482 26272.2328 37110.9810 10868.5247 26338.8249 37207.3496  65449.85 
71300000.00    981        1058       2039      14019      33942      47961      14019      33942      47961      47961      1.0004     0.9999     0.9998     1.0004      0.60    10949.0547 26501.6592 37450.7140 10949.0547 26501.6592 37450.7140  65449.85 
73600000.00    1062       1174       2236      13938      33826      47764      13938      33826      47764      47764      0.9999     1.0005     1.0007     0.9999      0.60    10873.6354 26387.6126 37261.2480 10873.6354 26387.6126 37261.2480  65449.85 
75900000.00    980        1209       2189      14020      33791      47811      14020      33791      47811      47811      1.0002     1.0009     1.0000     1.0002      0.60    10946.8722 26376.6219 37323.4941 10946.8722 26376.6219 37323.4941  65449.85 
78200000.00    1097       1264       2361      13903      33736      47639      13903      33736      47639      47639      1.0001     1.0001     1.0001     1.0002      0.60    10845.4496 26310.3985 37155.8481 10845.4496 26310.3985 37155.8481  65449.85 
80500000.00    1024       1200       2224      13976      33800      47776      13976      33800      47776      47776      0.9999     1.0005     1.0003     1.0004      0.60    10899.0934 26351.0937 37250.1871 10899.0934 26351.0937 37250.1871  65449.85 
82800000.00    1002       1188       2190      13998      33812      47810      13998      33812      47810      47810      1.0002     1.0004     1.0004     1.0003      0.60    10923.1220 26380.6595 37303.7815 10923.1220 26380.6595 37303.7815  65449.85 
85100000.00    1085       1346       2431      13915      33654      47569      13915      33654      47569      47569      1.0002     1.0002     1.0001     1.0002      0.60    10860.3814 26259.0951 37119.4764 10860.3814 26259.0951 37119.4764  65449.85 
87400000.00    1094       1190       2284      13906      33810      47716      13906      33810      47716      47716      1.0001     0.9998     1.0003     1.0001      0.60    10860.7253 26399.6500 37260.3753 10860.7253 26399.6500 37260.3753  65449.85 
89700000.00    1071       1169       2240      13929      33831      47760      13929      33831      47760      47760      1.0001     1.0003     1.0002     1.0001      0.60    10877.6502 26413.7381 37291.3883 10877.6502 26413.7381 37291.3883  65449.85 
92000000.00    1031       1204       2235      13969      33796      47765      13969      33796      47765      47765      1.0004     0.9999     1.0001     1.0004      0.60    10903.5303 26373.3203 37276.8506 10903.5303 26373.3203 37276.8506  65449.85 
94300000.00    1156       1341       2497      13844      33659      47503      13844      33659      47503      47503      0.9999     1.0008     0.9999     1.0005      0.60    10809.8446 26273.3088 37083.1534 10809.8446 26273.3088 37083.1534  65449.85 
96600000.00    957        1039       1996      14043      33961      48004      14043      33961      48004      48004      1.0001     1.0001     1.0003     1.0001      0.60    10960.7109 26497.6117 37458.3225 10960.7109 26497.6117 37458.3225  65449.85 
98900000.00    958        1150       2108      14042      33850      47892      14042      33850      47892      47892      1.0003     1.0006     1.0003     1.0001      0.60    10966.9938 26425.5807 37392.5745 10966.9938 26425.5807 37392.5745  65449.85 
101200000.00    1021       1138       2159      13979      33862      47841      13979      33862      47841      47841      1.0001     1.0003     1.0004     1.0001      0.60    10910.4599 26419.3679 37329.8278 10910.4599 26419.3679 37329.8278  65449.85 
103500000.00    1031       916        1947      13969      34084      48053      13969      34084      48053      48053      1.0000     0.9999     1.0000     1.0000      0.60    10906.9555 26603.8786 37510.8341 10906.9555 26603.8786 37510.8341  65449.85 
105800000.00    1131       1377       2508      13869      33623      47492      13869      33623      47492      47492      1.0006     0.9999     1.0006     1.0003      0.60    10831.6671 26253.3822 37085.0493 10831.6671 26253.3822 37085.0493  65449.85 
108100000.00    1052       1232       2284      13948      33768      47716      13948      33768      47716      47716      1.0000     1.0000     1.0003     1.0005      0.60    10891.3486 26363.8197 37255.1683 10891.3486 26363.8197 37255.1683  65449.85 
110400000.00    980        1110       2090      14020      33890      47910      14020      33890      47910      47910      1.0006     1.0009     1.0006     1.0004      0.60    10951.8607 26467.1493 37419.0099 10951.8607 26467.1493 37419.0099  65449.85 
112700000.00    1046       1226       2272      13954      33774      47728      13839      33568      47407      23864      1.0003     0.9999     1.0003     1.0003      0.60    10807.1934 26205.1689 37012.3623 10897.3256 26366.6233 37263.9489  65449.85 
115000000.00    1029       1105       2134      13971      33895      47866      13971      33895      47866      47866      1.0001     1.0011     1.0001     1.0005      0.60    10910.1754 26462.5951 37372.7705 10910.1754 26462.5951 37372.7705  65449.85 
117300000.00    1004       1110       2114      13996      33890      47886      13996      33890      47886      47886      1.0003     1.0001     1.0000     1.0003      0.60    10934.2722 26470.1103 37404.3825 10934.2722 26470.1103 37404.3825  65449.85 
119600000.00    1145       1321       2466      13855      33679      47534      13855      33679      47534      47534      1.0002     1.0002     1.0008     1.0002      0.60    10810.4762 26270.9956 37081.4718 10810.4762 26270.9956 37081.4718  65449.85 
121900000.00    1042       1107       2149      13958      33893      47851      13958      33893      47851      47851      1.0002     1.0005     1.0000     1.0002      0.60    10891.5727 26441.2382 37332.8109 10891.5727 26441.2382 37332.8109  65449.85 
124200000.00    1004       933        1937      13996      34067      48063      13996      34067      48063      48063      1.0005     0.9999     1.0001     1.0003      0.60    10931.4658 26599.3982 37530.8640 10931.4658 26599.3982 37530.8640  65449.85 
126500000.00    1036       1103       2139      13964      33897      47861      13964      33897      47861      47861      1.0002     1.0001     1.0003     1.0004      0.60    10901.8032 26459.4235 37361.2267 10901.8032 26459.4235 37361.2267  65449.85 
128800000.00    1077       1171       2248      13923      33829      47752      13923      33829      47752      47752      1.0001     1.0001     1.0001     1.0002      0.60    10874.5752 26420.0367 37294.6119 10874.5752 26420.0367 37294.6119  65449.85 
131100000.00    1099       1132       2231      13901      33868      47769      13768      33572      47340      23884      1.0003     1.0005     1.0003     1.0003      0.60    10749.7643 26205.8965 36955.6609 10854.0131 26437.7204 37291.7335  65449.85 
133400000.00    1082       1147       2229      13918      33853      47771      13918      33853      47771      47771      1.0005     1.0009     1.0005     1.0003      0.60    10866.7114 26423.5057 37290.2170 10866.7114 26423.5057 37290.2170  65449.85 
135700000.00    1053       1032       2085      13947      33968      47915      13947      33968      47915      47915      1.0003     1.0002     1.0001     1.0003      0.60    10893.3967 26524.2754 37417.6721 10893.3967 26524.2754 37417.6721  65449.85 
138000000.00    1056       1141       2197      13944      33859      47803      13944      33859      47803      47803      1.0003     1.0005     1.0003     1.0001      0.60    10891.1399 26438.3916 37329.5315 10891.1399 26438.3916 37329.5315  65449.85 
