 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      15000      35000      50000        0          0          0          3          4          7          0        1.0024     1.0400     1.0062     1.0196      0.60      2.3524     3.1350     5.4874     0.0000     0.0000     0.0000    65449.85 
750000.00     7019      14998      22017       7981      20002      27983       779        1925       2704       499       1.0010     1.0022     1.0006     1.0024      0.60     607.9771  1502.0766  2110.0538  6229.7539  15609.4994 21839.2532  65449.85 
1500000.00    5392      10890      16282       9608      24110      33718       1724       4379       6103       1123      1.0010     1.0006     1.0013     1.0012      0.60    1344.2420  3413.7663  4758.0083  7488.5665  18788.8564 26277.4229  65449.85 
2250000.00    4090       8040      12130      10910      26960      37870       4869      12188      17057       2913      1.0013     1.0019     1.0002     1.0005      0.60    3792.0223  9493.9384  13285.9607 8499.6929  21001.7358 29501.4288  65449.85 
3000000.00    3530       6800      10330      11470      28200      39670       3837       9495      13332       3967      1.0012     1.0006     0.9999     1.0012      0.60    2988.4251  7393.8680  10382.2931 8936.2896  21963.8566 30900.1462  65449.85 
3750000.00    3518       6716      10234      11482      28284      39766       5730      14288      20018       5680      1.0003     1.0006     1.0003     1.0004      0.60    4463.1550  11128.9918 15592.1468 8945.3076  22033.5482 30978.8558  65449.85 
4500000.00    3418       6485       9903      11582      28515      40097       9035      22175      31210       5728      1.0005     0.9997     1.0005     1.0008      0.60    7038.0216  17272.2237 24310.2454 9022.9729  22212.6849 31235.6578  65449.85 
5250000.00    3459       6500       9959      11541      28500      40041      10627      26304      36931      13347      1.0006     1.0011     1.0022     0.9999      0.60    8276.0807  20480.5897 28756.6704 8988.1081  22191.5678 31179.6759  65449.85 
6000000.00    3204       6032       9236      11796      28968      40764      11617      28585      40202      20382      1.0010     1.0000     1.0002     1.0010      0.60    9050.4434  22266.9899 31317.4332 9190.0168  22565.8302 31755.8470  65449.85 
6750000.00    3293       6146       9439      11707      28854      40561      10264      25216      35480      10140      1.0011     0.9997     1.0004     1.0011      0.60    7994.3849  19640.0379 27634.4228 9117.5528  22472.0004 31589.5532  65449.85 
