 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      25000      25000      50000        0          0          0          2          6          8          0        1.0009     1.0009     1.0178     1.0027      0.60      1.5675     4.7091     6.2766     0.0000     0.0000     0.0000    65449.85 
900000.00    17633      15474      33107       7367       9526      16893       446        550        996        276       1.0008     1.0008     1.0023     1.0011      0.60     348.8449   430.0109   778.8557  5763.4199  7450.5542  13213.9741  65449.85 
1800000.00   15913      12993      28906       9087      12007      21094       606        853        1459       490       1.0007     1.0007     1.0016     0.9999      0.60     473.8851   666.5428  1140.4279  7106.5077  9386.7445  16493.2522  65449.85 
2700000.00   14869      11459      26328      10131      13541      23672       1148       1583       2731       763       1.0012     1.0010     1.0012     1.0011      0.60     898.0166  1237.4265  2135.4432  7921.6479  10584.7810 18506.4288  65449.85 
3600000.00   14351      10377      24728      10649      14623      25272       1784       2466       4250       815       1.0010     1.0013     1.0014     1.0010      0.60    1394.6167  1927.2775  3321.8942  8324.8096  11428.1074 19752.9170  65449.85 
4500000.00   13379       9015      22394      11621      15985      27606       6422       8669      15091       2760      1.0007     1.0011     1.0007     1.0015      0.60    5019.0759  6773.5277  11792.6036 9082.6275  12490.2935 21572.9210  65449.85 
5400000.00   13652       9264      22916      11348      15736      27084       3453       4810       8263       1692      1.0016     1.0009     1.0016     1.0002      0.60    2698.1721  3757.1026  6455.2747  8867.7875  12294.4765 21162.2640  65449.85 
6300000.00   13933       9415      23348      11067      15585      26652       3802       5305       9107       1665      1.0018     1.0018     1.0008     1.0011      0.60    2969.4404  4143.0410  7112.4814  8647.5867  12175.2986 20822.8854  65449.85 
7200000.00   13925       9379      23304      11075      15621      26696       3065       4178       7243       1213      1.0017     1.0018     1.0009     1.0004      0.60    2394.9665  3263.7786  5658.7452  8654.8841  12205.4965 20860.3806  65449.85 
8100000.00   13963       9356      23319      11037      15644      26681       3404       4757       8161       2052      1.0019     1.0003     1.0019     1.0005      0.60    2659.5925  3716.1807  6375.7732  8624.2548  12221.2003 20845.4550  65449.85 
9000000.00   13641       9324      22965      11359      15676      27035       2967       4121       7088       1931      1.0010     1.0006     1.0015     1.0003      0.60    2318.4141  3219.1904  5537.6046  8876.4991  12246.7582 21123.2573  65449.85 
9900000.00   13549       9071      22620      11451      15929      27380       2896       4078       6974       1610      1.0018     1.0037     0.9997     1.0015      0.60    2262.8791  3185.4038  5448.2829  8948.5218  12443.8799 21392.4017  65449.85 
10800000.00   13690       9099      22789      11310      15901      27211       2371       3349       5720       1700      1.0009     1.0010     1.0008     1.0014      0.60    1852.6533  2616.6440  4469.2973  8836.7970  12422.9400 21259.7370  65449.85 
11700000.00   13624       8920      22544      11376      16080      27456       3066       4443       7509       1830      1.0010     1.0010     1.0017     1.0013      0.60    2396.1627  3471.5049  5867.6676  8890.4880  12564.5032 21454.9913  65449.85 
12600000.00   13611       9107      22718      11389      15893      27282       6456       8927      15383       3031      1.0004     1.0011     1.0004     1.0015      0.60    5044.3174  6973.3778  12017.6952 8899.1375  12416.0224 21315.1599  65449.85 
13500000.00   13611       9163      22774      11389      15837      27226       3539       4859       8398       3403      1.0017     1.0020     1.0017     1.0012      0.60    2765.2950  3795.2590  6560.5540  8899.4413  12370.3398 21269.7811  65449.85 
14400000.00   13747       9341      23088      11253      15659      26912       5490       7755      13245       2691      1.0005     0.9999     1.0005     1.0006      0.60    4289.4741  6057.5110  10346.9851 8792.0005  12230.2123 21022.2128  65449.85 
