 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      15000      35000      50000        0          0          0          3          7          10         0        1.0106     1.0104     1.0063     1.0027      0.60      2.3559     5.4975     7.8534     0.0000     0.0000     0.0000    65449.85 
1500000.00    3746       5902       9648      11254      29098      40352      10751      27725      38476       6725      0.9999     0.9998     1.0014     1.0007      0.60    8395.6392  21648.9697 30044.6089 8789.0505  22722.8560 31511.9065  65449.85 
3000000.00    2405       2857       5262      12595      32143      44738      12343      31515      43858      22369      1.0007     1.0007     1.0001     1.0007      0.60    9637.9216  24599.8040 34237.7256 9834.7905  25090.5067 34925.2972  65449.85 
4500000.00    2103       2496       4599      12897      32504      45401      12841      32372      45213      22700      1.0004     1.0002     1.0004     1.0004      0.60    10027.6594 25274.0919 35301.7513 10071.5064 25377.4002 35448.9066  65449.85 
6000000.00    1860       2247       4107      13140      32753      45893      13140      32753      45893      45893      1.0004     1.0006     1.0004     1.0001      0.60    10255.6098 25556.2361 35811.8458 10255.6098 25556.2361 35811.8458  65449.85 
7500000.00    2059       2575       4634      12941      32425      45366      12941      32425      45366      45366      1.0003     1.0000     1.0002     1.0003      0.60    10106.2815 25314.3067 35420.5882 10106.2815 25314.3067 35420.5882  65449.85 
9000000.00    1897       2349       4246      13103      32651      45754      12646      31408      44054      15251      1.0002     1.0002     1.0013     1.0002      0.60    9876.7586  24524.6024 34401.3609 10234.1280 25496.1470 35730.2750  65449.85 
10500000.00    1932       2466       4398      13068      32534      45602      12695      31564      44259      15200      1.0005     1.0006     1.0005     0.9996      0.60    9908.0812  24627.1276 34535.2089 10199.7488 25385.4065 35585.1553  65449.85 
12000000.00    1801       2228       4029      13199      32772      45971      13059      32509      45568      22985      1.0003     1.0016     1.0001     1.0003      0.60    10196.3818 25376.3077 35572.6895 10305.9125 25582.1599 35888.0724  65449.85 
13500000.00    1889       2388       4277      13111      32612      45723      13111      32612      45723      45723      1.0000     1.0001     1.0007     1.0006      0.60    10236.3906 25455.9273 35692.3179 10236.3906 25455.9273 35692.3179  65449.85 
15000000.00    1632       1869       3501      13368      33131      46499      13368      33131      46499      46499      1.0005     1.0008     1.0006     1.0005      0.60    10433.4269 25849.8570 36283.2838 10433.4269 25849.8570 36283.2838  65449.85 
