             TauR                           MSD              
            0.000                         0.000000           
            0.167                         3.618930           
            0.333                         8.840421           
            0.500                        15.545129           
            0.667                        107.103681          
            0.833                        189.125079          
            1.000                        277.810169          
            1.167                        390.674269          
            1.333                        522.383736          
            1.500                        660.350577          
            1.667                        821.442732          
            1.833                       1044.069883          
            2.000                       1315.313450          
            2.167                       1637.445002          
            2.333                       2034.691070          
            2.500                       2505.487376          
            2.667                       3042.574401          
            2.833                       3634.765549          
            3.000                       4256.580029          
            3.167                       4908.483068          
            3.333                       5588.194797          
            3.500                       6284.375356          
            3.667                       6988.252265          
            3.833                       7685.511916          
            4.000                       8379.993216          
            4.167                       9060.311158          
            4.333                       9744.875045          
            4.500                       10434.071794         
            4.667                       11140.247622         
            4.833                       11859.230142         
            5.000                       12585.784766         
            5.167                       13328.742310         
            5.333                       14093.088147         
            5.500                       14878.880049         
            5.667                       15664.894398         
            5.833                       16459.514642         
            6.000                       17267.012626         
            6.167                       18112.116459         
            6.333                       18993.766067         
            6.500                       19905.696630         
            6.667                       20841.837786         
            6.833                       21797.913159         
            7.000                       22779.280322         
            7.167                       23773.269784         
            7.333                       24772.697925         
            7.500                       25779.962050         
            7.667                       26774.202933         
            7.833                       27782.959908         
            8.000                       28809.770636         
            8.167                       29852.767205         
            8.333                       30900.230727         
            8.500                       31965.831034         
            8.667                       33021.525868         
            8.833                       34073.859800         
            9.000                       35115.703296         
            9.167                       36162.516353         
            9.333                       37197.910298         
            9.500                       38224.516215         
            9.667                       39255.702745         
            9.833                       40295.652747         
            10.000                      41350.807880         
            10.167                      42430.114459         
            10.333                      43525.491366         
            10.500                      44637.174639         
            10.667                      45773.159323         
            10.833                      46924.861070         
            11.000                      48089.246777         
            11.167                      49255.427815         
            11.333                      50447.442248         
            11.500                      51671.627917         
            11.667                      52846.753649         
            11.833                      54002.168027         
            12.000                      55155.963837         
            12.167                      56339.080277         
            12.333                      57548.409565         
            12.500                      58796.245107         
            12.667                      60082.663000         
            12.833                      61387.585270         
            13.000                      62705.159671         
            13.167                      64062.630968         
            13.333                      65477.581000         
            13.500                      66968.067626         
            13.667                      68543.396285         
            13.833                      70210.600765         
            14.000                      71948.271240         
            14.167                      73734.442618         
            14.333                      75557.967383         
            14.500                      77375.295886         
            14.667                      79186.929372         
            14.833                      81022.672801         
            15.000                      82890.146268         
            15.167                      84786.547705         
            15.333                      86720.230493         
            15.500                      88703.993933         
            15.667                      90716.046577         
            15.833                      92763.029232         
            16.000                      94855.529936         
            16.167                      96975.241889         
            16.333                      99128.338662         
            16.500                     101309.793961         
            16.667                     103531.384942         
            16.833                     105765.577355         
            17.000                     108041.502222         
            17.167                     110352.423068         
            17.333                     112684.550821         
            17.500                     115012.193861         
            17.667                     117352.296783         
            17.833                     119724.101965         
            18.000                     122117.635811         
            18.167                     124483.631809         
            18.333                     126813.557577         
            18.500                     129098.311580         
            18.667                     131315.406431         
            18.833                     133489.441929         
            19.000                     135713.137654         
            19.167                     138001.808498         
            19.333                     140333.516169         
            19.500                     142736.124604         
            19.667                     145169.643247         
            19.833                     147624.941862         
            20.000                     150099.404059         
            20.167                     152592.965037         
            20.333                     155108.952317         
            20.500                     157663.400142         
            20.667                     160246.580100         
            20.833                     162885.921485         
            21.000                     165547.929008         
            21.167                     168245.274271         
            21.333                     170980.556784         
            21.500                     173780.437451         
            21.667                     176670.564286         
            21.833                     179628.131568         
            22.000                     182614.575240         
            22.167                     185605.626867         
            22.333                     188627.362443         
            22.500                     191639.512663         
            22.667                     194642.553311         
            22.833                     197605.934199         
            23.000                     200582.478470         
            23.167                     203602.452790         
            23.333                     206638.921454         
            23.500                     209656.240190         
            23.667                     212706.284501         
            23.833                     215796.496292         
            24.000                     218938.443686         
            24.167                     222108.404341         
            24.333                     225343.604675         
            24.500                     228648.285562         
            24.667                     231992.582705         
            24.833                     235386.547712         
            25.000                     238833.355430         
            25.167                     242273.275490         
            25.333                     245678.131773         
            25.500                     249088.841119         
            25.667                     252528.902369         
            25.833                     255985.024751         
            26.000                     259441.584551         
            26.167                     262897.508969         
            26.333                     266339.434927         
            26.500                     269802.241923         
            26.667                     273291.851942         
            26.833                     276809.910264         
            27.000                     280378.174299         
            27.167                     284018.851504         
            27.333                     287771.887287         
            27.500                     291611.077234         
            27.667                     295508.606266         
            27.833                     299486.526656         
            28.000                     303554.962228         
            28.167                     307650.035677         
            28.333                     311727.010056         
            28.500                     315726.956011         
            28.667                     319701.718676         
            28.833                     323650.121844         
            29.000                     327606.043228         
            29.167                     331591.540859         
            29.333                     335653.320339         
            29.500                     339749.838611         
            29.667                     343919.387549         
            29.833                     348158.906137         
            30.000                     352441.420963         
            30.167                     356743.879509         
            30.333                     361031.406541         
            30.500                     365325.718646         
            30.667                     369595.344098         
            30.833                     373801.757825         
            31.000                     377883.816231         
            31.167                     381916.072779         
            31.333                     385808.098545         
            31.500                     389512.899966         
            31.667                     393021.863004         
            31.833                     396422.997168         
            32.000                     399781.372781         
            32.167                     403131.233528         
            32.333                     406408.250384         
            32.500                     409660.005166         
            32.667                     412903.577527         
            32.833                     416140.182231         
            33.000                     419411.074466         
            33.167                     422743.607706         
            33.333                     426117.269199         
            33.500                     429426.524446         
            33.667                     432745.107553         
            33.833                     436105.623873         
            34.000                     439504.553299         
            34.167                     442927.292811         
            34.333                     446396.285262         
            34.500                     449965.992956         
            34.667                     453650.645044         
            34.833                     457382.565505         
            35.000                     461153.602827         
            35.167                     464987.788797         
            35.333                     468901.796025         
            35.500                     472858.748660         
            35.667                     476843.774046         
            35.833                     480831.568778         
            36.000                     484702.125531         
            36.167                     488695.870476         
            36.333                     492859.467330         
            36.500                     497125.257870         
            36.667                     501459.497107         
            36.833                     505825.421783         
            37.000                     510207.694533         
            37.167                     514608.786147         
            37.333                     519016.539322         
            37.500                     523363.275370         
            37.667                     527693.846259         
            37.833                     532084.558471         
            38.000                     536464.118454         
            38.167                     540854.767741         
            38.333                     545263.727185         
            38.500                     549723.823576         
            38.667                     554244.848875         
            38.833                     558861.568621         
            39.000                     563623.096978         
            39.167                     568523.768985         
            39.333                     573567.234242         
            39.500                     578790.807402         
            39.667                     584164.647057         
            39.833                     589653.574805         
            40.000                     595250.672819         
            40.167                     600979.270815         
            40.333                     606754.165334         
            40.500                     612526.980204         
            40.667                     618319.579559         
            40.833                     624144.136660         
            41.000                     629958.270772         
            41.167                     635757.736222         
            41.333                     641492.592808         
            41.500                     647187.331622         
            41.666                     652887.455368         
            41.833                     658645.006091         
            42.000                     664472.385598         
            42.166                     670427.576301         
            42.333                     676516.634249         
            42.500                     682723.789380         
            42.666                     689148.755233         
            42.833                     695778.083866         
            43.000                     702565.535019         
            43.166                     709366.127193         
            43.333                     716126.725250         
            43.500                     722777.180676         
            43.666                     729468.600280         
            43.833                     736197.777739         
            44.000                     743009.968803         
            44.166                     749954.040151         
            44.333                     756990.067860         
            44.500                     764172.958499         
            44.666                     771404.077789         
            44.833                     778656.766198         
            45.000                     785993.246494         
            45.166                     793552.074263         
            45.333                     801436.770178         
            45.500                     809491.285012         
            45.666                     817715.143921         
            45.833                     826110.650229         
            46.000                     834674.672803         
            46.166                     843411.419622         
            46.333                     852313.797433         
            46.500                     861340.863877         
            46.666                     870386.643210         
            46.833                     879586.940171         
            47.000                     888840.253591         
            47.166                     898141.197254         
            47.333                     907450.416592         
            47.500                     916704.494993         
            47.666                     926019.989012         
            47.833                     935348.964920         
            48.000                     944772.548077         
            48.166                     954216.718704         
            48.333                     963697.391532         
            48.500                     973223.537802         
            48.666                     982793.074902         
            48.833                     992510.588964         
            49.000                     1002411.631072        
            49.166                     1012464.312537        
            49.333                     1022551.082936        
            49.500                     1032609.916811        
            49.666                     1042748.560471        
            49.833                     1052935.152387        
            50.000                     1063191.415359        
            50.166                     1073466.852284        
            50.333                     1083733.254236        
            50.500                     1094073.822987        
            50.666                     1104551.736454        
            50.833                     1115226.456677        
            51.000                     1126022.878786        
            51.166                     1136964.350749        
            51.333                     1148025.685440        
            51.500                     1159133.069495        
            51.666                     1170278.191557        
            51.833                     1181483.241548        
            52.000                     1192825.560379        
            52.166                     1204421.296035        
            52.333                     1216212.607023        
            52.500                     1228280.074128        
            52.666                     1240636.118226        
            52.833                     1253246.655625        
            53.000                     1265983.291136        
            53.166                     1278875.749952        
            53.333                     1291880.433067        
            53.500                     1304917.431549        
            53.666                     1318155.229173        
            53.833                     1331529.900131        
            54.000                     1344962.303182        
            54.166                     1358465.984073        
            54.333                     1371964.853090        
            54.500                     1385476.794771        
            54.666                     1399066.184586        
            54.833                     1412664.220181        
            55.000                     1426300.888162        
            55.166                     1440040.123881        
            55.333                     1453886.903570        
            55.500                     1467858.907096        
            55.666                     1482032.677799        
            55.833                     1496418.336098        
            56.000                     1511037.159877        
            56.166                     1525973.665281        
            56.333                     1541143.872690        
            56.500                     1556555.128867        
            56.666                     1572202.038290        
            56.833                     1587977.167205        
            57.000                     1603791.091965        
            57.166                     1619737.170652        
            57.333                     1635822.131876        
            57.500                     1651999.445230        
            57.666                     1668193.486989        
            57.833                     1684379.924740        
            58.000                     1700309.441759        
            58.166                     1716118.397092        
            58.333                     1731765.123851        
            58.500                     1747339.309019        
            58.666                     1762946.798909        
            58.833                     1778509.408737        
            59.000                     1794066.692725        
            59.166                     1809638.038283        
            59.333                     1825146.367421        
            59.500                     1840530.465477        
            59.666                     1855844.202993        
            59.833                     1871080.351497        
            60.000                     1886203.123171        
            60.166                     1901211.000036        
            60.333                     1916268.300243        
            60.500                     1931335.561446        
            60.666                     1946325.427482        
            60.833                     1961210.819368        
            61.000                     1976042.526782        
            61.166                     1990715.905084        
            61.333                     2005164.759562        
            61.500                     2019490.841423        
            61.666                     2033554.625188        
            61.833                     2047379.233809        
            62.000                     2061038.096010        
            62.166                     2074590.362729        
            62.333                     2087864.413187        
            62.500                     2100874.194011        
            62.666                     2113604.793059        
            62.833                     2125989.629594        
            63.000                     2137946.217710        
            63.166                     2149518.349467        
            63.333                     2160817.562047        
            63.500                     2171936.185100        
            63.666                     2182917.598287        
            63.833                     2193669.440303        
            64.000                     2204081.421119        
            64.166                     2214110.427247        
            64.333                     2223789.289779        
            64.500                     2233206.275530        
            64.666                     2242440.558608        
            64.833                     2251564.894692        
            65.000                     2260554.176123        
            65.166                     2269301.683462        
            65.333                     2277824.881771        
            65.500                     2286089.829653        
            65.666                     2294146.189919        
            65.833                     2301959.079158        
            66.000                     2309604.322131        
            66.166                     2317107.209017        
            66.333                     2324557.237537        
            66.500                     2331901.350683        
            66.666                     2339156.175997        
            66.833                     2346318.931250        
            67.000                     2353359.213307        
            67.166                     2360249.306359        
            67.333                     2366946.710527        
            67.500                     2373542.746279        
            67.666                     2380009.915222        
            67.833                     2386366.206660        
            68.000                     2392653.714957        
            68.166                     2398862.123431        
            68.333                     2405062.097307        
            68.500                     2411192.821971        
            68.666                     2417211.326891        
            68.833                     2423122.795874        
            69.000                     2428940.288397        
            69.166                     2434686.864861        
            69.333                     2440424.840589        
            69.500                     2446172.020473        
            69.666                     2451922.708035        
            69.833                     2457563.393209        
            70.000                     2463048.361814        
            70.166                     2468395.499427        
            70.333                     2473549.594905        
            70.500                     2478557.534639        
            70.666                     2483487.636809        
            70.833                     2488270.756287        
            71.000                     2492920.237696        
            71.166                     2497519.804880        
            71.333                     2502012.791054        
            71.500                     2506385.246893        
            71.666                     2510674.275041        
            71.833                     2514899.140049        
            72.000                     2519080.728399        
            72.166                     2523250.305719        
            72.333                     2527417.013267        
            72.500                     2531589.776119        
            72.666                     2535753.588089        
            72.833                     2539957.751151        
            73.000                     2544178.216420        
            73.166                     2548411.174957        
            73.333                     2552675.607615        
            73.500                     2557041.324947        
            73.666                     2561486.298061        
            73.833                     2566011.752842        
            74.000                     2570579.926288        
            74.166                     2575190.968414        
            74.333                     2579861.535450        
            74.500                     2584550.075216        
            74.666                     2589247.810866        
            74.833                     2593986.961751        
            75.000                     2598788.056679        
            75.166                     2603622.823520        
            75.333                     2608505.511984        
            75.500                     2613387.086541        
            75.666                     2618273.647281        
            75.833                     2623165.579237        
            76.000                     2628076.061680        
            76.166                     2632968.152344        
            76.333                     2637814.628194        
            76.500                     2642667.585050        
            76.666                     2647573.113747        
            76.833                     2652561.430379        
            77.000                     2657615.411212        
            77.166                     2662725.613213        
            77.333                     2667876.905924        
            77.500                     2673078.550600        
            77.666                     2678354.992913        
            77.833                     2683672.865973        
            78.000                     2689079.799932        
            78.166                     2694590.668912        
            78.333                     2700180.509428        
            78.500                     2705788.078851        
            78.666                     2711330.178603        
            78.833                     2716772.278499        
            79.000                     2722152.097779        
            79.166                     2727544.884607        
            79.333                     2732972.102762        
            79.500                     2738412.653068        
            79.666                     2743940.906659        
            79.833                     2749615.424165        
            80.000                     2755459.144545        
            80.166                     2761502.935249        
            80.333                     2767745.965724        
            80.500                     2774190.073462        
            80.666                     2780814.062698        
            80.833                     2787535.122924        
            81.000                     2794272.562401        
            81.166                     2801000.091941        
            81.333                     2807742.828148        
            81.500                     2814522.810365        
            81.666                     2821308.622149        
            81.833                     2828114.651356        
            82.000                     2834950.232035        
            82.166                     2841797.575889        
            82.333                     2848632.232963        
            82.500                     2855451.539355        
            82.666                     2862281.708232        
            82.833                     2869101.299180        
            83.000                     2876018.451137        
            83.166                     2882993.129162        
            83.333                     2890011.660342        
            83.500                     2897040.599152        
            83.666                     2904042.724301        
            83.833                     2911040.445100        
            84.000                     2918063.638795        
            84.166                     2925113.386875        
            84.333                     2932112.035740        
            84.500                     2939077.540792        
            84.666                     2946114.635004        
            84.833                     2953165.353435        
            85.000                     2960232.706145        
            85.166                     2967291.238417        
            85.333                     2974363.547554        
            85.500                     2981405.457361        
            85.666                     2988466.764597        
            85.833                     2995424.572514        
            86.000                     3002256.065668        
            86.166                     3009050.998980        
            86.333                     3015807.101080        
            86.500                     3022484.989699        
            86.666                     3029055.949136        
            86.833                     3035524.491909        
            87.000                     3041940.463024        
            87.166                     3048383.850827        
            87.333                     3054839.290915        
            87.500                     3061285.380867        
            87.666                     3067787.648506        
            87.833                     3074383.341325        
            88.000                     3081005.206389        
            88.166                     3087625.860032        
            88.333                     3094271.501706        
            88.500                     3100920.007647        
            88.666                     3107598.609999        
            88.833                     3114351.640632        
            89.000                     3121165.432418        
            89.166                     3128052.997723        
            89.333                     3135033.671411        
            89.500                     3142070.953300        
            89.666                     3149126.921786        
            89.833                     3156259.884549        
            90.000                     3163490.653132        
            90.166                     3170798.634542        
            90.333                     3178133.177415        
            90.500                     3185517.749762        
            90.666                     3192915.486357        
            90.833                     3200393.250353        
            91.000                     3207903.173715        
            91.166                     3215410.819758        
            91.333                     3222943.792275        
            91.500                     3230450.216531        
            91.666                     3237818.212624        
