             TauR                           MSD              
            0.000                         0.000000           
            0.167                         5.281915           
            0.333                        24.082124           
            0.500                        57.806269           
            0.667                        108.234414          
            0.833                        178.958107          
            1.000                        276.712690          
            1.167                        402.121150          
            1.333                        545.585954          
            1.500                        697.278958          
            1.667                        856.415591          
            1.833                       1023.929059          
            2.000                       1198.854999          
            2.167                       1377.333750          
            2.333                       1561.135572          
            2.500                       1747.837061          
            2.667                       1935.506459          
            2.833                       2127.376828          
            3.000                       2322.007693          
            3.167                       2519.799222          
            3.333                       2721.957299          
            3.500                       2929.853927          
            3.667                       3145.403906          
            3.833                       3370.884007          
            4.000                       3606.521321          
            4.167                       3852.663553          
            4.333                       4113.467859          
            4.500                       4388.194271          
            4.667                       4675.386840          
            4.833                       4969.431805          
            5.000                       5271.333306          
            5.167                       5580.373166          
            5.333                       5895.145783          
            5.500                       6213.933088          
            5.667                       6541.556131          
            5.833                       6883.722661          
            6.000                       7241.913958          
            6.167                       7611.770985          
            6.333                       7989.575240          
            6.500                       8374.672944          
            6.667                       8763.645102          
            6.833                       9161.663316          
            7.000                       9570.261222          
            7.167                       9986.718013          
            7.333                       10411.826522         
            7.500                       10842.708573         
            7.667                       11280.156880         
            7.833                       11720.515004         
            8.000                       12164.185978         
            8.167                       12612.040437         
            8.333                       13064.728818         
            8.500                       13517.437647         
            8.667                       13970.054366         
            8.833                       14422.685653         
            9.000                       14880.388144         
            9.167                       15345.507451         
            9.333                       15816.910133         
            9.500                       16298.708844         
            9.667                       16787.348194         
            9.833                       17285.721543         
            10.000                      17790.763568         
            10.167                      18303.397442         
            10.333                      18815.664014         
            10.500                      19327.083253         
            10.667                      19836.704947         
            10.833                      20346.798998         
            11.000                      20858.707546         
            11.167                      21374.840583         
            11.333                      21896.820920         
            11.500                      22415.922001         
            11.667                      22933.900402         
            11.833                      23452.979503         
            12.000                      23982.250862         
            12.167                      24523.642836         
            12.333                      25076.759918         
            12.500                      25636.714310         
            12.667                      26204.323422         
            12.833                      26777.527680         
            13.000                      27356.916226         
            13.167                      27941.647931         
            13.333                      28534.686099         
            13.500                      29137.292387         
            13.667                      29744.193519         
            13.833                      30358.235095         
            14.000                      30981.116466         
            14.167                      31610.197370         
            14.333                      32248.692552         
            14.500                      32891.936891         
            14.667                      33535.772741         
            14.833                      34179.010593         
            15.000                      34820.511984         
            15.167                      35468.041257         
            15.333                      36121.001680         
            15.500                      36772.720176         
            15.667                      37422.182932         
            15.833                      38063.540243         
            16.000                      38698.433926         
            16.167                      39332.548646         
            16.333                      39970.351243         
            16.500                      40612.012813         
            16.667                      41257.766766         
            16.833                      41917.081856         
            17.000                      42587.633668         
            17.167                      43260.588665         
            17.333                      43931.345166         
            17.500                      44596.219337         
            17.667                      45258.837940         
            17.833                      45921.398375         
            18.000                      46582.202557         
            18.167                      47243.313746         
            18.333                      47910.998051         
            18.500                      48585.983377         
            18.667                      49266.699324         
            18.833                      49958.382537         
            19.000                      50652.360993         
            19.167                      51343.895384         
            19.333                      52026.844001         
            19.500                      52699.097594         
