             TauR                           MSD              
            0.000                         0.000000           
            0.167                        11.189865           
            0.333                        43.301778           
            0.500                        122.500318          
            0.667                        265.065684          
            0.833                        487.862973          
            1.000                        758.265064          
            1.167                       1085.009895          
            1.333                       1468.819275          
            1.500                       1926.801942          
            1.667                       2496.325405          
            1.833                       3205.298350          
            2.000                       4011.477604          
            2.167                       4890.020842          
            2.333                       5855.885894          
            2.500                       6930.380921          
            2.667                       8122.072459          
            2.833                       9397.145009          
            3.000                       10737.400031         
            3.167                       12148.661514         
            3.333                       13636.039438         
            3.500                       15220.828660         
            3.667                       16890.393321         
            3.833                       18628.602422         
            4.000                       20402.364323         
            4.167                       22192.984786         
            4.333                       24006.302489         
            4.500                       25835.633790         
            4.667                       27675.233751         
            4.833                       29534.983738         
            5.000                       31412.320073         
            5.167                       33321.731005         
            5.333                       35266.322185         
            5.500                       37231.616961         
            5.667                       39211.086217         
            5.833                       41233.416215         
            6.000                       43319.077292         
            6.167                       45440.360321         
            6.333                       47608.159602         
            6.500                       49817.822060         
            6.667                       52038.011341         
            6.833                       54291.650190         
            7.000                       56580.624049         
            7.167                       58902.939706         
            7.333                       61255.413742         
            7.500                       63631.988148         
            7.667                       66025.524567         
            7.833                       68429.636752         
            8.000                       70849.910265         
            8.167                       73288.357848         
            8.333                       75732.832979         
            8.500                       78171.716941         
            8.667                       80607.181031         
            8.833                       83055.481691         
            9.000                       85526.529716         
            9.167                       88009.231262         
            9.333                       90507.496086         
            9.500                       93003.813598         
            9.667                       95495.121623         
            9.833                       97990.371846         
            10.000                     100508.571154         
            10.167                     103061.761003         
            10.333                     105663.837724         
            10.500                     108294.585766         
            10.667                     110973.759523         
            10.833                     113677.762222         
            11.000                     116418.218503         
            11.167                     119169.342812         
            11.333                     121938.205117         
            11.500                     124737.234185         
            11.667                     127598.690020         
            11.833                     130494.766969         
            12.000                     133398.883383         
            12.167                     136293.616044         
            12.333                     139184.893145         
            12.500                     142082.064041         
            12.667                     144997.021800         
            12.833                     147930.643576         
            13.000                     150889.854770         
            13.167                     153884.875858         
            13.333                     156933.718422         
            13.500                     160022.478877         
            13.667                     163149.263356         
            13.833                     166312.198260         
            14.000                     169496.071160         
            14.167                     172686.924236         
            14.333                     175858.061093         
            14.500                     179016.424750         
            14.667                     182160.899244         
            14.833                     185285.568360         
            15.000                     188406.655327         
            15.167                     191527.958469         
            15.333                     194649.043864         
            15.500                     197805.120823         
            15.667                     200990.238161         
            15.833                     204218.606793         
            16.000                     207485.801735         
            16.167                     210778.712217         
            16.333                     214128.542183         
            16.500                     217542.762598         
            16.667                     221052.819918         
            16.833                     224640.224846         
            17.000                     228297.448693         
            17.167                     231998.626840         
            17.333                     235709.415118         
            17.500                     239423.905846         
            17.667                     243171.547930         
            17.833                     246976.514980         
            18.000                     250846.434768         
            18.167                     254775.400239         
            18.333                     258728.496099         
            18.500                     262750.050577         
            18.667                     266816.874298         
            18.833                     270932.180604         
            19.000                     275121.590024         
            19.167                     279353.706285         
            19.333                     283662.759270         
            19.500                     288056.928411         
            19.667                     292553.999975         
            19.833                     297146.563476         
            20.000                     301817.772683         
            20.167                     306528.558090         
            20.333                     311262.211084         
            20.500                     316000.610441         
            20.667                     320805.326158         
            20.833                     325685.954917         
            21.000                     330661.677273         
            21.167                     335720.706978         
            21.333                     340852.702014         
            21.500                     346045.811332         
            21.667                     351304.101804         
            21.833                     356595.140954         
            22.000                     361911.484336         
            22.167                     367252.612914         
            22.333                     372645.433963         
            22.500                     378078.892971         
            22.667                     383503.043525         
            22.833                     388931.438185         
            23.000                     394304.397342         
            23.167                     399652.395781         
            23.333                     405019.014785         
            23.500                     410445.796844         
            23.667                     415936.684928         
            23.833                     421496.631781         
            24.000                     427121.694023         
            24.167                     432820.013710         
            24.333                     438564.128454         
            24.500                     444385.123844         
            24.667                     450284.993402         
            24.833                     456301.034099         
            25.000                     462373.473532         
            25.167                     468444.983945         
            25.333                     474551.809868         
            25.500                     480698.271127         
            25.667                     486925.809924         
            25.833                     493211.134401         
            26.000                     499611.805084         
            26.167                     506134.043749         
            26.333                     512737.383698         
            26.500                     519355.606524         
            26.667                     525990.502669         
            26.833                     532625.150077         
            27.000                     539230.776052         
            27.167                     545871.576271         
            27.333                     552530.281802         
            27.500                     559221.832905         
            27.667                     565874.090025         
            27.833                     572504.324185         
            28.000                     579146.123107         
            28.167                     585811.708257         
            28.333                     592492.970338         
            28.500                     599211.527151         
            28.667                     605923.562954         
            28.833                     612608.100812         
            29.000                     619227.110131         
            29.167                     625849.671605         
            29.333                     632548.609476         
            29.500                     639279.152226         
            29.667                     646011.128677         
            29.833                     652709.653525         
            30.000                     659367.826217         
            30.167                     665998.817737         
            30.333                     672558.445033         
            30.500                     679093.763372         
            30.667                     685595.025681         
            30.833                     692104.887186         
            31.000                     698639.609289         
            31.167                     705264.336127         
            31.333                     711963.886197         
            31.500                     718661.006765         
            31.667                     725301.328985         
            31.833                     731940.808558         
            32.000                     738541.433141         
            32.167                     745112.310783         
            32.333                     751639.307574         
            32.500                     758068.224873         
            32.667                     764379.003828         
            32.833                     770623.448208         
            33.000                     776771.100173         
            33.167                     782885.324443         
            33.333                     788990.866050         
            33.500                     795100.228932         
            33.667                     801116.988618         
            33.833                     807060.511318         
            34.000                     812966.472261         
            34.167                     818884.264821         
            34.333                     824859.730992         
            34.500                     830882.558721         
            34.667                     836917.203386         
            34.833                     842893.390566         
            35.000                     848803.699352         
            35.167                     854700.583536         
            35.333                     860606.471723         
            35.500                     866537.329851         
            35.667                     872473.547322         
            35.833                     878393.747377         
            36.000                     884272.360501         
            36.167                     890115.276895         
            36.333                     895902.371508         
            36.500                     901661.036752         
            36.667                     907370.510837         
            36.833                     913061.709182         
            37.000                     918695.082517         
            37.167                     924304.274648         
            37.333                     929890.781438         
            37.500                     935448.391677         
            37.667                     940979.346109         
            37.833                     946495.346146         
            38.000                     951971.254599         
            38.167                     957382.617169         
            38.333                     962748.963769         
            38.500                     968088.746780         
            38.667                     973392.443142         
            38.833                     978652.342950         
            39.000                     983908.802863         
            39.167                     989172.532868         
            39.333                     994438.961069         
            39.500                     999721.464223         
            39.667                     1005050.189565        
            39.833                     1010407.830870        
            40.000                     1015773.621962        
            40.167                     1021156.062443        
            40.333                     1026547.001093        
            40.500                     1031945.123975        
            40.667                     1037354.355693        
            40.833                     1042781.948933        
            41.000                     1048252.168464        
            41.167                     1053723.909549        
            41.333                     1059186.036655        
            41.500                     1064624.499689        
            41.666                     1070022.778638        
            41.833                     1075405.179156        
            42.000                     1080781.733828        
            42.166                     1086139.881346        
            42.333                     1091454.607271        
            42.500                     1096785.192890        
            42.666                     1102172.737540        
            42.833                     1107594.405697        
            43.000                     1113050.343688        
            43.166                     1118527.876436        
            43.333                     1124004.430761        
            43.500                     1129522.149024        
            43.666                     1135102.446216        
            43.833                     1140746.422243        
            44.000                     1146409.192639        
            44.166                     1152091.944985        
            44.333                     1157834.787485        
            44.500                     1163652.223968        
            44.666                     1169527.214202        
            44.833                     1175438.064828        
            45.000                     1181383.941004        
            45.166                     1187353.074632        
            45.333                     1193332.953065        
            45.500                     1199299.445556        
            45.666                     1205265.283135        
            45.833                     1211249.145949        
            46.000                     1217289.580269        
            46.166                     1223392.881813        
            46.333                     1229522.403837        
            46.500                     1235646.465791        
            46.666                     1241785.984866        
            46.833                     1247962.510046        
            47.000                     1254212.515556        
            47.166                     1260475.851054        
            47.333                     1266730.680010        
            47.500                     1273006.739328        
            47.666                     1279340.318097        
            47.833                     1285762.194237        
            48.000                     1292204.925273        
            48.166                     1298688.637778        
            48.333                     1305251.342526        
            48.500                     1311889.863833        
            48.666                     1318556.564686        
            48.833                     1325230.131123        
            49.000                     1331931.457210        
            49.166                     1338649.238358        
            49.333                     1345438.177230        
            49.500                     1352303.163264        
            49.666                     1359251.534807        
            49.833                     1366276.333510        
            50.000                     1373433.628000        
            50.166                     1380681.321814        
            50.333                     1387919.752220        
            50.500                     1395158.410405        
            50.666                     1402421.560743        
            50.833                     1409714.351795        
            51.000                     1417015.702746        
            51.166                     1424323.612729        
            51.333                     1431622.582481        
            51.500                     1438938.775913        
            51.666                     1446301.282017        
            51.833                     1453759.895963        
            52.000                     1461359.111450        
            52.166                     1469133.409774        
            52.333                     1477031.693959        
            52.500                     1484986.302792        
            52.666                     1492977.741418        
            52.833                     1501034.111392        
            53.000                     1509132.210100        
            53.166                     1517339.096962        
            53.333                     1525611.641340        
            53.500                     1533954.063806        
            53.666                     1542474.478702        
            53.833                     1551121.302047        
            54.000                     1559860.382337        
            54.166                     1568662.858586        
            54.333                     1577482.157633        
            54.500                     1586332.038882        
            54.666                     1595226.272361        
            54.833                     1604220.693514        
            55.000                     1613324.697705        
            55.166                     1622557.335918        
            55.333                     1631887.612079        
            55.500                     1641277.818528        
            55.666                     1650767.409788        
            55.833                     1660328.653286        
            56.000                     1669927.316034        
            56.166                     1679525.609312        
            56.333                     1689064.547596        
            56.500                     1698620.267936        
            56.666                     1708161.646038        
            56.833                     1717700.410316        
            57.000                     1727273.045928        
            57.166                     1736925.972188        
            57.333                     1746698.060271        
            57.500                     1756569.349358        
            57.666                     1766540.359023        
            57.833                     1776705.703687        
            58.000                     1786997.704619        
            58.166                     1797429.632028        
            58.333                     1807938.619771        
            58.500                     1818524.855044        
            58.666                     1829180.737603        
            58.833                     1839891.073062        
