             TauR                           MSD              
            0.000                         0.000000           
            0.167                        13.106097           
            0.333                        51.384887           
            0.500                        114.087113          
            0.667                        207.580526          
            0.833                        342.734984          
            1.000                        520.757082          
            1.167                        755.878879          
            1.333                       1053.534505          
            1.500                       1406.487708          
            1.667                       1811.963451          
            1.833                       2270.215889          
            2.000                       2777.400324          
            2.167                       3327.770913          
            2.333                       3920.350115          
            2.500                       4542.323960          
            2.667                       5200.949904          
            2.833                       5885.447535          
            3.000                       6579.519914          
            3.167                       7304.144603          
            3.333                       8050.585206          
            3.500                       8811.293802          
            3.667                       9585.993848          
            3.833                       10383.057740         
            4.000                       11205.932636         
            4.167                       12052.042576         
            4.333                       12927.124028         
            4.500                       13822.450455         
            4.667                       14730.004362         
            4.833                       15647.584719         
            5.000                       16565.984309         
            5.167                       17479.086793         
            5.333                       18400.375851         
            5.500                       19317.574196         
            5.667                       20237.311279         
            5.833                       21167.558915         
            6.000                       22107.660834         
            6.167                       23055.559501         
            6.333                       24002.690582         
            6.500                       24943.825261         
            6.667                       25878.458503         
            6.833                       26804.777796         
            7.000                       27726.614942         
            7.167                       28641.444701         
            7.333                       29553.794754         
            7.500                       30477.604921         
            7.667                       31416.221290         
            7.833                       32368.436851         
            8.000                       33320.815143         
            8.167                       34296.885085         
            8.333                       35289.671075         
            8.500                       36298.230161         
            8.667                       37315.903976         
            8.833                       38340.012769         
            9.000                       39378.573793         
            9.167                       40440.238056         
            9.333                       41532.254041         
            9.500                       42644.552830         
            9.667                       43769.037707         
            9.833                       44916.596535         
            10.000                      46080.010304         
            10.167                      47244.976495         
            10.333                      48406.605269         
            10.500                      49565.397693         
            10.667                      50719.203939         
            10.833                      51871.426043         
            11.000                      53016.891142         
            11.167                      54165.915067         
            11.333                      55330.011393         
            11.500                      56503.576139         
            11.667                      57679.473941         
            11.833                      58862.171152         
            12.000                      60054.556404         
            12.167                      61251.098133         
            12.333                      62477.585127         
            12.500                      63730.633584         
            12.667                      65010.525338         
            12.833                      66319.026539         
            13.000                      67665.331113         
            13.167                      69041.481957         
            13.333                      70446.230423         
            13.500                      71863.083246         
            13.667                      73286.706016         
            13.833                      74742.182096         
            14.000                      76234.079509         
            14.167                      77763.952110         
            14.333                      79323.425714         
            14.500                      80911.444352         
            14.667                      82514.514304         
