             TauR                           MSD              
            0.000                         0.000000           
            0.167                        16.183127           
            0.333                        76.611885           
            0.500                        209.964775          
            0.667                        411.857650          
            0.833                        673.094145          
            1.000                       1007.182234          
            1.167                       1411.443892          
            1.333                       1898.698904          
            1.500                       2476.382157          
            1.667                       3153.631046          
            1.833                       3969.056319          
            2.000                       4957.159029          
            2.167                       6096.294429          
            2.333                       7437.243453          
            2.500                       8995.711630          
            2.667                       10682.026146         
            2.833                       12460.155694         
            3.000                       14306.695018         
            3.167                       16185.785152         
            3.333                       18105.208382         
            3.500                       20064.025213         
            3.667                       22062.222883         
            3.833                       24100.016688         
            4.000                       26159.356071         
            4.167                       28218.970116         
            4.333                       30277.751799         
            4.500                       32350.147499         
            4.667                       34427.168888         
            4.833                       36523.466825         
            5.000                       38623.293566         
            5.167                       40730.402146         
            5.333                       42840.926635         
            5.500                       44938.374151         
            5.667                       47024.524467         
            5.833                       49102.706743         
            6.000                       51193.440289         
            6.167                       53309.040669         
            6.333                       55454.707297         
            6.500                       57610.601114         
            6.667                       59782.007983         
            6.833                       61951.344581         
            7.000                       64115.805389         
            7.167                       66285.104658         
            7.333                       68463.698063         
            7.500                       70656.579752         
            7.667                       72878.864487         
            7.833                       75118.490600         
            8.000                       77373.735996         
            8.167                       79636.726189         
            8.333                       81916.727095         
            8.500                       84191.562477         
            8.667                       86445.848458         
            8.833                       88684.535213         
            9.000                       90931.092063         
            9.167                       93207.387462         
            9.333                       95518.319102         
            9.500                       97856.238921         
            9.667                      100232.801610         
            9.833                      102655.909055         
            10.000                     105134.607817         
            10.167                     107674.163906         
            10.333                     110271.336515         
            10.500                     112929.349671         
            10.667                     115605.177392         
            10.833                     118302.870488         
            11.000                     121043.230271         
            11.167                     123814.640255         
            11.333                     126636.078746         
            11.500                     129514.343371         
            11.667                     132441.421724         
            11.833                     135442.021683         
            12.000                     138506.693854         
            12.167                     141636.084533         
            12.333                     144806.549074         
            12.500                     148005.380364         
            12.667                     151244.239023         
            12.833                     154476.142480         
            13.000                     157723.443182         
            13.167                     161016.671776         
            13.333                     164346.547132         
            13.500                     167724.880574         
            13.667                     171117.667789         
            13.833                     174528.070504         
            14.000                     177947.986316         
            14.167                     181340.944310         
            14.333                     184697.584401         
            14.500                     188072.848727         
            14.667                     191469.560010         
            14.833                     194925.282489         
            15.000                     198422.425390         
            15.167                     201970.977689         
            15.333                     205613.504285         
            15.500                     209362.212995         
            15.667                     213164.182060         
            15.833                     217004.607143         
            16.000                     220887.724117         
            16.167                     224787.440537         
            16.333                     228682.137855         
            16.500                     232616.253083         
            16.667                     236547.607848         
            16.833                     240547.442586         
            17.000                     244634.276661         
            17.167                     248786.274418         
            17.333                     252984.001220         
            17.500                     257222.424549         
            17.667                     261479.967732         
            17.833                     265739.987801         
            18.000                     270021.033901         
            18.167                     274298.244528         
            18.333                     278611.835776         
            18.500                     282992.603368         
            18.667                     287456.621115         
            18.833                     291972.450332         
            19.000                     296499.009807         
            19.167                     301024.994029         
            19.333                     305556.635004         
            19.500                     310056.155076         
            19.667                     314516.923092         
            19.833                     318963.558038         
            20.000                     323418.703286         
            20.167                     327931.977293         
            20.333                     332517.318936         
            20.500                     337150.031063         
            20.667                     341815.753104         
            20.833                     346560.176978         
            21.000                     351340.641784         
            21.167                     356162.685380         
            21.333                     361047.223083         
            21.500                     366040.393491         
            21.667                     371166.037123         
            21.833                     376342.128341         
            22.000                     381550.874215         
            22.167                     386761.581575         
            22.333                     391991.353689         
            22.500                     397253.502439         
            22.667                     402611.046941         
            22.833                     408017.449081         
            23.000                     413464.970628         
            23.167                     418934.594505         
            23.333                     424424.156963         
            23.500                     429923.306411         
            23.667                     435392.018729         
            23.833                     440836.395892         
            24.000                     446226.209189         
            24.167                     451531.731643         
            24.333                     456813.725134         
            24.500                     462075.189925         
            24.667                     467311.495169         
            24.833                     472559.124936         
            25.000                     477787.875856         
            25.167                     483046.279828         
            25.333                     488312.606135         
            25.500                     493541.284087         
            25.667                     498783.772273         
            25.833                     503993.158306         
            26.000                     509129.656286         
            26.167                     514197.804005         
            26.333                     519221.843694         
            26.500                     524206.475958         
            26.667                     529114.417823         
            26.833                     533968.463970         
            27.000                     538777.329547         
            27.167                     543536.928986         
            27.333                     548227.068608         
            27.500                     552911.713284         
            27.667                     557610.658131         
            27.833                     562317.246199         
