             TauR                           MSD              
            0.000                         0.000000           
            0.167                         0.213438           
            0.333                         0.832044           
            0.500                         2.297503           
            0.667                         5.030353           
            0.833                         9.278440           
            1.000                        15.058872           
            1.167                        22.425190           
            1.333                        31.516295           
            1.500                        42.461144           
            1.667                        55.137915           
            1.833                        69.625395           
            2.000                        85.841134           
            2.167                        103.404594          
            2.333                        122.718013          
            2.500                        144.110741          
            2.667                        167.218517          
            2.833                        192.404043          
            3.000                        219.638714          
            3.167                        248.824621          
            3.333                        279.533573          
            3.500                        311.618971          
            3.667                        344.710548          
            3.833                        378.977237          
            4.000                        414.445263          
            4.167                        451.742451          
            4.333                        490.719708          
            4.500                        531.416604          
            4.667                        573.788527          
            4.833                        617.976717          
            5.000                        663.795682          
            5.167                        712.111015          
            5.333                        762.309871          
            5.500                        814.247957          
            5.667                        868.119090          
            5.833                        924.452623          
            6.000                        982.824811          
            6.167                       1043.001446          
            6.333                       1105.334960          
            6.500                       1169.726131          
            6.667                       1236.193033          
            6.833                       1305.456637          
            7.000                       1378.499325          
            7.167                       1455.200513          
            7.333                       1535.796989          
            7.500                       1619.584948          
            7.667                       1707.294014          
            7.833                       1798.540751          
            8.000                       1892.818101          
            8.167                       1989.838469          
            8.333                       2089.033017          
            8.500                       2190.703316          
            8.667                       2295.285083          
            8.833                       2402.900706          
            9.000                       2514.154231          
            9.167                       2628.793402          
            9.333                       2747.303221          
            9.500                       2869.149320          
            9.667                       2994.357340          
            9.833                       3122.078360          
            10.000                      3252.279714          
            10.167                      3385.144872          
            10.333                      3520.347958          
            10.500                      3657.666511          
            10.667                      3796.875412          
            10.833                      3937.526464          
            11.000                      4079.335174          
            11.167                      4222.265942          
            11.333                      4366.486475          
            11.500                      4512.507893          
            11.667                      4660.484340          
            11.833                      4810.628046          
            12.000                      4962.792819          
            12.167                      5116.559525          
            12.333                      5272.112554          
            12.500                      5429.697770          
            12.667                      5589.657269          
            12.833                      5751.559987          
            13.000                      5915.592661          
            13.167                      6080.997440          
            13.333                      6247.402197          
            13.500                      6415.837760          
            13.667                      6586.867543          
            13.833                      6761.058609          
            14.000                      6937.359921          
            14.167                      7115.729002          
            14.333                      7296.121444          
            14.500                      7479.056093          
            14.667                      7664.799312          
            14.833                      7852.994573          
            15.000                      8043.765818          
            15.167                      8237.196318          
            15.333                      8432.832915          
            15.500                      8630.142433          
            15.667                      8829.129507          
            15.833                      9030.236562          
            16.000                      9234.069737          
            16.167                      9441.315825          
            16.333                      9652.334507          
            16.500                      9866.924134          
            16.667                      10083.505460         
            16.833                      10301.675364         
            17.000                      10522.199679         
            17.167                      10745.761392         
            17.333                      10971.869128         
            17.500                      11200.695298         
            17.667                      11433.201056         
            17.833                      11668.372501         
            18.000                      11905.700248         
            18.167                      12145.928528         
            18.333                      12387.814217         
            18.500                      12632.480281         
            18.667                      12880.021643         
            18.833                      13130.855849         
            19.000                      13384.338400         
            19.167                      13640.923375         
            19.333                      13900.038160         
            19.500                      14162.139328         
            19.667                      14427.997282         
            19.833                      14697.443847         
            20.000                      14969.723055         
            20.167                      15244.661819         
            20.333                      15522.257484         
            20.500                      15802.272336         
            20.667                      16085.157605         
            20.833                      16369.818634         
            21.000                      16656.174207         
            21.167                      16943.648493         
            21.333                      17231.535190         
            21.500                      17520.458177         
            21.667                      17810.664640         
            21.833                      18103.203062         
            22.000                      18398.929841         
            22.167                      18697.723900         
            22.333                      18999.089956         
            22.500                      19302.714841         
            22.667                      19607.392462         
            22.833                      19912.251547         
            23.000                      20218.266670         
            23.167                      20525.926633         
            23.333                      20835.044467         
            23.500                      21144.938492         
            23.667                      21455.754838         
            23.833                      21768.235279         
            24.000                      22082.929185         
            24.167                      22399.084199         
            24.333                      22715.416898         
            24.500                      23031.962960         
            24.667                      23348.334042         
            24.833                      23664.358295         
            25.000                      23981.346937         
            25.167                      24299.176640         
            25.333                      24618.142610         
            25.500                      24938.704196         
            25.667                      25261.154538         
            25.833                      25585.239333         
            26.000                      25910.937147         
            26.167                      26238.264246         
            26.333                      26567.771695         
            26.500                      26898.413602         
            26.667                      27231.408442         
            26.833                      27565.989637         
            27.000                      27901.816754         
            27.167                      28238.888970         
            27.333                      28577.664621         
            27.500                      28918.181614         
            27.667                      29261.286846         
            27.833                      29606.057205         
            28.000                      29951.815205         
            28.167                      30299.186492         
            28.333                      30649.420308         
            28.500                      31003.506650         
            28.667                      31360.377686         
            28.833                      31720.520972         
            29.000                      32082.695711         
            29.167                      32447.765737         
            29.333                      32816.382321         
            29.500                      33187.283107         
            29.667                      33559.877816         
            29.833                      33935.431269         
            30.000                      34313.847190         
            30.167                      34696.257876         
            30.333                      35082.383469         
            30.500                      35472.352494         
            30.667                      35866.658126         
            30.833                      36263.845974         
            31.000                      36663.080964         
            31.167                      37064.459949         
            31.333                      37468.003916         
            31.500                      37874.080107         
            31.667                      38282.785653         
            31.833                      38694.805012         
            32.000                      39109.635638         
            32.167                      39527.494079         
            32.333                      39947.581916         
            32.500                      40370.602779         
            32.667                      40797.766809         
            32.833                      41230.082542         
            33.000                      41667.337867         
            33.167                      42110.449377         
            33.333                      42558.926328         
            33.500                      43012.310848         
            33.667                      43469.265129         
            33.833                      43930.506081         
            34.000                      44396.493663         
            34.167                      44868.046287         
            34.333                      45342.863386         
            34.500                      45819.598329         
            34.667                      46299.467099         
            34.833                      46782.145937         
            35.000                      47269.136589         
            35.167                      47761.158837         
            35.333                      48258.720460         
            35.500                      48761.173559         
            35.667                      49267.731165         
            35.833                      49778.640621         
            36.000                      50294.315560         
            36.167                      50812.855564         
            36.333                      51332.953468         
            36.500                      51854.058782         
            36.667                      52376.734357         
            36.833                      52900.556387         
            37.000                      53426.192020         
            37.167                      53954.364212         
            37.333                      54485.562656         
            37.500                      55019.588747         
            37.667                      55555.608009         
            37.833                      56093.112393         
            38.000                      56632.442864         
            38.167                      57173.230526         
            38.333                      57716.030993         
            38.500                      58262.569122         
            38.667                      58814.335734         
            38.833                      59370.182858         
            39.000                      59929.405603         
            39.167                      60492.368967         
            39.333                      61058.836325         
            39.500                      61628.361182         
            39.667                      62200.835512         
            39.833                      62775.696448         
            40.000                      63353.308568         
