             TauR                           MSD              
            0.000                         0.000000           
            0.167                         3.630118           
            0.333                        17.310360           
            0.500                        42.871755           
            0.667                        80.633730           
            0.833                        128.528225          
            1.000                        186.408629          
            1.167                        254.193395          
            1.333                        329.457053          
            1.500                        413.083266          
            1.667                        505.085254          
            1.833                        608.073939          
            2.000                        720.600355          
            2.167                        840.367670          
            2.333                        967.211527          
            2.500                       1102.012207          
            2.667                       1246.989621          
            2.833                       1397.484853          
            3.000                       1552.443871          
            3.167                       1712.018003          
            3.333                       1877.305564          
            3.500                       2048.382891          
            3.667                       2226.446355          
            3.833                       2410.091855          
            4.000                       2602.028637          
            4.167                       2800.151145          
            4.333                       3004.110047          
            4.500                       3211.764507          
            4.667                       3422.779165          
            4.833                       3638.953971          
            5.000                       3858.573963          
            5.167                       4083.952795          
            5.333                       4312.731568          
            5.500                       4545.191557          
            5.667                       4779.040359          
            5.833                       5015.780786          
            6.000                       5255.672126          
            6.167                       5500.669746          
            6.333                       5751.275764          
            6.500                       6006.839868          
            6.667                       6265.288600          
            6.833                       6528.740748          
            7.000                       6796.811214          
            7.167                       7071.415169          
            7.333                       7349.925753          
            7.500                       7633.301205          
            7.667                       7924.409072          
            7.833                       8219.291180          
            8.000                       8520.892061          
            8.167                       8828.941338          
            8.333                       9142.135217          
            8.500                       9458.964548          
            8.667                       9781.029886          
            8.833                       10105.217924         
            9.000                       10433.416957         
            9.167                       10763.384779         
            9.333                       11096.818292         
            9.500                       11437.014300         
            9.667                       11784.605233         
            9.833                       12140.191243         
            10.000                      12502.667076         
            10.167                      12870.412141         
            10.333                      13241.954209         
            10.500                      13622.532881         
            10.667                      14008.893497         
            10.833                      14399.118663         
            11.000                      14792.357537         
            11.167                      15186.542906         
            11.333                      15579.213613         
            11.500                      15970.507936         
            11.667                      16365.752281         
            11.833                      16766.604510         
            12.000                      17174.296513         
            12.167                      17587.235181         
            12.333                      18002.043380         
            12.500                      18417.034436         
            12.667                      18835.190306         
            12.833                      19259.899697         
            13.000                      19692.764819         
            13.167                      20131.026853         
            13.333                      20571.573129         
            13.500                      21015.276679         
            13.667                      21464.666467         
            13.833                      21924.610559         
            14.000                      22392.132264         
            14.167                      22866.670377         
            14.333                      23340.853447         
            14.500                      23813.371205         
            14.667                      24285.938729         
            14.833                      24760.150124         
            15.000                      25236.312752         
            15.167                      25715.278770         
            15.333                      26192.662605         
            15.500                      26670.276409         
            15.667                      27150.662489         
            15.833                      27633.288179         
            16.000                      28120.879036         
            16.167                      28613.399722         
            16.333                      29108.651196         
            16.500                      29608.920201         
            16.667                      30118.452802         
            16.833                      30633.803824         
            17.000                      31154.710491         
            17.167                      31683.761009         
            17.333                      32212.926764         
            17.500                      32739.333917         
            17.667                      33268.658654         
            17.833                      33800.568394         
            18.000                      34329.592554         
            18.167                      34856.879624         
            18.333                      35379.256873         
            18.500                      35903.133656         
            18.667                      36432.412137         
            18.833                      36969.793861         
            19.000                      37515.739913         
            19.167                      38062.406269         
            19.333                      38608.902035         
            19.500                      39156.340093         
            19.667                      39706.453920         
            19.833                      40260.787113         
            20.000                      40819.079605         
            20.167                      41378.243919         
            20.333                      41939.394027         
            20.500                      42504.271059         
            20.667                      43077.526250         
            20.833                      43653.476960         
            21.000                      44230.145933         
            21.167                      44810.965701         
            21.333                      45394.777978         
            21.500                      45983.874360         
            21.667                      46575.789307         
            21.833                      47166.827389         
            22.000                      47759.069366         
            22.167                      48348.293171         
            22.333                      48930.970316         
            22.500                      49510.394979         
            22.667                      50090.615147         
            22.833                      50672.947288         
            23.000                      51253.691506         
            23.167                      51836.286366         
            23.333                      52422.851602         
            23.500                      53011.297701         
            23.667                      53604.900405         
            23.833                      54204.473968         
            24.000                      54812.087269         
            24.167                      55423.594994         
            24.333                      56038.635156         
            24.500                      56654.398976         
            24.667                      57266.406826         
            24.833                      57876.143290         
            25.000                      58481.614697         
            25.167                      59084.579921         
            25.333                      59689.539800         
            25.500                      60295.727609         
            25.667                      60901.881576         
            25.833                      61507.968132         
            26.000                      62114.610528         
            26.167                      62724.630633         
            26.333                      63336.558972         
            26.500                      63946.105583         
            26.667                      64556.112000         
            26.833                      65167.377612         
            27.000                      65783.875847         
            27.167                      66399.475268         
            27.333                      67017.726361         
            27.500                      67634.581843         
            27.667                      68245.075265         
            27.833                      68855.333642         
            28.000                      69467.631221         
            28.167                      70079.042786         
            28.333                      70693.027002         
            28.500                      71311.156789         
            28.667                      71933.095195         
            28.833                      72553.809320         
            29.000                      73177.086661         
            29.167                      73808.395519         
            29.333                      74440.990061         
            29.500                      75070.155019         
            29.667                      75698.760801         
            29.833                      76330.820782         
            30.000                      76966.154261         
            30.167                      77602.575936         
            30.333                      78237.476871         
            30.500                      78870.295703         
            30.667                      79502.667936         
            30.833                      80133.455263         
            31.000                      80764.885994         
            31.167                      81398.922638         
            31.333                      82032.048232         
            31.500                      82666.428591         
            31.667                      83306.407887         
            31.833                      83950.395556         
            32.000                      84596.931694         
            32.167                      85244.912813         
            32.333                      85895.584664         
            32.500                      86551.332528         
            32.667                      87213.802511         
            32.833                      87880.007482         
            33.000                      88546.034407         
            33.167                      89218.389476         
            33.333                      89900.639150         
            33.500                      90590.736043         
            33.667                      91284.481890         
            33.833                      91977.868584         
            34.000                      92672.447546         
            34.167                      93369.905034         
            34.333                      94070.912898         
            34.500                      94775.762738         
            34.667                      95483.031333         
