             TauR                           MSD              
            0.000                         0.000000           
            0.167                         1.657482           
            0.333                         8.305153           
            0.500                        22.815048           
            0.667                        46.687420           
            0.833                        80.011586           
            1.000                        122.530834          
            1.167                        174.037502          
            1.333                        234.015784          
            1.500                        304.737972          
            1.667                        385.509266          
            1.833                        473.153471          
            2.000                        567.427333          
            2.167                        666.192370          
            2.333                        771.158535          
            2.500                        882.161780          
            2.667                        999.048759          
            2.833                       1120.996151          
            3.000                       1246.797627          
            3.167                       1376.186269          
            3.333                       1511.473431          
            3.500                       1652.848239          
            3.667                       1800.171241          
            3.833                       1952.905355          
            4.000                       2110.878311          
            4.167                       2271.968978          
            4.333                       2436.513356          
            4.500                       2606.244988          
            4.667                       2780.453152          
            4.833                       2958.431884          
            5.000                       3139.073720          
            5.167                       3324.873217          
            5.333                       3517.547444          
            5.500                       3715.568269          
            5.667                       3916.126539          
            5.833                       4119.517742          
            6.000                       4324.697517          
            6.167                       4529.843493          
            6.333                       4734.435676          
            6.500                       4939.549244          
            6.667                       5145.455551          
            6.833                       5352.033598          
            7.000                       5557.836913          
            7.167                       5761.941274          
            7.333                       5964.663426          
            7.500                       6166.108797          
            7.667                       6365.648349          
            7.833                       6562.298038          
            8.000                       6757.204143          
            8.167                       6951.174794          
            8.333                       7144.669299          
            8.500                       7336.472544          
            8.667                       7525.370213          
            8.833                       7713.283295          
            9.000                       7901.780409          
            9.167                       8092.120054          
            9.333                       8283.943645          
            9.500                       8477.108987          
            9.667                       8672.137121          
            9.833                       8869.265895          
            10.000                      9067.162190          
            10.167                      9264.459186          
            10.333                      9463.371314          
            10.500                      9663.226596          
            10.667                      9865.201943          
            10.833                      10070.945046         
            11.000                      10279.338347         
            11.167                      10489.434204         
            11.333                      10701.610143         
            11.500                      10916.100590         
            11.667                      11133.675863         
            11.833                      11354.063937         
            12.000                      11577.458208         
            12.167                      11802.538134         
            12.333                      12027.562604         
            12.500                      12254.035555         
            12.667                      12482.036479         
            12.833                      12709.414271         
            13.000                      12936.263058         
            13.167                      13162.838154         
            13.333                      13388.936708         
            13.500                      13614.394054         
            13.667                      13839.656313         
            13.833                      14063.627907         
            14.000                      14288.632478         
            14.167                      14517.049446         
            14.333                      14747.160232         
            14.500                      14979.692353         
            14.667                      15213.737824         
            14.833                      15449.566006         
            15.000                      15687.327398         
            15.167                      15925.641097         
            15.333                      16162.944461         
            15.500                      16399.086391         
            15.667                      16634.715824         
            15.833                      16869.687598         
            16.000                      17103.747667         
            16.167                      17337.693777         
            16.333                      17573.825700         
            16.500                      17812.091870         
            16.667                      18052.550871         
            16.833                      18293.652063         
            17.000                      18532.773543         
            17.167                      18770.520323         
            17.333                      19008.003269         
            17.500                      19245.242011         
            17.667                      19483.842229         
            17.833                      19722.326025         
            18.000                      19960.854985         
            18.167                      20199.778950         
            18.333                      20439.734622         
            18.500                      20680.749203         
            18.667                      20920.481836         
            18.833                      21160.129746         
            19.000                      21399.408270         
            19.167                      21638.949633         
            19.333                      21881.752346         
            19.500                      22126.191627         
            19.667                      22371.817298         
            19.833                      22619.467354         
            20.000                      22869.357967         
            20.167                      23121.511912         
            20.333                      23374.569757         
            20.500                      23629.489345         
            20.667                      23886.499982         
            20.833                      24142.463469         
            21.000                      24398.956378         
            21.167                      24655.548993         
            21.333                      24912.164613         
            21.500                      25168.376327         
            21.667                      25424.732541         
            21.833                      25678.939165         
            22.000                      25933.086446         
            22.167                      26186.103200         
            22.333                      26436.964442         
            22.500                      26688.459527         
            22.667                      26940.007417         
            22.833                      27192.185111         
            23.000                      27444.301976         
            23.167                      27696.304872         
            23.333                      27948.951998         
            23.500                      28203.282790         
            23.667                      28459.628412         
            23.833                      28718.053060         
            24.000                      28978.335856         
            24.167                      29237.455323         
            24.333                      29497.238829         
            24.500                      29757.329410         
            24.667                      30017.403747         
            24.833                      30278.361387         
            25.000                      30541.195264         
            25.167                      30804.918913         
            25.333                      31070.410436         
            25.500                      31337.971219         
            25.667                      31606.421425         
            25.833                      31873.250065         
            26.000                      32139.497678         
            26.167                      32408.120887         
            26.333                      32680.912162         
            26.500                      32954.410762         
            26.667                      33227.145147         
            26.833                      33497.935962         
            27.000                      33768.073593         
            27.167                      34038.248065         
            27.333                      34308.895247         
            27.500                      34580.537283         
            27.667                      34853.509190         
            27.833                      35128.950744         
            28.000                      35405.730426         
            28.167                      35683.978636         
            28.333                      35961.548121         
            28.500                      36238.598342         
            28.667                      36515.150762         
            28.833                      36790.077186         
            29.000                      37062.727812         
            29.167                      37335.635724         
            29.333                      37608.464168         
            29.500                      37881.358262         
            29.667                      38153.751670         
            29.833                      38426.042673         
            30.000                      38698.556579         
            30.167                      38971.499247         
            30.333                      39243.261187         
            30.500                      39515.746468         
            30.667                      39792.002207         
            30.833                      40070.864031         
            31.000                      40350.751649         
            31.167                      40631.733604         
            31.333                      40912.699086         
            31.500                      41193.279970         
            31.667                      41474.051070         
            31.833                      41756.476577         
            32.000                      42040.633968         
            32.167                      42325.917916         
            32.333                      42611.857698         
            32.500                      42899.110901         
            32.667                      43188.505725         
            32.833                      43480.540655         
            33.000                      43774.039943         
            33.167                      44070.020422         
            33.333                      44368.527110         
            33.500                      44669.369081         
            33.667                      44967.748417         
            33.833                      45265.583377         
            34.000                      45563.769631         
            34.167                      45863.070135         
            34.333                      46164.801226         
            34.500                      46468.895529         
            34.667                      46775.997195         
            34.833                      47087.458731         
            35.000                      47403.524863         
            35.167                      47725.848181         
            35.333                      48053.162039         
            35.500                      48382.183741         
            35.667                      48711.308892         
            35.833                      49042.465929         
            36.000                      49372.749851         
            36.167                      49706.499157         
            36.333                      50041.032128         
            36.500                      50376.302629         
            36.667                      50711.641220         
            36.833                      51046.337907         
            37.000                      51382.585672         
            37.167                      51720.947113         
            37.333                      52061.888682         
            37.500                      52405.755286         
            37.667                      52749.540800         
            37.833                      53096.168311         
            38.000                      53443.965399         
            38.167                      53793.375171         
            38.333                      54145.699675         
            38.500                      54499.959799         
            38.667                      54855.362126         
            38.833                      55213.269546         
            39.000                      55573.317113         
            39.167                      55933.839767         
            39.333                      56293.313976         
            39.500                      56650.302787         
            39.667                      57007.151628         
            39.833                      57363.835470         
            40.000                      57720.740709         
            40.167                      58079.430236         
            40.333                      58439.957597         
            40.500                      58799.862528         
            40.667                      59159.231445         
            40.833                      59519.389178         
            41.000                      59880.017739         
            41.167                      60239.521018         
            41.333                      60598.570956         
            41.500                      60957.561503         
            41.666                      61315.485867         
            41.833                      61671.928391         
            42.000                      62031.274982         
            42.166                      62394.512510         
            42.333                      62759.259730         
            42.500                      63127.121559         
            42.666                      63499.317215         
            42.833                      63874.708250         
            43.000                      64254.294486         
            43.166                      64634.354176         
            43.333                      65012.937469         
            43.500                      65389.077526         
            43.666                      65764.172896         
            43.833                      66137.459273         
            44.000                      66507.708504         
            44.166                      66877.680371         
            44.333                      67249.806701         
            44.500                      67625.810599         
            44.666                      68006.052877         
            44.833                      68391.553781         
            45.000                      68782.243708         
            45.166                      69176.196059         
            45.333                      69571.970521         
            45.500                      69969.250112         
            45.666                      70370.262817         
            45.833                      70776.214554         
            46.000                      71188.888677         
            46.166                      71604.500241         
            46.333                      72019.891281         
            46.500                      72434.790950         
            46.666                      72852.632025         
            46.833                      73275.172006         
            47.000                      73703.342853         
            47.166                      74134.908185         
            47.333                      74568.539112         
            47.500                      75002.957986         
            47.666                      75437.021797         
            47.833                      75869.542691         
            48.000                      76298.027638         
            48.166                      76723.486273         
            48.333                      77147.012982         
            48.500                      77566.688204         
            48.666                      77983.504388         
            48.833                      78398.329100         
            49.000                      78812.824767         
            49.166                      79225.546579         
            49.333                      79635.990117         
            49.500                      80043.710867         
            49.666                      80448.312824         
            49.833                      80847.125244         
            50.000                      81240.006180         
            50.166                      81630.683347         
            50.333                      82020.027977         
            50.500                      82409.137285         
            50.666                      82798.956410         
            50.833                      83190.750812         
            51.000                      83581.921935         
            51.166                      83972.326756         
            51.333                      84360.859600         
            51.500                      84749.906686         
            51.666                      85138.307062         
            51.833                      85528.204087         
            52.000                      85919.805968         
            52.166                      86314.851616         
            52.333                      86713.301476         
            52.500                      87115.066709         
            52.666                      87517.222666         
            52.833                      87918.074613         
            53.000                      88315.749403         
            53.166                      88712.983669         
            53.333                      89111.390207         
            53.500                      89511.702046         
            53.666                      89914.352370         
            53.833                      90320.670037         
            54.000                      90729.516153         
            54.166                      91137.144895         
            54.333                      91542.304059         
            54.500                      91945.309167         
            54.666                      92343.201319         
            54.833                      92736.190095         
            55.000                      93129.258633         
            55.166                      93525.591818         
            55.333                      93922.978492         
            55.500                      94318.845363         
            55.666                      94710.940827         
            55.833                      95100.157199         
            56.000                      95486.226713         
            56.166                      95872.071016         
            56.333                      96259.227370         
            56.500                      96645.884199         
            56.666                      97031.929312         
            56.833                      97417.058231         
            57.000                      97801.207631         
            57.166                      98184.369746         
            57.333                      98566.034953         
            57.500                      98945.348479         
            57.666                      99321.945651         
            57.833                      99696.248271         
            58.000                     100070.051855         
            58.166                     100443.946245         
            58.333                     100818.597982         
            58.500                     101193.215575         
            58.666                     101566.883678         
            58.833                     101939.342847         
            59.000                     102313.246547         
            59.166                     102689.127057         
            59.333                     103064.036086         
            59.500                     103438.897942         
            59.666                     103814.130700         
            59.833                     104189.615953         
            60.000                     104565.720971         
            60.166                     104942.215263         
            60.333                     105318.689909         
            60.500                     105697.490768         
            60.666                     106078.365305         
            60.833                     106461.137793         
            61.000                     106845.784409         
            61.166                     107230.967593         
            61.333                     107618.385583         
            61.500                     108007.724575         
            61.666                     108400.426408         
            61.833                     108796.140626         
            62.000                     109193.093374         
            62.166                     109588.915439         
            62.333                     109984.326667         
            62.500                     110380.268697         
            62.666                     110777.546549         
            62.833                     111175.815145         
            63.000                     111573.893489         
            63.166                     111972.645057         
            63.333                     112371.487817         
            63.500                     112768.541192         
            63.666                     113162.712516         
            63.833                     113555.315061         
            64.000                     113947.767488         
            64.166                     114340.702647         
            64.333                     114734.192521         
            64.500                     115127.219546         
            64.666                     115522.859995         
            64.833                     115921.148075         
            65.000                     116321.280366         
            65.166                     116720.694490         
            65.333                     117118.023465         
            65.500                     117515.378670         
            65.666                     117911.556412         
            65.833                     118308.885018         
            66.000                     118708.290497         
            66.166                     119107.956098         
            66.333                     119508.365846         
            66.500                     119908.856154         
            66.666                     120309.599649         
            66.833                     120711.856553         
            67.000                     121115.450126         
            67.166                     121520.073644         
            67.333                     121926.534842         
            67.500                     122333.439839         
            67.666                     122740.666535         
            67.833                     123147.201816         
            68.000                     123554.167407         
            68.166                     123964.067328         
            68.333                     124376.394827         
            68.500                     124792.333792         
            68.666                     125214.036966         
            68.833                     125640.038624         
            69.000                     126070.616276         
            69.166                     126504.896204         
            69.333                     126942.505521         
            69.500                     127381.843333         
            69.666                     127822.948807         
            69.833                     128264.291798         
            70.000                     128705.837129         
            70.166                     129147.228221         
            70.333                     129587.494028         
            70.500                     130025.568279         
            70.666                     130461.383846         
            70.833                     130894.379738         
            71.000                     131325.495663         
            71.166                     131756.488898         
            71.333                     132184.636334         
            71.500                     132610.627173         
            71.666                     133035.983009         
            71.833                     133462.325207         
            72.000                     133889.278898         
            72.166                     134319.841380         
            72.333                     134754.204939         
            72.500                     135190.544105         
