             TauR                           MSD              
            0.000                         0.000000           
            0.167                        10.628478           
            0.333                        46.418353           
            0.500                        108.209354          
            0.667                        194.708488          
            0.833                        309.648713          
            1.000                        445.979888          
            1.167                        608.240751          
            1.333                        795.966196          
            1.500                       1015.874495          
            1.667                       1267.788010          
            1.833                       1556.277386          
            2.000                       1881.496157          
            2.167                       2247.360001          
            2.333                       2648.244610          
            2.500                       3086.413710          
            2.667                       3556.248092          
            2.833                       4062.100126          
            3.000                       4590.162151          
            3.167                       5129.225366          
            3.333                       5677.985035          
            3.500                       6231.602965          
            3.667                       6784.213517          
            3.833                       7334.856115          
            4.000                       7883.844649          
            4.167                       8436.745301          
            4.333                       8997.861396          
            4.500                       9564.339192          
            4.667                       10135.236614         
            4.833                       10708.688340         
            5.000                       11271.356461         
            5.167                       11817.430803         
            5.333                       12354.154805         
            5.500                       12893.518411         
            5.667                       13430.126836         
            5.833                       13970.347890         
            6.000                       14515.536433         
            6.167                       15063.283351         
            6.333                       15613.086874         
            6.500                       16166.080766         
            6.667                       16720.074303         
            6.833                       17273.152301         
            7.000                       17821.590366         
            7.167                       18369.813677         
            7.333                       18919.765762         
            7.500                       19472.707558         
            7.667                       20024.186408         
            7.833                       20576.453334         
            8.000                       21128.454051         
            8.167                       21675.542627         
            8.333                       22224.428019         
            8.500                       22777.967287         
            8.667                       23338.345185         
            8.833                       23909.272259         
            9.000                       24490.527215         
            9.167                       25079.602189         
            9.333                       25677.398514         
            9.500                       26281.630668         
            9.667                       26888.487421         
            9.833                       27503.953344         
            10.000                      28125.106779         
            10.167                      28747.208792         
            10.333                      29370.525537         
            10.500                      30000.823898         
            10.667                      30639.753806         
            10.833                      31284.878074         
            11.000                      31931.157679         
            11.167                      32579.019336         
            11.333                      33238.475161         
            11.500                      33906.274705         
            11.667                      34584.310992         
            11.833                      35279.999317         
            12.000                      35989.741228         
            12.167                      36704.971863         
            12.333                      37420.497866         
            12.500                      38139.070955         
            12.667                      38864.529454         
            12.833                      39591.197902         
            13.000                      40318.375791         
            13.167                      41039.251381         
            13.333                      41751.327170         
            13.500                      42462.623907         
            13.667                      43173.723752         
            13.833                      43877.863038         
            14.000                      44577.615773         
            14.167                      45279.750847         
            14.333                      45978.592182         
            14.500                      46678.595920         
            14.667                      47383.785141         
            14.833                      48099.015504         
            15.000                      48820.365359         
            15.167                      49550.751361         
            15.333                      50287.272691         
            15.500                      51021.072804         
            15.667                      51749.954413         
            15.833                      52482.880673         
            16.000                      53217.953255         
            16.167                      53958.921247         
            16.333                      54708.720127         
            16.500                      55461.115476         
            16.667                      56214.091066         
            16.833                      56965.596599         
            17.000                      57726.486518         
            17.167                      58501.867839         
            17.333                      59287.481035         
            17.500                      60086.121315         
            17.667                      60898.492927         
            17.833                      61724.555125         
            18.000                      62555.634274         
            18.167                      63385.463835         
            18.333                      64226.908093         
            18.500                      65074.846204         
            18.667                      65934.632328         
            18.833                      66808.421660         
            19.000                      67711.734428         
            19.167                      68639.958418         
            19.333                      69577.627989         
            19.500                      70528.553170         
            19.667                      71487.212917         
            19.833                      72451.131006         
            20.000                      73418.673049         
            20.167                      74393.845892         
            20.333                      75374.869193         
            20.500                      76371.980721         
            20.667                      77365.332754         
            20.833                      78350.080441         
            21.000                      79325.331455         
            21.167                      80296.444430         
            21.333                      81264.174133         
            21.500                      82221.983784         
            21.667                      83172.677458         
            21.833                      84134.580491         
            22.000                      85096.970290         
            22.167                      86061.048323         
            22.333                      87027.189479         
            22.500                      87989.389457         
            22.667                      88945.249730         
            22.833                      89897.150305         
            23.000                      90837.488116         
            23.167                      91766.390615         
            23.333                      92691.335110         
            23.500                      93615.472003         
            23.667                      94546.480236         
            23.833                      95487.806473         
            24.000                      96432.463900         
            24.167                      97378.691617         
            24.333                      98317.855023         
            24.500                      99263.428777         
            24.667                     100215.254632         
            24.833                     101162.591925         
            25.000                     102103.101295         
            25.167                     103049.509567         
            25.333                     103996.388081         
            25.500                     104947.604464         
            25.667                     105903.449565         
            25.833                     106857.591530         
            26.000                     107804.136251         
            26.167                     108740.181138         
            26.333                     109676.701359         
            26.500                     110614.099989         
            26.667                     111557.190256         
            26.833                     112512.449103         
            27.000                     113479.522190         
            27.167                     114452.792116         
            27.333                     115427.199408         
            27.500                     116426.279115         
            27.667                     117448.402082         
            27.833                     118461.245859         
            28.000                     119473.276566         
            28.167                     120500.106897         
            28.333                     121539.666821         
            28.500                     122595.983724         
            28.667                     123662.142387         
            28.833                     124723.045556         
            29.000                     125781.008769         
            29.167                     126823.623264         
            29.333                     127853.533057         
            29.500                     128866.991100         
            29.667                     129877.382332         
            29.833                     130886.782176         
            30.000                     131899.907852         
            30.167                     132922.897778         
            30.333                     133958.615853         
            30.500                     135009.951488         
            30.667                     136074.814787         
            30.833                     137153.732139         
            31.000                     138243.076025         
            31.167                     139340.816280         
            31.333                     140440.983546         
            31.500                     141544.714807         
            31.667                     142653.996578         
            31.833                     143767.201118         
            32.000                     144891.922427         
            32.167                     146013.057112         
            32.333                     147145.013093         
            32.500                     148283.466608         
            32.667                     149417.552704         
            32.833                     150560.033080         
            33.000                     151710.932252         
            33.167                     152862.392674         
            33.333                     154018.290510         
            33.500                     155185.778605         
            33.667                     156352.753903         
            33.833                     157535.678657         
            34.000                     158720.334503         
            34.167                     159899.190823         
            34.333                     161078.578221         
            34.500                     162252.955135         
            34.667                     163425.522883         
            34.833                     164599.718440         
            35.000                     165763.120035         
            35.167                     166920.165597         
            35.333                     168076.437481         
            35.500                     169249.045606         
            35.667                     170433.816242         
            35.833                     171625.660959         
            36.000                     172823.003190         
            36.167                     174039.729308         
            36.333                     175284.302820         
            36.500                     176546.239064         
            36.667                     177818.766048         
            36.833                     179096.786835         
            37.000                     180378.725160         
            37.167                     181665.045818         
            37.333                     182946.706332         
            37.500                     184218.906526         
            37.667                     185479.495931         
            37.833                     186721.454242         
            38.000                     187949.812758         
            38.167                     189161.140677         
            38.333                     190358.025588         
            38.500                     191537.944848         
            38.667                     192697.327280         
            38.833                     193847.317217         
            39.000                     194987.728550         
            39.167                     196129.716942         
            39.333                     197282.866525         
            39.500                     198442.604409         
            39.667                     199615.469394         
            39.833                     200780.742407         
            40.000                     201942.940413         
            40.167                     203103.976954         
            40.333                     204256.884146         
            40.500                     205405.766456         
            40.667                     206551.767220         
            40.833                     207682.734325         
            41.000                     208796.771931         
            41.167                     209895.659977         
            41.333                     210988.055527         
            41.500                     212074.915343         
            41.666                     213158.296882         
            41.833                     214250.263742         
            42.000                     215350.402310         
            42.166                     216470.898245         
            42.333                     217608.589114         
            42.500                     218756.087188         
            42.666                     219906.734916         
            42.833                     221058.961441         
            43.000                     222222.914397         
            43.166                     223388.658849         
            43.333                     224541.934532         
            43.500                     225673.589117         
            43.666                     226794.928793         
            43.833                     227900.368186         
            44.000                     229001.354142         
            44.166                     230104.037813         
            44.333                     231211.641861         
            44.500                     232319.735045         
            44.666                     233427.187961         
            44.833                     234547.119349         
            45.000                     235682.272624         
            45.166                     236835.470386         
            45.333                     238011.617593         
            45.500                     239207.431669         
            45.666                     240416.676470         
            45.833                     241636.347405         
            46.000                     242878.699372         
            46.166                     244142.079136         
            46.333                     245408.741097         
            46.500                     246678.195368         
            46.666                     247952.329419         
            46.833                     249243.430987         
            47.000                     250551.080309         
            47.166                     251861.836438         
            47.333                     253170.866478         
            47.500                     254480.936168         
            47.666                     255797.800730         
            47.833                     257132.057142         
            48.000                     258470.624183         
            48.166                     259803.296237         
            48.333                     261137.964172         
            48.500                     262482.791194         
            48.666                     263824.801782         
            48.833                     265162.112600         
            49.000                     266498.062050         
