             TauR                           MSD              
            0.000                         0.000000           
            0.167                         4.504844           
            0.333                        15.800665           
            0.500                        34.921439           
            0.667                        60.625124           
            0.833                        90.680320           
            1.000                        124.819592          
            1.167                        163.880340          
            1.333                        206.576653          
            1.500                        254.796652          
            1.667                        311.379948          
            1.833                        378.490565          
            2.000                        457.200069          
            2.167                        547.749043          
            2.333                        650.283764          
            2.500                        760.923489          
            2.667                        883.737461          
            2.833                       1024.619990          
            3.000                       1178.936299          
            3.167                       1336.329540          
            3.333                       1489.364849          
            3.500                       1633.081808          
            3.667                       1773.284373          
            3.833                       1917.328465          
            4.000                       2072.143362          
            4.167                       2239.991651          
            4.333                       2419.150108          
            4.500                       2614.247685          
            4.667                       2826.873148          
            4.833                       3057.563729          
            5.000                       3307.518439          
            5.167                       3567.362341          
            5.333                       3827.987563          
            5.500                       4096.006631          
            5.667                       4377.056408          
            5.833                       4670.780539          
            6.000                       4975.641593          
            6.167                       5284.838651          
            6.333                       5591.408630          
            6.500                       5898.347139          
            6.667                       6202.317062          
            6.833                       6506.340404          
            7.000                       6812.339319          
            7.167                       7116.542234          
            7.333                       7417.558652          
            7.500                       7712.826165          
            7.667                       7997.444123          
            7.833                       8275.620112          
            8.000                       8551.437548          
            8.167                       8823.910039          
            8.333                       9096.786429          
            8.500                       9368.060342          
            8.667                       9638.139000          
            8.833                       9905.859130          
            9.000                       10175.760702         
            9.167                       10450.324255         
            9.333                       10736.765798         
            9.500                       11033.519189         
            9.667                       11339.734099         
            9.833                       11659.423357         
            10.000                      11989.493572         
            10.167                      12327.848462         
            10.333                      12675.416781         
            10.500                      13023.690245         
            10.667                      13373.586629         
            10.833                      13721.786220         
            11.000                      14074.062003         
            11.167                      14425.809378         
            11.333                      14765.015273         
            11.500                      15100.069849         
            11.667                      15438.006504         
            11.833                      15783.383035         
            12.000                      16127.061300         
            12.167                      16473.542557         
            12.333                      16822.381573         
            12.500                      17173.934824         
            12.667                      17527.016896         
            12.833                      17876.972684         
            13.000                      18230.085302         
            13.167                      18588.738944         
            13.333                      18953.984913         
            13.500                      19331.363973         
            13.667                      19711.195529         
            13.833                      20089.360118         
            14.000                      20470.283826         
            14.167                      20852.953481         
            14.333                      21237.290300         
            14.500                      21621.626878         
            14.667                      22005.196329         
            14.833                      22387.793408         
            15.000                      22767.279493         
            15.167                      23143.535244         
            15.333                      23521.930196         
            15.500                      23897.128708         
            15.667                      24264.472063         
            15.833                      24615.030491         
            16.000                      24954.171479         
            16.167                      25283.795148         
            16.333                      25614.633623         
            16.500                      25944.476266         
            16.667                      26273.296968         
            16.833                      26603.065258         
            17.000                      26936.273641         
            17.167                      27272.189832         
            17.333                      27617.483363         
            17.500                      27969.891062         
            17.667                      28331.228740         
            17.833                      28698.557030         
            18.000                      29074.035671         
            18.167                      29455.163089         
            18.333                      29844.041157         
            18.500                      30242.464816         
            18.667                      30643.004926         
            18.833                      31045.515603         
            19.000                      31447.723205         
            19.167                      31851.811420         
            19.333                      32250.914837         
            19.500                      32640.797940         
            19.667                      33022.760776         
            19.833                      33398.022644         
            20.000                      33771.005136         
            20.167                      34145.315878         
            20.333                      34523.960063         
            20.500                      34899.605818         
            20.667                      35278.384047         
            20.833                      35658.675489         
            21.000                      36039.191973         
            21.167                      36410.705558         
            21.333                      36782.871085         
            21.500                      37160.007686         
            21.667                      37538.010703         
            21.833                      37915.553118         
            22.000                      38298.505502         
            22.167                      38681.411701         
            22.333                      39060.001278         
