             TauR                           MSD              
            0.000                         0.000000           
            0.167                         1.088836           
            0.333                         5.112595           
            0.500                        13.428724           
            0.667                        27.136981           
            0.833                        46.818549           
            1.000                        73.228973           
            1.167                        106.010050          
            1.333                        144.919362          
            1.500                        191.808761          
            1.667                        245.931033          
            1.833                        306.635120          
            2.000                        373.508918          
            2.167                        444.349836          
            2.333                        518.689832          
            2.500                        595.698048          
            2.667                        674.704450          
            2.833                        755.390415          
            3.000                        838.323373          
            3.167                        923.169277          
            3.333                       1009.923701          
            3.500                       1098.782831          
            3.667                       1190.544022          
            3.833                       1285.741195          
            4.000                       1384.739007          
            4.167                       1488.105178          
            4.333                       1594.405356          
            4.500                       1703.136617          
            4.667                       1814.781022          
            4.833                       1928.905453          
            5.000                       2045.923080          
            5.167                       2165.365730          
            5.333                       2287.582373          
            5.500                       2413.510792          
            5.667                       2544.643469          
            5.833                       2680.384054          
            6.000                       2818.277541          
            6.167                       2956.866611          
            6.333                       3095.624661          
            6.500                       3235.056696          
            6.667                       3376.052867          
            6.833                       3520.439843          
            7.000                       3667.806369          
            7.167                       3817.436754          
            7.333                       3969.264139          
            7.500                       4121.868704          
            7.667                       4275.798281          
            7.833                       4431.042195          
            8.000                       4587.966634          
            8.167                       4747.080004          
            8.333                       4907.863498          
            8.500                       5068.716809          
            8.667                       5230.830113          
            8.833                       5394.796204          
            9.000                       5560.286480          
            9.167                       5727.970712          
            9.333                       5896.255786          
            9.500                       6065.877361          
            9.667                       6235.862159          
            9.833                       6405.325163          
            10.000                      6574.591968          
            10.167                      6744.156327          
            10.333                      6915.939619          
            10.500                      7091.500028          
            10.667                      7269.252731          
            10.833                      7448.397978          
            11.000                      7629.555393          
            11.167                      7813.684068          
            11.333                      8000.210442          
            11.500                      8188.695918          
            11.667                      8378.227357          
            11.833                      8567.343919          
            12.000                      8755.228200          
            12.167                      8944.036201          
            12.333                      9133.060510          
            12.500                      9322.568374          
            12.667                      9514.259659          
            12.833                      9707.413367          
            13.000                      9901.314042          
            13.167                      10096.513252         
            13.333                      10293.089103         
            13.500                      10490.751916         
            13.667                      10690.057294         
            13.833                      10891.454096         
            14.000                      11094.513846         
            14.167                      11300.506313         
            14.333                      11508.435354         
            14.500                      11716.242826         
            14.667                      11924.541593         
            14.833                      12132.116472         
            15.000                      12339.966504         
            15.167                      12548.149570         
            15.333                      12756.121355         
            15.500                      12965.330859         
            15.667                      13175.537895         
