 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       54965      100000      3254      22150       385        4695        0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.8       17664      100000      3514      78161       1927      67920       378       36232       127       19333        0          0          0          0          0          0          0          0          0          0     
   1.7       17948      100000      3429      77831       1874      67800       350       36689       122       20892        1         675         0          0          0          0          0          0          0          0     
   2.5       17656      100000      3399      78252       1823      67973       352       38522       135       23569        0          0          0          0          0          0          0          0          0          0     
   3.3       17695      100000      3454      78292       1892      68130       375       37174       112       19009        1         800         0          0          0          0          0          0          0          0     
   4.2       17661      100000      3463      78409       1871      68019       350       37282       135       22739        0          0          0          0          0          0          0          0          0          0     
   5.0       17784      100000      3456      78042       1843      67576       337       36748       127       22263        1         618         0          0          0          0          0          0          0          0     
   5.8       17758      100000      3398      78108       1847      67923       366       37833       138       22393        0          0          0          0          0          0          0          0          0          0     
   6.7       17664      100000      3358      77939       1850      68205       359       37323       133       21744        1         566         0          0          0          0          0          0          0          0     
   7.5       17766      100000      3399      77879       1843      67904       343       37848       135       23398        2         1057        0          0          0          0          0          0          0          0     
   8.3       17700      100000      3472      78299       1826      67747       348       37629       132       22658        1         654         0          0          0          0          0          0          0          0     
   9.2       17806      100000      3433      77889       1792      67262       340       37421       130       22692        2         1410        0          0          0          0          0          0          0          0     
   10.0      17699      100000      3399      78101       1811      67934       344       37899       126       22643        1         636         0          0          0          0          0          0          0          0     
   10.8      17548      100000      3487      78508       1909      68328       359       37093       129       21245        1         573         0          0          0          0          0          0          0          0     
   11.7      17618      100000      3496      78230       1858      67596       374       37843       127       20858        0          0          0          0          0          0          0          0          0          0     
   12.5      17548      100000      3422      78293       1822      67889       359       38092       135       22739        0          0          0          0          0          0          0          0          0          0     
   13.3      17825      100000      3498      78120       1852      67515       362       37314       141       22107        0          0          0          0          0          0          0          0          0          0     
   14.2      17676      100000      3509      78129       1883      67630       357       36242       120       19943        2         1673        1         1156        0          0          0          0          0          0     
   15.0      17807      100000      3350      77901       1813      68006       382       38723       125       21368        0          0          0          0          0          0          0          0          0          0     
