 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       35996      100000      5386      51093       1789      27958        8         540         0          0          0          0          0          0          0          0          0          0          0          0     
   0.8        9681      100000      1493      88145       881       84244       310       72796       177       63504        34       30645        9        13770        0          0          0          0          0          0     
   1.7       10018      100000      1529      87384       833       82948       254       71470       161       65032        41       38346        10       17032        0          0          0          0          0          0     
   2.5       10078      100000      1507      87503       759       82671       200       71470       138       67153        43       46035        15       27198        0          0          0          0          0          0     
   3.3        9983      100000      1429      87508       731       83064       190       72144       122       67627        42       49499        17       33153        1         5758        0          0          0          0     
   4.2       10090      100000      1506      87398       777       82707       223       71475       146       66278        37       41590        11       22287        0          0          0          0          0          0     
   5.0       10014      100000      1485      87304       761       82667       212       72060       125       65736        35       45871        15       32681        0          0          0          0          0          0     
   5.8       10339      100000      1494      87013       773       82362       207       71067       131       65944        30       43557        17       33752        0          0          0          0          0          0     
   6.7       10128      100000      1500      87441       779       82786       238       72096       152       66020        39       40187        10       20463        0          0          0          0          0          0     
   7.5       10206      100000      1539      87241       822       82664       219       70362       134       64453        36       43191        20       31496        0          0          0          0          0          0     
   8.3       10436      100000      1550      86939       810       82155       218       70238       145       65224        42       43846        16       24613        0          0          0          0          0          0     
   9.2       10138      100000      1507      87274       789       82650       212       71248       137       65982        40       45188        16       29033        0          0          0          0          0          0     
   10.0      10313      100000      1517      87032       815       82490       218       70276       130       64031        36       43250        18       31299        0          0          0          0          0          0     
   10.8      10353      100000      1523      87100       776       82378       212       70901       127       65002        36       44245        20       33089        1         5074        0          0          0          0     
   11.7      10398      100000      1624      87131       858       82304       194       69046       120       63966        38       45985        15       28714        0          0          0          0          0          0     
   12.5      10159      100000      1452      87174       753       82681       206       71414       116       65279        38       47957        17       32882        0          0          0          0          0          0     
   13.3      10337      100000      1558      87206       830       82460       236       70590       134       63655        36       41316        17       28544        0          0          0          0          0          0     
   14.2      10307      100000      1542      87091       789       82217       201       70518       121       64856        38       45894        17       31003        0          0          0          0          0          0     
   15.0      10280      100000      1531      87110       776       82255       208       70242       134       65298        35       43074        16       30087        0          0          0          0          0          0     
   15.8      10157      100000      1577      87467       801       82488       218       70738       119       64091        36       46294        17       32370        0          0          0          0          0          0     
   16.7      10194      100000      1511      87335       830       83012       208       70923       115       64539        37       46963        21       35280        0          0          0          0          0          0     
   17.5      10335      100000      1571      87070       834       82266       220       70005       127       63599        35       43863        15       29311        0          0          0          0          0          0     
   18.3      10340      100000      1568      87226       826       82370       210       69808       111       62833        35       46444        16       32736        0          0          0          0          0          0     
   19.2      10247      100000      1520      87099       777       82317       220       70691       139       65127        33       42438        16       30597        0          0          0          0          0          0     
   20.0      10215      100000      1564      87385       813       82587       205       70535       119       64658        37       45353        17       30900        0          0          0          0          0          0     
   20.8      10143      100000      1552      87412       795       82554       227       71026       134       64555        32       43232        16       32291        0          0          0          0          0          0     
   21.7      10069      100000      1497      87382       762       82573       198       71134       120       65471        32       44088        18       34772        0          0          0          0          0          0     
   22.5      10208      100000      1492      87087       770       82365       212       71162       124       65047        42       48840        18       31755        0          0          0          0          0          0     
   23.3      10096      100000      1512      87373       777       82663       208       71171       130       65838        35       43911        18       31980        0          0          0          0          0          0     
   24.2      10142      100000      1596      87397       832       82491       227       70250       141       64423        36       41039        14       26691        0          0          0          0          0          0     
   25.0      10024      100000      1474      87374       810       83114       211       70989       128       65188        38       45813        20       33583        0          0          0          0          0          0     
   25.8      10201      100000      1556      87194       834       82590       199       69592       123       64361        36       45473        20       34428        0          0          0          0          0          0     
   26.7      10132      100000      1524      87463       798       82803       213       71155       116       64644        33       47482        19       38432        0          0          0          0          0          0     
   27.5      10307      100000      1598      87148       827       82117       222       69874       133       63514        35       41971        17       29122        0          0          0          0          0          0     
   28.3      10328      100000      1571      87163       816       82342       209       69846       129       64062        37       44614        18       32254        0          0          0          0          0          0     
   29.2      10213      100000      1545      87409       775       82483       213       71150       120       64721        30       47025        17       37881        0          0          0          0          0          0     
   30.0      10270      100000      1567      87093       786       82046       206       70102       129       64747        39       45971        14       29306        0          0          0          0          0          0     
   30.8      10325      100000      1549      87014       832       82413       218       70085       109       62436        35       47480        17       36309        0          0          0          0          0          0     
   31.7      10402      100000      1566      87025       825       82270       199       69716       120       64226        36       46238        17       34127        1         6117        0          0          0          0     
   32.5      10291      100000      1476      87120       771       82668       205       71084       124       65421        39       46099        19       31498        0          0          0          0          0          0     
   33.3      10285      100000      1532      87154       820       82536       212       70446       122       64242        39       47229        18       33852        0          0          0          0          0          0     
   34.2      10133      100000      1510      87508       759       82661       214       71838       134       66415        35       46139        17       33701        0          0          0          0          0          0     
   35.0      10265      100000      1564      87249       835       82553       233       70660       132       63527        35       42172        15       28664        0          0          0          0          0          0     
   35.8      10284      100000      1470      86964       743       82291       210       71452       111       64396        27       47806        16       40412        3        18195        0          0          0          0     
   36.7      10167      100000      1495      87283       778       82692       218       70996       137       65410        30       41839        15       31511        0          0          0          0          0          0     
   37.5      10232      100000      1494      87210       793       82676       198       70549       124       65356        31       44664        17       33714        1         6236        0          0          0          0     
   38.3      10135      100000      1525      87322       822       82786       220       70929       131       64594        39       42309        15       25844        0          0          0          0          0          0     
   39.2      10246      100000      1553      87163       799       82286       217       71048       132       65336        31       41321        20       32992        0          0          0          0          0          0     
   40.0      10247      100000      1533      87264       816       82705       210       70732       136       65649        43       45598        15       26009        0          0          0          0          0          0     
   40.8      10111      100000      1565      87314       800       82337       219       70514       125       64034        34       44681        22       36114        0          0          0          0          0          0     
   41.7      10253      100000      1508      87189       783       82574       234       71921       145       65730        33       41991        16       29669        0          0          0          0          0          0     
   42.5      10334      100000      1528      87110       781       82284       208       70690       117       64316        31       42197        18       32753        0          0          0          0          0          0     
   43.3      10363      100000      1544      87074       816       82504       230       70668       134       64228        36       44017        19       32511        0          0          0          0          0          0     
   44.2      10224      100000      1541      87297       776       82418       221       71194       125       64620        33       42548        17       31918        0          0          0          0          0          0     
   45.0      10260      100000      1484      87236       765       82620       228       71895       138       65735        38       43142        16       26898        0          0          0          0          0          0     
   45.8      10291      100000      1485      87073       799       82655       213       70916       134       65221        32       44017        14       31270        1         6534        0          0          0          0     
   46.7      10315      100000      1545      87194       762       82183       199       70837       118       65383        22       45517        15       40782        1        10121        1        10121        0          0     
   47.5      10312      100000      1535      87153       810       82572       221       70827       132       64684        35       45396        17       33548        0          0          0          0          0          0     
   48.3      10388      100000      1572      86959       879       82591       215       69217       122       62883        35       44313        17       31542        1         5390        0          0          0          0     
   49.2      10213      100000      1503      87058       800       82547       224       70924       125       63914        39       45953        17       29952        0          0          0          0          0          0     
   50.0      10248      100000      1602      87345       861       82555       207       69356       122       63480        36       45230        13       29326        1         5544        0          0          0          0     
   50.8      10459      100000      1552      86830       795       81921       203       70606       124       65279        31       43579        15       31781        1         6759        0          0          0          0     
   51.7      10369      100000      1550      87107       822       82392       205       69756       126       64138        30       43831        17       34905        0          0          0          0          0          0     
   52.5      10324      100000      1549      87176       792       82423       212       71061       122       64689        40       45655        19       31601        0          0          0          0          0          0     
   53.3      10180      100000      1532      87079       821       82514       204       70332       121       64746        35       46661        15       32955        1         5147        0          0          0          0     
   54.2      10351      100000      1541      87018       824       82334       218       69863       138       64244        33       41845        15       29425        0          0          0          0          0          0     
   55.0      10316      100000      1565      87111       800       82231       210       70594       122       64599        32       45536        13       31311        0          0          0          0          0          0     
   55.8      10300      100000      1562      87087       835       82410       221       69866       128       63166        31       41805        12       27976        1         7397        0          0          0          0     
   56.7      10199      100000      1526      87241       803       82618       221       70798       123       63596        39       44107        16       28412        0          0          0          0          0          0     
   57.5      10373      100000      1526      87060       769       82164       199       70702       118       65075        34       45935        14       31630        1         5842        0          0          0          0     
   58.3      10271      100000      1586      87302       853       82605       225       70143       126       63306        34       42970        13       28019        1         6109        0          0          0          0     
   59.2      10134      100000      1574      87354       867       82841       238       70617       134       63419        36       44738        17       31408        0          0          0          0          0          0     
   60.0      10419      100000      1595      87091       861       82324       219       69801       125       63021        32       43383        17       32867        0          0          0          0          0          0     
   60.8      10286      100000      1580      87158       850       82482       238       70494       136       63642        34       41979        13       26996        0          0          0          0          0          0     
   61.7      10139      100000      1506      87325       786       82715       206       71140       112       64317        37       49004        17       35868        1         9530        0          0          0          0     
   62.5      10191      100000      1506      87367       792       82760       205       70953       117       64813        32       46624        17       35345        0          0          0          0          0          0     
   63.3      10555      100000      1567      86776       816       81966       210       69977       125       63990        31       41382        11       27401        1         5129        0          0          0          0     
   64.2      10323      100000      1507      86948       785       82311       205       70446       115       64122        29       44793        12       32995        1         9705        0          0          0          0     
   65.0      10147      100000      1579      87489       812       82588       205       70578       119       64505        39       48767        19       36539        0          0          0          0          0          0     
   65.8      10399      100000      1519      86758       809       82237       209       70008       123       64072        28       45092        17       36973        0          0          0          0          0          0     
   66.7      10084      100000      1484      87247       755       82543       193       71235       118       66090        29       49144        17       40416        1         5087        0          0          0          0     
   67.5      10453      100000      1569      86991       840       82257       203       69573       128       64186        34       42554        18       32126        0          0          0          0          0          0     
   68.3      10359      100000      1551      87101       801       82269       215       70502       128       64330        35       44791        12       29485        1         7762        0          0          0          0     
   69.2      10274      100000      1562      87276       811       82477       224       70925       118       63383        29       43829        15       33748        1         5231        0          0          0          0     
   70.0      10111      100000      1502      87319       796       82787       196       70359       124       65231        34       45756        15       32852        1         6263        0          0          0          0     
   70.8      10244      100000      1528      87131       795       82373       225       70745       143       64946        32       41014        16       29800        0          0          0          0          0          0     
   71.7      10315      100000      1502      87038       792       82521       219       71054       131       64853        33       42732        16       30642        0          0          0          0          0          0     
   72.5      10427      100000      1587      86901       835       82001       229       70300       123       62795        36       44710        16       30532        0          0          0          0          0          0     
   73.3      10476      100000      1517      86896       791       82221       202       70258       125       65104        33       45802        17       34328        0          0          0          0          0          0     
   74.2      10309      100000      1541      87121       790       82278       203       70328       124       64893        39       47029        16       30788        0          0          0          0          0          0     
   75.0      10395      100000      1554      86997       762       81892       195       70256       118       64909        37       47931        20       35790        1         6798        0          0          0          0     
   75.8      10428      100000      1543      86927       814       82300       209       70286       131       64920        32       43291        14       30257        1         6747        0          0          0          0     
   76.7      10285      100000      1512      87035       796       82471       217       70682       124       64232        35       46044        13       31096        2        11986        0          0          0          0     
   77.5      10427      100000      1579      86911       811       81958       227       70143       127       63251        36       44366        18       31941        0          0          0          0          0          0     
