 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       62730      100000      2163      13344       111        1263        0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.8       22512      100000      4499      71693       2275      57304       242       17552        26        3482        0          0          0          0          0          0          0          0          0          0     
   1.7       22909      100000      4461      71021       2172      56223       234       17900        36        4920        0          0          0          0          0          0          0          0          0          0     
   2.5       22540      100000      4395      71492       2200      57179       240       18567        37        4983        0          0          0          0          0          0          0          0          0          0     
   3.3       22711      100000      4447      71458       2214      56909       223       17347        40        5323        0          0          0          0          0          0          0          0          0          0     
   4.2       22533      100000      4474      71904       2162      57091       239       18834        40        5623        0          0          0          0          0          0          0          0          0          0     
   5.0       22489      100000      4333      71547       2178      57589       235       19205        50        6985        0          0          0          0          0          0          0          0          0          0     
   5.8       22604      100000      4404      71534       2166      56897       243       19370        46        6317        0          0          0          0          0          0          0          0          0          0     
   6.7       22230      100000      4339      71948       2203      58082       250       19386        38        5285        0          0          0          0          0          0          0          0          0          0     
   7.5       22471      100000      4361      71511       2163      57236       239       18462        46        5991        0          0          0          0          0          0          0          0          0          0     
   8.3       22505      100000      4405      71558       2237      57519       241       18888        49        6217        0          0          0          0          0          0          0          0          0          0     
   9.2       22555      100000      4457      71856       2263      57643       239       18732        49        6405        0          0          0          0          0          0          0          0          0          0     
   10.0      22616      100000      4396      71313       2192      57117       230       17633        33        4652        0          0          0          0          0          0          0          0          0          0     
   10.8      22813      100000      4477      71286       2237      56801       220       17562        43        5925        0          0          0          0          0          0          0          0          0          0     
   11.7      22628      100000      4352      71387       2136      57120       236       18704        38        5382        0          0          0          0          0          0          0          0          0          0     
   12.5      22576      100000      4344      71813       2224      58036       253       18844        31        4021        0          0          0          0          0          0          0          0          0          0     
   13.3      22608      100000      4391      71362       2187      56997       229       18987        52        7270        0          0          0          0          0          0          0          0          0          0     
   14.2      22730      100000      4418      71418       2189      56912       240       19010        42        5801        0          0          0          0          0          0          0          0          0          0     
   15.0      22511      100000      4578      71944       2264      56943       207       16398        39        5357        0          0          0          0          0          0          0          0          0          0     
   15.8      22405      100000      4376      71839       2207      57794       232       19340        59        7974        0          0          0          0          0          0          0          0          0          0     
   16.7      22543      100000      4389      71634       2180      57274       242       19231        45        5896        0          0          0          0          0          0          0          0          0          0     
   17.5      22576      100000      4438      71694       2213      57290       238       19273        41        5839        0          0          0          0          0          0          0          0          0          0     
   18.3      22614      100000      4474      71580       2179      56680       224       18221        49        6296        0          0          0          0          0          0          0          0          0          0     
   19.2      22493      100000      4399      71560       2215      57408       245       18410        36        4565        0          0          0          0          0          0          0          0          0          0     
   20.0      22548      100000      4298      71563       2207      57964       229       19043        57        7352        0          0          0          0          0          0          0          0          0          0     
   20.8      22671      100000      4452      71669       2200      57175       220       17246        40        5246        0          0          0          0          0          0          0          0          0          0     
   21.7      22576      100000      4323      71301       2210      57619       237       18333        42        5389        0          0          0          0          0          0          0          0          0          0     
   22.5      22585      100000      4374      71524       2197      57274       236       18578        38        4931        0          0          0          0          0          0          0          0          0          0     
   23.3      22452      100000      4392      71747       2204      57571       223       17441        41        5586        0          0          0          0          0          0          0          0          0          0     
   24.2      22781      100000      4426      71192       2215      56844       225       17699        36        4887        0          0          0          0          0          0          0          0          0          0     
   25.0      22664      100000      4399      71406       2200      57224       237       18592        38        5145        0          0          0          0          0          0          0          0          0          0     
   25.8      22364      100000      4436      71899       2220      57544       232       18289        40        5366        0          0          0          0          0          0          0          0          0          0     
