 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         95121.364            53676.399              0.564              44509.796           87487129.806           1965.570           1434276.566             729.9                76864        
  0.167         95484.384            819893.661             8.587              43902.654          123366897.450           2810.010           2177113.771             777.1                78802        
  0.333         94926.572            706112.108             7.439              43976.017          133981128.186           3046.686           2737933.910             900.9                80069        
  0.500         94816.528            630389.071             6.649              43895.065          143705954.887           3273.852           3031478.524             927.9                80852        
  0.667         94571.142            555791.915             5.877              43968.428          152168423.180           3460.857           3384449.057             979.6                81746        
  0.833         94395.324            566803.179             6.005              44168.279          155500342.852           3520.634           3423117.204             974.0                82312        
  1.000         94091.753            519689.038             5.523              44325.124          156105000.274           3521.818           3630381.339             1032.4               82748        
  1.167         94120.845            513108.396             5.452              44454.141          158568738.232           3567.018           3480849.182             977.3                83007        
  1.333         93943.762            442794.321             4.713              44511.061          158813084.848           3567.947           3562626.862             999.8                83223        
  1.500         93821.069            480992.393             5.127              44540.153          159750008.624           3586.652           3810512.971             1063.9               83411        
  1.667         93836.247            467581.034             4.983              44667.906          161606037.553           3617.945           3592030.665             994.2                83539        
  1.833         93965.265            472406.224             5.027              44614.781          161500710.002           3619.892           3459760.105             957.1                83435        
  2.000         93936.173            471410.095             5.018              44617.310          163703530.624           3669.059           3543912.815             967.2                83671        
  2.167         93972.854            445334.802             4.739              44656.522          166363227.838           3725.396           3544274.814             952.6                83791        
  2.333         93722.408            449360.003             4.795              44893.054          163224863.535           3635.860           3507935.404             966.1                84015        
  2.500         93283.496            435180.341             4.665              44898.113          161646121.632           3600.288           3825511.938             1063.9               84167        
  2.667         93361.918            418554.273             4.483              45027.131          164724232.055           3658.333           3739524.736             1023.4               84474        
  2.833         93212.663            400018.079             4.291              45162.473          163317028.814           3616.211           3725046.813             1031.3               84523        
  3.000         93178.511            415607.376             4.460              45128.321          161939697.045           3588.427           3736526.468             1042.6               84435        
  3.167         93327.766            417754.903             4.476              45073.931          161640236.678           3586.114           3597140.548             1004.3               84360        
  3.333         93268.317            415169.982             4.451              45220.657          160389650.669           3546.823           3509896.618             990.8                84456        
  3.500         93026.725            399700.192             4.297              45344.615          158190519.571           3488.629           3613056.725             1036.9               84449        
  3.667         93181.041            427745.862             4.590              45291.490          157973252.274           3487.923           3506245.856             1006.6               84366        
  3.833         93189.895            427538.350             4.588              45275.047          158082402.100           3491.601           3517793.785             1008.8               84324        
  4.000         93200.014            415979.417             4.463              45235.836          157410633.360           3479.777           3521625.547             1013.3               84137        
  4.167         93564.299            426980.315             4.563              44979.066          160061424.129           3558.576           3469469.046             976.2                83963        
  4.333         93480.817            430967.558             4.610              44932.265          162227448.829           3610.489           3682318.153             1021.2               84060        
  4.500         93747.706            440600.968             4.700              44779.215          161884575.403           3615.172           3585494.591             993.1                83810        
  4.667         93420.103            441382.062             4.725              45062.548          159306678.620           3535.235           3521967.916             997.6                84071        
