 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         100411.084           157507.099             1.569              39351.623           38177756.045           970.170             664506.396             686.0                62240        
  0.167         100264.358          1490708.024             14.868             39273.200           48610603.863           1237.755            910476.558             744.5                63622        
  0.333         99339.732           1373861.288             13.830             40022.008           51034430.114           1275.159            994422.207             788.4                64927        
  0.500         98546.654           1287203.591             13.062             40638.004           52087108.977           1281.734           1081540.841             852.5                65897        
  0.667         98078.649           1254263.687             12.788             40985.845           53037768.871           1294.051           1144149.998             893.0                66609        
  0.833         97943.307           1196200.080             12.213             41181.902           54511849.929           1323.685           1126877.049             859.2                67006        
  1.000         97738.396           1150497.604             11.771             41304.595           55823914.670           1351.518           1184321.749             884.0                67452        
  1.167         97404.469           1119448.026             11.493             41577.808           57299905.501           1378.137           1235764.672             904.2                68119        
  1.333         97046.508           1055169.435             10.873             41967.391           57680237.090           1374.406           1228351.299             900.9                68729        
  1.500         96600.006           1020454.000             10.564             42207.718           58678239.151           1390.225           1311153.803             950.3                69316        
  1.667         96627.833            999921.082             10.348             42362.033           59685942.986           1408.949           1248931.495             893.0                69662        
  1.833         96525.378            966383.399             10.012             42582.122           60713268.187           1425.792           1229242.724             868.2                70114        
  2.000         96175.007            937949.187             9.753              42774.383           61198861.174           1430.736           1308872.519             921.1                70564        
  2.167         95596.958            911464.065             9.534              43071.629           61793128.735           1434.660           1407252.001             987.5                71147        
  2.333         95426.199            876468.493             9.185              43386.584           62492338.180           1440.361           1344014.295             939.1                71513        
  2.500         95422.405            841870.957             8.823              43391.644           62968074.734           1451.157           1388557.876             962.7                71697        
  2.667         95149.191            851459.069             8.949              43697.744           63100148.377           1444.014           1360578.312             948.1                72145        
  2.833         94826.647            800234.738             8.439              44122.743           62773041.741           1422.691           1283585.444             907.6                72621        
  3.000         94468.687            783515.984             8.294              44378.248           62695469.224           1412.752           1328400.968             945.8                72989        
  3.167         94278.955            775843.785             8.229              44571.775           63223447.251           1418.464           1319589.972             935.7                73268        
  3.333         94113.256            767677.723             8.157              44738.739           63120448.949           1410.868           1309394.782             933.5                73453        
  3.500         93924.789            740719.101             7.886              44857.637           63109227.257           1406.878           1349978.317             965.0                73702        
  3.667         93847.631            735261.988             7.835              44925.941           63131005.246           1405.224           1370434.310             980.7                73836        
  3.833         93587.066            731152.042             7.813              45154.884           63465019.456           1405.496           1348716.065             965.0                74116        
  4.000         93573.153            723891.801             7.736              45239.630           63597219.314           1405.786           1295609.383             926.7                74240        
  4.167         93593.391            731746.256             7.818              45220.657           63729107.894           1409.292           1303511.194             930.1                74208        
  4.333         93288.555            691759.353             7.415              45464.779           63513137.876           1396.975           1320559.947             950.3                74599        
  4.500         93027.990            690662.896             7.424              45584.942           63565821.095           1394.448           1372748.055             989.7                74819        
  4.667         93126.651            702576.571             7.544              45571.029           63223608.341           1387.364           1345444.538             975.1                74734        
  4.833         92752.247            688386.216             7.422              45573.558           62823068.288           1378.498           1534295.758             1119.0               74864        
  5.000         93060.877            691564.776             7.431              45669.689           63220631.478           1384.302           1320889.387             959.3                74837        
  5.167         93101.353            650921.172             6.992              45644.391           64427073.288           1411.500           1348983.602             960.5                74980        
  5.333         93154.478            664280.120             7.131              45682.338           65449022.488           1432.699           1348367.177             945.8                75210        
  5.500         93096.294            650281.400             6.985              45872.070           65750995.721           1433.356           1268917.074             889.6                75466        
  5.667         92718.095            617722.966             6.662              46075.715           66039478.448           1433.282           1341339.500             940.2                75815        
  5.833         92558.721            633120.267             6.840              46203.468           65767589.101           1423.434           1357404.502             958.2                76016        
  6.000         92451.206            616360.932             6.667              46190.819           66174584.632           1432.635           1432140.479             1004.3               76138        
  6.167         92405.670            601085.960             6.505              46307.188           66761210.898           1441.703           1363932.593             950.3                76293        
  6.333         92279.183            596871.783             6.468              46405.848           67078784.775           1445.481           1372413.432             953.7                76502        
  6.500         92080.597            590497.350             6.413              46524.747           66227265.036           1423.485           1405674.609             992.0                76641        
  6.667         91986.996            586472.213             6.376              46676.532           65571352.610           1404.803           1336851.984             956.0                76703        
  6.833         91731.490            581556.687             6.340              46891.561           65067706.550           1387.621           1377939.057             997.6                76860        
  7.000         91765.642            579214.327             6.312              46857.410           64774952.246           1382.384           1361909.759             989.7                76857        
  7.167         91545.553            574735.379             6.278              46962.394           64131118.880           1365.585           1426340.910             1049.3               76919        
  7.333         91561.997            570547.903             6.231              47105.326           63977723.943           1358.185           1328915.730             983.0                76943        
  7.500         91436.774            576511.092             6.305              47191.337           64191256.132           1360.234           1336948.565             987.5                77104        
  7.667         91286.253            557451.849             6.107              47354.507           63998157.095           1351.469           1311845.753             975.1                77227        
  7.833         91449.422            571081.153             6.245              47028.168           64631653.506           1374.318           1412460.568             1032.4               77072        
