 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         132159.524            1279.993              0.010               9207.048           23631165.489           2566.639            825569.192             321.7                61255        
  0.167         132843.824           179401.903             1.350               8503.776           42451868.794           4992.120           1627758.081             326.2                61771        
  0.333         132597.172           171522.150             1.294               8653.031           39489054.427           4563.609           1606031.373             352.0                61603        
  0.500         132298.661           185200.317             1.400               8760.546           36509905.497           4167.538           1724272.092             413.9                60675        
  0.667         132382.143           213741.400             1.615               8306.455           36107277.658           4346.894           2399515.402             552.2                58507        
  0.833         132833.705           233002.248             1.754               7959.878           36918171.906           4638.032           2247352.036             484.7                56583        
  1.000         133232.141           256306.422             1.924               7657.572           36839055.472           4810.801           2314791.073             481.4                54888        
  1.167         133424.403           265098.338             1.987               7450.132           35892618.188           4817.716           2193518.918             455.5                53708        
  1.333         133576.188           275575.785             2.063               7249.016           35562358.493           4905.818           2399067.083             489.2                52465        
  1.500         133668.524           294542.858             2.204               7003.630           35608004.689           5084.221           2686323.850             528.6                50814        
  1.667         133950.592           305834.870             2.283               6840.461           34036797.970           4975.805           2483540.920             499.4                49445        
  1.833         134261.752           326470.061             2.432               6644.405           33192862.852           4995.611           2397890.818             480.2                48026        
  2.000         134323.731           338132.032             2.517               6583.691           32093785.355           4874.741           2213772.107             454.4                47184        
  2.167         134652.599           345726.939             2.568               6286.444           31435292.648           5000.489           2304610.772             461.1                46017        
  2.333         134755.054           364274.618             2.703               6151.102           30850592.136           5015.458           2339639.007             466.7                45083        
  2.500         134873.953           374300.005             2.775               6061.296           29577142.298           4879.673           2215895.954             454.4                44181        
  2.667         135002.970           388550.473             2.878               5965.165           28790699.515           4826.471           2099452.215             435.2                43192        
  2.833         134978.938           392189.722             2.906               5807.055           28101870.820           4839.263           2491197.991             515.1                42212        
  3.000         135315.395           419366.429             3.099               5555.345           27825018.379           5008.693           2392593.469             478.0                40734        
  3.167         135532.954           424958.936             3.135               5447.830           26514569.224           4866.996           2177151.052             447.6                39946        
  3.333         135592.404           453373.431             3.344               5376.997           25753292.821           4789.531           2131617.193             445.4                39004        
  3.500         135673.356           455173.144             3.355               5247.979           25306483.555           4822.139           2270783.835             471.2                38197        
  3.667         135626.555           469236.492             3.460               5236.595           24001606.865           4583.437           2379740.856             519.6                37486        
  3.833         135674.621           482237.875             3.554               5053.188           23713681.565           4692.816           2394333.557             510.6                36582        
  4.000         136109.739           493092.414             3.623               4806.537           23218487.420           4830.606           2209502.885             457.7                35365        
  4.167         136141.361           518562.939             3.809               4738.233           22572024.096           4763.806           2312675.780             485.9                34477        
  4.333         136167.923           520139.680             3.820               4607.951           21833133.110           4738.144           2412017.699             509.5                33704        
  4.500         136395.601           532824.938             3.906               4443.517           20839642.058           4689.898           2355772.742             502.7                32845        
  4.667         136362.714           547088.998             4.012               4425.809           20176721.096           4558.878           2274484.143             499.4                32113        
  4.833         136437.342           550546.894             4.035               4286.672           19257041.566           4492.306           2327042.476             518.5                31346        
  5.000         136353.860           565282.846             4.146               4225.958           18986747.902           4492.886           2670573.419             594.9                30760        
  5.167         136318.444           590834.325             4.334               4099.470           18400279.612           4488.453           2748514.178             612.9                29844        
  5.333         136596.717           598301.601             4.380               3770.602           17416042.195           4618.903           2916670.956             632.1                28596        
  5.500         136725.734           628370.743             4.596               3842.700           16488684.483           4290.912           2530858.101             590.5                27916        
  5.667         136451.256           615459.029             4.510               3732.655           15836763.700           4242.761           2850441.483             672.6                27204        
  5.833         136576.479           649709.257             4.757               3554.307           14740423.878           4147.200           2865206.843             691.7                16829        
  6.000         136658.696           667184.064             4.882               3410.111           13899740.237           4076.037           2948681.278             724.3                16888        
  6.167         137494.780           735838.282             5.352               2983.847           13561832.993           4545.083           2803023.777             617.4                17183        
  6.333         137897.012           728024.847             5.279               2928.193           12874021.707           4396.576           2271825.205             517.3                21635        
  6.500         139121.414          2008285.454             14.435              2281.840           11265372.065           4936.968           1876776.892             381.3                17254        
  6.667         139279.523          1555562.218             11.169              2360.263           11287749.005           4782.412           1352248.438             283.4                17165        
  6.833         139326.324          1099072.763             7.888               2278.045           11253711.254           4940.073           1547632.600             313.8                17198        
  7.000         139187.187           827604.221             5.946               2356.468           10947328.219           4645.651           1497602.761             322.8                17484        
  7.167         138964.569           805945.899             5.800               2402.004           11254965.949           4685.658           1752674.374             374.5                17562        
  7.333         139190.982           812831.294             5.840               2329.905           11162460.089           4790.950           1652169.674             345.3                17211        
  7.500         139271.934           827016.506             5.938               2279.310           10730865.340           4707.944           1491271.115             317.2                16873        
  7.667         139454.077           824575.886             5.913               2192.034           10399385.838           4744.172           1385531.868             292.4                16430        
  7.833         139519.850           832844.189             5.969               2138.909           10646093.071           4977.348           1425743.265             286.8                16065        
  8.000         139560.326           836265.240             5.992               2074.400           10613122.391           5116.237           1557526.099             304.8                15702        
  8.167         139550.207           834272.041             5.978               2070.605           10002541.929           4830.733           1524775.436             316.0                15523        
  8.333         139617.246           840559.309             6.020               2027.600           9779466.866            4823.175           1414019.459             293.5                15309        
  8.500         139643.808           838024.427             6.001               2009.891           9373426.885            4663.649           1299100.153             278.9                15054        
  8.667         139747.528           840260.195             6.013               2012.421           9053188.237            4498.655           1167180.882             259.8                14771        
