 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         126860.950            3361.769              0.026              14178.019           38311931.085           2702.206           1078864.566             399.3                67860        
  0.167         127621.142           226823.032             1.777              13310.312           64515649.286           4847.042           2065290.261             426.2                68649        
  0.333         127226.500           253482.692             1.992              13236.949           64484214.365           4871.531           2743783.957             563.5                68431        
  0.500         127446.589           265826.055             2.086              12900.492           63912222.386           4954.247           2846033.506             574.7                67000        
  0.667         127673.002           299683.073             2.347              12531.147           64540171.752           5150.380           3167035.768             615.2                65509        
  0.833         127953.805           333970.949             2.610              12088.440           65933767.696           5454.283           3678792.926             674.8                63888        
  1.000         128390.188           349196.529             2.720              11754.512           65245722.884           5550.696           3475474.553             626.4                62599        
  1.167         128553.357           368954.780             2.870              11581.224           62381947.928           5386.473           3336175.920             619.7                61527        
  1.333         128552.092           378406.368             2.944              11439.558           59493472.408           5200.679           3560047.860             684.9                60635        
  1.500         128705.142           402604.285             3.128              11238.442           58046829.878           5165.025           3471641.065             672.6                59509        
  1.667         129028.951           423100.791             3.279              10971.553           57980162.698           5284.590           3480677.004             659.1                58281        
  1.833         129294.576           457663.847             3.540              10709.723           56158744.946           5243.716           3441779.780             656.8                56895        
  2.000         129274.337           463862.983             3.588              10575.646           55708962.530           5267.665           3824539.010             726.5                56400        
  2.167         129389.441           492913.396             3.810              10350.498           54960411.506           5309.929           3938631.333             742.3                55345        
  2.333         129405.885           503406.710             3.890              10163.296           53823242.695           5295.845           4172136.639             788.4                54635        
  2.500         129670.244           536312.800             4.136               9965.975           52711067.402           5289.103           3958593.056             749.0                53607        
  2.667         129876.419           561405.540             4.323               9762.329           51611218.705           5286.773           3956707.938             749.0                52662        
  2.833         129947.253           586543.053             4.514               9553.624           49057715.456           5134.985           4073674.091             794.0                51547        
  3.000         130120.541           600578.900             4.616               9525.797           46805257.618           4913.527           3759729.642             765.9                50463        
  3.167         130439.290           643119.683             4.930               9048.938           48547109.089           5364.951           4322250.695             806.4                49192        
  3.333         130582.221           665151.847             5.094               8893.358           47072093.358           5292.949           4371105.261             826.6                48252        
  3.500         130661.909           701768.730             5.371               8807.346           44668361.748           5071.716           4279165.394             844.6                46859        
  3.667         131105.881           723076.979             5.515               8355.785           45064403.342           5393.198           4520278.550             839.0                45561        
  3.833         131535.940           767301.385             5.833               8150.875           45008400.412           5521.911           4361240.116             790.6                29357        
  4.000         132010.269           793655.807             6.012               7954.818           45613482.819           5734.070           4097215.690             715.3                43276        
  4.167         132415.030           809088.396             6.110               7830.860           44741191.269           5713.445           3639491.881             637.7                42488        
  4.333         132569.345           811434.729             6.121               7761.292           43111284.676           5554.653           3369738.576             607.3                42102        
  4.500         132741.368           837617.012             6.310               7775.206           42696714.965           5491.394           2973408.753             542.1                41881        
  4.667         132665.476           829696.954             6.254               7803.033           42195077.800           5407.523           3013018.423             557.8                41716        
  4.833         132705.952           817828.578             6.163               7735.995           42067691.058           5437.916           3127766.781             575.8                41585        
  5.000         132747.693           844218.641             6.360               7674.015           42086420.675           5484.276           3166670.505             578.1                41051        
  5.167         132920.981           853179.147             6.419               7479.224           42915379.250           5737.945           3339061.408             582.6                40596        
  5.333         132762.871           863464.925             6.504               7522.230           41762212.916           5551.839           3461347.070             624.2                40805        
  5.500         132904.538           857851.216             6.455               7543.733           40509562.920           5369.962           2949728.957             550.0                40449        
  5.667         133028.496           869171.491             6.534               7345.147           41308810.496           5623.960           3278906.563             583.7                39915        
  5.833         132951.338           886792.612             6.670               7357.796           40141591.384           5455.654           3376692.331             619.7                39877        
  6.000         133238.465           892955.648             6.702               7223.719           40853148.657           5655.418           3214582.589             569.1                39246        
  6.167         133194.195           908841.904             6.823               7314.790           40231741.888           5500.054           3027249.806             551.1                39344        
  6.333         133287.796           895190.141             6.716               7219.924           40742912.210           5643.122           3144186.176             557.8                39022        
  6.500         133382.662           913149.449             6.846               7213.600           40245428.343           5579.105           2907860.560             521.8                39021        
  6.667         133335.861           908753.210             6.816               7187.037           39875394.482           5548.238           3072504.472             554.5                38996        
  6.833         133304.239           905398.123             6.792               7197.156           39623391.789           5505.423           3073514.869             559.0                38945        
  7.000         133235.936           929919.426             6.979               7241.427           39046580.968           5392.111           3088807.534             573.6                38856        
  7.167         133210.638           927870.104             6.965               7226.249           38919724.019           5385.882           3145737.697             584.8                38688        
  7.333         133104.388           917463.968             6.893               7128.853           39541582.673           5546.696           3626115.904             654.6                32884        
  7.500         133337.126           932781.755             6.996               7011.219           39267406.411           5600.653           3485218.072             623.1                38223        
  7.667         135051.036          3788593.495             28.053              6183.989           35771005.389           5784.455           2188225.809             380.1                33239        
  7.833         133481.322           957800.300             7.176               6889.791           38065893.702           5524.971           3456568.014             626.4                37237        
  8.000         134851.185          2918449.476             21.642              6318.066           36421746.125           5764.698           2292956.288             399.3                34078        
  8.167         134757.584          2263753.607             16.799              6331.980           37838036.558           5975.704           2459556.927             412.8                34329        
  8.333         134810.709          1524033.983             11.305              6417.992           39644598.623           6177.104           2371590.927             384.6                34680        
  8.500         134669.043          1027244.207             7.628               6454.673           41162718.524           6377.197           2607568.616             409.4                35244        
  8.667         134551.409          1006344.792             7.479               6584.955           42107954.899           6394.569           2557274.719             400.4                35826        
  8.833         134494.489           977999.249             7.272               6687.411           40331972.119           6031.030           2337281.146             388.0                36268        
  9.000         134307.287           968426.762             7.211               6883.467           39389396.305           5722.320           2223949.701             389.1                36791        
  9.167         134123.880           958580.226             7.147               6954.300           38930646.939           5598.069           2370549.810             424.0                37104        
  9.333         134142.853           976942.415             7.283               7003.630           39926575.502           5700.840           2305210.204             404.9                37237        
  9.500         134118.821           966398.454             7.206               7011.219           40030255.729           5709.457           2353622.301             412.8                37267        
  9.667         134206.097           960859.562             7.160               6926.473           40348074.423           5825.198           2329436.769             400.4                37229        
  9.833         134075.815           956727.379             7.136               6987.187           40734429.759           5829.876           2495035.389             428.5                37388        
  10.000        134250.368           955683.299             7.119               6945.446           41222354.209           5935.163           2280142.067             384.6                37285        
  10.167        134058.107           956383.390             7.134               6947.975           40977118.835           5897.706           2610225.608             443.1                37346        
  10.333        134318.671           957652.432             7.130               6883.467           41878231.703           6083.887           2337342.294             384.6                37193        
