 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         131585.270            1011.677              0.008               9756.005           31320400.552           3210.372           1054293.306             328.4                66929        
  0.167         132384.673           149622.147             1.130               8856.677           61896305.523           6988.661           2546203.162             364.4                67549        
  0.333         132131.697           147431.219             1.116               8885.769           58847783.480           6622.700           2844786.181             429.6                67268        
  0.500         131911.608           163280.060             1.238               8868.060           55064826.827           6209.343           3058140.961             492.6                65950        
  0.667         132089.956           191588.781             1.450               8598.641           53806448.589           6257.552           3285829.565             525.2                63953        
  0.833         132480.804           216457.231             1.634               8188.821           53598846.384           6545.368           3378023.534             516.2                61741        
  1.000         132719.865           234133.369             1.764               7894.104           51572237.975           6533.007           3562557.697             545.5                59931        
  1.167         133047.469           251918.468             1.893               7733.465           49506191.110           6401.554           3116514.581             487.0                58207        
  1.333         132899.478           272975.318             2.054               7520.965           46587688.957           6194.376           3711975.499             599.4                56720        
  1.500         133290.325           283806.438             2.129               7298.347           44819974.637           6141.113           3348594.732             545.5                54659        
  1.667         133377.602           321940.636             2.414               7063.079           43981988.587           6227.027           3682328.095             591.6                52550        
  1.833         133592.631           364946.686             2.732               6531.831           44062833.771           6745.863           4656443.276             690.5                49891        
  2.000         134328.790           409847.650             3.051               6237.114           43521289.437           6977.793           3898601.654             559.0                47693        
  2.167         134775.292           422674.850             3.136               5925.954           42154424.153           7113.525           3742515.180             526.3                45553        
  2.333         135149.696           438034.861             3.241               5824.764           40613213.247           6972.508           3127406.607             448.7                44012        
  2.500         135254.681           468304.163             3.462               5617.324           38087802.354           6780.418           3231653.824             476.9                42906        
  2.667         135338.163           479746.249             3.545               5425.062           36483624.805           6725.015           3409299.529             507.2                41581        
  2.833         135539.279           497708.316             3.672               5356.759           34836141.100           6503.213           3026267.640             465.6                40347        
  3.000         135925.067           531939.925             3.913               5030.420           33266625.242           6613.091           2988118.303             452.1                38752        
  3.167         136040.171           534384.104             3.928               5013.977           31977525.938           6377.677           2666626.820             418.4                38293        
  3.333         135883.326           552318.633             4.065               5022.831           30898541.741           6151.619           2910776.103             473.5                37529        
  3.500         135854.233           568746.935             4.186               4800.212           30194697.396           6290.284           3499537.280             556.7                36396        
  3.667         136280.497           602329.707             4.420               4563.680           28516721.615           6248.624           2977606.414             476.9                35018        
  3.833         136145.155           609438.542             4.476               4592.772           26709050.147           5815.453           3019363.558             519.6                34025        
  4.000         135987.046           641754.350             4.719               4315.764           26255523.959           6083.633           4108892.475             675.9                32321        
  4.167         137122.906           706002.854             5.149               3774.396           27682501.651           7334.286           3560909.541             485.9                29640        
  4.333         137243.070           705350.196             5.139               3669.411           26601427.113           7249.508           3576756.656             493.7                28781        
  4.500         137404.974           711242.210             5.176               3644.114           24691337.633           6775.677           3053440.699             451.0                28216        
  4.667         137469.483           748542.216             5.445               3563.162           23267645.177           6530.056           3089306.875             473.5                27336        
  4.833         137670.598           755007.509             5.484               3473.355           22018195.502           6339.172           2614249.514             412.8                26476        
  5.000         137827.443           763779.173             5.542               3340.543           20922489.406           6263.200           2498414.803             399.3                25878        
  5.167         137625.063           790089.112             5.741               3379.754           18988491.110           5618.305           2600655.838             463.4                25008        
  5.333         138032.354           806232.256             5.841               3049.621           19273155.703           6319.853           2712645.723             429.6                23411        
  5.500         138219.555           846282.647             6.123               2886.452           18362985.119           6361.785           2844907.817             447.6                22503        
  5.667         138327.070           858820.736             6.209               2914.279           16988018.100           5829.235           2311786.912             397.0                21875        
  5.833         138381.460           873791.771             6.314               2744.785           16440474.584           5989.712           2597523.627             434.1                21026        
  6.000         138494.034           894301.628             6.457               2563.908           15893001.715           6198.741           2883205.096             465.6                20107        
  6.167         138674.912           901732.519             6.502               2482.956           15924578.185           6413.557           2752619.120             429.6                19353        
  6.333         138893.736           935734.964             6.737               2340.025           15447484.068           6601.420           2662641.482             403.8                18444        
  6.500         139669.106          1162731.512             8.325               2052.897           14093461.075           6865.157           1812239.975             264.3                15963        
  6.667         139486.963           984630.345             7.059               2073.135           14271980.111           6884.249           2219817.614             322.8                16168        
  6.833         139714.641           981881.858             7.028               2030.129           13587344.002           6692.846           1759522.344             263.2                15703        
  7.000         139814.567          1000255.413             7.154               1949.177           13427631.039           6888.871           1811077.463             263.2                15293        
  7.167         139849.983           992744.014             7.099               1984.594           13147651.709           6624.858           1600198.158             241.8                15122        
  7.333         139788.004           988440.015             7.071               1880.874           12900893.095           6858.989           1988182.407             290.2                14886        
  7.500         139909.433          1011571.601             7.230               1861.901           12618611.269           6777.274           1789302.260             264.3                14627        
  7.667         139914.492          1019477.025             7.286               1825.219           12280896.345           6728.450           1829296.897             272.2                14172        
  7.833         140094.105          1023643.861             7.307               1780.948           11955254.835           6712.859           1583719.120             236.2                13882        
  8.000         140163.673          1039108.271             7.414               1725.294           11432822.499           6626.595           1481431.884             223.8                13512        
  8.167         140099.164          1040621.178             7.428               1727.823           10821556.764           6263.115           1547825.607             247.4                13424        
  8.333         140027.066          1044616.963             7.460               1667.109           10612358.623           6365.724           1780583.153             280.0                13050        
  8.500         140200.355          1045224.479             7.455               1645.606           10256795.992           6232.837           1470312.326             236.2                12618        
  8.667         140334.432          1073025.969             7.646               1534.297           10005215.787           6521.042           1487057.735             228.3                12179        
  8.833         140364.789          1071775.060             7.636               1521.648           9882310.516            6494.477           1561246.211             240.7                12011        
  9.000         140471.039          1070271.058             7.619               1482.437           9533364.456            6430.873           1336445.112             208.1                11744        
  9.167         140369.848          1066459.470             7.597               1524.178           9436284.432            6191.064           1376960.706             222.7                11660        
  9.333         140228.182          1086770.681             7.750               1444.491           9360691.663            6480.271           1943609.701             300.3                11449        
  9.500         140677.214          1091153.992             7.756               1345.830           9430203.255            7006.978           1290975.269             184.4                11038        
  9.667         140366.054          1086350.485             7.739               1439.431           9349122.653            6495.011           1743750.508             268.8                11309        
  9.833         140491.277          1107054.574             7.880               1463.464           9100426.644            6218.415           1264247.054             203.6                11196        
  10.000        140417.914          1107149.826             7.885               1401.485           8492821.352            6059.873           1531457.563             253.1                10845        
  10.167        140549.461          1122987.579             7.990               1369.863           8044414.475            5872.423           1305916.873             222.7                10279        
  10.333        140388.821          1123505.832             8.003               1297.765           7591863.584            5849.953           1721406.587             294.7                 9997        
  10.500        140692.392          1133827.348             8.059               1230.726           6965056.475            5659.305           1296578.304             229.4                 9442        
  10.667        140745.517          1126934.010             8.007               1130.801           7105687.636            6283.765           1588082.405             253.1                 8995        
  10.833        140798.642          1151026.989             8.175               1113.093           6274092.215            5636.630           1341990.432             238.4                 8635        
  11.000        140947.898          1172918.445             8.322               1016.962           5646528.684            5552.350           1222097.430             220.4                 7882        
  11.167        141083.240          1193455.479             8.459               932.215            5385652.071            5777.263           1193789.949             206.9                 7293        
  11.333        141204.668          1204698.548             8.532               886.680            4921388.845            5550.358           1022165.209             184.4                 6783        
  11.500        141367.837          1202625.892             8.507               780.430            4821292.727            6177.740            971367.516             157.5                 6290        
  11.667        141130.040          1213351.560             8.597               777.900            4468158.534            5743.872           1367459.409             238.4                 6318        
  11.833        141328.626          1213801.377             8.589               732.364            4019769.177            5488.755           1078589.455             196.8                 5986        
  12.000        141360.248          1233624.922             8.727               723.510            3898977.102            5388.973           1034719.344             192.3                 5701        
  12.167        141241.349          1231206.071             8.717               652.677            3514696.688            5385.047           1293969.388             240.7                 5419        
  12.333        141146.483          1235199.937             8.751               659.001            2830764.092            4295.535           1181196.143             275.5                 5210        
  12.500        142799.679          3336122.115             23.362               0.000                0.000                0.000                0.000                 0.0                  4669        
  12.667        142799.679          2359159.428             16.521               0.000                0.000                0.000                0.000                 0.0                  3546        
  12.833        142799.679          1503086.343             10.526               0.000                0.000                0.000                0.000                 0.0                  2314        
  13.000        142799.679          1375392.281             9.632                0.000                0.000                0.000                0.000                 0.0                  329         
  13.167        142799.679          1400175.013             9.805                0.000                0.000                0.000                0.000                 0.0                  105         
  13.333        142799.679          1387902.664             9.719                0.000                0.000                0.000                0.000                 0.0                   86         
  13.500        142799.679          1368877.989             9.586                0.000                0.000                0.000                0.000                 0.0                  108         
  13.667        142799.679          1391948.735             9.748                0.000                0.000                0.000                0.000                 0.0                  102         
  13.833        142799.679          1364260.562             9.554                0.000                0.000                0.000                0.000                 0.0                  125         
  14.000        142799.679          1373303.041             9.617                0.000                0.000                0.000                0.000                 0.0                   95         
  14.167        142799.679          1370525.932             9.598                0.000                0.000                0.000                0.000                 0.0                  110         
  14.333        142799.679          1351120.185             9.462                0.000                0.000                0.000                0.000                 0.0                   81         
  14.500        142799.679          1377518.751             9.647                0.000                0.000                0.000                0.000                 0.0                  135         
  14.667        142799.679          1369158.057             9.588                0.000                0.000                0.000                0.000                 0.0                   97         
  14.833        142799.679          1354953.525             9.488                0.000                0.000                0.000                0.000                 0.0                  125         
  15.000        142799.679          1392314.052             9.750                0.000                0.000                0.000                0.000                 0.0                  122         
  15.167        142799.679          1369885.070             9.593                0.000                0.000                0.000                0.000                 0.0                   97         
  15.333        142799.679          1378524.867             9.654                0.000                0.000                0.000                0.000                 0.0                  100         
  15.500        142799.679          1379098.898             9.658                0.000                0.000                0.000                0.000                 0.0                  123         
  15.667        142799.679          1357910.786             9.509                0.000                0.000                0.000                0.000                 0.0                  131         
  15.833        142799.679          1367079.385             9.573                0.000                0.000                0.000                0.000                 0.0                   79         
  16.000        142799.679          1375644.360             9.633                0.000                0.000                0.000                0.000                 0.0                  114         
  16.167        142799.679          1376817.145             9.642                0.000                0.000                0.000                0.000                 0.0                  141         
  16.333        142799.679          1381540.876             9.675                0.000                0.000                0.000                0.000                 0.0                   92         
  16.500        142799.679          1387150.613             9.714                0.000                0.000                0.000                0.000                 0.0                  104         
  16.667        142799.679          1367021.895             9.573                0.000                0.000                0.000                0.000                 0.0                   96         
  16.833        142799.679          1361038.336             9.531                0.000                0.000                0.000                0.000                 0.0                  114         
  17.000        142799.679          1378248.511             9.652                0.000                0.000                0.000                0.000                 0.0                  104         
  17.167        142799.679          1372719.281             9.613                0.000                0.000                0.000                0.000                 0.0                   86         
  17.333        142799.679          1366464.528             9.569                0.000                0.000                0.000                0.000                 0.0                  124         
  17.500        142799.679          1359245.692             9.519                0.000                0.000                0.000                0.000                 0.0                  108         
  17.667        142799.679          1365824.087             9.565                0.000                0.000                0.000                0.000                 0.0                  101         
  17.833        142799.679          1382515.619             9.682                0.000                0.000                0.000                0.000                 0.0                   81         
  18.000        142799.679          1402297.467             9.820                0.000                0.000                0.000                0.000                 0.0                   97         
  18.167        142799.679          1360449.172             9.527                0.000                0.000                0.000                0.000                 0.0                   85         
  18.333        142799.679          1378550.986             9.654                0.000                0.000                0.000                0.000                 0.0                   86         
  18.500        142799.679          1379400.290             9.660                0.000                0.000                0.000                0.000                 0.0                   98         
  18.667        142799.679          1359784.204             9.522                0.000                0.000                0.000                0.000                 0.0                  124         
  18.833        142799.679          1389581.582             9.731                0.000                0.000                0.000                0.000                 0.0                  130         
  19.000        142799.679          1373317.839             9.617                0.000                0.000                0.000                0.000                 0.0                   96         
  19.167        142799.679          1386373.829             9.709                0.000                0.000                0.000                0.000                 0.0                  101         
  19.333        142799.679          1375970.527             9.636                0.000                0.000                0.000                0.000                 0.0                   86         
  19.500        142799.679          1361229.421             9.532                0.000                0.000                0.000                0.000                 0.0                  108         
  19.667        142799.679          1370219.558             9.595                0.000                0.000                0.000                0.000                 0.0                   90         
  19.833        142799.679          1382785.107             9.683                0.000                0.000                0.000                0.000                 0.0                  125         
  20.000        142799.679          1397430.917             9.786                0.000                0.000                0.000                0.000                 0.0                  113         
  20.167        142799.679          1373383.281             9.618                0.000                0.000                0.000                0.000                 0.0                  108         
  20.333        142799.679          1373398.214             9.618                0.000                0.000                0.000                0.000                 0.0                  103         
  20.500        142799.679          1371663.408             9.606                0.000                0.000                0.000                0.000                 0.0                  118         
  20.667        142799.679          1370575.219             9.598                0.000                0.000                0.000                0.000                 0.0                  104         
  20.833        142799.679          1377410.342             9.646                0.000                0.000                0.000                0.000                 0.0                  120         
  21.000        142799.679          1377052.263             9.643                0.000                0.000                0.000                0.000                 0.0                  103         
  21.167        142799.679          1385963.971             9.706                0.000                0.000                0.000                0.000                 0.0                  117         
  21.333        142799.679          1389486.660             9.730                0.000                0.000                0.000                0.000                 0.0                   90         
  21.500        142799.679          1377861.373             9.649                0.000                0.000                0.000                0.000                 0.0                  113         
  21.667        142799.679          1380921.838             9.670                0.000                0.000                0.000                0.000                 0.0                   82         
  21.833        142799.679          1378140.787             9.651                0.000                0.000                0.000                0.000                 0.0                  101         
  22.000        142799.679          1359319.645             9.519                0.000                0.000                0.000                0.000                 0.0                  110         
  22.167        142799.679          1374524.735             9.626                0.000                0.000                0.000                0.000                 0.0                  101         
  22.333        142799.679          1386123.615             9.707                0.000                0.000                0.000                0.000                 0.0                  103         
  22.500        142799.679          1364240.774             9.554                0.000                0.000                0.000                0.000                 0.0                   83         
  22.667        142799.679          1357843.599             9.509                0.000                0.000                0.000                0.000                 0.0                  100         
  22.833        142799.679          1367445.114             9.576                0.000                0.000                0.000                0.000                 0.0                   99         
  23.000        142799.679          1373597.853             9.619                0.000                0.000                0.000                0.000                 0.0                   83         
  23.167        142799.679          1378160.973             9.651                0.000                0.000                0.000                0.000                 0.0                   88         
  23.333        142799.679          1365455.212             9.562                0.000                0.000                0.000                0.000                 0.0                   90         
  23.500        142799.679          1378161.238             9.651                0.000                0.000                0.000                0.000                 0.0                   95         
  23.667        142799.679          1368547.778             9.584                0.000                0.000                0.000                0.000                 0.0                  122         
  23.833        142799.679          1373292.392             9.617                0.000                0.000                0.000                0.000                 0.0                  124         
  24.000        142799.679          1364650.659             9.556                0.000                0.000                0.000                0.000                 0.0                   96         
  24.167        142799.679          1343399.509             9.408                0.000                0.000                0.000                0.000                 0.0                  104         
  24.333        142799.679          1365354.649             9.561                0.000                0.000                0.000                0.000                 0.0                  151         
  24.500        142799.679          1372944.864             9.614                0.000                0.000                0.000                0.000                 0.0                   83         
  24.667        142799.679          1371570.777             9.605                0.000                0.000                0.000                0.000                 0.0                   90         
  24.833        142799.679          1386986.479             9.713                0.000                0.000                0.000                0.000                 0.0                  123         
  25.000        142799.679          1393781.957             9.760                0.000                0.000                0.000                0.000                 0.0                   90         
  25.167        142799.679          1385030.472             9.699                0.000                0.000                0.000                0.000                 0.0                   72         
  25.333        142799.679          1378615.809             9.654                0.000                0.000                0.000                0.000                 0.0                  119         
  25.500        142799.679          1390310.329             9.736                0.000                0.000                0.000                0.000                 0.0                   81         
  25.667        142799.679          1390610.963             9.738                0.000                0.000                0.000                0.000                 0.0                  117         
  25.833        142799.679          1383009.515             9.685                0.000                0.000                0.000                0.000                 0.0                  107         
  26.000        142799.679          1387002.970             9.713                0.000                0.000                0.000                0.000                 0.0                  111         
  26.167        142799.679          1366245.231             9.568                0.000                0.000                0.000                0.000                 0.0                  106         
  26.333        142799.679          1384257.193             9.694                0.000                0.000                0.000                0.000                 0.0                  111         
  26.500        142799.679          1367569.141             9.577                0.000                0.000                0.000                0.000                 0.0                  103         
  26.667        142799.679          1363090.238             9.545                0.000                0.000                0.000                0.000                 0.0                   99         
  26.833        142799.679          1366042.108             9.566                0.000                0.000                0.000                0.000                 0.0                  109         
  27.000        142799.679          1366571.590             9.570                0.000                0.000                0.000                0.000                 0.0                  106         
  27.167        142799.679          1374898.500             9.628                0.000                0.000                0.000                0.000                 0.0                  125         
  27.333        142799.679          1377726.767             9.648                0.000                0.000                0.000                0.000                 0.0                  100         
  27.500        142799.679          1359717.579             9.522                0.000                0.000                0.000                0.000                 0.0                  117         
  27.667        142799.679          1392271.698             9.750                0.000                0.000                0.000                0.000                 0.0                   97         
  27.833        142799.679          1358607.253             9.514                0.000                0.000                0.000                0.000                 0.0                  136         
  28.000        142799.679          1361388.226             9.534                0.000                0.000                0.000                0.000                 0.0                  114         
  28.167        142799.679          1374506.625             9.625                0.000                0.000                0.000                0.000                 0.0                   86         
  28.333        142799.679          1379458.782             9.660                0.000                0.000                0.000                0.000                 0.0                  106         
  28.500        142799.679          1379586.027             9.661                0.000                0.000                0.000                0.000                 0.0                   91         
  28.667        142799.679          1364432.073             9.555                0.000                0.000                0.000                0.000                 0.0                  130         
  28.833        142799.679          1386048.447             9.706                0.000                0.000                0.000                0.000                 0.0                  122         
  29.000        142799.679          1378076.150             9.650                0.000                0.000                0.000                0.000                 0.0                  122         
  29.167        142799.679          1381853.768             9.677                0.000                0.000                0.000                0.000                 0.0                  110         
  29.333        142799.679          1370268.534             9.596                0.000                0.000                0.000                0.000                 0.0                  119         
  29.500        142799.679          1376353.469             9.638                0.000                0.000                0.000                0.000                 0.0                  129         
  29.667        142799.679          1360160.382             9.525                0.000                0.000                0.000                0.000                 0.0                  109         
  29.833        142799.679          1381303.460             9.673                0.000                0.000                0.000                0.000                 0.0                  104         
  30.000        142799.679          1371618.377             9.605                0.000                0.000                0.000                0.000                 0.0                  106         
  30.167        142799.679          1366181.702             9.567                0.000                0.000                0.000                0.000                 0.0                  108         
  30.333        142799.679          1376168.976             9.637                0.000                0.000                0.000                0.000                 0.0                  105         
  30.500        142799.679          1370484.399             9.597                0.000                0.000                0.000                0.000                 0.0                   97         
  30.667        142799.679          1384214.133             9.693                0.000                0.000                0.000                0.000                 0.0                   96         
  30.833        142799.679          1371616.749             9.605                0.000                0.000                0.000                0.000                 0.0                   94         
  31.000        142799.679          1392836.286             9.754                0.000                0.000                0.000                0.000                 0.0                   71         
  31.167        142799.679          1369297.942             9.589                0.000                0.000                0.000                0.000                 0.0                   89         
  31.333        142799.679          1356557.867             9.500                0.000                0.000                0.000                0.000                 0.0                  106         
  31.500        142799.679          1377937.864             9.649                0.000                0.000                0.000                0.000                 0.0                   93         
  31.667        142799.679          1384696.257             9.697                0.000                0.000                0.000                0.000                 0.0                   78         
  31.833        142799.679          1379335.848             9.659                0.000                0.000                0.000                0.000                 0.0                   84         
  32.000        142799.679          1384576.234             9.696                0.000                0.000                0.000                0.000                 0.0                  118         
  32.167        142799.679          1362305.179             9.540                0.000                0.000                0.000                0.000                 0.0                   92         
  32.333        142799.679          1379245.965             9.659                0.000                0.000                0.000                0.000                 0.0                  121         
  32.500        142799.679          1384468.901             9.695                0.000                0.000                0.000                0.000                 0.0                  109         
  32.667        142799.679          1376340.885             9.638                0.000                0.000                0.000                0.000                 0.0                   99         
  32.833        142799.679          1380057.027             9.664                0.000                0.000                0.000                0.000                 0.0                   89         
  33.000        142799.679          1388170.417             9.721                0.000                0.000                0.000                0.000                 0.0                  174         
  33.167        142799.679          1357318.923             9.505                0.000                0.000                0.000                0.000                 0.0                  122         
  33.333        142799.679          1391749.017             9.746                0.000                0.000                0.000                0.000                 0.0                  126         
