 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         97116.076            98794.344              1.017              42594.770           55422768.182           1301.164            884650.996             680.4                69801        
  0.167         97171.731           1103061.491             11.352             42288.670           73582033.700           1739.994           1325909.455             767.0                71397        
  0.333         96317.938            982026.470             10.196             42965.380           77867167.771           1812.324           1424837.244             790.6                72770        
  0.500         95863.847            921937.630             9.617              43241.123           80447559.150           1860.441           1627781.776             879.5                73525        
  0.667         95571.660            892316.284             9.337              43471.331           82526558.177           1898.413           1659300.285             878.4                74228        
  0.833         95278.209            845899.930             8.878              43556.078           85460069.369           1962.070           1838631.371             941.3                74789        
  1.000         94983.492            767959.381             8.085              43806.524           87878561.820           2006.061           1860565.303             931.2                75434        
  1.167         94643.240            743752.351             7.858              43944.395           90452277.171           2058.335           2045515.200             997.6                76062        
  1.333         94585.055            729591.832             7.714              44118.948           92072156.992           2086.907           1975950.237             950.3                76521        
  1.500         94194.208            697904.792             7.409              44538.888           92569041.081           2078.387           1968142.167             950.3                77063        
  1.667         94151.202            667230.743             7.087              44554.067           93219557.710           2092.279           2002757.625             960.5                77220        
  1.833         93840.042            650536.899             6.932              44906.968           94401168.977           2102.150           1981752.469             945.8                77849        
  2.000         93399.865            631905.018             6.766              45205.479           93727980.205           2073.377           2043016.832             988.6                78259        
  2.167         93359.388            608557.687             6.518              45420.508           94690045.988           2084.742           1930619.432             929.0                78622        
  2.333         93207.603            584018.522             6.266              45458.454           95795766.357           2107.326           2017997.546             960.5                78945        
  2.500         93076.056            584943.420             6.285              45431.892           96241116.577           2118.360           2125968.670             1006.6               79005        
  2.667         92805.372            558181.481             6.015              45658.305           95906120.579           2100.519           2153038.259             1027.9               79395        
  2.833         92723.155            538374.672             5.806              45963.141           94861054.412           2063.851           1981311.794             962.7                79507        
  3.000         92559.985            543963.121             5.877              46023.855           94326541.685           2049.514           2031797.486             994.2                79639        
  3.167         92606.786            551655.230             5.957              46144.018           94699039.870           2052.250           1928573.004             942.5                79782        
  3.333         92347.486            523869.671             5.673              46255.328           94445858.367           2041.837           2019788.088             992.0                80026        
  3.500         92374.048            526513.382             5.700              46366.637           94494953.738           2037.995           1903952.186             936.8                80109        
  3.667         91999.644            508124.573             5.523              46634.791           93290442.430           2000.447           1999072.021             1002.1               80365        
  3.833         91954.109            513108.682             5.580              46720.803           93112951.845           1992.966           1924463.211             968.3                80393        
  4.000         92011.028            496599.730             5.397              46663.883           93302889.404           1999.467           1912994.435             959.3                80318        
  4.167         92194.436            498139.853             5.403              46546.250           93923795.681           2017.860           1921580.207             954.8                80202        
  4.333         92103.364            495966.055             5.385              46541.190           94091353.043           2021.679           1947921.336             966.1                80293        
  4.500         92061.623            505209.571             5.488              46617.083           94454565.065           2026.179           1936261.224             958.2                80460        
  4.667         92008.499            492812.451             5.356              46609.493           95131709.997           2041.037           2033045.204             998.7                80540        
  4.833         92091.981            508601.418             5.523              46527.276           94159392.965           2023.746           1963403.974             972.8                80320        
  5.000         92140.046            500083.350             5.427              46452.649           95732589.291           2060.864           2015788.181             980.7                80416        
  5.167         92113.483            501527.136             5.445              46479.211           94905994.805           2041.902           2038401.191             1001.0               80394        
  5.333         92171.668            507940.669             5.511              46429.881           94567943.909           2036.791           2037787.698             1003.2               80223        
  5.500         92133.722            507350.838             5.507              46546.250           94675163.629           2034.002           1925487.884             949.2                80292        
  5.667         92331.043            522075.194             5.654              46299.598           95815294.732           2069.463           2061136.127             998.7                80298        
  5.833         92179.257            484925.358             5.261              46632.261           96085788.838           2060.500           1869972.958             909.9                80614        
  6.000         91864.303            483631.423             5.265              46863.734           94694461.276           2020.634           1919828.503             952.6                80778        
  6.167         92041.385            498631.764             5.417              46692.975           95666095.391           2048.833           1964929.986             961.6                80566        
  6.333         92100.835            504310.640             5.476              46474.152           96767800.133           2082.185           2050664.724             987.5                80464        
  6.500         92301.950            505676.615             5.479              46384.345           96952720.324           2090.203           2037477.808             977.3                80344        
