 Timestep        gasArea              gasTrace             gasPress             bulkArea            bulkTrace            bulkPress           SurfaceTense            Length               NDense       
  0.000         128931.556           52737.023              0.409              12171.922           10778720.750           885.540             330498.759             373.4                36098        
  0.167         129099.784           889094.207             6.887              11910.092           14749412.314           1238.396            493073.906             400.4                36727        
  0.333         128673.520           886625.449             6.891              12192.160           14769804.354           1211.418            544586.878             452.1                37241        
  0.500         128173.894           876062.846             6.835              12418.573           14448438.414           1163.454            636097.262             550.0                37648        
  0.667         128010.724           864345.419             6.752              12491.936           14195695.946           1136.389            645396.814             571.3                37660        
  0.833         128019.578           883809.861             6.904              12533.677           13848865.046           1104.932            589055.716             536.5                37397        
  1.000         127786.841           886015.142             6.934              12298.410           13765456.198           1119.287            794403.340             714.2                37255        
  1.167         127955.070           902130.985             7.050              12175.717           13642975.461           1120.507            781415.861             701.8                36909        
  1.333         128134.682           908767.569             7.092              12115.003           13561236.747           1119.375            723048.703             650.1                36514        
  1.500         127904.475           910434.000             7.118              11946.774           13863937.538           1160.475            919675.180             797.4                36467        
  1.667         128282.673           922293.781             7.190              11698.858           14040511.560           1200.161            876127.955             734.4                36023        
  1.833         128474.935           933177.494             7.263              11629.289           14043828.856           1207.626            835655.554             696.2                35750        
  2.000         128587.509           920913.527             7.162              11562.251           14144153.193           1223.304            826125.103             679.3                35594        
  2.167         128769.651           936918.882             7.276              11512.921           14150143.254           1229.066            768126.701             628.7                35417        
  2.333         128254.846           946221.343             7.378              11516.715           13808991.558           1199.039            940836.867             789.5                35613        
  2.500         128545.768           947343.593             7.370              11590.078           13556348.261           1169.651            771236.649             663.6                35335        
  2.667         128462.286           947846.349             7.378              11368.724           13567450.344           1193.401            884363.754             745.7                35166        
  2.833         129015.037           959459.938             7.437              11246.031           13833074.860           1230.041            756262.838             618.6                34717        
  3.000         128793.684           935718.171             7.265              11259.945           13819348.990           1227.302            858957.072             704.0                34870        
  3.167         128798.743           948016.938             7.360              11305.481           13747186.247           1215.975            819652.206             678.2                34833        
  3.333         128361.096           947600.293             7.382              11261.210           13443833.419           1193.818            979410.044             825.5                35005        
  3.500         128797.478           967216.499             7.510              11251.091           13235239.218           1176.352            815026.741             697.3                34714        
  3.667         128892.344           965959.215             7.494              11244.766           13050987.799           1160.628            771650.899             669.2                34459        
  3.833         128826.571           966493.720             7.502              11122.073           13131883.165           1180.705            848414.783             723.2                34335        
  4.000         128868.312           969906.660             7.526              11123.338           13219993.968           1188.492            851372.254             720.9                34177        
  4.167         128940.410           968905.799             7.514              10984.202           13150150.675           1197.188            856311.999             719.8                33998        
  4.333         129018.832           987540.232             7.654              10953.844           13098234.289           1195.766            857860.455             722.0                33821        
  4.500         128813.922           991841.712             7.700              10829.886           13005229.497           1200.865            986307.163             826.6                33794        
  4.667         129384.382           997977.993             7.713              10802.059           13074695.133           1210.389            768283.088             638.8                33323        
  4.833         129484.307          1001455.542             7.734              10799.529           13085036.459           1211.630            760938.663             632.1                33258        
  5.000         129350.230          1015770.871             7.853              10776.761           12962187.249           1202.791            786186.300             657.9                33247        
  5.167         129379.322          1000252.504             7.731              10776.761           12640373.424           1172.929            786276.266             674.8                33195        
  5.333         129385.647          1013030.793             7.830              10872.892           12541390.470           1153.455            715088.717             624.2                33120        
  5.500         129227.537          1003816.828             7.768              10848.860           12110191.517           1116.264            766714.469             691.7                33103        
  5.667         129255.364          1020040.247             7.892              10797.000           12069778.341           1117.883            771493.480             695.0                33018        
  5.833         129256.629          1015830.686             7.859              10829.886           12047077.960           1112.392            762730.933             690.5                32996        
  6.000         129418.534          1017772.323             7.864              10760.318           11930334.563           1108.734            711915.244             646.7                32717        
  6.167         129285.721          1023837.602             7.919              10731.226           11881241.752           1107.165            770206.811             700.7                32751        
  6.333         129491.897          1016811.860             7.852              10659.128           11874908.351           1114.060            745225.736             673.7                32534        
  6.500         129319.873          1030223.795             7.966              10626.241           11846679.316           1114.851            831578.515             751.3                32502        
  6.667         129466.599          1013910.520             7.831              10603.473           11646572.315           1098.373            771466.976             707.4                32345        
  6.833         129661.390          1053090.707             8.122              10533.905           11646639.178           1105.634            718383.750             654.6                32075        
  7.000         129557.670          1041113.959             8.036              10542.759           11760027.156           1115.460            777182.364             701.8                32152        
  7.167         129601.941          1049288.679             8.096              10378.325           11679651.486           1125.389            809239.634             724.3                31911        
  7.333         129746.137          1050303.294             8.095              10332.789           11728654.733           1135.091            782045.103             693.9                31747        
  7.500         129842.268          1073820.975             8.270              10310.021           11868502.589           1151.162            760941.161             665.8                31588        
  7.667         129948.518          1055618.505             8.123              10218.950           11892855.639           1163.804            769456.194             665.8                31431        
  7.833         129766.375          1041486.008             8.026              10168.355           11891776.360           1169.489            846456.538             728.8                31503        
  8.000         130028.205          1050505.552             8.079              10070.960           12050008.887           1196.511            835369.263             702.9                31314        
  8.167         130109.157          1077295.048             8.280              10105.111           11940833.133           1181.663            762766.985             650.1                31195        
  8.333         130073.740          1071191.702             8.235              10048.192           11903580.595           1184.649            811044.926             689.4                31169        
  8.500         129988.994          1057850.454             8.138              10177.209           11912562.095           1170.514            777835.566             669.2                31282        
  8.667         129701.866          1044734.094             8.055              10155.706           11707559.125           1152.806            878051.085             767.0                31402        
  8.833         130114.217          1087012.846             8.354              10107.641           11780689.621           1165.523            752226.995             650.1                31063        
  9.000         130076.270          1078441.009             8.291              10039.338           11765835.480           1171.973            768240.018             660.2                30951        
  9.167         129982.669          1074578.976             8.267              10076.019           11584728.577           1149.733            790802.223             692.8                30992        
  9.333         129786.613          1075957.480             8.290              10046.927           11474696.340           1142.110            856914.862             755.8                30985        
  9.500         130338.100          1090363.595             8.366               9909.055           11607484.535           1171.402            742960.746             638.8                30463        
  9.667         130419.052          1085272.877             8.321               9888.817           11583095.840           1171.333            702396.902             603.9                30375        
  9.833         130306.478          1091347.141             8.375               9873.639           11284116.725           1142.853            748959.618             660.2                30381        
  10.000        130238.175          1095875.911             8.414               9877.433           11193238.420           1133.213            779255.589             692.8                30383        
  10.167        130145.839          1085629.199             8.342               9907.790           11011317.793           1111.380            774104.267             701.8                30337        
  10.333        130106.627          1088248.204             8.364               9864.784           10823134.323           1097.149            782468.841             718.7                30248        
  10.500        130138.249          1097254.268             8.431               9828.103           10664030.548           1085.055            787048.511             731.0                30081        
  10.667        129944.723          1098226.893             8.451               9826.838           10627521.263           1081.479            850793.973             792.9                30094        
  10.833        130134.455          1110885.230             8.536               9788.892           10538582.163           1076.586            793993.846             743.4                29887        
  11.000        130101.568          1108974.606             8.524               9637.106           10705430.759           1110.855            888905.661             806.4                29888        
  11.167        130166.077          1111921.578             8.542               9709.204           10692112.151           1101.235            828289.432             758.0                29854        
  11.333        130554.394          1123299.443             8.604               9605.484           10689680.195           1112.873            712870.952             645.6                29457        
  11.500        130663.174          1128556.142             8.637               9565.008           10737728.867           1122.605            710362.735             637.7                29380        
  11.667        130406.403          1124242.745             8.621               9566.273           10684873.956           1116.932            815198.918             735.5                29495        
  11.833        130291.299          1118484.704             8.584               9554.889           10573055.055           1106.560            842172.844             767.0                29526        
  12.000        130291.299          1122485.491             8.615               9563.743           10734309.799           1122.396            840517.358             754.7                29539        
  12.167        130472.177          1121346.300             8.595               9471.407           10892561.368           1150.047            829305.611             726.5                29287        
  12.333        130544.275          1120129.859             8.580               9395.515           10786397.604           1148.037            821448.047             720.9                29237        
  12.500        130654.320          1139969.495             8.725               9452.434           10796071.698           1142.147            753361.678             664.7                29225        
  12.667        130737.801          1128123.606             8.629               9460.023           10919139.448           1154.240            733118.028             639.9                29141        
  12.833        130642.936          1133012.292             8.673               9371.482           10860584.401           1158.897            830504.582             722.0                29120        
