             tauB                            r                             g(r)             
           100.000                         0.102                          0.000             
           100.000                         0.107                          0.000             
           100.000                         0.112                          0.000             
           100.000                         0.117                          0.000             
           100.000                         0.121                          0.000             
           100.000                         0.126                          0.000             
           100.000                         0.131                          0.000             
           100.000                         0.136                          0.000             
           100.000                         0.140                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.159                          0.000             
           100.000                         0.164                          0.000             
           100.000                         0.169                          0.000             
           100.000                         0.173                          0.000             
           100.000                         0.178                          0.000             
           100.000                         0.183                          0.000             
           100.000                         0.188                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.211                          0.000             
           100.000                         0.216                          0.000             
           100.000                         0.221                          0.000             
           100.000                         0.226                          0.000             
           100.000                         0.230                          0.000             
           100.000                         0.235                          0.000             
           100.000                         0.240                          0.000             
           100.000                         0.245                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.254                          0.000             
           100.000                         0.259                          0.000             
           100.000                         0.264                          0.000             
           100.000                         0.268                          0.000             
           100.000                         0.273                          0.000             
           100.000                         0.278                          0.000             
           100.000                         0.283                          0.000             
           100.000                         0.287                          0.000             
           100.000                         0.292                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.306                          0.000             
           100.000                         0.311                          0.000             
           100.000                         0.316                          0.000             
           100.000                         0.320                          0.000             
           100.000                         0.325                          0.000             
           100.000                         0.330                          0.000             
           100.000                         0.335                          0.000             
           100.000                         0.339                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.358                          0.000             
           100.000                         0.363                          0.000             
           100.000                         0.368                          0.000             
           100.000                         0.373                          0.000             
           100.000                         0.377                          0.000             
           100.000                         0.382                          0.000             
           100.000                         0.387                          0.000             
           100.000                         0.392                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.406                          0.000             
           100.000                         0.411                          0.000             
           100.000                         0.415                          0.000             
           100.000                         0.420                          0.000             
           100.000                         0.425                          0.000             
           100.000                         0.430                          0.000             
           100.000                         0.434                          0.000             
           100.000                         0.439                          0.000             
           100.000                         0.444                          0.000             
           100.000                         0.448                          0.000             
           100.000                         0.453                          0.000             
           100.000                         0.458                          0.000             
           100.000                         0.463                          0.000             
           100.000                         0.467                          0.000             
           100.000                         0.472                          0.000             
           100.000                         0.477                          0.000             
           100.000                         0.482                          0.002             
           100.000                         0.486                          0.000             
           100.000                         0.491                          0.029             
           100.000                         0.496                          0.095             
           100.000                         0.501                          0.200             
           100.000                         0.505                          0.384             
           100.000                         0.510                          0.659             
           100.000                         0.515                          1.107             
           100.000                         0.520                          1.535             
           100.000                         0.524                          1.963             
           100.000                         0.529                          2.325             
           100.000                         0.534                          2.839             
           100.000                         0.539                          2.981             
           100.000                         0.543                          3.132             
           100.000                         0.548                          3.072             
           100.000                         0.553                          3.254             
           100.000                         0.558                          3.088             
           100.000                         0.562                          3.035             
           100.000                         0.567                          2.925             
           100.000                         0.572                          2.773             
           100.000                         0.577                          2.737             
           100.000                         0.581                          2.623             
           100.000                         0.586                          2.414             
           100.000                         0.591                          2.386             
           100.000                         0.595                          2.243             
           100.000                         0.600                          2.289             
           100.000                         0.605                          2.112             
           100.000                         0.610                          2.051             
           100.000                         0.614                          1.853             
           100.000                         0.619                          2.048             
           100.000                         0.624                          1.925             
           100.000                         0.629                          1.750             
           100.000                         0.633                          1.830             
           100.000                         0.638                          1.752             
           100.000                         0.643                          1.580             
           100.000                         0.648                          1.566             
           100.000                         0.652                          1.600             
           100.000                         0.657                          1.574             
           100.000                         0.662                          1.509             
           100.000                         0.667                          1.393             
           100.000                         0.671                          1.437             
           100.000                         0.676                          1.440             
           100.000                         0.681                          1.342             
           100.000                         0.686                          1.385             
           100.000                         0.690                          1.364             
           100.000                         0.695                          1.313             
           100.000                         0.700                          1.292             
           100.000                         0.705                          1.291             
           100.000                         0.709                          1.300             
           100.000                         0.714                          1.200             
           100.000                         0.719                          1.296             
           100.000                         0.723                          1.195             
           100.000                         0.728                          1.269             
           100.000                         0.733                          1.206             
           100.000                         0.738                          1.231             
           100.000                         0.742                          1.150             
           100.000                         0.747                          1.175             
           100.000                         0.752                          1.112             
           100.000                         0.757                          1.158             
           100.000                         0.761                          1.081             
           100.000                         0.766                          1.084             
           100.000                         0.771                          1.063             
           100.000                         0.776                          1.111             
           100.000                         0.780                          1.152             
           100.000                         0.785                          1.042             
           100.000                         0.790                          1.133             
           100.000                         0.795                          1.065             
           100.000                         0.799                          1.077             
           100.000                         0.804                          1.052             
           100.000                         0.809                          1.186             
           100.000                         0.814                          1.156             
           100.000                         0.818                          1.026             
           100.000                         0.823                          1.041             
           100.000                         0.828                          1.067             
           100.000                         0.833                          1.024             
           100.000                         0.837                          1.041             
           100.000                         0.842                          0.973             
           100.000                         0.847                          0.951             
           100.000                         0.852                          0.996             
           100.000                         0.856                          1.013             
           100.000                         0.861                          1.115             
           100.000                         0.866                          1.044             
           100.000                         0.870                          0.983             
           100.000                         0.875                          1.029             
           100.000                         0.880                          1.002             
           100.000                         0.885                          1.001             
           100.000                         0.889                          1.023             
           100.000                         0.894                          1.037             
           100.000                         0.899                          1.003             
           100.000                         0.904                          1.002             
           100.000                         0.908                          1.091             
           100.000                         0.913                          1.021             
           100.000                         0.918                          1.068             
           100.000                         0.923                          1.048             
           100.000                         0.927                          0.984             
           100.000                         0.932                          1.034             
           100.000                         0.937                          1.037             
           100.000                         0.942                          0.957             
           100.000                         0.946                          1.005             
           100.000                         0.951                          0.993             
           100.000                         0.956                          1.037             
           100.000                         0.961                          0.972             
           100.000                         0.965                          0.967             
           100.000                         0.970                          1.035             
           100.000                         0.975                          1.093             
           100.000                         0.980                          1.068             
           100.000                         0.984                          1.072             
           100.000                         0.989                          0.984             
           100.000                         0.994                          1.032             
           100.000                         0.998                          1.022             
           100.000                         1.003                          1.059             
           100.000                         1.008                          1.025             
           100.000                         1.013                          1.059             
           100.000                         1.017                          1.043             
           100.000                         1.022                          1.096             
           100.000                         1.027                          1.071             
           100.000                         1.032                          1.025             
           100.000                         1.036                          1.141             
           100.000                         1.041                          1.091             
           100.000                         1.046                          1.132             
           100.000                         1.051                          1.086             
           100.000                         1.055                          1.134             
           100.000                         1.060                          1.043             
           100.000                         1.065                          1.114             
           100.000                         1.070                          1.132             
           100.000                         1.074                          1.106             
           100.000                         1.079                          1.060             
           100.000                         1.084                          1.088             
           100.000                         1.089                          1.117             
           100.000                         1.093                          1.154             
           100.000                         1.098                          1.070             
           100.000                         1.103                          1.127             
           100.000                         1.108                          1.187             
           100.000                         1.112                          1.115             
           100.000                         1.117                          1.049             
           100.000                         1.122                          1.088             
           100.000                         1.127                          1.014             
           100.000                         1.131                          1.108             
           100.000                         1.136                          1.167             
           100.000                         1.141                          1.087             
           100.000                         1.145                          1.046             
           100.000                         1.150                          1.112             
           100.000                         1.155                          1.119             
           100.000                         1.160                          1.134             
           100.000                         1.164                          1.043             
           100.000                         1.169                          1.130             
           100.000                         1.174                          1.076             
           100.000                         1.179                          1.122             
           100.000                         1.183                          1.052             
           100.000                         1.188                          1.070             
           100.000                         1.193                          1.091             
           100.000                         1.198                          1.046             
           100.000                         1.202                          1.066             
           100.000                         1.207                          1.037             
           100.000                         1.212                          1.087             
           100.000                         1.217                          1.058             
           100.000                         1.221                          0.992             
           100.000                         1.226                          1.042             
           100.000                         1.231                          1.068             
           100.000                         1.236                          1.117             
           100.000                         1.240                          1.082             
           100.000                         1.245                          1.054             
           100.000                         1.250                          0.997             
           100.000                         1.255                          1.068             
           100.000                         1.259                          1.050             
           100.000                         1.264                          1.019             
           100.000                         1.269                          1.038             
           100.000                         1.273                          1.054             
           100.000                         1.278                          1.019             
           100.000                         1.283                          1.106             
           100.000                         1.288                          1.009             
           100.000                         1.292                          1.026             
           100.000                         1.297                          1.072             
           100.000                         1.302                          1.029             
           100.000                         1.307                          0.993             
           100.000                         1.311                          1.027             
           100.000                         1.316                          1.082             
           100.000                         1.321                          1.041             
           100.000                         1.326                          1.070             
           100.000                         1.330                          1.041             
           100.000                         1.335                          1.002             
           100.000                         1.340                          1.059             
           100.000                         1.345                          0.975             
           100.000                         1.349                          1.016             
           100.000                         1.354                          1.005             
           100.000                         1.359                          0.999             
           100.000                         1.364                          1.004             
           100.000                         1.368                          1.079             
           100.000                         1.373                          1.011             
           100.000                         1.378                          1.015             
           100.000                         1.383                          1.046             
           100.000                         1.387                          1.045             
           100.000                         1.392                          1.013             
           100.000                         1.397                          1.037             
           100.000                         1.402                          1.036             
           100.000                         1.406                          1.024             
           100.000                         1.411                          1.029             
           100.000                         1.416                          1.023             
           100.000                         1.420                          1.039             
           100.000                         1.425                          1.030             
           100.000                         1.430                          1.003             
           100.000                         1.435                          1.016             
           100.000                         1.439                          1.031             
           100.000                         1.444                          1.045             
           100.000                         1.449                          0.977             
           100.000                         1.454                          1.064             
           100.000                         1.458                          1.009             
           100.000                         1.463                          0.960             
           100.000                         1.468                          0.993             
           100.000                         1.473                          0.992             
           100.000                         1.477                          1.100             
           100.000                         1.482                          1.039             
           100.000                         1.487                          1.018             
           100.000                         1.492                          1.011             
           100.000                         1.496                          1.050             
           100.000                         1.501                          1.066             
           100.000                         1.506                          1.028             
           100.000                         1.511                          0.986             
           100.000                         1.515                          0.989             
           100.000                         1.520                          1.033             
           100.000                         1.525                          1.014             
           100.000                         1.530                          1.041             
           100.000                         1.534                          1.072             
           100.000                         1.539                          1.061             
           100.000                         1.544                          1.006             
           100.000                         1.548                          1.054             
           100.000                         1.553                          0.985             
           100.000                         1.558                          1.018             
           100.000                         1.563                          1.049             
           100.000                         1.567                          1.021             
           100.000                         1.572                          1.009             
           100.000                         1.577                          1.037             
           100.000                         1.582                          1.006             
           100.000                         1.586                          1.042             
           100.000                         1.591                          1.004             
           100.000                         1.596                          1.034             
           100.000                         1.601                          1.008             
           100.000                         1.605                          1.034             
           100.000                         1.610                          1.037             
           100.000                         1.615                          1.013             
           100.000                         1.620                          1.032             
           100.000                         1.624                          1.009             
           100.000                         1.629                          1.030             
           100.000                         1.634                          1.009             
           100.000                         1.639                          1.037             
           100.000                         1.643                          0.987             
           100.000                         1.648                          1.081             
           100.000                         1.653                          1.033             
           100.000                         1.658                          1.050             
           100.000                         1.662                          0.998             
           100.000                         1.667                          1.044             
           100.000                         1.672                          1.055             
           100.000                         1.677                          1.020             
           100.000                         1.681                          0.999             
           100.000                         1.686                          1.039             
           100.000                         1.691                          1.035             
           100.000                         1.695                          1.036             
           100.000                         1.700                          1.036             
           100.000                         1.705                          1.025             
           100.000                         1.710                          1.056             
           100.000                         1.714                          1.038             
           100.000                         1.719                          1.014             
           100.000                         1.724                          1.031             
           100.000                         1.729                          1.011             
           100.000                         1.733                          1.051             
           100.000                         1.738                          0.988             
           100.000                         1.743                          0.993             
           100.000                         1.748                          1.010             
           100.000                         1.752                          0.961             
           100.000                         1.757                          1.012             
           100.000                         1.762                          1.031             
           100.000                         1.767                          0.983             
           100.000                         1.771                          1.010             
           100.000                         1.776                          1.041             
           100.000                         1.781                          0.990             
           100.000                         1.786                          0.996             
           100.000                         1.790                          1.018             
           100.000                         1.795                          1.012             
           100.000                         1.800                          0.986             
           100.000                         1.805                          1.009             
           100.000                         1.809                          1.036             
           100.000                         1.814                          1.009             
           100.000                         1.819                          0.997             
           100.000                         1.823                          1.021             
           100.000                         1.828                          0.998             
           100.000                         1.833                          1.012             
           100.000                         1.838                          0.997             
           100.000                         1.842                          1.008             
           100.000                         1.847                          1.008             
           100.000                         1.852                          1.019             
           100.000                         1.857                          0.990             
           100.000                         1.861                          1.002             
           100.000                         1.866                          0.987             
           100.000                         1.871                          1.009             
           100.000                         1.876                          0.981             
           100.000                         1.880                          1.026             
           100.000                         1.885                          0.989             
           100.000                         1.890                          1.066             
           100.000                         1.895                          1.066             
           100.000                         1.899                          1.002             
           100.000                         1.904                          1.025             
           100.000                         1.909                          1.028             
           100.000                         1.914                          1.062             
           100.000                         1.918                          0.989             
           100.000                         1.923                          1.033             
           100.000                         1.928                          1.016             
           100.000                         1.933                          1.004             
           100.000                         1.937                          1.019             
           100.000                         1.942                          1.032             
           100.000                         1.947                          1.000             
           100.000                         1.952                          1.010             
           100.000                         1.956                          1.030             
           100.000                         1.961                          1.030             
           100.000                         1.966                          0.996             
           100.000                         1.970                          1.025             
           100.000                         1.975                          1.064             
           100.000                         1.980                          0.991             
           100.000                         1.985                          1.022             
           100.000                         1.989                          0.990             
           100.000                         1.994                          0.974             
           100.000                         1.999                          1.027             
           100.000                         2.004                          1.011             
           100.000                         2.008                          1.006             
           100.000                         2.013                          1.018             
           100.000                         2.018                          1.026             
           100.000                         2.023                          1.036             
           100.000                         2.027                          0.976             
           100.000                         2.032                          0.990             
           100.000                         2.037                          1.038             
           100.000                         2.042                          1.016             
           100.000                         2.046                          0.984             
           100.000                         2.051                          0.992             
           100.000                         2.056                          1.030             
           100.000                         2.061                          0.983             
           100.000                         2.065                          1.005             
           100.000                         2.070                          1.012             
           100.000                         2.075                          1.008             
           100.000                         2.080                          1.007             
           100.000                         2.084                          1.021             
           100.000                         2.089                          0.992             
           100.000                         2.094                          1.000             
           100.000                         2.099                          0.979             
           100.000                         2.103                          1.018             
           100.000                         2.108                          1.040             
           100.000                         2.113                          1.004             
           100.000                         2.117                          1.008             
           100.000                         2.122                          1.003             
           100.000                         2.127                          1.024             
           100.000                         2.132                          0.992             
           100.000                         2.136                          1.026             
           100.000                         2.141                          0.992             
           100.000                         2.146                          1.026             
           100.000                         2.151                          0.972             
           100.000                         2.155                          1.018             
           100.000                         2.160                          1.030             
           100.000                         2.165                          0.964             
           100.000                         2.170                          0.992             
           100.000                         2.174                          1.031             
           100.000                         2.179                          0.974             
           100.000                         2.184                          1.012             
           100.000                         2.189                          1.028             
           100.000                         2.193                          1.024             
           100.000                         2.198                          0.983             
           100.000                         2.203                          1.010             
           100.000                         2.208                          1.031             
           100.000                         2.212                          1.001             
           100.000                         2.217                          0.999             
           100.000                         2.222                          1.006             
           100.000                         2.227                          1.002             
           100.000                         2.231                          1.005             
           100.000                         2.236                          0.982             
           100.000                         2.241                          1.008             
           100.000                         2.245                          0.964             
           100.000                         2.250                          1.028             
           100.000                         2.255                          1.046             
           100.000                         2.260                          1.012             
           100.000                         2.264                          1.036             
           100.000                         2.269                          1.003             
           100.000                         2.274                          1.012             
           100.000                         2.279                          1.000             
           100.000                         2.283                          1.012             
           100.000                         2.288                          0.994             
           100.000                         2.293                          0.979             
           100.000                         2.298                          0.999             
           100.000                         2.302                          1.044             
           100.000                         2.307                          1.000             
           100.000                         2.312                          1.027             
           100.000                         2.317                          1.023             
           100.000                         2.321                          1.043             
           100.000                         2.326                          1.006             
           100.000                         2.331                          1.009             
           100.000                         2.336                          1.023             
           100.000                         2.340                          1.013             
           100.000                         2.345                          1.030             
           100.000                         2.350                          1.041             
           100.000                         2.355                          0.959             
           100.000                         2.359                          0.998             
           100.000                         2.364                          1.007             
           100.000                         2.369                          0.997             
           100.000                         2.374                          1.011             
           100.000                         2.378                          1.024             
           100.000                         2.383                          0.996             
           100.000                         2.388                          1.011             
