             tauB                            r                             g(r)             
           100.000                         0.102                          0.000             
           100.000                         0.107                          0.000             
           100.000                         0.112                          0.000             
           100.000                         0.117                          0.000             
           100.000                         0.121                          0.000             
           100.000                         0.126                          0.000             
           100.000                         0.131                          0.000             
           100.000                         0.136                          0.000             
           100.000                         0.140                          0.000             
           100.000                         0.145                          0.000             
           100.000                         0.150                          0.000             
           100.000                         0.155                          0.000             
           100.000                         0.159                          0.000             
           100.000                         0.164                          0.000             
           100.000                         0.169                          0.000             
           100.000                         0.173                          0.000             
           100.000                         0.178                          0.000             
           100.000                         0.183                          0.000             
           100.000                         0.188                          0.000             
           100.000                         0.192                          0.000             
           100.000                         0.197                          0.000             
           100.000                         0.202                          0.000             
           100.000                         0.207                          0.000             
           100.000                         0.211                          0.000             
           100.000                         0.216                          0.000             
           100.000                         0.221                          0.000             
           100.000                         0.226                          0.000             
           100.000                         0.230                          0.000             
           100.000                         0.235                          0.000             
           100.000                         0.240                          0.000             
           100.000                         0.245                          0.000             
           100.000                         0.249                          0.000             
           100.000                         0.254                          0.000             
           100.000                         0.259                          0.000             
           100.000                         0.264                          0.000             
           100.000                         0.268                          0.000             
           100.000                         0.273                          0.000             
           100.000                         0.278                          0.000             
           100.000                         0.283                          0.000             
           100.000                         0.287                          0.000             
           100.000                         0.292                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.306                          0.000             
           100.000                         0.311                          0.000             
           100.000                         0.316                          0.000             
           100.000                         0.320                          0.000             
           100.000                         0.325                          0.000             
           100.000                         0.330                          0.000             
           100.000                         0.335                          0.000             
           100.000                         0.339                          0.000             
           100.000                         0.344                          0.000             
           100.000                         0.349                          0.000             
           100.000                         0.354                          0.000             
           100.000                         0.358                          0.000             
           100.000                         0.363                          0.000             
           100.000                         0.368                          0.000             
           100.000                         0.373                          0.000             
           100.000                         0.377                          0.000             
           100.000                         0.382                          0.000             
           100.000                         0.387                          0.000             
           100.000                         0.392                          0.000             
           100.000                         0.396                          0.000             
           100.000                         0.401                          0.000             
           100.000                         0.406                          0.000             
           100.000                         0.411                          0.000             
           100.000                         0.415                          0.000             
           100.000                         0.420                          0.000             
           100.000                         0.425                          0.000             
           100.000                         0.430                          0.000             
           100.000                         0.434                          0.000             
           100.000                         0.439                          0.000             
           100.000                         0.444                          0.000             
           100.000                         0.448                          0.000             
           100.000                         0.453                          0.000             
           100.000                         0.458                          0.000             
           100.000                         0.463                          0.000             
           100.000                         0.467                          0.000             
           100.000                         0.472                          0.000             
           100.000                         0.477                          0.000             
           100.000                         0.482                          0.000             
           100.000                         0.486                          0.000             
           100.000                         0.491                          0.000             
           100.000                         0.496                          0.000             
           100.000                         0.501                          0.000             
           100.000                         0.505                          0.000             
           100.000                         0.510                          0.000             
           100.000                         0.515                          0.000             
           100.000                         0.520                          0.000             
           100.000                         0.524                          0.000             
           100.000                         0.529                          0.000             
           100.000                         0.534                          0.000             
           100.000                         0.539                          0.000             
           100.000                         0.543                          0.000             
           100.000                         0.548                          0.000             
           100.000                         0.553                          0.000             
           100.000                         0.558                          0.000             
           100.000                         0.562                          0.000             
           100.000                         0.567                          0.000             
           100.000                         0.572                          0.000             
           100.000                         0.577                          0.000             
           100.000                         0.581                          0.000             
           100.000                         0.586                          0.000             
           100.000                         0.591                          0.000             
           100.000                         0.595                          0.000             
           100.000                         0.600                          0.000             
           100.000                         0.605                          0.000             
           100.000                         0.610                          0.000             
           100.000                         0.614                          0.000             
           100.000                         0.619                          0.000             
           100.000                         0.624                          0.000             
           100.000                         0.629                          0.000             
           100.000                         0.633                          0.000             
           100.000                         0.638                          0.000             
           100.000                         0.643                          0.000             
           100.000                         0.648                          0.000             
           100.000                         0.652                          0.000             
           100.000                         0.657                          0.000             
           100.000                         0.662                          0.000             
           100.000                         0.667                          0.000             
           100.000                         0.671                          0.000             
           100.000                         0.676                          0.000             
           100.000                         0.681                          0.000             
           100.000                         0.686                          0.000             
           100.000                         0.690                          0.000             
           100.000                         0.695                          0.000             
           100.000                         0.700                          0.000             
           100.000                         0.705                          0.000             
           100.000                         0.709                          0.000             
           100.000                         0.714                          0.000             
           100.000                         0.719                          0.000             
           100.000                         0.723                          0.000             
           100.000                         0.728                          0.002             
           100.000                         0.733                          0.002             
           100.000                         0.738                          0.002             
           100.000                         0.742                          0.016             
           100.000                         0.747                          0.063             
           100.000                         0.752                          0.126             
           100.000                         0.757                          0.231             
           100.000                         0.761                          0.308             
           100.000                         0.766                          0.534             
           100.000                         0.771                          0.909             
           100.000                         0.776                          1.582             
           100.000                         0.780                          2.817             
           100.000                         0.785                          4.669             
           100.000                         0.790                          7.448             
           100.000                         0.795                          11.135            
           100.000                         0.799                          14.539            
           100.000                         0.804                          18.125            
           100.000                         0.809                          20.990            
           100.000                         0.814                          22.676            
           100.000                         0.818                          23.111            
           100.000                         0.823                          22.381            
           100.000                         0.828                          21.366            
           100.000                         0.833                          19.201            
           100.000                         0.837                          16.774            
           100.000                         0.842                          14.653            
           100.000                         0.847                          12.397            
           100.000                         0.852                          10.369            
           100.000                         0.856                          8.553             
           100.000                         0.861                          7.068             
           100.000                         0.866                          5.942             
           100.000                         0.870                          4.921             
           100.000                         0.875                          4.121             
           100.000                         0.880                          3.563             
           100.000                         0.885                          3.054             
           100.000                         0.889                          2.612             
           100.000                         0.894                          2.286             
           100.000                         0.899                          2.142             
           100.000                         0.904                          1.778             
           100.000                         0.908                          1.584             
           100.000                         0.913                          1.400             
           100.000                         0.918                          1.227             
           100.000                         0.923                          1.168             
           100.000                         0.927                          1.128             
           100.000                         0.932                          0.964             
           100.000                         0.937                          0.929             
           100.000                         0.942                          0.892             
           100.000                         0.946                          0.781             
           100.000                         0.951                          0.734             
           100.000                         0.956                          0.698             
           100.000                         0.961                          0.598             
           100.000                         0.965                          0.609             
           100.000                         0.970                          0.640             
           100.000                         0.975                          0.561             
           100.000                         0.980                          0.547             
           100.000                         0.984                          0.546             
           100.000                         0.989                          0.556             
           100.000                         0.994                          0.569             
           100.000                         0.998                          0.521             
           100.000                         1.003                          0.483             
           100.000                         1.008                          0.467             
           100.000                         1.013                          0.435             
           100.000                         1.017                          0.389             
           100.000                         1.022                          0.366             
           100.000                         1.027                          0.348             
           100.000                         1.032                          0.299             
           100.000                         1.036                          0.296             
           100.000                         1.041                          0.286             
           100.000                         1.046                          0.300             
           100.000                         1.051                          0.251             
           100.000                         1.055                          0.249             
           100.000                         1.060                          0.261             
           100.000                         1.065                          0.238             
           100.000                         1.070                          0.257             
           100.000                         1.074                          0.274             
           100.000                         1.079                          0.210             
           100.000                         1.084                          0.225             
           100.000                         1.089                          0.252             
           100.000                         1.093                          0.219             
           100.000                         1.098                          0.190             
           100.000                         1.103                          0.215             
           100.000                         1.108                          0.211             
           100.000                         1.112                          0.206             
           100.000                         1.117                          0.199             
           100.000                         1.122                          0.179             
           100.000                         1.127                          0.197             
           100.000                         1.131                          0.219             
           100.000                         1.136                          0.192             
           100.000                         1.141                          0.194             
           100.000                         1.145                          0.188             
           100.000                         1.150                          0.206             
           100.000                         1.155                          0.218             
           100.000                         1.160                          0.217             
           100.000                         1.164                          0.196             
           100.000                         1.169                          0.185             
           100.000                         1.174                          0.193             
           100.000                         1.179                          0.184             
           100.000                         1.183                          0.189             
           100.000                         1.188                          0.213             
           100.000                         1.193                          0.199             
           100.000                         1.198                          0.169             
           100.000                         1.202                          0.183             
           100.000                         1.207                          0.177             
           100.000                         1.212                          0.193             
           100.000                         1.217                          0.183             
           100.000                         1.221                          0.193             
           100.000                         1.226                          0.185             
           100.000                         1.231                          0.219             
           100.000                         1.236                          0.201             
           100.000                         1.240                          0.210             
           100.000                         1.245                          0.211             
           100.000                         1.250                          0.173             
           100.000                         1.255                          0.177             
           100.000                         1.259                          0.208             
           100.000                         1.264                          0.187             
           100.000                         1.269                          0.218             
           100.000                         1.273                          0.224             
           100.000                         1.278                          0.242             
           100.000                         1.283                          0.234             
           100.000                         1.288                          0.251             
           100.000                         1.292                          0.253             
           100.000                         1.297                          0.266             
           100.000                         1.302                          0.282             
           100.000                         1.307                          0.298             
           100.000                         1.311                          0.324             
           100.000                         1.316                          0.356             
           100.000                         1.321                          0.399             
           100.000                         1.326                          0.467             
           100.000                         1.330                          0.483             
           100.000                         1.335                          0.578             
           100.000                         1.340                          0.712             
           100.000                         1.345                          0.850             
           100.000                         1.349                          1.054             
           100.000                         1.354                          1.349             
           100.000                         1.359                          1.603             
           100.000                         1.364                          1.917             
           100.000                         1.368                          2.299             
           100.000                         1.373                          2.659             
           100.000                         1.378                          3.101             
           100.000                         1.383                          3.749             
           100.000                         1.387                          4.230             
           100.000                         1.392                          4.829             
           100.000                         1.397                          5.420             
           100.000                         1.402                          5.987             
           100.000                         1.406                          6.419             
           100.000                         1.411                          6.942             
           100.000                         1.416                          7.238             
           100.000                         1.420                          7.568             
           100.000                         1.425                          7.614             
           100.000                         1.430                          7.739             
           100.000                         1.435                          7.481             
           100.000                         1.439                          7.262             
           100.000                         1.444                          6.949             
           100.000                         1.449                          6.547             
           100.000                         1.454                          6.149             
           100.000                         1.458                          5.562             
           100.000                         1.463                          5.106             
           100.000                         1.468                          4.684             
           100.000                         1.473                          4.287             
           100.000                         1.477                          3.768             
           100.000                         1.482                          3.313             
           100.000                         1.487                          2.930             
           100.000                         1.492                          2.605             
           100.000                         1.496                          2.350             
           100.000                         1.501                          2.123             
           100.000                         1.506                          1.874             
           100.000                         1.511                          1.689             
           100.000                         1.515                          1.526             
           100.000                         1.520                          1.396             
           100.000                         1.525                          1.313             
           100.000                         1.530                          1.136             
           100.000                         1.534                          1.057             
           100.000                         1.539                          1.029             
           100.000                         1.544                          0.996             
           100.000                         1.548                          1.013             
           100.000                         1.553                          0.998             
           100.000                         1.558                          1.002             
           100.000                         1.563                          1.050             
           100.000                         1.567                          1.227             
           100.000                         1.572                          1.415             
           100.000                         1.577                          1.635             
           100.000                         1.582                          1.992             
           100.000                         1.586                          2.398             
           100.000                         1.591                          2.847             
           100.000                         1.596                          3.334             
           100.000                         1.601                          3.894             
           100.000                         1.605                          4.382             
           100.000                         1.610                          4.855             
           100.000                         1.615                          5.283             
           100.000                         1.620                          5.715             
           100.000                         1.624                          6.041             
           100.000                         1.629                          6.304             
           100.000                         1.634                          6.422             
           100.000                         1.639                          6.715             
           100.000                         1.643                          6.567             
           100.000                         1.648                          6.381             
           100.000                         1.653                          6.155             
           100.000                         1.658                          5.952             
           100.000                         1.662                          5.552             
           100.000                         1.667                          5.375             
           100.000                         1.672                          4.927             
           100.000                         1.677                          4.620             
           100.000                         1.681                          4.193             
           100.000                         1.686                          3.889             
           100.000                         1.691                          3.513             
           100.000                         1.695                          3.175             
           100.000                         1.700                          2.874             
           100.000                         1.705                          2.684             
           100.000                         1.710                          2.339             
           100.000                         1.714                          2.201             
           100.000                         1.719                          1.993             
           100.000                         1.724                          1.831             
           100.000                         1.729                          1.676             
           100.000                         1.733                          1.462             
           100.000                         1.738                          1.363             
           100.000                         1.743                          1.236             
           100.000                         1.748                          1.142             
           100.000                         1.752                          1.030             
           100.000                         1.757                          0.978             
           100.000                         1.762                          0.921             
           100.000                         1.767                          0.826             
           100.000                         1.771                          0.741             
           100.000                         1.776                          0.666             
           100.000                         1.781                          0.675             
           100.000                         1.786                          0.664             
           100.000                         1.790                          0.565             
           100.000                         1.795                          0.539             
           100.000                         1.800                          0.513             
           100.000                         1.805                          0.489             
           100.000                         1.809                          0.500             
           100.000                         1.814                          0.482             
           100.000                         1.819                          0.461             
           100.000                         1.823                          0.391             
           100.000                         1.828                          0.434             
           100.000                         1.833                          0.388             
           100.000                         1.838                          0.401             
           100.000                         1.842                          0.373             
           100.000                         1.847                          0.367             
           100.000                         1.852                          0.355             
           100.000                         1.857                          0.340             
           100.000                         1.861                          0.323             
           100.000                         1.866                          0.326             
           100.000                         1.871                          0.289             
           100.000                         1.876                          0.295             
           100.000                         1.880                          0.291             
           100.000                         1.885                          0.319             
           100.000                         1.890                          0.304             
           100.000                         1.895                          0.302             
           100.000                         1.899                          0.301             
           100.000                         1.904                          0.269             
           100.000                         1.909                          0.297             
           100.000                         1.914                          0.297             
           100.000                         1.918                          0.256             
           100.000                         1.923                          0.277             
           100.000                         1.928                          0.271             
           100.000                         1.933                          0.267             
           100.000                         1.937                          0.267             
           100.000                         1.942                          0.272             
           100.000                         1.947                          0.262             
           100.000                         1.952                          0.267             
           100.000                         1.956                          0.265             
           100.000                         1.961                          0.261             
           100.000                         1.966                          0.263             
           100.000                         1.970                          0.281             
           100.000                         1.975                          0.282             
           100.000                         1.980                          0.276             
           100.000                         1.985                          0.277             
           100.000                         1.989                          0.291             
           100.000                         1.994                          0.292             
           100.000                         1.999                          0.293             
           100.000                         2.004                          0.319             
           100.000                         2.008                          0.309             
           100.000                         2.013                          0.332             
           100.000                         2.018                          0.350             
           100.000                         2.023                          0.376             
           100.000                         2.027                          0.360             
           100.000                         2.032                          0.387             
           100.000                         2.037                          0.473             
           100.000                         2.042                          0.461             
           100.000                         2.046                          0.541             
           100.000                         2.051                          0.601             
           100.000                         2.056                          0.695             
           100.000                         2.061                          0.747             
           100.000                         2.065                          0.846             
           100.000                         2.070                          0.995             
           100.000                         2.075                          1.170             
           100.000                         2.080                          1.293             
           100.000                         2.084                          1.502             
           100.000                         2.089                          1.667             
           100.000                         2.094                          1.953             
           100.000                         2.099                          2.248             
           100.000                         2.103                          2.544             
           100.000                         2.108                          2.775             
           100.000                         2.113                          3.125             
           100.000                         2.117                          3.503             
           100.000                         2.122                          3.875             
           100.000                         2.127                          4.280             
           100.000                         2.132                          4.700             
           100.000                         2.136                          4.997             
           100.000                         2.141                          5.269             
           100.000                         2.146                          5.808             
           100.000                         2.151                          6.109             
           100.000                         2.155                          6.502             
           100.000                         2.160                          6.628             
           100.000                         2.165                          6.891             
           100.000                         2.170                          7.052             
           100.000                         2.174                          7.182             
           100.000                         2.179                          7.166             
           100.000                         2.184                          7.250             
           100.000                         2.189                          7.070             
           100.000                         2.193                          6.976             
           100.000                         2.198                          6.718             
           100.000                         2.203                          6.533             
           100.000                         2.208                          6.303             
           100.000                         2.212                          5.937             
           100.000                         2.217                          5.644             
           100.000                         2.222                          5.230             
           100.000                         2.227                          4.934             
           100.000                         2.231                          4.773             
           100.000                         2.236                          4.363             
           100.000                         2.241                          4.101             
           100.000                         2.245                          3.798             
           100.000                         2.250                          3.465             
           100.000                         2.255                          3.234             
           100.000                         2.260                          2.930             
           100.000                         2.264                          2.719             
           100.000                         2.269                          2.550             
           100.000                         2.274                          2.307             
           100.000                         2.279                          2.188             
           100.000                         2.283                          2.050             
           100.000                         2.288                          1.883             
           100.000                         2.293                          1.710             
           100.000                         2.298                          1.630             
           100.000                         2.302                          1.510             
           100.000                         2.307                          1.422             
           100.000                         2.312                          1.272             
           100.000                         2.317                          1.237             
           100.000                         2.321                          1.125             
           100.000                         2.326                          1.111             
           100.000                         2.331                          1.033             
           100.000                         2.336                          0.990             
           100.000                         2.340                          0.934             
           100.000                         2.345                          0.984             
           100.000                         2.350                          0.936             
           100.000                         2.355                          0.940             
           100.000                         2.359                          0.961             
           100.000                         2.364                          1.033             
           100.000                         2.369                          1.106             
           100.000                         2.374                          1.179             
           100.000                         2.378                          1.267             
           100.000                         2.383                          1.378             
           100.000                         2.388                          1.447             
