 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          14         0          14         0        1.0270     1.0270     0.0000     0.0000      0.44     10.0435     0.0000    10.0435     0.0000     0.0000     0.0000    87266.46 
 46666.00    48400        0        48400       1600        0         1600       171         0         171        114       0.9337     0.9337     0.0000     0.0000      0.40     114.2907    0.0000    114.2907  1070.1550    0.0000   1070.1550   87266.46 
 93332.00    45452        0        45452       4548        0         4548       329         0         329        146       0.9310     0.9310     0.0000     0.0000      0.40     219.3561    0.0000    219.3561  3025.9769    0.0000   3025.9769   87266.46 
139998.00    45023        0        45023       4977        0         4977       250         0         250        134       0.9325     0.9325     0.0000     0.0000      0.40     164.4687    0.0000    164.4687  3296.3040    0.0000   3296.3040   87266.46 
186664.00    42835        0        42835       7165        0         7165       275         0         275        143       0.9334     0.9334     0.0000     0.0000      0.40     182.3429    0.0000    182.3429  4742.5601    0.0000   4742.5601   87266.46 
233330.00    42528        0        42528       7472        0         7472       281         0         281        155       0.9353     0.9353     0.0000     0.0000      0.40     186.3890    0.0000    186.3890  4946.0456    0.0000   4946.0456   87266.46 
279996.00    41872        0        41872       8128        0         8128       406         0         406        169       0.9435     0.9435     0.0000     0.0000      0.40     270.8780    0.0000    270.8780  5369.7731    0.0000   5369.7731   87266.46 
326662.00    40586        0        40586       9414        0         9414       305         0         305        154       0.9327     0.9327     0.0000     0.0000      0.40     198.4543    0.0000    198.4543  6219.4854    0.0000   6219.4854   87266.46 
373328.00    40704        0        40704       9296        0         9296       343         0         343        160       0.9314     0.9314     0.0000     0.0000      0.40     225.3427    0.0000    225.3427  6151.6229    0.0000   6151.6229   87266.46 
419994.00    40983        0        40983       9017        0         9017       365         0         365        173       0.9337     0.9337     0.0000     0.0000      0.40     241.4092    0.0000    241.4092  5943.7494    0.0000   5943.7494   87266.46 
466660.00    39314        0        39314      10686        0        10686       357         0         357        178       0.9428     0.9428     0.0000     0.0000      0.40     234.7870    0.0000    234.7870  7048.6772    0.0000   7048.6772   87266.46 
513326.00    40391        0        40391       9609        0         9609       379         0         379        168       0.9238     0.9238     0.0000     0.0000      0.40     247.5327    0.0000    247.5327  6344.4321    0.0000   6344.4321   87266.46 
559992.00    38452        0        38452      11548        0        11548       517         0         517        183       0.9310     0.9310     0.0000     0.0000      0.40     341.2250    0.0000    341.2250  7628.7954    0.0000   7628.7954   87266.46 
606658.00    39285        0        39285      10715        0        10715       360         0         360        175       0.9221     0.9221     0.0000     0.0000      0.40     240.2986    0.0000    240.2986  7076.2171    0.0000   7076.2171   87266.46 
653324.00    40504        0        40504       9496        0         9496       507         0         507        169       0.9289     0.9289     0.0000     0.0000      0.40     331.5347    0.0000    331.5347  6273.6054    0.0000   6273.6054   87266.46 
699990.00    38532        0        38532      11468        0        11468       407         0         407        184       0.9340     0.9340     0.0000     0.0000      0.40     264.3224    0.0000    264.3224  7572.9370    0.0000   7572.9370   87266.46 
746656.00    39596        0        39596      10404        0        10404       420         0         420        167       0.9423     0.9423     0.0000     0.0000      0.40     271.9157    0.0000    271.9157  6849.0729    0.0000   6849.0729   87266.46 
793322.00    40024        0        40024       9976        0         9976       410         0         410        184       0.9265     0.9265     0.0000     0.0000      0.40     270.4319    0.0000    270.4319  6570.2822    0.0000   6570.2822   87266.46 
839988.00    39242        0        39242      10758        0        10758       554         0         554        168       0.9317     0.9317     0.0000     0.0000      0.40     361.1150    0.0000    361.1150  7098.1592    0.0000   7098.1592   87266.46 
886654.00    39083        0        39083      10917        0        10917       340         0         340        176       0.9223     0.9223     0.0000     0.0000      0.40     224.6256    0.0000    224.6256  7191.7701    0.0000   7191.7701   87266.46 
933320.00    39579        0        39579      10421        0        10421       598         0         598        186       0.9405     0.9405     0.0000     0.0000      0.40     392.4977    0.0000    392.4977  6853.0881    0.0000   6853.0881   87266.46 
979986.00    40141        0        40141       9859        0         9859       559         0         559        186       0.9265     0.9265     0.0000     0.0000      0.40     358.6923    0.0000    358.6923  6476.7612    0.0000   6476.7612   87266.46 
1026652.00   39244        0        39244      10756        0        10756       576         0         576        206       0.9187     0.9187     0.0000     0.0000      0.40     380.0398    0.0000    380.0398  7069.5186    0.0000   7069.5186   87266.46 
1073318.00   39081        0        39081      10919        0        10919       581         0         581        202       0.9349     0.9349     0.0000     0.0000      0.40     375.5249    0.0000    375.5249  7184.2717    0.0000   7184.2717   87266.46 
1119984.00   39877        0        39877      10123        0        10123       556         0         556        194       0.9204     0.9204     0.0000     0.0000      0.40     357.2490    0.0000    357.2490  6639.7592    0.0000   6639.7592   87266.46 
1166650.00   38028        0        38028      11972        0        11972       620         0         620        199       0.9263     0.9263     0.0000     0.0000      0.40     400.2110    0.0000    400.2110  7881.6608    0.0000   7881.6608   87266.46 
1213316.00   38612        0        38612      11388        0        11388       504         0         504        207       0.9390     0.9390     0.0000     0.0000      0.40     331.6244    0.0000    331.6244  7496.9566    0.0000   7496.9566   87266.46 
1259982.00   39486        0        39486      10514        0        10514       565         0         565        210       0.9302     0.9302     0.0000     0.0000      0.40     370.1300    0.0000    370.1300  6920.7687    0.0000   6920.7687   87266.46 
1306648.00   39840        0        39840      10160        0        10160       552         0         552        220       0.9274     0.9274     0.0000     0.0000      0.40     363.5567    0.0000    363.5567  6683.7198    0.0000   6683.7198   87266.46 
1353314.00   39688        0        39688      10312        0        10312       449         0         449        202       0.9295     0.9295     0.0000     0.0000      0.40     292.3390    0.0000    292.3390  6773.9235    0.0000   6773.9235   87266.46 
1399980.00   39191        0        39191      10809        0        10809       617         0         617        229       0.9305     0.9305     0.0000     0.0000      0.40     399.9293    0.0000    399.9293  7097.3106    0.0000   7097.3106   87266.46 
1446646.00   39547        0        39547      10453        0        10453       582         0         582        222       0.9323     0.9323     0.0000     0.0000      0.40     376.4062    0.0000    376.4062  6865.7312    0.0000   6865.7312   87266.46 
1493312.00   38185        0        38185      11815        0        11815       563         0         563        203       0.9312     0.9312     0.0000     0.0000      0.40     364.2238    0.0000    364.2238  7755.5356    0.0000   7755.5356   87266.46 
1539978.00   38611        0        38611      11389        0        11389       807         0         807        214       0.9245     0.9245     0.0000     0.0000      0.40     528.7377    0.0000    528.7377  7468.7766    0.0000   7468.7766   87266.46 
1586644.00   37511        0        37511      12489        0        12489       681         0         681        192       0.9395     0.9395     0.0000     0.0000      0.40     446.9781    0.0000    446.9781  8213.4558    0.0000   8213.4558   87266.46 
1633310.00   38455        0        38455      11545        0        11545       584         0         584        199       0.9359     0.9359     0.0000     0.0000      0.40     380.0953    0.0000    380.0953  7584.7160    0.0000   7584.7160   87266.46 
1679976.00   38479        0        38479      11521        0        11521       453         0         453        188       0.9264     0.9264     0.0000     0.0000      0.40     291.3268    0.0000    291.3268  7566.9374    0.0000   7566.9374   87266.46 
1726642.00   38485        0        38485      11515        0        11515       667         0         667        217       0.9282     0.9282     0.0000     0.0000      0.40     439.5321    0.0000    439.5321  7576.0322    0.0000   7576.0322   87266.46 
1773308.00   37788        0        37788      12212        0        12212       452         0         452        193       0.9336     0.9336     0.0000     0.0000      0.40     298.4221    0.0000    298.4221  8040.1315    0.0000   8040.1315   87266.46 
1819974.00   37840        0        37840      12160        0        12160       624         0         624        199       0.9388     0.9388     0.0000     0.0000      0.40     409.4679    0.0000    409.4679  7992.5121    0.0000   7992.5121   87266.46 
1866640.00   39243        0        39243      10757        0        10757       605         0         605        215       0.9254     0.9254     0.0000     0.0000      0.40     399.3593    0.0000    399.3593  7070.5942    0.0000   7070.5942   87266.46 
1913306.00   38294        0        38294      11706        0        11706       486         0         486        198       0.9237     0.9237     0.0000     0.0000      0.40     318.5688    0.0000    318.5688  7698.0021    0.0000   7698.0021   87266.46 
1959972.00   38638        0        38638      11362        0        11362       585         0         585        227       0.9320     0.9320     0.0000     0.0000      0.40     383.0817    0.0000    383.0817  7455.1434    0.0000   7455.1434   87266.46 
2006638.00   38671        0        38671      11329        0        11329       617         0         617        213       0.9249     0.9249     0.0000     0.0000      0.40     401.8786    0.0000    401.8786  7429.2600    0.0000   7429.2600   87266.46 
2053304.00   37422        0        37422      12578        0        12578       742         0         742        232       0.9335     0.9335     0.0000     0.0000      0.40     486.7897    0.0000    486.7897  8261.0152    0.0000   8261.0152   87266.46 
2099970.00   38011        0        38011      11989        0        11989       618         0         618        230       0.9377     0.9377     0.0000     0.0000      0.40     399.9726    0.0000    399.9726  7858.3854    0.0000   7858.3854   87266.46 
2146636.00   38147        0        38147      11853        0        11853       784         0         784        257       0.9169     0.9169     0.0000     0.0000      0.40     512.6682    0.0000    512.6682  7768.1427    0.0000   7768.1427   87266.46 
2193302.00   38208        0        38208      11792        0        11792       690         0         690        250       0.9223     0.9223     0.0000     0.0000      0.40     451.9641    0.0000    451.9641  7727.1629    0.0000   7727.1629   87266.46 
2239968.00   37982        0        37982      12018        0        12018       694         0         694        250       0.9237     0.9237     0.0000     0.0000      0.40     456.1970    0.0000    456.1970  7874.8290    0.0000   7874.8290   87266.46 
2286634.00   38285        0        38285      11715        0        11715       772         0         772        229       0.9359     0.9359     0.0000     0.0000      0.40     506.6535    0.0000    506.6535  7674.1804    0.0000   7674.1804   87266.46 
