 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          18         0          18         0        0.9833     0.9833     0.0000     0.0000      0.48     13.1706     0.0000    13.1706     0.0000     0.0000     0.0000    78539.82 
 46666.00    43682        0        43682       6318        0         6318       289         0         289        143       0.9346     0.9346     0.0000     0.0000      0.44     193.0557    0.0000    193.0557  4212.8167    0.0000   4212.8167   78539.82 
 93332.00    38105        0        38105      11895        0        11895       373         0         373        150       0.9348     0.9348     0.0000     0.0000      0.44     247.8572    0.0000    247.8572  7895.7091    0.0000   7895.7091   78539.82 
139998.00    35360        0        35360      14640        0        14640       420         0         420        178       0.9171     0.9171     0.0000     0.0000      0.44     279.0127    0.0000    279.0127  9698.9112    0.0000   9698.9112   78539.82 
186664.00    33502        0        33502      16498        0        16498       578         0         578        191       0.9410     0.9410     0.0000     0.0000      0.44     380.8595    0.0000    380.8595  10911.5315   0.0000   10911.5315  78539.82 
233330.00    33542        0        33542      16458        0        16458       568         0         568        203       0.9368     0.9368     0.0000     0.0000      0.44     373.9558    0.0000    373.9558  10867.7254   0.0000   10867.7254  78539.82 
279996.00    32266        0        32266      17734        0        17734       1135        0         1135       208       0.9421     0.9421     0.0000     0.0000      0.44     747.0208    0.0000    747.0208  11711.3559   0.0000   11711.3559  78539.82 
326662.00    30820        0        30820      19180        0        19180       715         0         715        197       0.9374     0.9374     0.0000     0.0000      0.44     470.2050    0.0000    470.2050  12652.2757   0.0000   12652.2757  78539.82 
373328.00    29208        0        29208      20792        0        20792       607         0         607        196       0.9294     0.9294     0.0000     0.0000      0.44     398.3422    0.0000    398.3422  13697.0474   0.0000   13697.0474  78539.82 
419994.00    31314        0        31314      18686        0        18686       623         0         623        222       0.9290     0.9290     0.0000     0.0000      0.44     408.9494    0.0000    408.9494  12319.4322   0.0000   12319.4322  78539.82 
466660.00    29835        0        29835      20165        0        20165       625         0         625        212       0.9257     0.9257     0.0000     0.0000      0.44     409.5559    0.0000    409.5559  13272.3428   0.0000   13272.3428  78539.82 
513326.00    30185        0        30185      19815        0        19815       747         0         747        220       0.9199     0.9199     0.0000     0.0000      0.44     491.6866    0.0000    491.6866  13031.5221   0.0000   13031.5221  78539.82 
559992.00    29967        0        29967      20033        0        20033       1063        0         1063       260       0.9310     0.9310     0.0000     0.0000      0.44     695.0875    0.0000    695.0875  13151.1143   0.0000   13151.1143  78539.82 
606658.00    28828        0        28828      21172        0        21172       883         0         883        255       0.9239     0.9239     0.0000     0.0000      0.43     579.6197    0.0000    579.6197  13893.4162   0.0000   13893.4162  78539.82 
653324.00    29222        0        29222      20778        0        20778       947         0         947        253       0.9243     0.9243     0.0000     0.0000      0.44     618.5361    0.0000    618.5361  13642.6700   0.0000   13642.6700  78539.82 
699990.00    29193        0        29193      20807        0        20807       1563        0         1563       266       0.9242     0.9242     0.0000     0.0000      0.43    1021.3896    0.0000   1021.3896  13649.8170   0.0000   13649.8170  78539.82 
746656.00    30760        0        30760      19240        0        19240       969         0         969        278       0.9352     0.9352     0.0000     0.0000      0.43     626.8581    0.0000    626.8581  12603.4036   0.0000   12603.4036  78539.82 
793322.00    30175        0        30175      19825        0        19825       1226        0         1226       305       0.9272     0.9272     0.0000     0.0000      0.44     804.5086    0.0000    804.5086  12985.2488   0.0000   12985.2488  78539.82 
839988.00    28844        0        28844      21156        0        21156       928         0         928        302       0.9303     0.9303     0.0000     0.0000      0.43     605.7150    0.0000    605.7150  13866.2601   0.0000   13866.2601  78539.82 
886654.00    28220        0        28220      21780        0        21780       1034        0         1034       290       0.9205     0.9205     0.0000     0.0000      0.44     674.4313    0.0000    674.4313  14288.3225   0.0000   14288.3225  78539.82 
933320.00    28880        0        28880      21120        0        21120       1004        0         1004       285       0.9297     0.9297     0.0000     0.0000      0.43     659.2998    0.0000    659.2998  13832.7272   0.0000   13832.7272  78539.82 
979986.00    29993        0        29993      20007        0        20007       826         0         826        263       0.9233     0.9233     0.0000     0.0000      0.44     544.4102    0.0000    544.4102  13100.6928   0.0000   13100.6928  78539.82 
1026652.00   29213        0        29213      20787        0        20787       900         0         900        284       0.9364     0.9364     0.0000     0.0000      0.43     586.0605    0.0000    586.0605  13626.7907   0.0000   13626.7907  78539.82 
1073318.00   29685        0        29685      20315        0        20315       1242        0         1242       303       0.9182     0.9182     0.0000     0.0000      0.43     808.6656    0.0000    808.6656  13291.0934   0.0000   13291.0934  78539.82 
1119984.00   29488        0        29488      20512        0        20512       928         0         928        280       0.9340     0.9340     0.0000     0.0000      0.43     600.8559    0.0000    600.8559  13413.2021   0.0000   13413.2021  78539.82 
1166650.00   29515        0        29515      20485        0        20485       837         0         837        288       0.9315     0.9315     0.0000     0.0000      0.43     547.9924    0.0000    547.9924  13402.1034   0.0000   13402.1034  78539.82 
1213316.00   28934        0        28934      21066        0        21066       957         0         957        314       0.9316     0.9316     0.0000     0.0000      0.43     624.9257    0.0000    624.9257  13754.4944   0.0000   13754.4944  78539.82 
1259982.00   29671        0        29671      20329        0        20329       1131        0         1131       303       0.9233     0.9233     0.0000     0.0000      0.43     725.5492    0.0000    725.5492  13258.8805   0.0000   13258.8805  78539.82 
1306648.00   28969        0        28969      21031        0        21031       1333        0         1333       318       0.9327     0.9327     0.0000     0.0000      0.43     856.0727    0.0000    856.0727  13721.9324   0.0000   13721.9324  78539.82 
1353314.00   27848        0        27848      22152        0        22152       1423        0         1423       316       0.9253     0.9253     0.0000     0.0000      0.43     928.4276    0.0000    928.4276  14450.4806   0.0000   14450.4806  78539.82 
1399980.00   29653        0        29653      20347        0        20347       1231        0         1231       322       0.9190     0.9190     0.0000     0.0000      0.43     804.2920    0.0000    804.2920  13251.0845   0.0000   13251.0845  78539.82 
1446646.00   29391        0        29391      20609        0        20609       1165        0         1165       327       0.9141     0.9141     0.0000     0.0000      0.43     759.5059    0.0000    759.5059  13427.1859   0.0000   13427.1859  78539.82 
1493312.00   28521        0        28521      21479        0        21479       1242        0         1242       335       0.9283     0.9283     0.0000     0.0000      0.43     793.9589    0.0000    793.9589  13983.7636   0.0000   13983.7636  78539.82 
1539978.00   29338        0        29338      20662        0        20662       1139        0         1139       327       0.9200     0.9200     0.0000     0.0000      0.43     749.9434    0.0000    749.9434  13462.0143   0.0000   13462.0143  78539.82 
1586644.00   29545        0        29545      20455        0        20455       1241        0         1241       335       0.9236     0.9236     0.0000     0.0000      0.43     792.1318    0.0000    792.1318  13287.1594   0.0000   13287.1594  78539.82 
1633310.00   29827        0        29827      20173        0        20173       1325        0         1325       360       0.9272     0.9272     0.0000     0.0000      0.43     850.7143    0.0000    850.7143  13093.6613   0.0000   13093.6613  78539.82 
1679976.00   28356        0        28356      21644        0        21644       1326        0         1326       323       0.9205     0.9205     0.0000     0.0000      0.43     859.3994    0.0000    859.3994  14055.5423   0.0000   14055.5423  78539.82 
1726642.00   28763        0        28763      21237        0        21237       1440        0         1440       379       0.9208     0.9208     0.0000     0.0000      0.43     943.1078    0.0000    943.1078  13747.5795   0.0000   13747.5795  78539.82 
1773308.00   29161        0        29161      20839        0        20839       1322        0         1322       347       0.9350     0.9350     0.0000     0.0000      0.43     843.8615    0.0000    843.8615  13475.3625   0.0000   13475.3625  78539.82 
1819974.00   27885        0        27885      22115        0        22115       1470        0         1470       402       0.9120     0.9120     0.0000     0.0000      0.43     946.3183    0.0000    946.3183  14313.3723   0.0000   14313.3723  78539.82 
1866640.00   29079        0        29079      20921        0        20921       1350        0         1350       402       0.9269     0.9269     0.0000     0.0000      0.43     865.7123    0.0000    865.7123  13509.5014   0.0000   13509.5014  78539.82 
1913306.00   28724        0        28724      21276        0        21276       1396        0         1396       417       0.9327     0.9327     0.0000     0.0000      0.43     873.5839    0.0000    873.5839  13719.9109   0.0000   13719.9109  78539.82 
1959972.00   29109        0        29109      20891        0        20891       1485        0         1485       417       0.9277     0.9277     0.0000     0.0000      0.43     931.3101    0.0000    931.3101  13433.2132   0.0000   13433.2132  78539.82 
2006638.00   28374        0        28374      21626        0        21626       1369        0         1369       393       0.9298     0.9298     0.0000     0.0000      0.43     873.1280    0.0000    873.1280  13905.9298   0.0000   13905.9298  78539.82 
2053304.00   28518        0        28518      21482        0        21482       1604        0         1604       429       0.9343     0.9343     0.0000     0.0000      0.43    1008.0565    0.0000   1008.0565  13794.2474   0.0000   13794.2474  78539.82 
2099970.00   29046        0        29046      20954        0        20954       1308        0         1308       402       0.9210     0.9210     0.0000     0.0000      0.43     850.8662    0.0000    850.8662  13416.8743   0.0000   13416.8743  78539.82 
2146636.00   28894        0        28894      21106        0        21106       1239        0         1239       398       0.9143     0.9143     0.0000     0.0000      0.43     753.9938    0.0000    753.9938  13512.9876   0.0000   13512.9876  78539.82 
2193302.00   28767        0        28767      21233        0        21233       1513        0         1513       416       0.9315     0.9315     0.0000     0.0000      0.43     941.9800    0.0000    941.9800  13591.8297   0.0000   13591.8297  78539.82 
2239968.00   28164        0        28164      21836        0        21836       1407        0         1407       383       0.9249     0.9249     0.0000     0.0000      0.43     874.0433    0.0000    874.0433  13973.0250   0.0000   13973.0250  78539.82 
2286634.00   28288        0        28288      21712        0        21712       1421        0         1421       387       0.9144     0.9144     0.0000     0.0000      0.43     885.1174    0.0000    885.1174  13875.3057   0.0000   13875.3057  78539.82 
2333300.00   28998        0        28998      21002        0        21002       1384        0         1384       420       0.9218     0.9218     0.0000     0.0000      0.43     860.1843    0.0000    860.1843  13388.1743   0.0000   13388.1743  78539.82 
2379966.00   28663        0        28663      21337        0        21337       1376        0         1376       418       0.9291     0.9291     0.0000     0.0000      0.43     859.5819    0.0000    859.5819  13613.0622   0.0000   13613.0622  78539.82 
2426632.00   28398        0        28398      21602        0        21602       1465        0         1465       450       0.9151     0.9151     0.0000     0.0000      0.43     922.7870    0.0000    922.7870  13751.5871   0.0000   13751.5871  78539.82 
2473298.00   29140        0        29140      20860        0        20860       1418        0         1418       463       0.9264     0.9264     0.0000     0.0000      0.43     877.9739    0.0000    877.9739  13261.1324   0.0000   13261.1324  78539.82 
2519964.00   28708        0        28708      21292        0        21292       1461        0         1461       462       0.9244     0.9244     0.0000     0.0000      0.43     888.6936    0.0000    888.6936  13535.1650   0.0000   13535.1650  78539.82 
2566630.00   28372        0        28372      21628        0        21628       1495        0         1495       491       0.9249     0.9249     0.0000     0.0000      0.43     919.5607    0.0000    919.5607  13719.0310   0.0000   13719.0310  78539.82 
2613296.00   28297        0        28297      21703        0        21703       1574        0         1574       504       0.9353     0.9353     0.0000     0.0000      0.43     959.3266    0.0000    959.3266  13752.8921   0.0000   13752.8921  78539.82 
2659962.00   28031        0        28031      21969        0        21969       1573        0         1573       488       0.9353     0.9353     0.0000     0.0000      0.43     955.1651    0.0000    955.1651  13933.8910   0.0000   13933.8910  78539.82 
2706628.00   27674        0        27674      22326        0        22326       1612        0         1612       485       0.9250     0.9250     0.0000     0.0000      0.43     978.7900    0.0000    978.7900  14141.8691   0.0000   14141.8691  78539.82 
2753294.00   27393        0        27393      22607        0        22607       1680        0         1680       565       0.9185     0.9185     0.0000     0.0000      0.43    1019.2432    0.0000   1019.2432  14293.9467   0.0000   14293.9467  78539.82 
2799960.00   27567        0        27567      22433        0        22433       1699        0         1699       509       0.9125     0.9125     0.0000     0.0000      0.43    1030.2061    0.0000   1030.2061  14172.7399   0.0000   14172.7399  78539.82 
2846626.00   27437        0        27437      22563        0        22563       1716        0         1716       501       0.9142     0.9142     0.0000     0.0000      0.43    1047.4441    0.0000   1047.4441  14245.7824   0.0000   14245.7824  78539.82 
2893292.00   27601        0        27601      22399        0        22399       1786        0         1786       486       0.9175     0.9175     0.0000     0.0000      0.43    1085.4777    0.0000   1085.4777  14120.9028   0.0000   14120.9028  78539.82 
2939958.00   28417        0        28417      21583        0        21583       1826        0         1826       526       0.9243     0.9243     0.0000     0.0000      0.43    1108.4137    0.0000   1108.4137  13555.3834   0.0000   13555.3834  78539.82 
2986624.00   27724        0        27724      22276        0        22276       1927        0         1927       518       0.9164     0.9164     0.0000     0.0000      0.43    1169.8978    0.0000   1169.8978  13985.6943   0.0000   13985.6943  78539.82 
3033290.00   28447        0        28447      21553        0        21553       2001        0         2001       513       0.9116     0.9116     0.0000     0.0000      0.43    1217.5652    0.0000   1217.5652  13505.5061   0.0000   13505.5061  78539.82 
3079956.00   29066        0        29066      20934        0        20934       2002        0         2002       598       0.9136     0.9136     0.0000     0.0000      0.43    1212.5247    0.0000   1212.5247  13060.1082   0.0000   13060.1082  78539.82 
3126622.00   28651        0        28651      21349        0        21349       2001        0         2001       593       0.8983     0.8983     0.0000     0.0000      0.43    1207.5714    0.0000   1207.5714  13309.2253   0.0000   13309.2253  78539.82 
3173288.00   28605        0        28605      21395        0        21395       3645        0         3645       629       0.9275     0.9275     0.0000     0.0000      0.43    2206.9395    0.0000   2206.9395  13327.5915   0.0000   13327.5915  78539.82 
3219954.00   27869        0        27869      22131        0        22131       3919        0         3919       670       0.9092     0.9092     0.0000     0.0000      0.43    2385.1690    0.0000   2385.1690  13805.2497   0.0000   13805.2497  78539.82 
3266620.00   27883        0        27883      22117        0        22117       3902        0         3902       691       0.9164     0.9164     0.0000     0.0000      0.43    2368.7991    0.0000   2368.7991  13774.3826   0.0000   13774.3826  78539.82 
3313286.00   27683        0        27683      22317        0        22317       3936        0         3936       719       0.8951     0.8951     0.0000     0.0000      0.43    2384.2079    0.0000   2384.2079  13884.6484   0.0000   13884.6484  78539.82 
3359952.00   27223        0        27223      22777        0        22777       4038        0         4038       690       0.9077     0.9077     0.0000     0.0000      0.43    2450.2214    0.0000   2450.2214  14173.1788   0.0000   14173.1788  78539.82 
3406618.00   26254        0        26254      23746        0        23746       4152        0         4152       641       0.9155     0.9155     0.0000     0.0000      0.43    2520.8304    0.0000   2520.8304  14805.6335   0.0000   14805.6335  78539.82 
