 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          9          0          9          0        1.0579     1.0579     0.0000     0.0000      0.59      6.7365     0.0000     6.7365     0.0000     0.0000     0.0000    65449.85 
 50000.00    18721        0        18721      31279        0        31279       2384        0         2384       355       0.8688     0.8688     0.0000     0.0000      0.47    1392.7578    0.0000   1392.7578  18291.1560   0.0000   18291.1560  65449.85 
100000.00    19142        0        19142      30858        0        30858       2301        0         2301       440       0.8617     0.8617     0.0000     0.0000      0.46    1329.1583    0.0000   1329.1583  17961.9209   0.0000   17961.9209  65449.85 
150000.00    18029        0        18029      31971        0        31971       3754        0         3754       450       0.8686     0.8686     0.0000     0.0000      0.46    2169.4379    0.0000   2169.4379  18541.6541   0.0000   18541.6541  65449.85 
200000.00    19412        0        19412      30588        0        30588       2715        0         2715       546       0.8474     0.8474     0.0000     0.0000      0.46    1569.1954    0.0000   1569.1954  17702.0432   0.0000   17702.0432  65449.85 
250000.00    20147        0        20147      29853        0        29853       3337        0         3337       481       0.8966     0.8966     0.0000     0.0000      0.46    1940.9639    0.0000   1940.9639  17300.1497   0.0000   17300.1497  65449.85 
300000.00    20589        0        20589      29411        0        29411       3215        0         3215       515       0.8725     0.8725     0.0000     0.0000      0.46    1849.2858    0.0000   1849.2858  16984.1571   0.0000   16984.1571  65449.85 
350000.00    20281        0        20281      29719        0        29719       2977        0         2977       512       0.8579     0.8579     0.0000     0.0000      0.46    1719.0892    0.0000   1719.0892  17168.0764   0.0000   17168.0764  65449.85 
400000.00    21175        0        21175      28825        0        28825       4760        0         4760       488       0.8576     0.8576     0.0000     0.0000      0.46    2726.7299    0.0000   2726.7299  16633.3182   0.0000   16633.3182  65449.85 
450000.00    20058        0        20058      29942        0        29942       3273        0         3273       490       0.8644     0.8644     0.0000     0.0000      0.46    1887.6320    0.0000   1887.6320  17277.8116   0.0000   17277.8116  65449.85 
500000.00    20181        0        20181      29819        0        29819       6450        0         6450       496       0.8502     0.8502     0.0000     0.0000      0.46    3688.3852    0.0000   3688.3852  17153.6229   0.0000   17153.6229  65449.85 
