 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          86         0          86         0        0.9694     0.9694     0.0000     0.0000      0.56     59.9172     0.0000    59.9172     0.0000     0.0000     0.0000    65449.85 
174999.00    12597        0        12597      37403        0        37403       7202        0         7202       644       0.9153     0.9153     0.0000     0.0000      0.51    4692.2434    0.0000   4692.2434  24385.8504   0.0000   24385.8504  65449.85 
349998.00    12058        0        12058      37942        0        37942       4912        0         4912       715       0.9157     0.9157     0.0000     0.0000      0.50    3194.5048    0.0000   3194.5048  24613.2507   0.0000   24613.2507  65449.85 
524997.00    12044        0        12044      37956        0        37956       5521        0         5521       903       0.9181     0.9181     0.0000     0.0000      0.50    3569.9758    0.0000   3569.9758  24535.1311   0.0000   24535.1311  65449.85 
699996.00    12661        0        12661      37339        0        37339       3948        0         3948       868       0.9115     0.9115     0.0000     0.0000      0.50    2544.6214    0.0000   2544.6214  24085.7815   0.0000   24085.7815  65449.85 
874995.00    13758        0        13758      36242        0        36242       3898        0         3898       862       0.9106     0.9106     0.0000     0.0000      0.50    2507.6777    0.0000   2507.6777  23300.3317   0.0000   23300.3317  65449.85 
1049994.00   12351        0        12351      37649        0        37649       4475        0         4475       801       0.9102     0.9102     0.0000     0.0000      0.50    2872.5863    0.0000   2872.5863  24155.0717   0.0000   24155.0717  65449.85 
1224993.00   13182        0        13182      36818        0        36818       4111        0         4111       920       0.9195     0.9195     0.0000     0.0000      0.50    2639.1899    0.0000   2639.1899  23580.0013   0.0000   23580.0013  65449.85 
1399992.00   13343        0        13343      36657        0        36657       8080        0         8080       916       0.9175     0.9175     0.0000     0.0000      0.50    5176.3814    0.0000   5176.3814  23438.1494   0.0000   23438.1494  65449.85 
1574991.00   13374        0        13374      36626        0        36626       4614        0         4614       893       0.9163     0.9163     0.0000     0.0000      0.50    2943.0023    0.0000   2943.0023  23349.0923   0.0000   23349.0923  65449.85 
1749990.00   13305        0        13305      36695        0        36695       7641        0         7641       1048      0.9120     0.9120     0.0000     0.0000      0.50    4858.3408    0.0000   4858.3408  23325.0518   0.0000   23325.0518  65449.85 
1924989.00   13577        0        13577      36423        0        36423       4888        0         4888       888       0.9056     0.9056     0.0000     0.0000      0.50    3082.5620    0.0000   3082.5620  23058.9609   0.0000   23058.9609  65449.85 
2099988.00   13637        0        13637      36363        0        36363       2763        0         2763       1069      0.9168     0.9168     0.0000     0.0000      0.50    1743.9433    0.0000   1743.9433  22947.7978   0.0000   22947.7978  65449.85 
2274987.00   13479        0        13479      36521        0        36521       4137        0         4137       1141      0.9032     0.9032     0.0000     0.0000      0.50    2597.1227    0.0000   2597.1227  22976.1654   0.0000   22976.1654  65449.85 
2449986.00   13211        0        13211      36789        0        36789       6331        0         6331       1362      0.9062     0.9062     0.0000     0.0000      0.49    3975.7309    0.0000   3975.7309  23075.4039   0.0000   23075.4039  65449.85 
2624985.00   12578        0        12578      37422        0        37422       3416        0         3416       1100      0.9090     0.9090     0.0000     0.0000      0.49    2135.1644    0.0000   2135.1644  23413.7155   0.0000   23413.7155  65449.85 
2799984.00   12963        0        12963      37037        0        37037       7057        0         7057       1322      0.9008     0.9008     0.0000     0.0000      0.49    4380.1749    0.0000   4380.1749  23099.1391   0.0000   23099.1391  65449.85 
2974983.00   12810        0        12810      37190        0        37190       7100        0         7100       1282      0.9103     0.9103     0.0000     0.0000      0.49    4400.7397    0.0000   4400.7397  23117.3453   0.0000   23117.3453  65449.85 
3149982.00   12285        0        12285      37715        0        37715       8622        0         8622       1257      0.8992     0.8992     0.0000     0.0000      0.49    5331.6631    0.0000   5331.6631  23388.8075   0.0000   23388.8075  65449.85 
3324981.00   12352        0        12352      37648        0        37648       6070        0         6070       1394      0.9020     0.9020     0.0000     0.0000      0.49    3756.6001    0.0000   3756.6001  23276.5427   0.0000   23276.5427  65449.85 
3499980.00   11502        0        11502      38498        0        38498       5490        0         5490       1539      0.8906     0.8906     0.0000     0.0000      0.49    3372.7533    0.0000   3372.7533  23768.8674   0.0000   23768.8674  65449.85 
3674979.00   11386        0        11386      38614        0        38614       5585        0         5585       1930      0.8933     0.8933     0.0000     0.0000      0.49    3425.3208    0.0000   3425.3208  23808.2177   0.0000   23808.2177  65449.85 
3849978.00   10846        0        10846      39154        0        39154       8628        0         8628       2060      0.8918     0.8918     0.0000     0.0000      0.49    5312.2080    0.0000   5312.2080  24103.3102   0.0000   24103.3102  65449.85 
4024977.00   10456        0        10456      39544        0        39544      12215        0        12215       2824      0.9066     0.9066     0.0000     0.0000      0.49    7498.7388    0.0000   7498.7388  24300.5780   0.0000   24300.5780  65449.85 
4199976.00    9852        0         9852      40148        0        40148       9828        0         9828       2361      0.8907     0.8907     0.0000     0.0000      0.49    6036.2052    0.0000   6036.2052  24645.2151   0.0000   24645.2151  65449.85 
4374975.00    9546        0         9546      40454        0        40454      14115        0        14115       2696      0.8963     0.8963     0.0000     0.0000      0.48    8677.2781    0.0000   8677.2781  24816.9913   0.0000   24816.9913  65449.85 
