 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.0908     1.0908     0.0000     0.0000      0.50      5.2572     0.0000     5.2572     0.0000     0.0000     0.0000    78539.82 
 50000.00    42175        0        42175       7825        0         7825       353         0         353        142       0.9104     0.9104     0.0000     0.0000      0.42     222.3660    0.0000    222.3660  4928.7529    0.0000   4928.7529   78539.82 
100000.00    39427        0        39427      10573        0        10573       410         0         410        173       0.8976     0.8976     0.0000     0.0000      0.42     251.9617    0.0000    251.9617  6591.0094    0.0000   6591.0094   78539.82 
150000.00    37224        0        37224      12776        0        12776       598         0         598        177       0.9015     0.9015     0.0000     0.0000      0.42     370.4078    0.0000    370.4078  7963.8990    0.0000   7963.8990   78539.82 
200000.00    35883        0        35883      14117        0        14117       546         0         546        196       0.9080     0.9080     0.0000     0.0000      0.42     339.5764    0.0000    339.5764  8800.1026    0.0000   8800.1026   78539.82 
250000.00    35548        0        35548      14452        0        14452       805         0         805        180       0.9086     0.9086     0.0000     0.0000      0.42     497.8063    0.0000    497.8063  8978.9443    0.0000   8978.9443   78539.82 
300000.00    34768        0        34768      15232        0        15232       578         0         578        200       0.9009     0.9009     0.0000     0.0000      0.42     356.1595    0.0000    356.1595  9450.9594    0.0000   9450.9594   78539.82 
350000.00    37286        0        37286      12714        0        12714       593         0         593        201       0.9086     0.9086     0.0000     0.0000      0.42     370.2097    0.0000    370.2097  7894.0274    0.0000   7894.0274   78539.82 
400000.00    35537        0        35537      14463        0        14463       795         0         795        249       0.9012     0.9012     0.0000     0.0000      0.42     493.3812    0.0000    493.3812  8993.7810    0.0000   8993.7810   78539.82 
450000.00    37456        0        37456      12544        0        12544       454         0         454        205       0.9047     0.9047     0.0000     0.0000      0.42     275.9225    0.0000    275.9225  7768.6409    0.0000   7768.6409   78539.82 
500000.00    34854        0        34854      15146        0        15146       571         0         571        210       0.9078     0.9078     0.0000     0.0000      0.42     355.8658    0.0000    355.8658  9415.9987    0.0000   9415.9987   78539.82 
550000.00    35393        0        35393      14607        0        14607       771         0         771        221       0.9015     0.9015     0.0000     0.0000      0.42     481.0324    0.0000    481.0324  9070.4605    0.0000   9070.4605   78539.82 
600000.00    36572        0        36572      13428        0        13428       667         0         667        223       0.9011     0.9011     0.0000     0.0000      0.42     411.4890    0.0000    411.4890  8343.6201    0.0000   8343.6201   78539.82 
650000.00    35960        0        35960      14040        0        14040       708         0         708        219       0.8846     0.8846     0.0000     0.0000      0.42     436.4134    0.0000    436.4134  8735.5377    0.0000   8735.5377   78539.82 
700000.00    36404        0        36404      13596        0        13596       598         0         598        199       0.8832     0.8832     0.0000     0.0000      0.42     377.2965    0.0000    377.2965  8456.2954    0.0000   8456.2954   78539.82 
750000.00    36476        0        36476      13524        0        13524       779         0         779        204       0.9004     0.9004     0.0000     0.0000      0.42     480.6712    0.0000    480.6712  8394.2526    0.0000   8394.2526   78539.82 
800000.00    36553        0        36553      13447        0        13447       653         0         653        189       0.9012     0.9012     0.0000     0.0000      0.42     399.0116    0.0000    399.0116  8351.0398    0.0000   8351.0398   78539.82 
850000.00    35487        0        35487      14513        0        14513       859         0         859        223       0.8916     0.8916     0.0000     0.0000      0.42     524.6783    0.0000    524.6783  9015.5735    0.0000   9015.5735   78539.82 
900000.00    36828        0        36828      13172        0        13172       691         0         691        193       0.8955     0.8955     0.0000     0.0000      0.42     422.8828    0.0000    422.8828  8194.2194    0.0000   8194.2194   78539.82 
950000.00    34554        0        34554      15446        0        15446       833         0         833        203       0.9002     0.9002     0.0000     0.0000      0.42     510.6709    0.0000    510.6709  9607.5815    0.0000   9607.5815   78539.82 
1000000.00   36885        0        36885      13115        0        13115       1102        0         1102       211       0.8897     0.8897     0.0000     0.0000      0.42     682.1522    0.0000    682.1522  8138.1812    0.0000   8138.1812   78539.82 
1050000.00   37164        0        37164      12836        0        12836       659         0         659        233       0.8830     0.8830     0.0000     0.0000      0.42     407.2763    0.0000    407.2763  7962.0757    0.0000   7962.0757   78539.82 
1100000.00   36948        0        36948      13052        0        13052       583         0         583        225       0.9039     0.9039     0.0000     0.0000      0.42     357.8994    0.0000    357.8994  8122.4515    0.0000   8122.4515   78539.82 
1150000.00   35045        0        35045      14955        0        14955       732         0         732        223       0.8990     0.8990     0.0000     0.0000      0.42     446.6091    0.0000    446.6091  9300.5266    0.0000   9300.5266   78539.82 
1200000.00   35431        0        35431      14569        0        14569       1021        0         1021       217       0.9045     0.9045     0.0000     0.0000      0.42     633.1681    0.0000    633.1681  9068.1871    0.0000   9068.1871   78539.82 
1250000.00   36151        0        36151      13849        0        13849       680         0         680        223       0.9012     0.9012     0.0000     0.0000      0.42     414.9028    0.0000    414.9028  8586.6643    0.0000   8586.6643   78539.82 
1300000.00   34914        0        34914      15086        0        15086       842         0         842        215       0.8892     0.8892     0.0000     0.0000      0.42     521.9212    0.0000    521.9212  9375.7218    0.0000   9375.7218   78539.82 
