 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.0908     1.0908     0.0000     0.0000      0.50      5.2572     0.0000     5.2572     0.0000     0.0000     0.0000    78539.82 
 50000.00    40825        0        40825       9175        0         9175       308         0         308        155       0.8522     0.8522     0.0000     0.0000      0.39     175.8380    0.0000    175.8380  5266.5045    0.0000   5266.5045   78539.82 
100000.00    37879        0        37879      12121        0        12121       599         0         599        173       0.8591     0.8591     0.0000     0.0000      0.39     340.5685    0.0000    340.5685  6955.8327    0.0000   6955.8327   78539.82 
150000.00    39840        0        39840      10160        0        10160       471         0         471        184       0.8411     0.8411     0.0000     0.0000      0.39     266.5000    0.0000    266.5000  5820.7067    0.0000   5820.7067   78539.82 
200000.00    40224        0        40224       9776        0         9776       751         0         751        203       0.8575     0.8575     0.0000     0.0000      0.39     428.8825    0.0000    428.8825  5587.3086    0.0000   5587.3086   78539.82 
250000.00    39062        0        39062      10938        0        10938       430         0         430        191       0.8615     0.8615     0.0000     0.0000      0.39     238.3585    0.0000    238.3585  6271.8564    0.0000   6271.8564   78539.82 
300000.00    40018        0        40018       9982        0         9982       582         0         582        203       0.8552     0.8552     0.0000     0.0000      0.39     330.1082    0.0000    330.1082  5672.0359    0.0000   5672.0359   78539.82 
350000.00    37828        0        37828      12172        0        12172       407         0         407        184       0.8400     0.8400     0.0000     0.0000      0.39     232.8021    0.0000    232.8021  6956.4451    0.0000   6956.4451   78539.82 
400000.00    39084        0        39084      10916        0        10916       655         0         655        194       0.8569     0.8569     0.0000     0.0000      0.39     371.3458    0.0000    371.3458  6243.3176    0.0000   6243.3176   78539.82 
450000.00    39417        0        39417      10583        0        10583       628         0         628        170       0.8497     0.8497     0.0000     0.0000      0.39     346.6730    0.0000    346.6730  6043.7124    0.0000   6043.7124   78539.82 
500000.00    38626        0        38626      11374        0        11374       626         0         626        192       0.8433     0.8433     0.0000     0.0000      0.39     359.2006    0.0000    359.2006  6508.6913    0.0000   6508.6913   78539.82 
550000.00    38125        0        38125      11875        0        11875       790         0         790        204       0.8425     0.8425     0.0000     0.0000      0.39     447.9348    0.0000    447.9348  6773.0782    0.0000   6773.0782   78539.82 
600000.00    38659        0        38659      11341        0        11341       739         0         739        189       0.8466     0.8466     0.0000     0.0000      0.39     421.9289    0.0000    421.9289  6492.6194    0.0000   6492.6194   78539.82 
650000.00    38941        0        38941      11059        0        11059       713         0         713        172       0.8596     0.8596     0.0000     0.0000      0.39     400.7281    0.0000    400.7281  6305.3053    0.0000   6305.3053   78539.82 
700000.00    40420        0        40420       9580        0         9580       535         0         535        180       0.8581     0.8581     0.0000     0.0000      0.39     305.9012    0.0000    305.9012  5499.2673    0.0000   5499.2673   78539.82 
750000.00    39574        0        39574      10426        0        10426       543         0         543        179       0.8415     0.8415     0.0000     0.0000      0.39     303.2979    0.0000    303.2979  5971.0120    0.0000   5971.0120   78539.82 
800000.00    38401        0        38401      11599        0        11599       475         0         475        178       0.8522     0.8522     0.0000     0.0000      0.39     267.9311    0.0000    267.9311  6632.5565    0.0000   6632.5565   78539.82 
850000.00    39020        0        39020      10980        0        10980       583         0         583        174       0.8573     0.8573     0.0000     0.0000      0.39     333.0175    0.0000    333.0175  6273.2325    0.0000   6273.2325   78539.82 
900000.00    39773        0        39773      10227        0        10227       602         0         602        185       0.8584     0.8584     0.0000     0.0000      0.39     343.3792    0.0000    343.3792  5860.2735    0.0000   5860.2735   78539.82 
950000.00    39159        0        39159      10841        0        10841       543         0         543        180       0.8683     0.8683     0.0000     0.0000      0.39     305.6330    0.0000    305.6330  6204.6091    0.0000   6204.6091   78539.82 
1000000.00   40158        0        40158       9842        0         9842       687         0         687        172       0.8572     0.8572     0.0000     0.0000      0.39     381.9063    0.0000    381.9063  5639.0696    0.0000   5639.0696   78539.82 
1050000.00   39742        0        39742      10258        0        10258       493         0         493        183       0.8365     0.8365     0.0000     0.0000      0.39     277.1117    0.0000    277.1117  5869.0762    0.0000   5869.0762   78539.82 
1100000.00   39940        0        39940      10060        0        10060       484         0         484        176       0.8489     0.8489     0.0000     0.0000      0.39     275.4078    0.0000    275.4078  5772.9326    0.0000   5772.9326   78539.82 
1150000.00   38768        0        38768      11232        0        11232       399         0         399        190       0.8601     0.8601     0.0000     0.0000      0.39     231.0480    0.0000    231.0480  6435.7005    0.0000   6435.7005   78539.82 
1200000.00   39765        0        39765      10235        0        10235       580         0         580        176       0.8497     0.8497     0.0000     0.0000      0.39     332.1474    0.0000    332.1474  5873.6415    0.0000   5873.6415   78539.82 
1250000.00   38840        0        38840      11160        0        11160       660         0         660        189       0.8544     0.8544     0.0000     0.0000      0.39     372.3097    0.0000    372.3097  6386.9186    0.0000   6386.9186   78539.82 
1300000.00   38777        0        38777      11223        0        11223       387         0         387        167       0.8593     0.8593     0.0000     0.0000      0.39     219.7972    0.0000    219.7972  6422.5255    0.0000   6422.5255   78539.82 
1350000.00   38241        0        38241      11759        0        11759       664         0         664        183       0.8485     0.8485     0.0000     0.0000      0.39     374.8873    0.0000    374.8873  6739.4081    0.0000   6739.4081   78539.82 
1400000.00   38264        0        38264      11736        0        11736       547         0         547        180       0.8549     0.8549     0.0000     0.0000      0.39     312.0094    0.0000    312.0094  6729.4999    0.0000   6729.4999   78539.82 
1450000.00   37755        0        37755      12245        0        12245       476         0         476        170       0.8661     0.8661     0.0000     0.0000      0.39     273.7355    0.0000    273.7355  7012.6902    0.0000   7012.6902   78539.82 
1500000.00   39350        0        39350      10650        0        10650       515         0         515        169       0.8547     0.8547     0.0000     0.0000      0.39     295.1960    0.0000    295.1960  6100.6381    0.0000   6100.6381   78539.82 
1550000.00   38490        0        38490      11510        0        11510       545         0         545        182       0.8472     0.8472     0.0000     0.0000      0.39     311.6039    0.0000    311.6039  6604.5430    0.0000   6604.5430   78539.82 
1600000.00   39422        0        39422      10578        0        10578       517         0         517        185       0.8554     0.8554     0.0000     0.0000      0.39     295.0312    0.0000    295.0312  6062.4381    0.0000   6062.4381   78539.82 
1650000.00   38981        0        38981      11019        0        11019       443         0         443        172       0.8482     0.8482     0.0000     0.0000      0.39     252.2366    0.0000    252.2366  6301.5728    0.0000   6301.5728   78539.82 
1700000.00   39093        0        39093      10907        0        10907       440         0         440        162       0.8440     0.8440     0.0000     0.0000      0.39     251.7965    0.0000    251.7965  6255.1693    0.0000   6255.1693   78539.82 
1750000.00   39111        0        39111      10889        0        10889       346         0         346        162       0.8516     0.8516     0.0000     0.0000      0.39     199.3168    0.0000    199.3168  6239.5755    0.0000   6239.5755   78539.82 
1800000.00   38935        0        38935      11065        0        11065       512         0         512        165       0.8581     0.8581     0.0000     0.0000      0.39     292.3057    0.0000    292.3057  6344.5683    0.0000   6344.5683   78539.82 
1850000.00   37444        0        37444      12556        0        12556       423         0         423        181       0.8668     0.8668     0.0000     0.0000      0.39     241.9376    0.0000    241.9376  7209.3008    0.0000   7209.3008   78539.82 
1900000.00   39385        0        39385      10615        0        10615       397         0         397        165       0.8478     0.8478     0.0000     0.0000      0.39     229.2085    0.0000    229.2085  6084.8808    0.0000   6084.8808   78539.82 
1950000.00   39411        0        39411      10589        0        10589       525         0         525        173       0.8653     0.8653     0.0000     0.0000      0.39     293.4638    0.0000    293.4638  6048.0826    0.0000   6048.0826   78539.82 
2000000.00   37907        0        37907      12093        0        12093       670         0         670        172       0.8569     0.8569     0.0000     0.0000      0.39     375.8143    0.0000    375.8143  6917.7030    0.0000   6917.7030   78539.82 
2050000.00   38762        0        38762      11238        0        11238       699         0         699        190       0.8614     0.8614     0.0000     0.0000      0.39     394.9684    0.0000    394.9684  6431.4698    0.0000   6431.4698   78539.82 
2100000.00   38947        0        38947      11053        0        11053       715         0         715        178       0.8702     0.8702     0.0000     0.0000      0.39     405.8333    0.0000    405.8333  6323.8329    0.0000   6323.8329   78539.82 
2150000.00   40231        0        40231       9769        0         9769       416         0         416        191       0.8498     0.8498     0.0000     0.0000      0.39     237.5212    0.0000    237.5212  5597.3707    0.0000   5597.3707   78539.82 
2200000.00   38799        0        38799      11201        0        11201       381         0         381        175       0.8460     0.8460     0.0000     0.0000      0.39     217.2925    0.0000    217.2925  6420.9893    0.0000   6420.9893   78539.82 
2250000.00   38980        0        38980      11020        0        11020       467         0         467        180       0.8636     0.8636     0.0000     0.0000      0.39     265.6596    0.0000    265.6596  6332.6242    0.0000   6332.6242   78539.82 
2300000.00   40800        0        40800       9200        0         9200       438         0         438        180       0.8497     0.8497     0.0000     0.0000      0.39     252.3300    0.0000    252.3300  5265.6693    0.0000   5265.6693   78539.82 
2350000.00   39819        0        39819      10181        0        10181       549         0         549        181       0.8656     0.8656     0.0000     0.0000      0.39     309.1929    0.0000    309.1929  5818.7491    0.0000   5818.7491   78539.82 
2400000.00   39220        0        39220      10780        0        10780       735         0         735        171       0.8505     0.8505     0.0000     0.0000      0.39     414.2885    0.0000    414.2885  6176.2609    0.0000   6176.2609   78539.82 
2450000.00   38931        0        38931      11069        0        11069       595         0         595        187       0.8542     0.8542     0.0000     0.0000      0.39     339.1737    0.0000    339.1737  6340.7461    0.0000   6340.7461   78539.82 
2500000.00   38306        0        38306      11694        0        11694       419         0         419        185       0.8441     0.8441     0.0000     0.0000      0.39     237.3473    0.0000    237.3473  6719.2922    0.0000   6719.2922   78539.82 
2550000.00   39286        0        39286      10714        0        10714       542         0         542        202       0.8370     0.8370     0.0000     0.0000      0.39     307.5304    0.0000    307.5304  6139.5756    0.0000   6139.5756   78539.82 
2600000.00   40215        0        40215       9785        0         9785       368         0         368        163       0.8613     0.8613     0.0000     0.0000      0.39     211.5366    0.0000    211.5366  5621.7958    0.0000   5621.7958   78539.82 
2650000.00   40052        0        40052       9948        0         9948       621         0         621        184       0.8550     0.8550     0.0000     0.0000      0.39     355.7823    0.0000    355.7823  5708.2370    0.0000   5708.2370   78539.82 
2700000.00   39377        0        39377      10623        0        10623       500         0         500        174       0.8575     0.8575     0.0000     0.0000      0.39     283.1377    0.0000    283.1377  6089.9046    0.0000   6089.9046   78539.82 
2750000.00   39656        0        39656      10344        0        10344       641         0         641        172       0.8456     0.8456     0.0000     0.0000      0.39     360.8427    0.0000    360.8427  5907.5880    0.0000   5907.5880   78539.82 
