 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       582063    1000000      2986      270161       14       253831       1        253687       1        253687       1        253687       1        253687       1        253687       1        253687       1        253687  
   1.7       283745    1000000     37996      621778     12780      459734       73       257877       1        253611       1        253611       1        253611       1        253611       1        253611       1        253611  
   3.3       283605    1000000     37800      620512     12785      460578       90       257409       1        252091       1        252091       1        252091       1        252091       1        252091       1        252091  
   5.0       283548    1000000     37907      621041     12940      460984       92       254536       2        249101       1        248994       1        248994       1        248994       1        248994       1        248994  
   6.7       284671    1000000     37912      619500     12964      459603      112       252465       2        245981       1        245838       1        245838       1        245838       1        245838       1        245838  
   8.3       285809    1000000     38388      618945     12932      455602      122       249276       2        242031       1        241907       1        241907       1        241907       1        241907       1        241907  
   10.0      286063    1000000     38599      618651     13110      455241      107       245058       2        238915       1        238712       1        238712       1        238712       1        238712       1        238712  
   11.7      287303    1000000     38833      617486     13245      453523       99       241393       3        235709       1        235453       1        235453       1        235453       1        235453       1        235453  
   13.3      287577    1000000     38674      615482     13163      451955      119       241348       7        234767       2        233930       1        233200       1        233200       1        233200       1        233200  
   15.0      287335    1000000     38745      616658     13363      453685      118       239773       3        232984       2        232868       1        232310       1        232310       1        232310       1        232310  
   16.7      288721    1000000     39169      614917     13153      448504      103       237947       2        231911       1        231807       1        231807       1        231807       1        231807       1        231807  
   18.3      288627    1000000     38767      615080     13224      451126      132       239834       5        232197       3        231974       3        231974       2        230758       1        224899       1        224899  
   20.0      288610    1000000     38742      615153     13103      450703      123       238971       5        231913       4        231796       2        230240       1        229155       1        229155       1        229155  
   21.7      289638    1000000     38718      613520     13147      449614      121       238609       10       231804       7        231168       5        229537       4        226634       3        218553       2        208487  
   23.3      289958    1000000     38790      613059     13070      448655      137       239298       6        231575       4        230996       3        230394       2        226031       1        217910       1        217910  
   25.0      289748    1000000     38715      612616     13133      448894      130       238534       13       231436       8        230241       8        230241       6        224957       4        208414       2        153046  
   26.7      290679    1000000     38684      611336     13130      447356      114       238014       10       231845       9        231742       9        231742       6        224272       4        207413       3        196078  
   28.3      290187    1000000     38362      611422     13112      449687      127       240109       11       233409       9        233205       8        232515       6        226165       5        217491       1        142050  
   30.0      290387    1000000     38439      611879     13037      448983      117       240287       9        233844       7        233304       7        233304       5        227123       4        218305       2        194113  
   31.7      290675    1000000     38476      611432     13025      448733      118       241376       8        234854       7        234689       7        234689       5        228416       4        222694       2        198866  
   33.3      290595    1000000     38530      612453     12980      448931      118       242427       9        235953       7        235723       6        234965       4        228749       3        219678       1        195239  
   35.0      290765    1000000     38409      611095     12900      447830      111       242678       5        236408       4        236091       4        236091       2        230002       1        224066       1        224066  
   36.7      291045    1000000     38339      610895     12821      447342       96       242783       9        237655       6        237296       6        237296       3        229062       1        213810       1        213810  
   38.3      290271    1000000     38349      612108     12884      448867       98       244413       5        238905       5        238905       5        238905       3        232462       2        226339       1        215483  
   40.0      289896    1000000     38342      612925     12924      450418      103       246024       7        240432       6        240330       5        239335       3        232952       1        217252       1        217252  
   41.7      290689    1000000     38004      611680     12617      449505      114       248499       9        242314       8        242211       7        241369       4        233917       2        217849       1        207084  
   43.3      289758    1000000     38089      612915     12581      449188       98       248570       7        243126       5        242907       4        242349       2        236436       1        229981       1        229981  
   45.0      289477    1000000     38021      612711     12651      450285       96       249539       6        244249       4        243963       4        243963       3        239707       1        221985       1        221985  
   46.7      290927    1000000     37407      609454     12447      449403      113       251663       6        245416       5        245296       4        244689       3        240614       1        222723       1        222723  
